"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","191","TPR Job Group 3","20276","46000","Manager","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","203","TPR Job Group 2","30000","108000","Business Analyst","3.00","Programme and Project Management (PPM)"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","203","TPR Job Group 3","20276","46000","Adviser","1.00","Communications"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","203","TPR Job Group 3","20276","46000","Adviser","2.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","252","TPR Job Group 2","30000","108000","Analyst","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","252","TPR Job Group 2","30000","108000","Analyst","1.00","Programme and Project Management (PPM)"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","252","TPR Job Group 2","30000","108000","Manager","0.90","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","257","TPR Job Group 2","30000","108000","Technical Specialist","7.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","257","TPR Job Group 3","20276","46000","Adviser","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","258","TPR Job Group 2","30000","108000","Manager","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","260","TPR Job Group 2","30000","108000","Technical Specialist","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","260","TPR Job Group 3","20276","46000","Adviser","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","260","TPR Job Group 3","20276","46000","Adviser","1.00","Programme and Project Management (PPM)"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","268","TPR Job Group 2","30000","108000","Manager","1.00","Finance"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","268","TPR Job Group 3","20276","46000","Adviser","1.00","Finance"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","270","TPR Job Group 3","20276","46000","Analyst","1.00","Information Technology"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","271","TPR Job Group 3","20276","46000","Adviser","1.00","Human Resources"
"Department for Work and Pensions","The Pensions Regulator","Auto Enrolment","293","TPR Job Group 2","30000","108000","Policy Specialist","2.60","Policy"
"Department for Work and Pensions","The Pensions Regulator","Chief Executive's Office","207","TPR Job Group 2","30000","108000","Manager","1.60","Policy"
"Department for Work and Pensions","The Pensions Regulator","Chief Executive's Office","207","TPR Job Group 3","20276","46000","Adviser","6.80","Policy"
"Department for Work and Pensions","The Pensions Regulator","Chief Executive's Office","276","TPR Job Group 3","20276","46000","Adviser","2.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Corporate and International Affairs","205","TPR Job Group 2","30000","108000","Adviser","1.00","Communications"
"Department for Work and Pensions","The Pensions Regulator","Corporate and International Affairs","205","TPR Job Group 2","30000","108000","Manager","2.00","Communications"
"Department for Work and Pensions","The Pensions Regulator","Corporate and International Affairs","205","TPR Job Group 2","30000","108000","Policy Specialist","4.00","Communications"
"Department for Work and Pensions","The Pensions Regulator","Corporate and International Affairs","205","TPR Job Group 3","20276","46000","Adviser","8.00","Communications"
"Department for Work and Pensions","The Pensions Regulator","Customer Communications","204","TPR Job Group 2","30000","108000","Adviser","2.00","Communications"
"Department for Work and Pensions","The Pensions Regulator","Customer Communications","204","TPR Job Group 2","30000","108000","Adviser","6.50","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Customer Communications","204","TPR Job Group 2","30000","108000","Manager","10.00","Communications"
"Department for Work and Pensions","The Pensions Regulator","Customer Communications","204","TPR Job Group 2","30000","108000","Manager","3.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Customer Communications","204","TPR Job Group 2","30000","108000","Technical Specialist","2.00","Communications"
"Department for Work and Pensions","The Pensions Regulator","Customer Communications","204","TPR Job Group 3","20276","46000","Adviser","10.60","Communications"
"Department for Work and Pensions","The Pensions Regulator","Customer Communications","204","TPR Job Group 3","20276","46000","Adviser","33.54","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Customer Communications","204","TPR Job Group 3","20276","46000","Analyst","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","DB Regulation","201","TPR Job Group 1","51479","122000","Manager","3.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","DB Regulation","201","TPR Job Group 2","30000","108000","Business Analyst","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","DB Regulation","201","TPR Job Group 2","30000","108000","Case Manager","45.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","DB Regulation","221","TPR Job Group 2","30000","108000","Policy Specialist","4.00","Policy"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 1","51479","122000","Manager","2.00","Policy"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 2","30000","108000","Business Analyst","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 2","30000","108000","Case Manager","6.60","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 2","30000","108000","Manager","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 2","30000","108000","Manager","1.00","Policy"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 2","30000","108000","Manager","1.00","Programme and Project Management (PPM)"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 2","30000","108000","Policy Specialist","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 2","30000","108000","Policy Specialist","11.00","Policy"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 2","30000","108000","Project Manager","2.00","Programme and Project Management (PPM)"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 3","20276","46000","Adviser","1.00","Policy"
"Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","198","TPR Job Group 4","16278","19951","Co-ordinator","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Risk","206","TPR Job Group 1","51479","122000","Manager","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Risk","206","TPR Job Group 2","30000","108000","Analyst","7.80","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Risk","265","TPR Job Group 2","30000","108000","Analyst","3.00","Operational Research"
"Department for Work and Pensions","The Pensions Regulator","Risk","265","TPR Job Group 3","20276","46000","Adviser","0.80","Policy"
"Department for Work and Pensions","The Pensions Regulator","Risk","266","TPR Job Group 2","30000","108000","Adviser","1.00","Economics"
"Department for Work and Pensions","The Pensions Regulator","Risk","266","TPR Job Group 2","30000","108000","Analyst","1.00","Operational Research"
"Department for Work and Pensions","The Pensions Regulator","Risk","267","TPR Job Group 2","30000","108000","Adviser","3.00","Operational Research"
"Department for Work and Pensions","The Pensions Regulator","Risk","267","TPR Job Group 3","20276","46000","Adviser","1.00","Operational Research"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","202","TPR Job Group 3","20276","46000","PA","4.66","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","268","TPR Job Group 1","51479","122000","Adviser","1.00","Finance"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","268","TPR Job Group 2","30000","108000","Manager","2.00","Finance"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","268","TPR Job Group 2","30000","108000","Manager","1.00","Planning"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","268","TPR Job Group 3","20276","46000","Adviser","6.00","Finance"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","268","TPR Job Group 3","20276","46000","Adviser","0.60","Planning"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","269","TPR Job Group 3","20276","46000","Adviser","1.00","Knowledge and Information Management (KIM)"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","269","TPR Job Group 3","20276","46000","Adviser","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","269","TPR Job Group 3","20276","46000","Adviser","3.20","Procurement"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","269","TPR Job Group 4","16278","19951","Co-ordinator","3.07","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","270","TPR Job Group 2","30000","108000","Manager","2.00","Information Technology"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","270","TPR Job Group 2","30000","108000","Technical Specialist","2.00","Information Technology"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","270","TPR Job Group 3","20276","46000","Adviser","4.00","Information Technology"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","270","TPR Job Group 3","20276","46000","Analyst","2.00","Information Technology"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","270","TPR Job Group 3","20276","46000","Manager","2.00","Information Technology"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","270","TPR Job Group 4","16278","19951","Co-ordinator","1.00","Information Technology"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","271","TPR Job Group 2","30000","108000","Adviser","0.70","Human Resources"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","271","TPR Job Group 3","20276","46000","Adviser","11.53","Human Resources"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","272","TPR Job Group 1","51479","122000","Manager","1.00","Operational Delivery"
"Department for Work and Pensions","The Pensions Regulator","Support Operations","272","TPR Job Group 2","30000","108000","Manager","2.00","Operational Delivery"
