Body name,Body,Service Area Categorisation,Cost Centre Description,Detailed Expenses Type,Expense Code,Date,Transaction Number,Amount,Supplier Name,Supplier ID
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bentley Heath J&I,Maintenance Of Grounds,B30000,16/09/2010,2772848,898.05,Parkway Ground Maint Ltd,7189
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bentley Heath J&I,Maintenance Of Grounds,B30000,03/09/2010,2761049,676.48,Parkway Ground Maint Ltd,7189
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bentley Heath J&I,Capitation,D11001,21/09/2010,2775182,548.77,Normans (Burton-On-Trent) Ltd,7023
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bentley Heath J&I,Capitation,D11001,03/09/2010,2761229,467.45,Eastern Shires Purchasing Organisation,6363
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bentley Heath J&I,Capitation,D11001,03/09/2010,2761295,432.22,Eastern Shires Purchasing Organisation,6363
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bentley Heath J&I,Refuse Collection,B43001,03/09/2010,2761012,484.12,SITA UK Ltd,95837
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bentley Heath Ph2 Mod,Hardware,Y13001,13/09/2010,2769737,2178.06,Virgin Media Payments Ltd,172138
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Materials For Resale,D11202,20/09/2010,2774655,743.4,The Columbaria Company,88589
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Cleaning Contracts,B40001,20/09/2010,2774661,443.13,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Cleaning Contracts,B40001,20/09/2010,2774662,441.13,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Internal Building Maintenance,H20908,03/09/2010,2760830,121.33,Dodd Group (Midlands) Ltd,60305
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Repair & Maintn Of Buildings,B31000,03/09/2010,2760830,1213.26,Dodd Group (Midlands) Ltd,60305
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Repair & Maintn Of Buildings,B31000,10/09/2010,2768809,460.72,Facultatieve Technologies Ltd,65773
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Materials For Resale,D11202,07/09/2010,2763301,766.3,Treasured Memories Ltd,78284
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Maintenance Of Grounds,B30000,24/09/2010,2780099,550,Glendale Countryside,24505
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Advertising/Publicity/Promotion,D93000,06/08/2010,PC21589,459.43,Birmingham Post & Mail,Purchase Card Supplier
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Materials,D11000,18/08/2010,PC26946,1514.57,Profab,Purchase Card Supplier
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Bereavement Services,Telephones,D30000,12/08/2010,PC66237,1427.81,Earlswood Nurseries,Purchase Card Supplier
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Berkswell Curt Wall/Glaze,Contractors,Y21000,02/09/2010,2760477,134619.4,Coventry Diocesan Board Of Education,48853
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Berkswell J&I,Alarms,B43002,06/09/2010,2762591,485,Patrol Alarm Systems Ltd,7199
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson Co-Location,Contractors,Y21000,23/09/2010,2779386,15000,North Solihull Partnership,149149
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Alarms,B43002,16/09/2010,2771804,785,Patrol Alarm Systems Ltd,7199
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Capitation,D11001,16/09/2010,2771811,539.85,Tempus Computers Ltd,36655
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Maintenance Of Grounds,B30000,07/09/2010,2762824,436,Blooming Gardens Ltd,8970
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Employee Advertising,A34001,23/09/2010,2776478,1873.21,Euro Rscg Riley Ltd,124888
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Employee Advertising,A34001,23/09/2010,2776478,1.85,Euro Rscg Riley Ltd,124888
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Maintenance Of Grounds,B30000,23/09/2010,2776474,715.95,B & Q PLC,7006
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Photocopying,D40001,30/09/2010,2783837,638.55,Ricoh UK Ltd,54723
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Photocopying,D40001,30/09/2010,2783818,636.96,Ricoh UK Ltd,54723
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Capitation,D11001,23/09/2010,2779238,40,Speed Stacks Ltd,234427
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Capitation,D11001,23/09/2010,2779238,391.49,Speed Stacks Ltd,234427
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Telephones,D30000,30/09/2010,2783829,1390.5,Teachers2Parents Ltd,268201
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Bishop Wilson J&I,Rental/Lease Of Equipment,D12000,07/09/2010,2762994,1145.78,Severn Trent Water,22561
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Building Maint Planned,B31002,29/09/2010,2781899,14548.36,E Terry Groundworks Ltd,280676
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Cleaning Contracts,B40001,28/09/2010,2781356,900,O K  Kleening Limited,122884
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,13/09/2010,2769557,668.95,Smart Kids (UK) Ltd,17327
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Furniture & Equipment,D10000,28/09/2010,2781351,609.8,NES Arnold Findel Education Ltd,104955
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Maintenance Of Grounds,B30000,22/09/2010,2775608,520,AMW Landscapes Ltd,109573
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,13/09/2010,2769564,663.3,Central Theatre Supplies,9864
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,55.9,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,12,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,39.54,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,123.72,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,72.97,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,25.44,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,69.9,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,44.62,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,51.02,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,20.13,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,62.29,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,34,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,37.88,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Capitation,D11001,22/09/2010,2775982,17.97,Blossomfield Infant School,8981
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Blossomfield Inf,Stationery,D41000,01/09/2010,2758736,700,Officexpress Europe Ltd,162258
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Blue Badge & Radar Keys,Stationery,D41000,06/09/2010,2761902,1061.75,The Stationery Office Ltd,126818
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Highways & Transport Services,Bridge Assessments,Consultants,Y31000,14/09/2010,2770338,779.4,WSP UK,217189
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Highways & Transport Services,Bridge Maintenance,Professional Fees,D51000,14/09/2010,2770325,3874.36,WSP UK,217189
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Highways & Transport Services,Bridge Maintenance,Professional Fees,D51000,13/09/2010,2769490,2119.91,WSP UK,217189
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Highways & Transport Services,Bridge Maintenance,Professional Fees,D51000,14/09/2010,2770334,738.2,WSP UK,217189
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Broadband Line Rental,IT Equipment & Software,D32000,07/09/2010,2763328,5057.34,Scalable Networks PLC,122994
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Broadband Line Rental,IT Equipment & Software,D32000,08/09/2010,2763801,196278.9,Virgin Media Payments Ltd,172138
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Broadband Line Rental,IT Equipment & Software,D32000,08/09/2010,2763783,9955.2,Virgin Media Payments Ltd,172138
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Broadband Line Rental,IT Equipment & Software,D32000,07/09/2010,2762896,1469.89,Virgin Media Payments Ltd,172138
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Broadband Line Rental,IT Equipment & Software,D32000,04/08/2010,PC08184,6905,Shropshire County Council,Purchase Card Supplier
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Broadband Line Rental,IT Equipment & Software,D32000,04/08/2010,PC08192,6905,Shropshire County Council,Purchase Card Supplier
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,BSF ICT,Consultants,Y31000,17/09/2010,2773822,84612.71,RM Education PLC,152589
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,BSF ICT,Consultants,Y31000,17/09/2010,2773823,3192,RM Education PLC,152589
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,BT - One Bill,General Creditors,S00000,02/09/2010,2760721,4592.4,Cable & Wireless Communications,9750
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,BT - One Bill,General Creditors,S00000,02/09/2010,2760723,633.57,Cable & Wireless Communications,9750
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,BT - One Bill,General Creditors,S00000,02/09/2010,2760723,0.3,Cable & Wireless Communications,9750
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,BT - One Bill,General Creditors,S00000,02/09/2010,2760725,-631.27,Cable & Wireless Communications,9750
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,BT - One Bill,General Creditors,S00000,02/09/2010,2760722,-1827.84,Cable & Wireless Communications,9750
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,BT - One Bill,General Creditors,S00000,20/09/2010,2774302,11056.69,Uniworld Communications Ltd,264899
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,BT - One Bill,General Creditors,S00000,20/09/2010,2774302,3396.97,Uniworld Communications Ltd,264899
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,BT - One Bill,General Creditors,S00000,08/09/2010,2764054,12784.97,BT Global Services,138961
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,Professional Fees,D51000,20/09/2010,2774681,1645,John Griffin Associates,6126
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,Professional Fees,D51000,06/09/2010,2762153,995,Cudd Bentley Consulting Ltd,270445
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,Professional Fees,D51000,10/09/2010,2768665,1000,Faarup Associates,190879
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,Furniture & Equipment,D10000,23/09/2010,2779494,1952.5,Charter Office Equipment Ltd,9886
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,IT Equipment & Software,D32000,01/09/2010,2758975,99,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,IT Equipment & Software,D32000,01/09/2010,2758975,198,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,IT Equipment & Software,D32000,01/09/2010,2758975,198,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,IT Equipment & Software,D32000,01/09/2010,2758975,873,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,IT Equipment & Software,D32000,01/09/2010,2758975,99,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,IT Equipment & Software,D32000,01/09/2010,2758975,198,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Building & Design,Stationery,D41000,01/09/2010,2758975,83.43,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Planning & Development Services,Building Control Holding Account,Agency Staff,A35000,27/09/2010,2780823,6346.2,Birmingham City Council,8616
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Planning & Development Services,Building Control Holding Account,Professional Fees,D51000,27/09/2010,2780822,1920.91,Birmingham City Council,8616
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Planning & Development Services,Building Control Holding Account,Stationery,D41000,28/09/2010,2781534,434.28,Sabell & Co Ltd,7662
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Planning & Development Services,Building Control Holding Account,IT Equipment & Software,D32000,01/09/2010,2758975,128.02,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Planning & Development Services,Building Control Holding Account,Professional Fees,D51000,08/09/2010,2764098,1747.85,JBC Ltd,132660
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Planning & Development Services,Building Control Holding Account,Professional Fees,D51000,07/09/2010,2762935,1747.85,JBC Ltd,132660
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Planning & Development Services,Building Control Holding Account,Professional Fees,D51000,08/09/2010,2764101,23.19,Barneveld Consultants,218451
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Planning & Development Services,Building Control Holding Account,Professional Fees,D51000,08/09/2010,2764101,1102.5,Barneveld Consultants,218451
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Building Schools Future,Furniture & Equipment,D10000,23/09/2010,2779499,2064,Gunnebo Security UK Ltd,87822
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Building Schools Future,Furniture & Equipment,D10000,23/09/2010,2779501,1062,Gunnebo Security UK Ltd,87822
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Building Schools Future,Furniture & Equipment,D10000,23/09/2010,2779500,850,Gunnebo Security UK Ltd,87822
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,15/09/2010,2771085,450,Prolog Print Media Ltd,129325
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,22.47,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,19.61,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,59.51,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,79.66,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,41.28,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,82.09,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,19.61,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,41.28,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,22.47,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,79.66,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,27.06,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,41.28,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,41.28,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,41.28,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,19.61,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,19.61,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,22.47,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,82.56,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,20.98,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,41.28,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,19.61,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,01/09/2010,2758975,45.32,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,08/09/2010,2763801,8400,Virgin Media Payments Ltd,172138
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Business Support,IT Equipment & Software,D32000,07/09/2010,2762900,9749.52,Virgin Media Payments Ltd,172138
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,C Chamber Public Add Sys,Furniture & Equipment,D10000,13/09/2010,2769739,49429,Sound Advice PA Ltd,199358
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,C Chamber Public Add Sys,Furniture & Equipment,D10000,13/09/2010,2769740,4528,Sound Advice PA Ltd,199358
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,C Chamber Public Add Sys,Furniture & Equipment,D10000,14/09/2010,2770535,-1344,Sound Advice PA Ltd,199358
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,C S Coach Tennis,Professional Fees,D51000,10/09/2010,2768489,795,Solihull Arden Club,107449
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,C S Coach Tennis,Professional Fees,D51000,28/09/2010,2781533,795,Solihull Tennis Club,276979
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,C.Tax Revenue Account,Council Tax: Police Authority,U33922,30/09/2010,2783772,659005,West Midlands Police Authority,8637
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,C.Tax Revenue Account,Council Tax: Police Authority,U33922,30/09/2010,2783771,20078,West Midlands Police Authority,8637
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,C.Tax Revenue Account,Council Tax: Fire Authority,U33923,30/09/2010,2783773,316953,West Midlands Fire Service,48662
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,CAMHS Grant,Other Contracted Services,E29000,15/09/2010,2771409,62583,Solihull NHS Care Trust,218430
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Housing Revenue Account,Capital Programme,General Creditors,S00000,06/09/2010,2762513,1983597,Solihull Community Housing,102685
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Car Loans Raised,Other Long Term Assets,Q42000,14/09/2010,2770234,10000,Lookers Yardley,235010
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Care For The Environment,Agency Staff,A35000,06/09/2010,2761594,1788.09,SFS Services Ltd,227508
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Environmental & Regulatory Services,Care For The Environment,Agency Staff,A35000,06/09/2010,2761594,64.8,SFS Services Ltd,227508
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Care Matters,Agency Staff,A35000,10/09/2010,2768951,940,Simpson Lang Associates Ltd,243061
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Care Matters,Agency Staff,A35000,10/09/2010,2768953,470,Simpson Lang Associates Ltd,243061
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Care Matters,Agency Staff,A35000,08/09/2010,2764059,470,Simpson Lang Associates Ltd,243061
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Care Matters,Agency Staff,A35000,27/09/2010,2781272,515.88,Reed Specialist Recruitment Ltd,255596
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Care Matters,Agency Staff,A35000,21/09/2010,2775116,488.7,Reed Specialist Recruitment Ltd,255596
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Care Matters,Agency Staff,A35000,06/09/2010,2762238,488.7,Reed Specialist Recruitment Ltd,255596
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Adult Social Care,Care Trust Facilities,Cleaning Contracts,B40001,13/09/2010,2769694,6808.47,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Adult Social Care,Care Trust Facilities,Community Care,E21000,20/09/2010,2774545,700,Marsden PTS Ltd,6549
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Adult Social Care,Care Trust Facilities,Community Care,E21000,09/09/2010,2767695,1368,Friendly Radio Cars Ltd,224082
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Adult Social Care,Care Trust Facilities,Community Care,E21000,15/09/2010,2771319,1260,T C Cars,8132
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Adult Social Care,Care Trust Facilities,Community Care,E21000,22/09/2010,2776232,1104,Local Radio Cars,6421
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Adult Social Care,Care Trust Facilities,Community Care,E21000,15/09/2010,2771322,960,T C Cars,8132
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Adult Social Care,Care Trust Facilities,Community Care,E21000,22/09/2010,2776175,832,Local Radio Cars,6421
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Adult Social Care,Care Trust Facilities,Community Care,E21000,22/09/2010,2776178,780,Local Radio Cars,6421
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Adult Social Care,Care Trust Facilities,Community Care,E21000,22/09/2010,2776177,650,Local Radio Cars,6421
