Body name,Body,Service Area Categorisation,Cost Centre Description,Detailed Expenses Type,Expense Code,Date,Transaction Number,Amount,Supplier Name,Supplier ID
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,29/09/2010,2782106,345,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,29/09/2010,2782106,7470.53,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,23/09/2010,2779410,6618.83,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,23/09/2010,2779410,134.54,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,15/09/2010,2771024,6544.57,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,15/09/2010,2771024,978.38,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,15/09/2010,2771026,6656.19,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,15/09/2010,2771026,832.52,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,15/09/2010,2771016,7081.08,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,15/09/2010,2771016,321.24,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,08/09/2010,2763876,5572.1,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,08/09/2010,2763876,141.76,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,15/09/2010,2771013,6257.41,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,15/09/2010,2771013,232.49,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,15/09/2010,2771041,780.35,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Professional Fees,D51000,15/09/2010,2771041,3368.15,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,02/09/2010,2760479,-12242.25,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,02/09/2010,2760479,-612.79,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,20/09/2010,2774611,-236.42,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,20/09/2010,2774611,-9118.16,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,29/09/2010,2782106,-7470.53,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,29/09/2010,2782106,-345,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,23/09/2010,2779410,-6618.83,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,23/09/2010,2779410,-134.54,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,15/09/2010,2771024,-6544.57,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,15/09/2010,2771024,-978.38,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,15/09/2010,2771026,-832.52,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,15/09/2010,2771026,-6656.19,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,15/09/2010,2771016,-321.24,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,15/09/2010,2771016,-7081.08,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,08/09/2010,2763876,-5572.1,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,08/09/2010,2763876,-141.76,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,15/09/2010,2771013,-232.49,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,15/09/2010,2771013,-6257.41,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,15/09/2010,2771041,-3368.15,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Reimbursements & Contributions,I23000,15/09/2010,2771041,-780.35,Jacobs Certified Bailiffs,203371
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Postage & Courier Services,D43000,06/09/2010,2762114,980.87,Royal Mail,7602
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Postage & Courier Services,D43000,22/09/2010,2776197,819.87,Royal Mail,7602
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Postage & Courier Services,D43000,06/09/2010,2762388,2218.48,Central Mailing Services,99882
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Postage & Courier Services,D43000,06/09/2010,2762385,959.63,Central Mailing Services,99882
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Postage & Courier Services,D43000,22/09/2010,2776192,929.72,Central Mailing Services,99882
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,IT Equipment & Software,D32000,01/09/2010,2758975,41.96,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,IT Equipment & Software,D32000,01/09/2010,2758975,44.94,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,IT Equipment & Software,D32000,01/09/2010,2758975,67.41,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,IT Equipment & Software,D32000,01/09/2010,2758975,89.88,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Debit Card Charges,D52900,10/09/2010,Direct Debit Payment,"4,248.44",Barclays Merch Chg,161487
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Debit Card Charges,D52900,10/09/2010,Direct Debit Payment,3.9,Barclays Merch Chg,161487
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Debit Card Charges,D52900,10/09/2010,Direct Debit Payment,36,Barclays Merch Chg,161487
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Other Fees,D52000,24/08/2010,PC30015,558,H M Courts Service,Purchase Card Supplier
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Other Fees,D52000,27/09/2010,Direct Debit Payment,"1,583.53",ALLPay-Net Limited,91346
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Other Fees,D52000,27/09/2010,Direct Debit Payment,20,ALLPay-Net Limited,91346
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Income Team,Stationery,D41000,04/08/2010,PC36449,1284,H M Courts Service,Purchase Card Supplier
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Day Pupils,E29003,17/09/2010,2773610,3472.53,Sunfield Childrens Homes Ltd,8081
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Day Pupils,E29003,29/09/2010,2782051,29942.86,Young Options Ltd,194119
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Day Pupils,E29003,29/09/2010,2782053,28342.86,Young Options Ltd,194119
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Day Pupils,E29003,22/09/2010,2775925,14205,New College Worcester,183538
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Day Pupils,E29003,17/09/2010,2773619,3255,"St George'S School, Edgbaston",93687
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Day Pupils,E29003,17/09/2010,2773616,3255,"St George'S School, Edgbaston",93687
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Day Pupils,E29003,17/09/2010,2773711,900,The Island Project School,226191
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Day Pupils,E29003,17/09/2010,2773712,900,The Island Project School,226191
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Residtl Pupils,E29004,17/09/2010,2773614,25967.5,Young Options Ltd,194119
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Residtl Pupils,E29004,17/09/2010,2773709,14670,Swalcliffe Park School Trust,73786
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Residtl Pupils,E29004,17/09/2010,2773710,16667,Swalcliffe Park School Trust,73786
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Ind Schools/ Non Maintained,Voluntary Day Pupils,E29003,22/09/2010,2775884,500,National Institute Of Conductive Education,74970
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Information-Surestart Rev,Advertising/Publicity/Promotion,D93000,13/09/2010,2769554,459,Trinity Mirror Midlands Ltd,223591
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Information-Surestart Rev,IT Equipment & Software,D32000,01/09/2010,2758772,174,Probrand Ltd,7357
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Information-Surestart Rev,Advertising/Publicity/Promotion,D93000,30/09/2010,2783723,598,Clarity Gazebo,138959
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Input Tax,Debtors: Government Depts,R21000,08/09/2010,2763685,67.18,Chatfields Birmingham,133695
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Input Tax,Debtors: Government Depts,R21000,28/09/2010,2781540,455,TSL Education Ltd,49152
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Input Tax,Debtors: Government Depts,R21000,24/09/2010,2780230,31397.16,Solihull Care Trust,153268
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Inspectors,Repair & Maintn Of Buildings,B31000,08/09/2010,2764105,490,Patrol Alarm Systems Ltd,7199
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Inspectors,Training,A32000,10/09/2010,2768527,4355,Woodside Conference Centre Ltd,217924
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Inspectors,Training,A32000,10/09/2010,2768528,945,Woodside Conference Centre Ltd,217924
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Inspectors,Agency Staff,A35000,06/09/2010,2762290,449.16,Reed Specialist Recruitment Ltd,255596
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Inspectors,Agency Staff,A35000,27/09/2010,2781215,449.16,Reed Specialist Recruitment Ltd,255596
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Inspectors,Agency Staff,A35000,21/09/2010,2775064,433.72,Reed Specialist Recruitment Ltd,255596
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,REDACTED PERSONAL DATA,Other Employee Costs,A39000,15/09/2010,2771104,4500,REDACTED PERSONAL DATA,100859
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,REDACTED PERSONAL DATA,Other Employee Costs,A39000,15/09/2010,2771101,4000,REDACTED PERSONAL DATA,94292
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Inspectors,Photocopying,D40001,22/09/2010,2775897,124.96,Ricoh UK Ltd,54723
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Inspectors,Rental/Lease Of Equipment,D12000,22/09/2010,2775897,303.04,Ricoh UK Ltd,54723
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Inspectors,Training,A32000,16/08/2010,PC27026,468.83,Capita Bus Svs,Purchase Card Supplier
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering Chelmsley Wood,Foster Parents,D50000,27/09/2010,2780581,651.09,REDACTED PERSONAL DATA,8835
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering Chelmsley Wood,Foster Parents,D50000,20/09/2010,2774020,651.09,REDACTED PERSONAL DATA,8835
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering Chelmsley Wood,Foster Parents,D50000,13/09/2010,2769077,651.09,REDACTED PERSONAL DATA,8835
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering Chelmsley Wood,Foster Parents,D50000,06/09/2010,2761637,651.09,REDACTED PERSONAL DATA,8835
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering Chelmsley Wood,Foster Parents,D50000,06/09/2010,2761623,598.94,REDACTED PERSONAL DATA,8821
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering CIC,Foster Parents,D50000,20/09/2010,2774151,591.12,REDACTED PERSONAL DATA,86518
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering CIC,Foster Parents,D50000,27/09/2010,2780631,522.2,REDACTED PERSONAL DATA,50254
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering CIC,Foster Parents,D50000,20/09/2010,2774001,517.14,REDACTED PERSONAL DATA,8786
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering CIC,Foster Parents,D50000,06/09/2010,2761609,517.14,REDACTED PERSONAL DATA,8786
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering CIC,Foster Parents,D50000,13/09/2010,2769053,517.14,REDACTED PERSONAL DATA,8786
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering CIC,Foster Parents,D50000,27/09/2010,2780535,517.14,REDACTED PERSONAL DATA,8786
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering Smiths Wood,Foster Parents,D50000,20/09/2010,2774012,788.16,REDACTED PERSONAL DATA,8821
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering Smiths Wood,Foster Parents,D50000,13/09/2010,2769430,635.07,REDACTED PERSONAL DATA,248802
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering South/Central,Foster Parents,D50000,13/09/2010,2769348,789.82,REDACTED PERSONAL DATA,190926
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering South/Central,Foster Parents,D50000,20/09/2010,2774354,602.16,REDACTED PERSONAL DATA,214361
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering South/Central,Foster Parents,D50000,06/09/2010,2761736,575.58,REDACTED PERSONAL DATA,86518
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Int. Fostering South/Central,Foster Parents,D50000,20/09/2010,2774154,-575.58,REDACTED PERSONAL DATA,86518
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Housing Revenue Account,IT Services,IT Equipment & Software,D32000,07/09/2010,2763328,653.6,Scalable Networks PLC,122994
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Housing Revenue Account,IT Services,Officers Expenses,D61000,12/08/2010,PC03229,489.95,Argos Ltd,Purchase Card Supplier
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Jubilee House,Cleaning Contracts,B40001,13/09/2010,2769695,423.13,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Jubilee House,Cleaning Contracts,B40001,07/09/2010,2762949,423.13,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Jubilee House,Agency Staff,A35000,06/09/2010,2762239,626.74,Reed Specialist Recruitment Ltd,255596
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Jubilee House,Agency Staff,A35000,21/09/2010,2775093,611.3,Reed Specialist Recruitment Ltd,255596
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Jubilee House,Agency Staff,A35000,27/09/2010,2781232,611.3,Reed Specialist Recruitment Ltd,255596
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Jubilee House,Agency Staff,A35000,14/09/2010,2770589,456.88,Reed Specialist Recruitment Ltd,255596
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Jubilee House,IT Equipment & Software,D32000,01/09/2010,2758975,79.66,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Jubilee House,IT Equipment & Software,D32000,01/09/2010,2758975,156.99,Supplies Team Ltd,21741
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Keepers Lodge,Materials,D11000,21/09/2010,2775291,124.55,Nobisco,227281
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Keepers Lodge,Cleaning Contracts,B40001,07/09/2010,2762949,1384.79,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Keepers Lodge,Cleaning Contracts,B40001,13/09/2010,2769695,1384.79,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Keepers Lodge,Catering Provisions,D20000,21/09/2010,2775304,163.92,Delice De France PLC,68194
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Central Services to the Public,Keepers Lodge,IT Equipment & Software,D32000,08/09/2010,2763783,1350,Virgin Media Payments Ltd,172138
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,"Khurst, Fbridge, Ywood Cc",Other Premise Costs,B43000,24/09/2010,2780037,102.7,PHS Group PLC,82208
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kineton Green Primary,Alarms,B43002,06/09/2010,2762559,540,Patrol Alarm Systems Ltd,7199
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kineton Green Primary,Building Maint Planned,B31002,09/09/2010,2767705,993.03,Derek Buchanan,280343
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kineton Green Primary,Cleaning Contracts,B40001,09/09/2010,2767708,629.47,Regent Cleaning Group,249902
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kineton Green Primary,Cleaning Contracts,B40001,07/09/2010,2763264,629.47,Regent Cleaning Group,249902
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kineton Green Primary,Capitation,D11001,07/09/2010,2763263,1500,Peter Blanchflower Photography,280239
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kingfisher Regen Pcp,Contractors,Y21000,20/09/2010,2774633,3680,Park Lane Fencing,103223
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kingfisher/Bos Wood Trans,IT Equipment & Software,D32000,08/09/2010,2763801,1350,Virgin Media Payments Ltd,172138
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Kingshurst Library,Cleaning Contracts,B40001,07/09/2010,2762949,230.8,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Kingshurst Library,Cleaning Contracts,B40001,13/09/2010,2769695,230.8,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kingshurst Primary,Building Maint Day To Day,B31001,07/09/2010,2763254,1044.5,Geothermal International Ltd,280297
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kingshurst Primary,Photocopying,D40001,29/09/2010,2781953,611.41,Canon (UK) Ltd,9772
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kingshurst Primary,Building Maint Planned,B31002,03/09/2010,2761252,4549.22,Sovereign,17249
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kingshurst Primary,Building Maint Planned,B31002,03/09/2010,2761251,3676.99,Sovereign,17249
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kingshurst Primary,Building Maint Planned,B31002,03/09/2010,2761253,1307.68,Sovereign,17249
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Kingshurst Primary,Professional Fees,D51000,07/09/2010,2763176,3000,Workshops For Schools,279121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Furniture & Equipment,D10000,23/09/2010,2779433,1800,Solihull Supplies,7895
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Cleaning Contracts,B40001,15/09/2010,2771210,2037.52,O K  Kleening Limited,122884
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Photocopying,D40001,24/09/2010,2780050,1430,Midshire Business Systems Ltd,6693
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Photocopying,D40001,15/09/2010,2771224,629,Midshire Business Systems Ltd,6693
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Capitation,D11001,24/09/2010,2779876,681.8,TTS,11838
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Capitation,D11001,15/09/2010,2771208,565,TTS,11838
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Furniture & Equipment,D10000,23/09/2010,2779435,2479,B & M Flooring,273415
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Furniture & Equipment,D10000,15/09/2010,2771246,2976.67,DFE UK Ltd,124237
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Building Maint Planned,B31002,23/09/2010,2779454,1982,K R Cowling,6187
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Maintenance Of Grounds,B30000,23/09/2010,2779450,460,Fairways Contracting Ltd,9134
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Capitation,D11001,15/09/2010,2771216,708.27,Eastern Shires Purchasing Organisation,6363
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Capitation,D11001,15/09/2010,2771214,440.67,Eastern Shires Purchasing Organisation,6363
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Telephones,D30000,06/09/2010,2762518,23.75,Rocom Group Ltd,16106
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle J&I,Refuse Collection,B43001,13/09/2010,2769641,472.48,SITA,68424
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Knowle Library,Cleaning Contracts,B40001,13/09/2010,2769695,423.13,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Cultural & Related Services,Knowle Library,Cleaning Contracts,B40001,07/09/2010,2762949,423.13,Connaught Environmental Ltd,244613
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,Knowle Primary Ph2 Mod,Contractors,Y21000,27/09/2010,2781149,81063.01,G F Tomlinson Group Ltd,229201
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,KS2 Music Instrument Fund,Furniture & Equipment,D10000,10/09/2010,2768532,8142,John Packer Ltd,81330
