"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Collections Management","1","B","50980","56286","Senior Manager","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Collections Management","1","C","37490","41392","Manager & Specialist","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Collections Management","1","D","30114","33248","Manager & Specialist","4.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Collections Management","1","E","25203","27826","Manager & Specialist","5.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Collections Management","1","F","22847","25225","Officer & Technical","3.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Collections Management","1","G","20002","21196","Officer & Technical","5.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Collections Management","1","J","14385","14665","Support & Manual","0.40","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Curatorial & Public Services","1","A","58524","64946","Senior Manager","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Curatorial & Public Services","1","C","37490","41392","Manager & Specialist","4.00","Finance"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Curatorial & Public Services","1","D","30114","33248","Manager & Specialist","7.60","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Curatorial & Public Services","1","E","25203","27826","Manager & Specialist","10.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Curatorial & Public Services","1","F","22847","25225","Officer & Technical","0.80","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Curatorial & Public Services","1","G","20002","21196","Support & Manual","4.32","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Curatorial & Public Services","1","H","17944","19012","Support & Manual","4.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Curatorial & Public Services","1","I","16854","17855","Manager & Specialist","13.85","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Development & Marketing","1","C","37490","41392","Manager & Specialist","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Development & Marketing","1","D","30114","33248","Manager & Specialist","3.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Development & Marketing","1","F","22847","25225","Officer & Technical","2.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Finance & Resources","1","A","58524","64946","Senior Manager","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Finance & Resources","1","C","37490","41392","Manager & Specialist","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Finance & Resources","1","D","30114","33248","Manager & Specialist","2.00","Finance"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Finance & Resources","1","E","25203","27826","Manager & Specialist","3.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Finance & Resources","1","F","22847","25225","Officer & Technical","2.00","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Finance & Resources","1","G","20002","21196","Officer & Technical","0.86","Operational Delivery"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Finance & Resources","1","H","17944","19012","Support & Manual","7.00","Finance"
"Department for Culture, Media and Sport","The Horniman Public Museum and Public Park Trust","Finance & Resources","1","J","14385","14665","Support & Manual","5.53","Operational Delivery"
