Department family,Entity,Date,Supplier,Amount,Description,
HM Revenue & Customs,HM Revenue & Customs,16/03/2015,MAILGUN.COM,697.81,Computer Software Stores,IT  fees for  services  provided  to  support  HMRC’s  move  to  providing  a  digital  email  service  to  its  customers
