Body,Body Name,Posting Date,Transaction number,Amount,Supplier name,Supplier ID,Service Area,Expense Type,Expense Code,Type,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/10/2012,20083192,599.00 ,2bm Ltd,14985,Information Technology,Maintenance of Computer Equipment,4532,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/10/2012,20084050,"2,155.30 ",4imprint Direct Ltd,15291,Arc Leisure Matlock,General Advertising & Publicity,4810,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,25/10/2012,20084086,"3,128.00 ",A.L.S. Scaffolding Hire Ltd,12352,Closed Churchyards,General Repairs,2101,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/10/2012,20083811,"18,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Homeless Schemes - Second Homes,4802,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,26/10/2012,20084116,976.50 ,allpay.net Limited,12681,Council Tax Collection,Giro/Allpay Charges,4448,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,26/10/2012,20084117,"1,264.14 ",allpay.net Limited,12681,Council Tax Collection,Giro/Allpay Charges,4448,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/10/2012,20083699,"3,553.58 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,08/10/2012,20083785,"2,785.60 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,29/10/2012,20084227,"3,155.55 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,29/10/2012,20084228,"2,132.94 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,29/10/2012,20084229,"2,962.57 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/10/2012,20083694,627.90 ,Alton Towers Resort Operations Limited,14801,Ashbourne Tourist Information Centre,Tickets for Resale,4042,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/10/2012,20084057,500.00 ,Anthony Collins Solicitors LLP,15010,Democratic Services,Legal Fees,4408,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,04/10/2012,30006279,916.67 ,AON Limited,10060,Insurances,Computer Insurance,4552,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,04/10/2012,30006280,"2,172.67 ",AON Limited,10060,Insurances,Personal Accident Insurance,4862,Revenue,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,04/10/2012,30006282,"14,000.00 ",AON Limited,10060,Insurances,Consultancy Services,4403,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,08/10/2012,30006281,"5,882.79 ",AON Limited,10060,Insurances,Boilers Equipment etc Insurance,2902,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/10/2012,20084263,"1,253.14 ",APSE,10065,Parks & Recreation,Consultancy Services,4403,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/10/2012,20083680,670.24 ,Arco Limited,10068,Cleansing Contract Holding Account,Uniforms & Protective Clothing,4201,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/10/2012,20082896,504.00 ,Avecto Ltd,14517,Information Technology,Maintenance of Computer Equipment,4532,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/10/2012,20083725,"1,028.00 ",B + B Audio Ltd,15412,Democratic Representation & Mgmt,Purchase of Equipment - General,4000,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,05/10/2012,20083746,757.44 ,B + B Audio Ltd,15412,Democratic Representation & Mgmt,Purchase of Equipment - General,4000,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/10/2012,20083804,787.50 ,Badenoch & Clark,14095,Housing & Council Tax Benefits,Temporary Agency Staff,1201,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/10/2012,20083805,725.63 ,Badenoch & Clark,14095,Housing & Council Tax Benefits,Temporary Agency Staff,1201,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,12/10/2012,20083857,861.00 ,Badenoch & Clark,14095,Housing & Council Tax Benefits,Temporary Agency Staff,1201,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/10/2012,20084065,866.25 ,Badenoch & Clark,14095,Housing & Council Tax Benefits,Temporary Agency Staff,1201,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,25/10/2012,20084092,"1,110.00 ",Barleymans,10164,Agricultural Business Centre Bakewell,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,25/10/2012,20084111,"7,463.01 ",Barnes Painters & Decorators,15414,Matlock Town Hall,General Repairs,2101,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,26/10/2012,20084143,821.46 ,Barnes Painters & Decorators,15414,Parks & Recreation,General Repairs,2101,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,08/10/2012,30006286,"7,259.25 ",British Telecom PLC,10252,Information Technology,Telephone Leased Lines & Broadband,4542,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/10/2012,20084239,710.53 ,British Telecom PLC,10252,Customer Services,Telephone Rental and Charges,4502,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,26/10/2012,20084141,720.61 ,Bunzl Cleaning & Hygiene Supplies,14897,Ashbourne Leisure Centre,Cleaning Materials,2701,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,05/10/2012,20083774,"2,655.81 ",Cable & Wireless UK,15057,Information Technology,Government Connect Connection Charge,4514,Revenue
