"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Corporate Services","HM1","EO","24370","27959","Operational Manager","1.00","Operational Delivery"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Corporate Services","HM1","HEO","28747","32997","Operational Manager","1.00","Operational Delivery"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Corporate Services","HM1","SEO","35163","40351","Operational Manager","0.69","Operational Delivery"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Corporate Services","HM2","EO","24370","27959","Operational Manager","1.00","Operational Delivery"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Inspection Support","HM1","AO","21210","22440","Operations Support Officer","1.89","Operational Delivery"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Inspection Support","HM1","EO","24370","27959","Operational Manager","1.00","Operational Delivery"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Inspection Support","HM1","HEO","28747","32997","Operational Manager","1.00","Operational Delivery"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Corporate Services","HM1","G7","47557","57018","Policy Adviser","1.00","Policy"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Audit & Research","HM1","SEO","35163","40351","Policy Adviser","1.00","Policy"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","HM Inspectors: Business Management","HM1","G6","59778","71666","Senior Policy Adviser","1.00","Policy"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","HM Inspectors: Business Management","HM1","G7","47557","57018","Policy Adviser","1.00","Policy"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","HM Inspectors: Legal","HM1","G6","59778","71666","Senior Policy Adviser","3.00","Policy"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","HM Inspectors: Legal","HM1","G7","47557","57018","Policy Adviser","2.00","Policy"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Inspection Development","HM1","G7","47557","57018","Policy Adviser","2.00","Policy"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Joint Inspection","HM1","G6","59778","71666","Senior Policy Adviser","0.60","Policy"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Prosecution & Legal Practice","HM1","G6","59778","71666","Senior Policy Adviser","1.00","Policy"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","Prosecution & Legal Practice","HM1","G7","47557","57018","Policy Adviser","4.00","Policy"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","HM Crown Prosecution Service Inspectorate","HM2","EO","24370","27959","Operational Manager","1.00","Operational Delivery"
"Attorney General's Office","HM Crown Prosecution Service Inspectorate","HM Crown Prosecution Service Inspectorate","HM2","SEO","35163","40351","Operational Manager","1.00","Operational Delivery"
