Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department for Work & Pensions,Ministerial Department,Department for Work & Pensions,52559,45320.25,42481,37944.63,10204,9748.2,2060,2004.43,224,217.99,177,174.38,107705,95409.88,.,.,.,.,138,138,18,18,156,156,107861,95565.88,185205448.6,2257254.76,444656.97,2147527.11,32169863.99,11855065.57,234079817,1789605,1344079,3133684,237213501,Child Maintenance & Enforcement Commission is no longer an Non Departmental Public Body having been absorbed into Department for Work & Pensions on 01 August 2012
Health & Safety Executive,Crown Non Departmental Public Body,Department for Work & Pensions,522,457.09,474,439.71,1721,1626.37,677,649.14,43,42.78,.,.,3437,3215.09,.,.,2,1.88,12,11.1,.,.,14,12.98,3451,3228.07,10610083.06,188782.8,7822.04,17059.28,2235135.81,983780.84,14042663.83,73821.14,0,73821.14,14116484.97,
Independent Living Fund,Executive Non-Departmental Public Body,Department for Work & Pensions,71,59.6,29,26.07,16,14.77,5,4.92,1,1,.,.,122,106.36,1,0.25,.,.,.,.,.,.,1,0.25,123,106.61,222212.24,2233.49,21962,2062.79,40183.13,18291.92,306945.57,495.74,0,495.74,307441.31,
National Employment Savings Trust Corporation,Executive Non-Departmental Public Body,Department for Work & Pensions,.,.,.,.,.,.,.,.,.,.,252,246.9,252,246.9,.,.,23,18.34,.,.,13,8.52,36,26.86,288,273.76,1230251.86,1044.71,2264.89,655.38,71340.37,148658.62,1454215.83,218878.374,138293.662,357172.036,1811387.866,
Remploy Ltd,Executive Non-Departmental Public Body,Department for Work & Pensions,.,.,.,.,.,.,.,.,.,.,2887,2773.94,2887,2773.94,186,177.19,11,10,.,.,.,.,197,187.19,3084,2961.13,6575416.04,0,168001.76,47435.21,443321.85,880544.03,8114718.89,514172.18,0,514172.18,8628891.07,Remploy do not use Civil Service Grades
The Pensions Advisory Service,Executive Non-Departmental Public Body,Department for Work & Pensions,.,.,.,.,.,.,.,.,.,.,38,37.3,38,37.3,.,.,.,.,.,.,.,.,0,0,38,37.3,123481.52,0,0,0,24417.71,10871.57,158770.8,0,0,0,158770.8,
The Pensions Regulator,Executive Non-Departmental Public Body,Department for Work & Pensions,.,.,.,.,.,.,.,.,.,.,337,333.1,337,333.1,26.6,24.6,.,.,10.5,9.7,.,.,37.1,34.3,374.1,367.4,1356339.11,0,0,0,263545.32,127764.17,1747648.6,225676.12,0,225676.12,1973324.72,
