Transaction Date,Transaction Reference,Merchant,Total
03/08/2015,606492111,Hogg Robinson Group Limited,"£2,101.21"
03/08/2015,606492110,Hogg Robinson Group Limited,"£2,101.21"
03/08/2015,606220641,Hogg Robinson Group Limited,"£2,840.06"
05/08/2015,606775411,Hogg Robinson Group Limited,£549.21
05/08/2015,606775239,Hogg Robinson Group Limited,£587.14
05/08/2015,606775410,Hogg Robinson Group Limited,£786.46
05/08/2015,606803227,Hogg Robinson Group Limited,"£1,921.86"
06/08/2015,607157679,Hogg Robinson Group Limited,"£2,688.36"
06/08/2015,607157675,Hogg Robinson Group Limited,"£2,688.36"
07/08/2015,UKA60746,HOTEL PLAZA EL BOSQUE    SANTIAGO     ,542.42
11/08/2015,608260207,Hogg Robinson Group Limited,£590.80
11/08/2015,607997549,Hogg Robinson Group Limited,£807.96
12/08/2015,608264070,Hogg Robinson Group Limited,"£1,216.16"
12/08/2015,608264072,Hogg Robinson Group Limited,"£1,333.56"
12/08/2015,608723052,Hogg Robinson Group Limited,£892.77
12/08/2015,608257252,Hogg Robinson Group Limited,"£2,408.06"
12/08/2015,608264071,Hogg Robinson Group Limited,£747.66
13/08/2015,608988430,Hogg Robinson Group Limited,£682.19
13/08/2015,608719893,Hogg Robinson Group Limited,"£2,720.96"
13/08/2015,608988419,Hogg Robinson Group Limited,"£2,362.11"
13/08/2015,608988415,Hogg Robinson Group Limited,£509.27
13/08/2015,608988418,Hogg Robinson Group Limited,£775.32
13/08/2015,608988416,Hogg Robinson Group Limited,£775.32
13/08/2015,608988417,Hogg Robinson Group Limited,£775.32
14/08/2015,608996510,Hogg Robinson Group Limited,"£2,882.10"
14/08/2015,608719882,Hogg Robinson Group Limited,"£5,143.66"
14/08/2015,608719890,Hogg Robinson Group Limited,"£2,720.96"
14/08/2015,609526769,Hogg Robinson Group Limited,£602.64
14/08/2015,608721967,Hogg Robinson Group Limited,£642.80
17/08/2015,609239864,Hogg Robinson Group Limited,£520.41
17/08/2015,609239866,Hogg Robinson Group Limited,£520.41
17/08/2015,609247045,Hogg Robinson Group Limited,"£5,273.76"
17/08/2015,609247044,Hogg Robinson Group Limited,"£5,273.76"
17/08/2015,609526767,Hogg Robinson Group Limited,£930.07
18/08/2015,609832590,Hogg Robinson Group Limited,£861.40
18/08/2015,609832511,Hogg Robinson Group Limited,"£2,586.85"
18/08/2015,609832510,Hogg Robinson Group Limited,"£3,667.18"
18/08/2015,609832438,Hogg Robinson Group Limited,-£669.95
19/08/2015,609829425,Hogg Robinson Group Limited,"£2,269.96"
19/08/2015,609253395,Hogg Robinson Group Limited,£599.20
19/08/2015,609834794,Hogg Robinson Group Limited,£920.10
19/08/2015,609834795,Hogg Robinson Group Limited,£920.10
19/08/2015,610262865,Hogg Robinson Group Limited,£910.24
19/08/2015,609828281,Hogg Robinson Group Limited,"£1,383.40"
19/08/2015,610262864,Hogg Robinson Group Limited,"£1,672.70"
21/08/2015,610781725,Hogg Robinson Group Limited,"£3,811.59"
21/08/2015,610250821,Hogg Robinson Group Limited,"£2,720.76"
21/08/2015,610781724,Hogg Robinson Group Limited,"£2,051.34"
24/08/2015,610772383,Hogg Robinson Group Limited,"-£1,371.19"
25/08/2015,,HOLIDAY INN EXPRSS       WIMBLEDON SOU,800.00
25/08/2015,611074988,Hogg Robinson Group Limited,"£2,116.58"
25/08/2015,610772385,Hogg Robinson Group Limited,"-£2,146.92"
25/08/2015,611351375,Hogg Robinson Group Limited,£710.59
25/08/2015,611064507,Hogg Robinson Group Limited,"£1,733.36"
25/08/2015,611057013,Hogg Robinson Group Limited,"£1,352.20"
26/08/2015,611351388,Hogg Robinson Group Limited,£628.19
27/08/2015,UKA59616,CHINA WORLD SUMMIT WIN   BEIJING      ,883.67
27/08/2015,611758580,Hogg Robinson Group Limited,"£1,428.96"
27/08/2015,612263694,Hogg Robinson Group Limited,£637.08
28/08/2015,,ALL WOOD PRODUCTS        ANNAN        ,517.20
28/08/2015,,BRITISH A   125HOL1095096INTERNET     ,545.00
28/08/2015,611758590,Hogg Robinson Group Limited,"£3,386.76"
29/08/2015,611977367,Hogg Robinson Group Limited,£516.21
