Supplier,Payment Date,Amount
FESTIVALS & EVENTS INTERNATIONAL,06/09/2011,2400.00 
FESTIVALS & EVENTS INTERNATIONAL,06/09/2011,2400.00 
FESTIVALS & EVENTS INTERNATIONAL,06/09/2011,2400.00 
FINDEL EDUCATION LTD,23/09/2011,803.16 
FINDEL EDUCATION LTD,23/09/2011,1057.15 
FINDEL EDUCATION LTD,23/09/2011,1084.46 
FINDEL EDUCATION LTD,23/09/2011,1103.58 
FIRE BARRIER SERVICES LTD,15/09/2011,16091.12 
FLAGSHIP CONSULTING LTD,26/09/2011,2000.00 
FLEET (LINE MARKERS) LTD,23/09/2011,600.00 
FLOWER SKILLS & TRAINING LTD,30/09/2011,24193.73 
FUEL OILS HOLDING LTD T/A FUEL OILS LONDON,02/09/2011,3132.00 
G S LAUNDRIES LTD,23/09/2011,6025.20 
GAB ROBINS UK LTD,16/09/2011,2137.50 
GAS CONTRACT SERVICES LTD,27/09/2011,6480.00 
GATENBY SANDERSON LIMITED,09/09/2011,21600.00 
GATENBY SANDERSON LIMITED,23/09/2011,12096.00 
GATENBY SANDERSON LIMITED,27/09/2011,14520.00 
GATENBY SANDERSON LIMITED,28/09/2011,17787.60 
GENERAL SECURITY LTD,22/09/2011,2295.00 
GENERAL SECURITY LTD,22/09/2011,1485.00 
GENERAL SECURITY LTD,22/09/2011,2295.00 
GERDA SECURITY PRODUCTS LTD,21/09/2011,32642.82 
GERDA SECURITY PRODUCTS LTD,21/09/2011,19162.14 
GERDA SECURITY PRODUCTS LTD,21/09/2011,13677.72 
GERDA SECURITY PRODUCTS LTD,21/09/2011,15329.71 
GLASDON MANUFACTURING LTD,23/09/2011,1583.89 
GLASSFIBRE FLAGPOLES LTD,02/09/2011,1469.76 
GLAZER DELMAR  SOLICITORS,12/09/2011,900.00 
GLAZER DELMAR  SOLICITORS,15/09/2011,900.00 
GOLF AND TURF EQUIPMENT LTD,27/09/2011,3808.80 
GOODWILLIE & CORCORAN,02/09/2011,2685.45 
GORDON SPRINGATE TTS,27/09/2011,1546.00 
GORDON SPRINGATE TTS,27/09/2011,1305.00 
GPRL PENINSULA SERVICES LIMITED,16/09/2011,955.96 
GRACE EDUCATION LTD,06/09/2011,720.00 
GRACE EDUCATION LTD,23/09/2011,14801.00 
GRACE MANOR CARE HOME,14/09/2011,2313.99 
GRAHAM TUCK CONSULTANCY LTD,27/09/2011,1000.00 
GREATBATCH LIMITED,07/09/2011,7322.40 
GREATBATCH LIMITED,09/09/2011,7322.40 
GREATBATCH LIMITED,09/09/2011,7322.40 
GREATBATCH LIMITED,13/09/2011,7322.40 
GREEN SPHERE LTD,13/09/2011,19272.34 
GREENHAM TRADING LIMITED,23/09/2011,536.62 
GREENHAM TRADING LIMITED,26/09/2011,2301.89 
GREENHAM TRADING LIMITED,26/09/2011,1614.07 
GREENWICH & BEXLEY COTTAGE HOSPICE,06/09/2011,1721.28 
GREENWICH & BEXLEY COTTAGE HOSPICE,06/09/2011,831.34 
GREENWICH & BEXLEY COTTAGE HOSPICE,06/09/2011,692.19 
GREENWICH & BEXLEY COTTAGE HOSPICE,06/09/2011,1286.44 
GREENWICH & BEXLEY COTTAGE HOSPICE,27/09/2011,1098.41 
GREENWICH & BEXLEY COTTAGE HOSPICE,27/09/2011,673.40 
GREENWICH & BEXLEY COTTAGE HOSPICE,27/09/2011,545.25 
GREENWICH & BEXLEY COTTAGE HOSPICE,27/09/2011,1792.07 
GREENWICH CITIZENS ADVICE BUREAU LTD,30/09/2011,2105.75 
GREENWICH COMMUNITY LAW CENTRE,16/09/2011,1861.28 
GREENWICH COMMUNITY LAW CENTRE,16/09/2011,1302.38 
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,16/09/2011,1707.84 
GREENWICH FOUNDATION FOR THE ROYAL NAVAL COLLEGE,28/09/2011,6508.80 
GREENWICH LEISURE LIMITED,19/09/2011,722.15 
GREENWICH LEISURE LIMITED,19/09/2011,1980.00 
GREENWICH MIND,06/09/2011,11250.00 
GREENWICH MIND,06/09/2011,44171.80 
GREENWICH SERVICE PLUS LIMITED,02/09/2011,3225.00 
GREENWICH SERVICE PLUS LIMITED,05/09/2011,990.00 
GREENWICH SERVICE PLUS LIMITED,05/09/2011,625.00 
GREENWICH SERVICE PLUS LIMITED,06/09/2011,546.56 
GREENWICH SERVICE PLUS LIMITED,06/09/2011,547.14 
GREENWICH SERVICE PLUS LIMITED,09/09/2011,3150.00 
GREENWICH SERVICE PLUS LIMITED,09/09/2011,738.19 
GREENWICH SERVICE PLUS LIMITED,27/09/2011,1136.62 
GREENWICH SERVICE PLUS LIMITED,26/09/2011,627.00 
GREENWICH SERVICE PLUS LIMITED,26/09/2011,1192.00 
GREENWICH SERVICE PLUS LIMITED,26/09/2011,93509.88 
GREENWICH SERVICE PLUS LIMITED,27/09/2011,2104.58 
GREENWICH STARTING BLOCKS,21/09/2011,1980.00 
GREENWICH THEATRE LIMITED,23/09/2011,6000.00 
GREENWICH THEATRE LIMITED,30/09/2011,6000.00 
GREENWICH TOUR GUIDES ASSOCIATION,07/09/2011,720.00 
GREENWICH TOY & LEISURE LIBRARY ASSOCIATION,13/09/2011,35500.00 
GREENWICH TOY & LEISURE LIBRARY ASSOCIATION,16/09/2011,972.52 
GREENWICH TOY & LEISURE LIBRARY ASSOCIATION,15/09/2011,35553.00 
GUNNER LTD,26/09/2011,5307.44 
GUSTAFSON PORTER,13/09/2011,3960.00 
GUSTAFSON PORTER,13/09/2011,855.00 
GUSTAFSON PORTER,13/09/2011,1755.00 
GUSTAFSON PORTER,13/09/2011,540.00 
GUSTAFSON PORTER,13/09/2011,1784.64 
GUSTAFSON PORTER,13/09/2011,540.00 
GUSTAFSON PORTER,13/09/2011,1510.08 
GUSTAFSON PORTER,13/09/2011,19854.78 
GUSTAFSON PORTER,13/09/2011,16681.50 
GUSTAFSON PORTER,13/09/2011,7080.48 
GUSTAFSON PORTER,13/09/2011,677.82 
GUSTAFSON PORTER,13/09/2011,1957.56 
GUSTAFSON PORTER,13/09/2011,1108.80 
GUSTAFSON PORTER,13/09/2011,4886.64 
GWP PARTNERSHIP,23/09/2011,5670.00 
H & P PROPERTY MANAGEMENT SERVICES LTD,30/09/2011,2145.00 
H & P PROPERTY MANAGEMENT SERVICES LTD,30/09/2011,1845.00 
H & P PROPERTY MANAGEMENT SERVICES LTD,30/09/2011,2145.00 
H S JACKSON & SON (FENCING),06/09/2011,12573.91 
HAPEE CARE LTD,16/09/2011,1992.86 
HAPPY CHILD NURSERIES,23/09/2011,13718.00 
HARDWICKE,21/09/2011,4200.00 
HARMONY HOME AID SERVICES,05/09/2011,2381.25 
HARMONY HOME AID SERVICES,05/09/2011,1239.88 
HARMONY HOME AID SERVICES,12/09/2011,725.00 
HARMONY HOME AID SERVICES,12/09/2011,2303.50 
HARMONY HOME AID SERVICES,12/09/2011,2366.50 
HARMONY HOME AID SERVICES,12/09/2011,910.50 
HARMONY HOME AID SERVICES,12/09/2011,1356.50 
HAVERSTOCK ASSOCIATES,08/09/2011,3606.96 
HAVERSTOCK ASSOCIATES,08/09/2011,12366.72 
HAVERSTOCK ASSOCIATES,28/09/2011,3240.00 
HEC RESORCES LTD,27/09/2011,1350.00 
HEC RESORCES LTD,27/09/2011,900.00 
HEMMINGS PROPERTY BROKERS,23/09/2011,1200.00 
HENNESSEY LTD,27/09/2011,7770.31 
HER CENTRE LTD,05/09/2011,10000.00 
HERTEL (UK) LTD,22/09/2011,26515.67 
HEWLETT-PACKARD LTD,27/09/2011,9358.88 
HEXAGON HOUSING ASSOCIATION LTD,22/09/2011,3265.60 
HFS ENVIRONMENTAL LTD,13/09/2011,2124.00 
HIGH VIEW CARE SERVICES LTD,27/09/2011,4628.34 
HIGH VIEW CARE SERVICES LTD,27/09/2011,5142.60 
HIGHWAYS AGENCY,14/09/2011,17915.04 
HM COURTS AND TRIBUNALS SERVICES,29/09/2011,2225.00 
HM COURTS AND TRIBUNALS SERVICES,29/09/2011,700.00 
HM COURTS AND TRIBUNALS SERVICES,29/09/2011,1900.00 
HM COURTS AND TRIBUNALS SERVICES,29/09/2011,1900.00 
HM COURTS AND TRIBUNALS SERVICES,29/09/2011,700.00 
HM COURTS AND TRIBUNALS SERVICES,29/09/2011,1900.00 
HM COURTS AND TRIBUNALS SERVICES,29/09/2011,1900.00 
HM COURTS AND TRIBUNALS SERVICES,29/09/2011,1900.00 
HM COURTS AND TRIBUNALS SERVICES,29/09/2011,1900.00 
HOMELY HOUSING LETS LTD,16/09/2011,720.00 
HORN PARK COMMUNITY ASSOCIATION,22/09/2011,874.50 
HOW SCAFFOLDING,12/09/2011,6331.20 
HOW SCAFFOLDING,14/09/2011,1136.40 
HOW SCAFFOLDING,20/09/2011,948.00 
HOWDENS JOINERY LTD,28/09/2011,786.70 
HSBC INVOICE FINANCE,28/09/2011,3427.50 
HSBC INVOICE FINANCE,28/09/2011,3427.50 
HSBC INVOICE FINANCE,28/09/2011,3427.50 
HSBC INVOICE FINANCE (UK) LTD,06/09/2011,1513.62 
HSBC INVOICE FINANCE (UK) LTD,19/09/2011,2021.40 
HSBC INVOICE FINANCE (UK) LTD,19/09/2011,2881.51 
HSBC INVOICE FINANCE (UK) LTD,19/09/2011,1481.40 
HSBC INVOICE FINANCE (UK) LTD,19/09/2011,2301.84 
HSBC INVOICE FINANCE (UK) LTD,19/09/2011,1032.78 
HSBC INVOICE FINANCE (UK) LTD,19/09/2011,2301.84 
HSBC INVOICE FINANCE (UK) LTD,23/09/2011,17676.00 
HSBC INVOICE FINANCE (UK) LTD,30/09/2011,1482.48 
HYDER CONSULTING (UK) LTD,21/09/2011,77727.44 
HYDER CONSULTING (UK) LTD,29/09/2011,157677.90 
HYTYME LTD,26/09/2011,1934.40 
IBM UNITED KINGDOM LIMITED,12/09/2011,4615.20 
IBM UNITED KINGDOM LIMITED,22/09/2011,2995.97 
IBM UNITED KINGDOM LIMITED,27/09/2011,18259.20 
IBM UNITED KINGDOM LIMITED,27/09/2011,3125.44 
IBM UNITED KINGDOM LIMITED,27/09/2011,261637.39 
IBM UNITED KINGDOM LIMITED,27/09/2011,629.18 
IBM UNITED KINGDOM LIMITED,30/09/2011,652.80 
IBM UNITED KINGDOM LIMITED,30/09/2011,649.53 
IBM UNITED KINGDOM LIMITED,30/09/2011,1688.40 
IBM UNITED KINGDOM LIMITED,30/09/2011,633.21 
IBM UNITED KINGDOM LIMITED,30/09/2011,1518.76 
IBM UNITED KINGDOM LIMITED,30/09/2011,1842.78 
IBM UNITED KINGDOM LIMITED,30/09/2011,649.53 
IBM UNITED KINGDOM LIMITED,30/09/2011,545.52 
IBM UNITED KINGDOM LIMITED,30/09/2011,1511.13 
IBM UNITED KINGDOM LIMITED,30/09/2011,4720.18 
IBM UNITED KINGDOM LIMITED,30/09/2011,652.80 
IBM UNITED KINGDOM LIMITED,30/09/2011,649.53 
IBM UNITED KINGDOM LIMITED,30/09/2011,827.89 
ICI DULUX DECORATOR CENTRES,27/09/2011,10509.46 
IDOX  SOFTWARE LIMITED,14/09/2011,17100.00 
IHS (GLOBAL) LIMITED,14/09/2011,22824.00 
INCLUSIVE CREATIVE LEARNING,22/09/2011,3920.00 
ING LEASE (UK) LIMITED,16/09/2011,2200.02 
ING LEASE (UK) LTD,16/09/2011,10335.91 
INITIAL WASHROOM SOLUTIONS,16/09/2011,584.69 
INSIGHT MEDIA INTERNET LTD,22/09/2011,2047.80 
INSIGHT MEDIA INTERNET LTD,22/09/2011,3110.40 
INTECHNOLOGY PLC,06/09/2011,2634.46 
INTECHNOLOGY PLC,06/09/2011,504.00 
INTEN LTD,26/09/2011,2244.00 
J B INDUSTRIAL DOORS LIMITED,22/09/2011,1296.00 
J B RINEY & CO LTD,12/09/2011,71428.93 
J B RINEY & CO LTD,21/09/2011,41343.85 
J B RINEY & CO LTD,21/09/2011,128027.38 
J B RINEY & CO LTD,27/09/2011,386628.92 
J BROWNE CONSTRUCTION CO LTD,14/09/2011,31345.82 
JADU LIMITED,23/09/2011,1110.00 
JAMES PEREIRA,29/09/2011,4590.00 
JANET LEE TRAINING & CONSULTANCY LTD,05/09/2011,1560.00 
JCDECAUX UK LIMITED,05/09/2011,14084.83 
JCDECAUX UK LIMITED,05/09/2011,7145.08 
JHAI LTD,27/09/2011,1860.00 
JOHN NIKE LEISURESPORT LTD,05/09/2011,540.00 
JOHN NIKE LEISURESPORT LTD,05/09/2011,540.00 
JOHN PAYNE (GREENWICH) LTD,06/09/2011,9600.00 
JONES LANG LA SALLE,30/09/2011,1811.62 
JONES LANG LA SALLE,30/09/2011,1256.06 
JONES LANG LA SALLE,30/09/2011,4536.66 
JONES LANG LA SALLE,30/09/2011,5714.88 
JONES LANG LA SALLE,30/09/2011,1134.61 
K & T HEATING SERVICES LTD,13/09/2011,170932.60 
KALAMAZOO SECURE SOLUTIONS LIMITED,16/09/2011,698.34 
KARSONS PROPERTIES LTD,30/09/2011,2118.00 
KENT COUNTY COUNCIL,13/09/2011,57014.47 
KENT COUNTY COUNCIL,13/09/2011,43615.22 
KENT COUNTY COUNCIL,30/09/2011,24919.92 
KENT COUNTY COUNCIL,30/09/2011,68596.06 
KENT COUNTY COUNCIL,30/09/2011,38166.48 
KENT COUNTY COUNCIL (KCS),28/09/2011,84324.80 
KENT COUNTY COUNCIL (KCS),28/09/2011,94314.32 
KIDS & CO DAY NURSERY,23/09/2011,7942.00 
KIER BUILDING MAINTENANCE,22/09/2011,1737.35 
KIER BUILDING MAINTENANCE,22/09/2011,121283.53 
KIER BUILDING MAINTENANCE,22/09/2011,280081.04 
KILLGERM CHEMICALS LTD,21/09/2011,568.92 
KILLGERM CHEMICALS LTD,21/09/2011,592.18 
KNIGHT FRANK LLP,27/09/2011,10278.00 
KNOCKOUT ENTERTAINMENTS,22/09/2011,960.00 
KODAK LTD,27/09/2011,898.56 
L W BURT (T/A L W BURT & SON),21/09/2011,1948.98 
L W BURT (T/A L W BURT & SON),21/09/2011,1948.98 
LAKEDALE POWER TOOLS,20/09/2011,1080.24 
LAKEHOUSE CONTRACTS LTD,05/09/2011,71625.60 
LAKEHOUSE CONTRACTS LTD,05/09/2011,72272.40 
LAKEHOUSE CONTRACTS LTD,07/09/2011,135019.32 
LAKEHOUSE CONTRACTS LTD,08/09/2011,158013.12 
LAKEHOUSE CONTRACTS LTD,08/09/2011,168473.76 
LAKEHOUSE CONTRACTS LTD,14/09/2011,129262.32 
LAKEHOUSE CONTRACTS LTD,14/09/2011,246985.56 
LAKEHOUSE CONTRACTS LTD,14/09/2011,129127.80 
LAKEHOUSE CONTRACTS LTD,14/09/2011,167122.86 
LAKEHOUSE CONTRACTS LTD,14/09/2011,302752.80 
LAKEHOUSE CONTRACTS LTD,19/09/2011,15726.00 
LAKEHOUSE CONTRACTS LTD,21/09/2011,123720.00 
LAKEHOUSE CONTRACTS LTD,21/09/2011,69279.00 
LAKEHOUSE CONTRACTS LTD,26/09/2011,507.00 
LAKEHOUSE CONTRACTS LTD,26/09/2011,678.00 
LAKEHOUSE CONTRACTS LTD,26/09/2011,663.00 
LAKEHOUSE CONTRACTS LTD,27/09/2011,266552.23 
LAKEHOUSE CONTRACTS LTD,27/09/2011,13713.60 
LAKEHOUSE CONTRACTS LTD,27/09/2011,167136.00 
LAKEHOUSE CONTRACTS LTD,27/09/2011,9186.00 
LAKEHOUSE CONTRACTS LTD,27/09/2011,106472.40 
LAKEHOUSE CONTRACTS LTD,27/09/2011,61549.20 
LATHAM & SONS (BECKENHAM) LTD,05/09/2011,1152.00 
LAWSON LETS LTD,16/09/2011,6619.92 
LAWSON VILLAS LTD,16/09/2011,1276.50 
LEAP TRAINING LTD,05/09/2011,500.00 
LEAPFROG VOUCHERS,16/09/2011,1770.77 
LEASEDRIVE,16/09/2011,976.58 
LEASEDRIVE,16/09/2011,1000.91 
LEIGHAM LODGE LTD,15/09/2011,5708.57 
LEWISHAM PARK HOUSING ASSOCIATION LTD,15/09/2011,1230.70 
LIBERATA UK LTD,23/09/2011,139969.20 
LIBERATA UK LTD,29/09/2011,795.60 
LIBRA CONSTRUCTION SERVICES LTD,13/09/2011,51894.72 
LIDOKA ESTATES LTD,06/09/2011,23750.00 
LINBROOK SERVICES,23/09/2011,899.52 
LINBROOK SERVICES,30/09/2011,39668.60 
LINBROOK SERVICES,30/09/2011,26958.29 
LINGFIELD DAY NURSERY,23/09/2011,5415.00 
LINTON FUEL OILS LTD,27/09/2011,3882.23 
LINTON FUEL OILS LTD,27/09/2011,10492.50 
LITTLE HERBERTS  NUSERY LTD,23/09/2011,8664.00 
LLOYDS TSB COMMERCIAL FINANCE LTD,12/09/2011,1904.68 
LLOYDS TSB COMMERCIAL FINANCE LTD,12/09/2011,3473.24 
LLOYDS TSB COMMERCIAL FINANCE LTD,26/09/2011,502.42 
LLOYDS TSB COMMERCIAL FINANCE LTD,26/09/2011,502.42 
LOGICALIS UK LIMITED,07/09/2011,8400.00 
LOGICALIS UK LIMITED,05/09/2011,5485.72 
LOGICALIS UK LIMITED,16/09/2011,5430.00 
LOGICALIS UK LIMITED,23/09/2011,3180.31 
LOGICALIS UK LIMITED,23/09/2011,5040.00 
LOGICALIS UK LIMITED,26/09/2011,7140.00 
LOGICALIS UK LIMITED,27/09/2011,217216.80 
LOGICALIS UK LIMITED,27/09/2011,87649.20 
LOLLIPOPS COMPLETE CHILDCARE SERVICE,15/09/2011,720.00 
LOLLIPOPS COMPLETE CHILDCARE SERVICE,23/09/2011,4693.00 
LOLLIPOPS COMPLETE CHILDCARE SERVICE,23/09/2011,9025.00 
LONDON BOROUGH OF CAMDEN,23/09/2011,895.00 
LONDON BOROUGH OF MERTON,13/09/2011,588.00 
LONDON BOROUGH OF MERTON,13/09/2011,514.50 
LONDON BOROUGH OF SOUTHWARK,13/09/2011,1936.26 
LONDON CHAMBER OF COMMERCE & INDUSTRY,16/09/2011,664.16 
LONDON GRID FOR LEARNING,27/09/2011,15822.00 
LONDON WILDLIFE TRUST,21/09/2011,2400.00 
LOVELL JOHNS LTD,22/09/2011,570.00 
LUSEPH LTD,09/09/2011,1400.00 
M J WILSON GROUP LIMITED,09/09/2011,571.80 
MAGNET LIMITED,19/09/2011,790.91 
MAGNET LIMITED,20/09/2011,711.11 
MAGNET LIMITED,20/09/2011,691.79 
MAGNET LIMITED,29/09/2011,632.65 
MANPOWER UK LTD,16/09/2011,299191.24 
MANPOWER UK LTD,16/09/2011,286970.38 
MANPOWER UK LTD,16/09/2011,254566.55 
MANPOWER UK LTD,26/09/2011,241711.78 
MANPOWER UK LTD,26/09/2011,287826.65 
MANPOWER UK LTD,26/09/2011,285188.20 
MANPOWER UK LTD,26/09/2011,274692.40 
MANPOWER UK LTD,26/09/2011,12804.80 
MANPOWER UK LTD,26/09/2011,12804.80 
MANSE MASTERDOR LTD,27/09/2011,822.00 
MARQUEE MAGIC,02/09/2011,714.00 
MARQUEE MAGIC,05/09/2011,597.60 
MARTIN VITERA LTD,27/09/2011,715.66 
MASHER BROTHERS CONSTRUCTION,26/09/2011,700.80 
MCF,27/09/2011,3300.00 
MCF,27/09/2011,3600.00 
MCS CONTRACT CARPETS,06/09/2011,3240.00 
MCS CONTRACT CARPETS,14/09/2011,1440.00 
MEARS LTD,26/09/2011,21151.01 
MEARS LTD,27/09/2011,615251.15 
MEDEQUIP ASSISTIVE TECHNOLOGY LTD,26/09/2011,281393.33 
MEDWAY COUNCIL,23/09/2011,25499.41 
MERSON SIGNS LTD,05/09/2011,3345.90 
MERSON SIGNS LTD,05/09/2011,1128.78 
METROPOLITAN POLICE AUTHORITY,27/09/2011,9996.00 
MIDDLEMARCH ENVIROMENTAL LTD,08/09/2011,1380.00 
MIDDLEMARCH ENVIROMENTAL LTD,08/09/2011,3780.00 
MIDOS RESIDENTIAL MANAGEMENT,12/09/2011,550.00 
MIDOS RESIDENTIAL MANAGEMENT,30/09/2011,2118.00 
MIDWAY MODERNISATION LTD,30/09/2011,2550.00 
MILLS & REEVE LLP,19/09/2011,1134.00 
MINISTRY OF JUSTICE,22/09/2011,3698.21 
MITIE TECHNICAL FACILITIES MANAGEMENT,22/09/2011,48196.18 
MOORCROFT MANOR LTD,13/09/2011,16560.00 
MORGAN AND COMPANY (STROOD) LIMITED,30/09/2011,2793.83 
NATIONAL EXPRESS LTD,29/09/2011,1008.99 
NCC SERVICES LIMITED,09/09/2011,1194.00 
NCI SERVICES LTD,26/09/2011,4689.91 
NCI SERVICES LTD,26/09/2011,3913.63 
NDL-METASCYBE LIMITED,05/09/2011,1272.00 
NEOPOST FINANCE LTD,02/09/2011,2376.00 
NEW CENTURY CARE (WESTBANK CARE HOME),27/09/2011,2041.37 
NEW RICOH UK,02/09/2011,615.82 
NEW RICOH UK,02/09/2011,2618.64 
NEW RICOH UK,07/09/2011,1412.80 
NEW RICOH UK,07/09/2011,907.60 
NEW RICOH UK,09/09/2011,1358.84 
NEW RICOH UK,09/09/2011,523.93 
NEW RICOH UK,15/09/2011,643.23 
NEW RICOH UK,22/09/2011,602.04 
NEW ROMNEY CARS,08/09/2011,630.00 
NEWSPACE CONTAINERS LIMITED,28/09/2011,6390.00 
NIELSEN BOOK SERVICES LTD,05/09/2011,5061.60 
NIELSEN BOOK SERVICES LTD,26/09/2011,4284.59 
NIKKIS CHILDRENS DAY NURSERY,23/09/2011,6137.00 
NOMIX ENVIRO,23/09/2011,2342.40 
NORTHGATE INFORMATION SOLUTIONS UK LTD,05/09/2011,2280.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,05/09/2011,36000.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,05/09/2011,7200.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,05/09/2011,1800.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,06/09/2011,20551.58 
NORTHGATE INFORMATION SOLUTIONS UK LTD,12/09/2011,1650.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,12/09/2011,600.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,21/09/2011,7764.75 
NORTHGATE INFORMATION SOLUTIONS UK LTD,21/09/2011,2596.57 
NORTHGATE INFORMATION SOLUTIONS UK LTD,22/09/2011,2460.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,22/09/2011,6217.67 
NORTHGATE INFORMATION SOLUTIONS UK LTD,21/09/2011,112240.81 
NORTHGATE INFORMATION SOLUTIONS UK LTD,22/09/2011,900.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,21/09/2011,5400.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,22/09/2011,36000.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,22/09/2011,3500.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,22/09/2011,22010.68 
NORTHGATE INFORMATION SOLUTIONS UK LTD,22/09/2011,9900.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,23/09/2011,2160.00 
NORTHGATE INFORMATION SOLUTIONS UK LTD,23/09/2011,1176.00 
NOWMEDICAL,27/09/2011,1638.00 
NOWMEDICAL,27/09/2011,1200.00 
NOWMEDICAL,27/09/2011,684.00 
NPOWER LTD,07/09/2011,3694.15 
NPOWER LTD,07/09/2011,1671.36 
NPOWER LTD,07/09/2011,1747.66 
NPOWER LTD,22/09/2011,1638.90 
OCE FINANCE,09/09/2011,9465.88 
OFFICE DEPOT UK LIMITED,05/09/2011,993.60 
OFFICE DEPOT UK LIMITED,06/09/2011,101481.60 
OFFICE DEPOT UK LIMITED,06/09/2011,179134.80 
OFFICE DEPOT UK LIMITED,07/09/2011,3456.00 
OFFICE DEPOT UK LIMITED,07/09/2011,6582.00 
OFFICE DEPOT UK LIMITED,07/09/2011,6582.00 
OFFICE DEPOT UK LIMITED,07/09/2011,6582.00 
OFFICE DEPOT UK LIMITED,07/09/2011,6582.00 
OFFICE DEPOT UK LIMITED,14/09/2011,584.16 
OFFICE DEPOT UK LIMITED,20/09/2011,6582.00 
OFFICE DEPOT UK LIMITED,22/09/2011,10795.20 
OFFICE DEPOT UK LIMITED,22/09/2011,840.00 
OFFICE DEPOT UK LIMITED,26/09/2011,598.52 
OFFICE DEPOT UK LIMITED,26/09/2011,547.97 
ONLINE ERGONOMICS LIMITED,02/09/2011,881.89 
ONLINEINSET NET LIMITED,22/09/2011,6458.40 
OPUS CARE LTD T/A ASHFORD NURSING HOME,07/09/2011,3873.60 
OPUS CARE LTD T/A ASHFORD NURSING HOME,15/09/2011,1969.63 
ORACLE CORP UK LIMITED,22/09/2011,9307.55 
ORANGE,06/09/2011,2621.40 
ORANGE,06/09/2011,2442.00 
ORANGE,21/09/2011,828.00 
ORANGE,22/09/2011,2594.52 
ORANGE PCS,20/09/2011,4879.74 
ORANGE PCS,20/09/2011,2155.35 
ORANGE PCS,20/09/2011,2862.37 
ORANGE PCS,20/09/2011,714.25 
ORANGE PCS,21/09/2011,4874.32 
ORANGE PCS,30/09/2011,12558.00 
ORCHARD FENCING,27/09/2011,1008.00 
OUTBACK IMAGING UK LTD,12/09/2011,3402.00 
OUTLOOK TRAINING,13/09/2011,999.00 
OXFORD ARCHITECTS,27/09/2011,7440.00 
OXFORD BROOKES ENTERPRISES LIMITED,30/09/2011,12000.00 
OXLEAS NHS FOUNDATION TRUST,14/09/2011,6620.16 
OXLEAS NHS FOUNDATION TRUST,30/09/2011,93119.25 
OXLEAS NHS TRUST,22/09/2011,9132.49 
OXLEAS NHS TRUST,23/09/2011,298467.00 
PAGESUITE LIMITED,23/09/2011,3600.00 
PATTMAN BUILDING & MAINTENANCE LTD,19/09/2011,1436.40 
PATTMAN BUILDING & MAINTENANCE LTD,19/09/2011,2155.20 
PATTMAN BUILDING & MAINTENANCE LTD,19/09/2011,718.80 
PAUL MEW ASSOCIATES,23/09/2011,5385.80 
PAYE STONEWORK & RESTORATION LTD,06/09/2011,1348.80 
PELLING LIMITED,05/09/2011,1260.00 
PELLING LIMITED,05/09/2011,2536.80 
PELLING LIMITED,06/09/2011,1260.00 
PELLING LIMITED,08/09/2011,3960.00 
PELLING LIMITED,28/09/2011,2473.20 
PEOPLECUBE,30/09/2011,806.40 
PETERS LTD,28/09/2011,521.70 
PFL ELECTRICAL LIMITED,13/09/2011,35218.58 
PHOENIX SOFTWARE LTD,26/09/2011,720.25 
PHS GROUP PLC,16/09/2011,842.16 
PHS GROUP PLC,16/09/2011,704.22 
PHS GROUP PLC,16/09/2011,508.20 
PHS GROUP PLC,22/09/2011,508.20 
PILGRIMS WAY CARE HOME WITH NURSING,14/09/2011,3860.21 
PIONEER PRODUCTS LTD T A JANITORIAL  EXPRESS,21/09/2011,1172.40 
PITNEY BOWES FINANCE PLC,07/09/2011,761.34 
PITNEY BOWES FINANCE PLC,26/09/2011,538.96 
PLACES FOR CHILDREN,23/09/2011,9386.00 
PLACES FOR CHILDREN,26/09/2011,2527.00 
PLAYING MATTERS,22/09/2011,6000.00 
PLEXUS LAW,09/09/2011,6200.00 
PLUMSTEAD CLINIC LTD,02/09/2011,1387.00 
PLUMSTEAD CLINIC LTD,02/09/2011,1387.00 
PM LAW SOLICITORS,28/09/2011,7350.00 
POLYGENYN LTD,23/09/2011,550.00 
PORTAL UK SERVICE LTD,05/09/2011,668.40 
POST OFFICE LTD,16/09/2011,848.93 
POSTAGE BY PHONE,16/09/2011,24000.00 
POWIS NEWS & WINES LTD,05/09/2011,503.25 
PRIMETECH (UK) LTD,19/09/2011,2100.00 
PRISM MEDICAL UK T/A TEST VALLEY MOBILITY & LIFTEC,22/09/2011,7768.76 
PROSPECTS SERVICES LTD,05/09/2011,57382.90 
PROTEUS PROJECT MANAGEMENT LTD,22/09/2011,36441.36 
PUMA GENERATOR SERVICE LTD,29/09/2011,541.20 
