Department family,Entity,Date,Supplier,Amount,Description,
HM Revenue & Customs,HM Revenue & Customs,15/07/2014,A V BRIDGE,602.47,Computer Software Stores MAILGUN.COM,IT  fees for  services  provided  to  support  HMRC’s  move  to  providing  a  digital  email  service  to  it’s  customers
