Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,VAT Registration Number,Type,Account Code,Cost Centre,Reporting Month,Currency Unit
BIS,NERC,27-SEP-2010,,,University of Aberdeen,154899," 34,914.58 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Aberdeen,155343," 36,841.22 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bath,154809," 30,855.18 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Birmingham,154360," 26,706.21 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Birmingham,154527," 49,234.99 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Birmingham,154665," 37,979.54 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Birmingham,154666," 36,904.91 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Birmingham,154808," 28,593.87 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Birmingham,155124," 32,540.01 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Birmingham,155276," 32,467.66 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154293," 34,594.78 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154294," 26,601.40 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154296," 29,147.53 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154297," 25,990.56 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154449," 31,332.50 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154457," 35,933.13 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154458," 28,654.52 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154605," 37,768.62 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154608," 29,738.46 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154611," 39,427.97 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154746," 36,056.03 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154751," 32,994.73 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154752," 41,653.94 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,154900," 34,929.61 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,155046," 26,028.44 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,155049," 36,039.03 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,155051," 37,739.99 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,155214," 27,371.07 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Bristol,155344," 39,070.72 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,154373," 27,294.75 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,154418," 25,521.78 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,154829," 34,197.48 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,154872," 36,011.23 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,155025," 76,368.23 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,155026," 25,894.07 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,155159," 84,269.94 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,155170," 49,023.61 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,155176," 36,417.23 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,155318," 43,752.24 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Cambridge,155458," 30,169.75 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Durham,155183," 41,056.31 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Durham,155189," 31,419.92 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Durham,155326," 39,337.55 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Durham,155330," 34,199.81 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,154400," 27,725.57 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,154404," 27,933.97 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,154554," 26,058.36 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,154567," 44,715.78 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,154851," 32,371.19 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,154860," 28,834.61 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,155006," 44,325.54 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,155015," 34,317.32 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,155037," 32,522.83 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,155314," 25,094.52 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,155428," 30,896.32 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of East Anglia,155450," 28,967.44 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154367," 124,065.97 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154370," 101,005.07 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154371," 25,871.05 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154533," 32,119.16 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154539," 25,490.08 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154671," 103,294.31 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154674," 40,703.71 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154680," 29,419.51 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154813," 26,825.11 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154820," 29,052.17 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154822," 27,820.78 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154979," 38,746.42 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154982," 31,048.62 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,154986," 38,840.50 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,155129," 25,255.67 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,155134," 26,557.65 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,155283," 26,627.36 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,155285," 46,185.32 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,155291," 28,281.60 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Edinburgh,155415," 25,037.48 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Essex,154609," 26,660.49 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Essex,154610," 31,113.30 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Essex,155055," 30,957.86 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Essex,155223," 38,371.41 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Essex,155224," 32,790.17 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,154308," 36,125.63 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,154471," 43,139.22 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,154748," 28,133.61 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,154907," 25,313.13 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,154908," 31,520.59 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,154909," 29,104.83 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,154910," 42,984.51 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,155052," 31,648.26 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,155063," 25,891.37 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,155218," 25,425.72 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,155219," 29,162.59 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,155346," 32,824.50 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,155348," 26,667.83 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Exeter,155353," 104,018.92 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Glasgow,154468," 26,609.19 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Glasgow,154911," 31,626.72 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Glasgow,155356," 27,752.17 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Hertfordshire,155187," 27,434.18 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154341," 70,777.31 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154342," 41,058.92 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154345," 27,719.52 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154346," 67,559.62 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154349," 48,707.88 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154502," 32,033.84 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154503," 27,292.72 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154516," 26,185.84 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154521," 32,508.41 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154649," 49,656.40 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154658," 29,902.08 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154662," 34,537.22 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154793," 26,978.45 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154798," 73,775.73 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154957," 25,298.87 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,154961," 29,711.67 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,155109," 25,903.44 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,155115," 35,849.56 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,155263," 29,241.27 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,155270," 26,806.01 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leeds,155396," 25,477.23 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leicester,154304," 35,220.81 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leicester,154310," 27,589.43 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leicester,154614," 25,585.72 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Leicester,154754," 28,221.66 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,154473," 55,666.02 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,154617," 42,973.08 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,154761," 30,774.22 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,154762," 30,802.50 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,154764," 27,227.32 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,154915," 34,591.37 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,154916," 38,229.20 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,155230," 28,688.95 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,155232," 43,585.85 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,155233," 38,490.18 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,155361," 25,317.23 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Liverpool,155362," 36,313.18 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,154311," 32,125.54 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,154322," 48,458.71 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,154323," 25,535.27 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,154325," 33,976.37 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,154326," 34,366.49 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,154766," 27,240.60 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,154923," 40,725.57 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,154924," 38,297.04 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,154928," 33,629.00 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,155076," 29,472.24 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,155077," 38,449.39 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,155235," 30,551.61 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,155236," 87,458.47 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,155363," 28,544.46 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Manchester,155364," 33,796.28 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Newcastle Upon Tyne,154316," 27,263.41 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Newcastle Upon Tyne,154475," 29,732.55 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Newcastle Upon Tyne,154477," 52,191.52 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Newcastle Upon Tyne,154919," 35,821.20 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Nottingham,154324," 53,289.55 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Nottingham,154767," 40,812.58 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154385," 26,820.10 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154563," 46,683.60 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154566," 34,349.46 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154691," 30,382.38 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154703," 43,345.87 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154704," 26,062.06 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154843," 83,963.11 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154848," 31,630.85 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154857," 30,573.13 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154862," 30,392.47 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154866," 38,014.96 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154998," 53,175.25 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,154999," 29,858.91 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155011," 27,828.42 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155143," 30,245.50 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155152," 42,717.27 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155162," 28,367.37 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155163," 27,015.73 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155167," 29,964.77 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155168," 115,700.49 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155297," 31,992.68 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155309," 25,220.04 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155419," 25,376.30 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155438," 25,723.80 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155441," 27,235.49 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Oxford,155454," 40,041.48 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Plymouth,155074," 47,154.44 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Plymouth,155240," 97,861.13 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Plymouth,155242," 31,151.26 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Plymouth,155369," 26,618.89 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Portsmouth,154628," 26,440.41 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,154334," 25,439.16 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,154478," 99,541.61 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,154482," 56,491.53 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,154625," 26,292.50 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,154626," 26,555.67 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,154775," 37,448.97 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,154780," 35,579.54 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,154927," 25,263.82 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,155080," 47,101.56 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,155083," 90,723.15 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Reading,155084," 25,095.65 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Salford,154821," 28,709.74 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,73083," 76,848.67 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,154487," 25,759.22 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,154632," 27,021.50 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,154633," 31,285.58 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,154636," 36,393.13 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,154639," 43,512.87 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,154777," 31,379.70 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,155082," 30,981.41 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,155086," 34,477.24 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,155243," 150,818.18 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,155244," 41,970.78 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,155248," 26,598.11 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,155251," 29,698.20 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sheffield,155252," 35,543.19 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,154335," 28,867.65 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,154336," 58,764.81 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,154489," 37,672.64 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,154490," 31,447.23 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,154641," 30,069.36 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,154646," 39,791.63 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,154942," 31,208.29 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,154952," 33,773.34 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,155099," 26,479.37 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,155255," 38,573.23 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,155377," 31,050.35 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of St Andrews,154340," 32,862.58 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of St Andrews,154494," 36,165.22 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of St Andrews,154500," 26,599.17 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of St Andrews,154501," 26,809.32 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of St Andrews,154650," 41,397.76 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of St Andrews,154947," 37,439.28 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of St Andrews,154954," 29,715.06 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of St Andrews,155103," 26,255.77 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of St Andrews,155262," 37,773.68 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of St Andrews,155384," 49,560.93 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Strathclyde,154988," 28,619.07 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Surrey,154974," 40,180.36 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sussex,154645," 25,302.81 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sussex,154951," 37,189.41 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sussex,155259," 26,094.98 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Sussex,155379," 30,123.87 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Warwick,154580," 79,416.12 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Warwick,154721," 27,258.71 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Warwick,154883," 27,410.60 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Warwick,155469," 26,693.69 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Warwick,155470," 28,361.35 ",,GRANTS,,,September 2010,GBP
