"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Commercial and Legal","15","Band 1","21646","43291","PA/Team Administrator","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Commercial and Legal","15","Band 2","32469","54113","Accountant","1.00","Procurement"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Commercial and Legal","15","Band 2","32469","54113","Co-ordinator","1.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Commercial and Legal","15","Band 2","32469","54113","Commercial Manager","1.00","Procurement"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Commercial and Legal","15","Band 3","43291","97404","Internal Auditor","1.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Commercial and Legal","15","Band 3","43291","97404","Procurement Manager","1.00","Procurement"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Commercial and Legal","15","Band 3","43291","97404","Senior policy adviser","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Commercial and Legal","15","Band 3","43291","97404","Senior Procurement Manager","4.00","Procurement"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Communications","6","Band 1","21646","43291","Communications support officer","8.00","Communications"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Communications","6","Band 1","21646","43291","Co-ordinator","1.00","Communications"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Communications","6","Band 1","21646","43291","Executive Assistant","2.00","Communications"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Communications","6","Band 2","32469","54113","Communications Manager","7.00","Communications"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Communications","35","Band 2","32469","54113","Communications support officer","1.00","Communications"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Communications","6","Band 2","32469","54113","Executive Assistant","1.00","Communications"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Communications","6","Band 3","43291","97404","Communications Manager","3.00","Communications"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Construction","5","Band 1","21646","43291","PA/Team Administrator","5.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Construction","23","Band 1","21646","43291","Project Support Officer","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Construction","5","Band 1","21646","43291","Research Assistant","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Construction","5","Band 2","32469","54113","Operational Manager","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Construction","5","Band 2","32469","54113","Programme Manager","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Construction","5","Band 2","32469","54113","Project Support Officer","2.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Construction","22","Band 2","32469","54113","Senior policy adviser","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Construction","5","Band 2","32469","54113","Senior Project Manager","1.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Construction","5","Band 3","43291","97404","Operational Manager","2.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Construction","23","Band 3","43291","97404","Project Manager","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","13","Band 1","21646","43291","Finance Officer","1.00","Finance"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","11","Band 1","21646","43291","Trainee Paralegal","1.00","Law"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","11","Band 1","21646","43291","Legal Support Officer","1.00","Law"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","11","Band 1","21646","43291","PA/Team Administrator","2.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","39","Band 1","21646","43291","PA/Team Administrator","2.80","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","11","Band 2","32469","54113","Senior Legal Adviser","1.00","Law"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","11","Band 2","32469","54113","Lawyer","1.00","Law"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","39","Band 2","32469","54113","Executive Assistant","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","11","Band 3","43291","97404","Business Manager","1.00","Law"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","39","Band 3","43291","97404","Operational Manager","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","13","Band 3","43291","97404","Programme Manager","4.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Corporate Services","11","Band 3","43291","97404","Senior Legal Adviser","3.80","Law"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Design and Regeneration","19","Band 1","21646","43291","Project Support Officer","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Design and Regeneration","19","Band 1","21646","43291","PA/Team Administrator","4.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Design and Regeneration","19","Band 2","32469","54113","Business Manager","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Design and Regeneration","4","Band 2","32469","54113","Policy Adviser","1.00","Policy"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Design and Regeneration","4","Band 2","32469","54113","Project Manager","3.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Design and Regeneration","19","Band 2","32469","54113","Project Support Officer","2.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Design and Regeneration","19","Band 3","43291","97404","Planner","1.80","Planning"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Design and Regeneration","19","Band 3","43291","97404","Programme Manager","1.70","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Design and Regeneration","19","Band 3","43291","97404","Senior Project Manager","1.00","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Finance","39","Band 1","21646","43291","Finance Officer","2.00","Finance"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Finance","41","Band 1","21646","43291","Project Support Officer","2.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Finance","39","Band 2","32469","54113","Accountant","5.00","Finance"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Finance","41","Band 2","32469","54113","Project Manager","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Finance","41","Band 2","32469","54113","Project Support Officer","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Finance","41","Band 2","32469","54113","Technical Adviser","2.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Finance","39","Band 3","43291","97404","Accountant","3.00","Finance"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Finance","41","Band 3","43291","97404","Knowledge Information Management Manager","1.00","Operational delivery"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Finance","39","Band 3","43291","97404","Senior Finance Manager","1.00","Finance"
"Department for Culture, Media and Sport","Olympic Delivery Authority","Finance","41","Band 3","43291","97404","Senior Operational Manager","1.00","Operational delivery"
