OrganisationNameLabel,OrganisationURI,EffectiveDate,TotalOccassionsFraudPower,TotalFraudEmployeesCount,FTEFraudEmployeesCount,TotalFraudSpecialistsCount,FTEFraudSpecialistCount,FraudSpentAmount,TotalInvestigatedFraud,TotalIdentifiedFraud,ValueFraud,ValueFraudRecovered,TotalInvestigatedIrregularities,TotalIdentifiedIrregularities,ValueIrregularities,ValueIrregularitiesRecovered,,,,,,,,,
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/03/2014,300,3.0,2.4,3.0,2.4,89409,300,50.0,135000.0,not available,0,0,0,0,,,,,,,,,
