Body,Body Name,Posting Date,Transaction number,Amount,Supplier name,Supplier ID,Service Area,Expense Type,Expense Code,Type
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072814,"5,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Revenue Grants,4704,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072815,"5,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Revenue Grants,4704,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072816,"10,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Revenue Grants,4704,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072817,"34,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Homeless Schemes - Second Homes,4802,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072818,"9,750.00 ",Adullam Homes HA Ltd,13582,Homelessness,Homeless Schemes - Second Homes,4802,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,06/05/2011,20072590,"4,950.00 ",Advance Monitoring Solutions,13726,Crime and Disorder,Other Performance Reward Grant Schemes,4709,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072819,"12,500.00 ",Age UK Derby & Derbyshire,13594,Homelessness,Choice Based Lettings,4857,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,09/05/2011,20072607,"2,445.21 ",Arval PHH Receipts No.2,13095,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,23/05/2011,20073214,"2,633.30 ",Arval PHH Receipts No.2,13095,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,23/05/2011,20073215,"2,936.70 ",Arval PHH Receipts No.2,13095,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,26/05/2011,20073362,"2,624.28 ",Arval PHH Receipts No.2,13095,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,25/05/2011,20073310,"1,114.50 ",Ashbourne Arts Ltd,10104,Ashbourne Tourist Information Centre,Tickets for Resale,4042,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,05/05/2011,20072457,550.00 ,Ashbourne Town Council,10086,Elections - District,Hire of Rooms,2302,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,11/05/2011,20072649,"1,342.08 ",ATS Euromaster Ltd,10118,Vehicles & Plant,Tyres & Tubes,3124,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072788,"1,100.00 ",Audit Commission,10119,Final Accounts,Audit Fees,4445,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/05/2011,30004586,"2,115.57 ",Audit Commission,10119,Performance Review,Audit Fees,4445,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/05/2011,30004586,"5,217.43 ",Audit Commission,10119,Final Accounts,Audit Fees,4445,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,27/05/2011,20073170,746.00 ,Autodata Products PLC,14841,Information Technology,Maintenance of Computer Equipment,4532,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,04/05/2011,20072388,"3,000.00 ",Barleymans,10164,Park Avenue Ashbourne / Matlock Hurst Farm Sewers,Professional Fees,C004,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/05/2011,20073287,"2,345.00 ",Barleymans,10164,Agricultural Business Centre Bakewell,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/05/2011,20073302,600.00 ,Blue direct Limited,13282,Matlock Town Hall,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072802,"10,000.00 ",Bradwell Sports Club,15078,Bradwell Sports Association,Capital Grants,C013,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072727,"2,002.00 ",Browne Jacobson Solicitors LLP client a/c,10264,Democratic Services,Legal Fees,4408,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/05/2011,20073297,"1,450.07 ",C.S.B. Contract Services Ltd,12471,Agricultural Business Centre Bakewell,Contract Cleaning,2703,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/05/2011,20073297,"5,176.41 ",C.S.B. Contract Services Ltd,12471,Matlock Town Hall,Contract Cleaning,2703,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,18/05/2011,20073135,948.30 ,CF Asset Finance Limited,13678,Vehicles & Plant,Lease of Vehicles / Plant,4102,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072801,"2,535.80 ",CG Flooring Systems Ltd,15074,Agricultural Business Centre Bakewell,General Repairs,2101,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,18/05/2011,20073133,"1,728.50 ",Chairman of the District of Derbyshire Dales,10472,Democratic Representation & Mgmt,Chairman's Allowance,4603,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,23/05/2011,20073213,"1,850.00 ",Clear Skies Software Ltd,12751,Cemeteries,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,23/05/2011,20073180,"5,119.43 ",Competition Line (U.K.) Ltd,10380,Ashbourne Leisure Centre,Competition Line - Gym Fees,4834,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,27/05/2011,20073387,"2,535.72 ",Competition Line (U.K.) Ltd,10380,Wirksworth Sports Centre,Competition Line - Gym Fees,4834,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/05/2011,20072790,750.00 ,Countryside Access Management Ltd,14345,Democratic Services,Legal Fees,4408,Revenue
