DEPARTMENT,ENTITY,Date of Payment,Expense Type,Project,Expense Area,Supplier,Transaction Number,Amount,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,23129,Fusion,FARNELL ELECTRONIC,5100308318,113.15,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,23129,Fusion,FARNELL ELECTRONIC,5100308309,122.56,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,23129,Fusion,FARNELL ELECTRONIC,5100308328,129.64,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,23129,Fusion,FARNELL ELECTRONIC,5100308744,140.64,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,MATERIALS & SPARES,23128,Fusion,FARNELL ELECTRONIC,5100309622,142.26,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",24/09/2014,MATERIALS & SPARES,23124,Fusion,FARNELL ELECTRONIC,5100309185,144.88,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,MATERIALS & SPARES,23129,Fusion,FARNELL ELECTRONIC,5100309450,161.56,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,25702,Fusion,FARNELL ELECTRONIC,5100308303,165.70,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,MATERIALS & SPARES,23134,Fusion,FARNELL ELECTRONIC,5100309035,171.66,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,23129,Fusion,FARNELL ELECTRONIC,5100308301,183.04,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,23152,Fusion,FARNELL ELECTRONIC,5100308580,197.30,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,MATERIALS & SPARES,23120,Fusion,FARNELL ELECTRONIC,5100309183,207.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,MATERIALS & SPARES,23152,Fusion,FARNELL ELECTRONIC,5100309106,231.08,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,MATERIALS & SPARES,23129,Fusion,FARNELL ELECTRONIC,5100309178,242.69,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,23128,Fusion,FARNELL ELECTRONIC,5100308576,242.81,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,25701,Fusion,FARNELL ELECTRONIC,5100308323,261.78,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,MATERIALS & SPARES,21033,Support Services,FARNELL ELECTRONIC,5100309619,262.02,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,MATERIALS & SPARES,25704,Fusion,FARNELL ELECTRONIC,5100309045,279.05,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,MATERIALS & SPARES,23121,Fusion,FARNELL ELECTRONIC,5100309172,320.07,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,MATERIALS & SPARES,23152,Fusion,FARNELL ELECTRONIC,5100309449,323.34,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",10/09/2014,MATERIALS & SPARES,23129,Fusion,FARNELL ELECTRONIC,5100309032,356.74,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,MATERIALS & SPARES,23125,Fusion,FARNELL ELECTRONIC,5100309182,463.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,23131,Fusion,FARNELL ELECTRONIC,5100308751,502.34,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,MATERIALS & SPARES,23152,Fusion,FARNELL ELECTRONIC,5100309025,564.33,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,23152,Fusion,FARNELL ELECTRONIC,5100308743,629.69,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,MATERIALS & SPARES,23106,Fusion,FARNELL ELECTRONIC,5100309107,776.21,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",03/09/2014,MATERIALS & SPARES,23128,Fusion,FARNELL ELECTRONIC,5100308746,"1,033.58",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",24/09/2014,MATERIALS & SPARES,23124,Fusion,FARNELL ELECTRONIC,5100308441,"1,448.80",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,23134,Fusion,FARNELL ELECTRONIC,5100308583,"1,658.80",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,REPAIRS & MAINTENANCE,23103,Fusion,FARO EUROPE GMBH CO KG,5100308736,"1,444.61",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,MATERIALS & SPARES,23151,Fusion,FASTFIX,5100308904,142.28,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,STATIONERY,21034,Fusion,FD SOLUTIONS LTD,5100309671,206.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",24/09/2014,STATIONERY,21034,Fusion,FINE PRINT SERVICES,5100309147,506.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,STATIONERY,21034,Fusion,FINE PRINT SERVICES,5100307914,525.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PLANT & EQUIPMENT,23151,Fusion,FISHER SCIENTIFIC UK LTD,5100309088,15.69,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,PLANT & EQUIPMENT,21033,Support Services,FISHER SCIENTIFIC UK LTD,5100308336,23.92,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PLANT & EQUIPMENT,25403,Fusion,FISHER SCIENTIFIC UK LTD,5100308979,24.85,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",03/09/2014,PLANT & EQUIPMENT,23150,Fusion,FISHER SCIENTIFIC UK LTD,5100308732,53.26,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,PLANT & EQUIPMENT,23152,Fusion,FISHER SCIENTIFIC UK LTD,5100308541,54.17,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PLANT & EQUIPMENT,23164,Fusion,FISHER SCIENTIFIC UK LTD,5100309168,71.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",03/09/2014,PLANT & EQUIPMENT,23151,Fusion,FISHER SCIENTIFIC UK LTD,5100307604,84.80,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",03/09/2014,PLANT & EQUIPMENT,25403,Fusion,FISHER SCIENTIFIC UK LTD,5100308392,134.19,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PLANT & EQUIPMENT,23164,Fusion,FISHER SCIENTIFIC UK LTD,5100308978,161.64,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,PLANT & EQUIPMENT,23164,Fusion,FISHER SCIENTIFIC UK LTD,5100308440,163.05,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",03/09/2014,PLANT & EQUIPMENT,23164,Fusion,FISHER SCIENTIFIC UK LTD,5100308731,235.95,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PLANT & EQUIPMENT,23151,Fusion,FISHER SCIENTIFIC UK LTD,5100309783,249.06,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PLANT & EQUIPMENT,23151,Fusion,FISHER SCIENTIFIC UK LTD,5100309089,599.44,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,PLANT & EQUIPMENT,23151,Fusion,FISHER SCIENTIFIC UK LTD,5100308542,820.05,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,MATERIALS & SPARES,23150,Fusion,FLEXIBLE & SPECIALIST CABLES,5100309418,"1,064.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,MATERIALS & SPARES,23150,Fusion,FLEXIBLE & SPECIALIST CABLES,5100309342,"3,355.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,MATERIALS & SPARES,23161,Fusion,FLEXIBLE & SPECIALIST CABLES,5100309219,"3,960.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PLANT SPARES,23120,Fusion,FLUID CONTROL LTD,5100309189,388.73,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PROFESSIONAL SERVICES,23151,Fusion,FLUIDIC NORTHERN,5100307285,"1,093.76",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,23103,Fusion,FORGEWELD LTD,5100308577,180.25,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,23151,Fusion,FORGEWELD LTD,5100308578,270.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",03/09/2014,EFDA SECONDEE CONTRACT,0,Fusion,FORSCHUNGSZENTRUM JULICH,5100308308,"38,569.92",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PROFESSIONAL SERVICES,23128,Fusion,FORTRESS INTERLOCKS LTD,5100308842,552.82,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PROFESSIONAL SERVICES,25103,Fusion,FORTRESS INTERLOCKS LTD,5100308897,"3,984.18",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,MATERIALS & SPARES,23128,Fusion,FORWARD 2000 LTD,5100308940,113.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,MATERIALS & SPARES,23106,Fusion,FORWARD 2000 LTD,5100309448,242.40,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,PLANT & EQUIPMENT,23151,Fusion,FRANCIS WARD LTD,5100308439,"1,113.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,23152,Fusion,FTI LTD,5100308637,38.07,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,MATERIALS & SPARES,23617,Fusion,FTI LTD,5100308876,208.60,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,25702,Fusion,GARNER OSBORNE CIRCUITS LTD,5100308355,274.40,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,MATERIALS & SPARES,23122,Fusion,GARNER OSBORNE CIRCUITS LTD,5100308946,405.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",28/08/2014,OTHER EXTERNAL COSTS,25103,Fusion,Gear Cutting Co Ltd,1900060201,"1,206.00",CUL13577,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",10/09/2014,HIRED STAFF,0,Fusion,GENTLE ASSOCIATES LTD,5100309030,-71.25,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",10/09/2014,HIRED STAFF,0,Fusion,GENTLE ASSOCIATES LTD,5100308676,"2,682.61",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",03/09/2014,OTHER EXTERNAL COSTS,21033,Support Services,Gloucester & Wiltshire Partnership,1900060223,"2,000.00",CUL13606,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PLANT & EQUIPMENT,29030,Fusion,GOODFELLOW CAMBRIDGE LTD,5100309419,77.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PLANT & EQUIPMENT,29030,Fusion,GOODFELLOW CAMBRIDGE LTD,5100309479,637.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PROFESSIONAL SERVICES,63523,Support Services,Government Actuary's Department,5100309006,"44,577.27",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PROFESSIONAL SERVICES,28030,Property,GRUNDON WASTE MANAGEMENT LTD,5100309435,100.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PROFESSIONAL SERVICES,28030,Property,GRUNDON WASTE MANAGEMENT LTD,5100309436,100.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PROFESSIONAL SERVICES,28030,Property,GRUNDON WASTE MANAGEMENT LTD,5100309431,112.65,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PROFESSIONAL SERVICES,28030,Property,GRUNDON WASTE MANAGEMENT LTD,5100309439,112.65,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PROFESSIONAL SERVICES,28030,Property,GRUNDON WASTE MANAGEMENT LTD,5100309438,225.30,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PROFESSIONAL SERVICES,28030,Property,GRUNDON WASTE MANAGEMENT LTD,5100309432,249.30,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PROFESSIONAL SERVICES,28030,Property,GRUNDON WASTE MANAGEMENT LTD,5100309433,249.30,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PROFESSIONAL SERVICES,28030,Property,GRUNDON WASTE MANAGEMENT LTD,5100309437,450.60,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PROFESSIONAL SERVICES,28040,Property,GRUNDON WASTE MANAGEMENT LTD,5100309430,771.90,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,PROFESSIONAL SERVICES,28030,Property,GRUNDON WASTE MANAGEMENT LTD,5100309429,"2,800.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,REPAIRS & MAINTENANCE,25103,Fusion,GUYSON INTERNATIONAL,5100309601,36.27,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,TAXIS,21035,Fusion,HAROLDS CARS,5100308993,"1,444.54",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,25701,Fusion,Harting Ltd,5100308773,65.24,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,MATERIALS & SPARES,25103,Fusion,Harting Ltd,5100309229,180.96,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,PROFESSIONAL SERVICES,21037,Fusion,Hays Specialist Recruitment Ltd.,5100307776,"7,378.56",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,PLANT & EQUIPMENT,23167,Fusion,HEWDEN,5100308338,320.40,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PLANT & EQUIPMENT,23103,Fusion,HEWDEN,5100308691,"1,100.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,23152,Fusion,HIDEN ANALYTICAL LTD,5100308708,940.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",03/09/2014,MATERIALS & SPARES,23150,Fusion,HIDEN ANALYTICAL LTD,5100308606,"1,490.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,PROFESSIONAL SERVICES,23151,Fusion,HILLS WASTE SOLUTIONS LTD,5100308976,10.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,PROFESSIONAL SERVICES,23151,Fusion,HILLS WASTE SOLUTIONS LTD,5100308974,15.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,PROFESSIONAL SERVICES,23151,Fusion,HILLS WASTE SOLUTIONS LTD,5100308977,15.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,PROFESSIONAL SERVICES,23151,Fusion,HILLS WASTE SOLUTIONS LTD,5100308975,215.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,PROFESSIONAL SERVICES,23151,Fusion,HILLS WASTE SOLUTIONS LTD,5100308972,"2,951.04",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",17/09/2014,PROFESSIONAL SERVICES,23151,Fusion,HILLS WASTE SOLUTIONS LTD,5100308973,"7,401.74",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PLANT SPARES,23103,Fusion,HILTI GB LTD,5100309461,419.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,REPAIRS & MAINTENANCE,23161,Fusion,HITEK LTD,5100306860,145.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,STATIONERY,21034,Fusion,HOBS REPROGRAPHICS PLC,5100308641,11.66,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,STATIONERY,21034,Fusion,HOBS REPROGRAPHICS PLC,5100308642,11.66,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,STATIONERY,21034,Fusion,HOBS REPROGRAPHICS PLC,5100308638,20.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,STATIONERY,21034,Fusion,HOBS REPROGRAPHICS PLC,5100308640,37.86,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,STATIONERY,21034,Fusion,HOBS REPROGRAPHICS PLC,5100309190,90.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,STATIONERY,21034,Fusion,HOBS REPROGRAPHICS PLC,5100308947,120.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,STATIONERY,21034,Fusion,HOBS REPROGRAPHICS PLC,5100308639,152.54,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,STATIONERY,21034,Fusion,HOBS REPROGRAPHICS PLC,5100308886,770.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,TRAVEL,0,Support Services,Hogg Robinson(Travel)Ltd T/A HRG UK,5100309096,"16,555.21",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",03/09/2014,PROFESSIONAL SERVICES,23126,Fusion,HONEYWELL ANALYTICS (SALES &SERVICE,5100308306,404.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,25103,Fusion,Hoverdale (UK) Ltd,5100308518,"3,500.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PROFESSIONAL SERVICES,25103,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100309158,50.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",10/09/2014,PROFESSIONAL SERVICES,23617,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100309161,225.10,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",10/09/2014,PROFESSIONAL SERVICES,23617,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100309117,236.70,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,PROFESSIONAL SERVICES,25103,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100309346,236.70,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PROFESSIONAL SERVICES,25103,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100309218,276.30,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PROFESSIONAL SERVICES,25103,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100309347,690.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",03/09/2014,PROFESSIONAL SERVICES,23621,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100308679,878.52,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PROFESSIONAL SERVICES,25103,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100308526,"1,214.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",10/09/2014,PROFESSIONAL SERVICES,25103,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100309119,"2,865.90",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PROFESSIONAL SERVICES,25103,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100308712,"3,664.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",10/09/2014,PROFESSIONAL SERVICES,25103,Fusion,HUTTON ENGINEERING (PRECISION) LTD,5100309120,"9,075.35",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,25103,Fusion,HV WOODING LIMITED,5100308749,95.96,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,25103,Fusion,HV WOODING LIMITED,5100308750,186.68,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,25103,Fusion,HV WOODING LIMITED,5100308747,194.16,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,25103,Fusion,HV WOODING LIMITED,5100308755,216.68,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,25103,Fusion,HV WOODING LIMITED,5100308753,278.76,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MATERIALS & SPARES,25103,Fusion,HV WOODING LIMITED,5100308745,343.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,MATERIALS & SPARES,25103,Fusion,HV WOODING LIMITED,5100308943,828.52,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",10/09/2014,CLEANING,25103,Fusion,HYDROBLAST,5100309021,405.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,CLEANING,25103,Fusion,HYDROBLAST,5100308985,909.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,CLEANING,25103,Fusion,HYDROBLAST,5100308852,986.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,CLEANING,25103,Fusion,HYDROBLAST,5100308986,"2,020.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,CLEANING,25103,Fusion,HYDROBLAST,5100309501,"2,229.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,PROFESSIONAL SERVICES,23134,Fusion,HYTEC ELECTRONICS LTD,5100307714,916.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",24/09/2014,PROFESSIONAL SERVICES,23617,Fusion,i2 Security Services,5100309355,"1,552.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PROFESSIONAL SERVICES,23617,Fusion,i2 Security Services,5100309016,"7,522.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",24/09/2014,PLANT & EQUIPMENT,24501,Fusion,IGUS (UK) LTD,5100309605,21.03,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,MEDICAL EXPENSES,23162,Fusion,IMASS LTD,5100308027,"4,985.41",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,MEDICAL EXPENSES,23162,Fusion,IMASS LTD,5100309771,"4,985.41",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",16/09/2014,CONFERENCES/MEETINGS,23119,Fusion,Indigo Business Services Ltd,1900060307,595.00,CUL13682,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,MATERIALS & SPARES,23617,Fusion,INFRANOR LIMITED,5100307779,"10,578.50",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,PLANT & EQUIPMENT,23161,Fusion,INSIGHT DIRECT LTD,5100309353,185.98,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,PLANT & EQUIPMENT,29200,Fusion,INSIGHT DIRECT LTD,5100308728,581.99,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,PLANT & EQUIPMENT,29200,Fusion,INSIGHT DIRECT LTD,5100308614,598.99,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,PLANT & EQUIPMENT,29200,Fusion,INSIGHT DIRECT LTD,5100308700,"2,097.40",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,28020,Property,INSULATION CONTRACTING SERVICES,5100308345,952.77,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",22/09/2014,MATERIALS & SPARES,28200,Property,INSULATION CONTRACTING SERVICES,5100309658,"4,292.34",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/08/2014,MATERIALS & SPARES,28020,Property,INSULATION CONTRACTING SERVICES,5100308354,"11,942.20",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",15/09/2014,MATERIALS & SPARES,23617,Fusion,INTAKE ENGINEERING LTD,5100309405,"9,466.00",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",11/09/2014,INTERVIEW EXPENSES,23105,Fusion,INTERVIEW EXPENSES,1900060287,122.00,CUL13671,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,PUBLICATIONS,26900,,IOP PUBLISHING LTD,5100308722,562.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PUBLICATIONS,25821,Fusion,IOP PUBLISHING LTD,5100309051,843.75,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",01/09/2014,PUBLICATIONS,26900,,IOP PUBLISHING LTD,5100308719,"1,031.25",,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",08/09/2014,PUBLICATIONS,26900,,IOP PUBLISHING LTD,5100309094,"1,125.00",,
