"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Transport Focus","Transport Focus","CEO","Band A","13295","17660","Transport Focus Assistant","1.00","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","CEO","Band C","23169","35374","Transport Focus Co-ordinator","4.00","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","CEO","Band D","33132","49889","Transport Focus Manager","1.00","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","CEO","Band D","33132","49889","Transport Focus Executive","2.00","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","CEO","Band E","47109","65924","Transport Focus Manager","4.80","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","CEO","Band C","23169","35374","Transport Focus Co-ordinator","1.00","Operational Research"
"Department for Transport","Transport Focus","Transport Focus","CEO","Band D","33132","49889","Transport Focus Manager","2.00","Operational Research"
"Department for Transport","Transport Focus","Transport Focus","CEO","Band D","33132","49889","Transport Focus Researcher","6.60","Operational Research"
"Department for Transport","Transport Focus","Transport Focus","CEO","Band E","47109","65924","Transport Focus Manager","1.00","Operational Research"
"Department for Transport","Transport Focus","Transport Focus","CEO","Band D","33132","49889","Transport Focus Policy Executive","2.00","Policy"
"Department for Transport","Transport Focus","Transport Focus","PTD2011","Band C","23169","35374","Transport Focus Adviser","4.97","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","PTD2011","Band D","33132","49889","Transport Focus Executive","2.00","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","PTD2011","Band E","47109","65924","Transport Focus Manager","3.00","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","PTD2011","Band C","23169","35374","Transport Focus Co-ordinator","2.00","Programme and Project Management (PPM)"
"Department for Transport","Transport Focus","Transport Focus","RPCFD","Band C","23169","35374","Transport Focus Assistant","0.80","Finance"
"Department for Transport","Transport Focus","Transport Focus","RPCFD","Band D","33132","49889","Transport Focus Executive","1.00","Finance"
"Department for Transport","Transport Focus","Transport Focus","RPCFD","Band D","33132","49889","Transport Focus Executive","1.00","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","RPCFD","Band E","47109","65924","Transport Focus Manager","1.00","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","RPCFD","Band C","23169","35374","Transport Focus Adviser","1.00","Programme and Project Management (PPM)"
"Department for Transport","Transport Focus","Transport Focus","RPCFD","Band D","33132","49889","Transport Focus Manager","1.00","Programme and Project Management (PPM)"
"Department for Transport","Transport Focus","Transport Focus","RPCFD","Band D","33132","49889","Transport Focus Executive","1.00","Human Resources"
"Department for Transport","Transport Focus","Transport Focus","RUD2015","Band D","33132","49889","Transport Focus Executive","2.00","Operational Delivery"
"Department for Transport","Transport Focus","Transport Focus","RUD2015","Band E","47109","65924","Transport Focus Manager","2.00","Operational Delivery"
