Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Care Payments,Social Community Care Supplies & Services  ,09.07.2015,16.08.2015,GPC07150000152,70.00
Stockport MBC,Services to People,Childrens & Educational Services,DISPUTE REFUND REVERSAL,Care Payments,Social Community Care Supplies & Services  ,09.07.2015,16.08.2015,GPC07150000153,210.00
Stockport MBC,Services to People,Childrens & Educational Services,PSD - FRAUD PERM. CREDIT,Care Payments,Social Community Care Supplies & Services  ,16.05.2015,16.08.2015,GPC07150000154,-210.00
Stockport MBC,Services to People,Childrens & Educational Services,PSD - FRAUD PERM. CREDIT,Care Payments,Social Community Care Supplies & Services  ,27.05.2015,16.08.2015,GPC07150000155,-70.00
Stockport MBC,Services to People,Childrens & Educational Services,PSD - FRAUD PERM. CREDIT,Care Payments,Social Community Care Supplies & Services  ,23.04.2015,16.08.2015,GPC07150000156,-210.00
Stockport MBC,Services to People,Childrens & Educational Services,ACTION SELF DRIVE LTD,Care Payments,Social Community Care Supplies & Services  ,09.07.2015,16.08.2015,GPC07150000157,80.00
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,08.07.2015,16.08.2015,GPC07150000158,47.79
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT BED & SO,Care Payments,Social Community Care Supplies & Services  ,09.07.2015,16.08.2015,GPC07150000159,39.80
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,10.07.2015,16.08.2015,GPC07150000160,11.78
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Svcs EuropeSAR,Cleaning,Environmental Services  ,14.07.2015,16.08.2015,GPC07150000161,109.75
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,15.07.2015,16.08.2015,GPC07150000162,38.45
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,15.07.2015,16.08.2015,GPC07150000163,75.38
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,17.07.2015,16.08.2015,GPC07150000164,116.73
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,20.07.2015,16.08.2015,GPC07150000165,41.73
Stockport MBC,Services to People,Childrens & Educational Services,CURRYS ONLINE,Care Payments,Social Community Care Supplies & Services  ,20.07.2015,16.08.2015,GPC07150000166,618.77
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,20.07.2015,16.08.2015,GPC07150000167,38.45
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,21.07.2015,16.08.2015,GPC07150000168,81.40
Stockport MBC,Services to People,Childrens & Educational Services,OFFICIALRECORDCOUK,Care Payments,Social Community Care Supplies & Services  ,22.07.2015,16.08.2015,GPC07150000169,15.98
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,22.07.2015,16.08.2015,GPC07150000170,163.91
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44010600,Care Payments,Social Community Care Supplies & Services  ,22.07.2015,16.08.2015,GPC07150000171,90.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,23.07.2015,16.08.2015,GPC07150000172,8.93
Stockport MBC,Services to People,Childrens & Educational Services,CURRYS ONLINE,Care Payments,Social Community Care Supplies & Services  ,24.07.2015,16.08.2015,GPC07150000173,138.80
Stockport MBC,Services to People,Childrens & Educational Services,HOMEBASE.CO.UK,Care Payments,Social Community Care Supplies & Services  ,24.07.2015,16.08.2015,GPC07150000174,261.17
Stockport MBC,Services to People,Childrens & Educational Services,M&S E COMMERCE,Care Payments,Social Community Care Supplies & Services  ,24.07.2015,16.08.2015,GPC07150000175,43.30
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44010600,Care Payments,Social Community Care Supplies & Services  ,24.07.2015,16.08.2015,GPC07150000176,86.50
Stockport MBC,Services to People,Childrens & Educational Services,CARPETRIGHT,Care Payments,Social Community Care Supplies & Services  ,27.07.2015,16.08.2015,GPC07150000177,221.79
Stockport MBC,Services to People,Childrens & Educational Services,MYDENTIST,Care Payments,Social Community Care Supplies & Services  ,27.07.2015,16.08.2015,GPC07150000178,74.00
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,MISCLASSIFIED? CHECK BEFORE PUBLICATION,UNCLASSIFIED  ,27.07.2015,16.08.2015,GPC07150000179,10.00
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,28.07.2015,16.08.2015,GPC07150000180,178.74
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,28.07.2015,16.08.2015,GPC07150000181,20.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,28.07.2015,16.08.2015,GPC07150000182,213.43
Stockport MBC,Services to People,Childrens & Educational Services,WWW.CLAIR-DE-LUNE.CO.UK,Care Payments,Social Community Care Supplies & Services  ,28.07.2015,16.08.2015,GPC07150000183,57.78
Stockport MBC,Services to People,Childrens & Educational Services,WWW.ONLINE4BABY.COM,Care Payments,Social Community Care Supplies & Services  ,28.07.2015,16.08.2015,GPC07150000184,149.80
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Care Payments,Social Community Care Supplies & Services  ,29.07.2015,16.08.2015,GPC07150000185,158.00
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Care Payments,Social Community Care Supplies & Services  ,29.07.2015,16.08.2015,GPC07150000186,71.96
Stockport MBC,Services to People,Childrens & Educational Services,BOOTS.COM,Care Payments,Social Community Care Supplies & Services  ,28.07.2015,16.08.2015,GPC07150000187,59.76
Stockport MBC,Services to People,Childrens & Educational Services,BOOTS.COM,Care Payments,Social Community Care Supplies & Services  ,28.07.2015,16.08.2015,GPC07150000188,119.80
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Svcs EuropeSAR,Care Payments,Social Community Care Supplies & Services  ,30.07.2015,16.08.2015,GPC07150000189,22.00
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,03.07.2015,16.08.2015,GPC07150000190,69.90
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS,Catering Supplies,Catering Food & Beverages ,04.07.2015,16.08.2015,GPC07150000191,18.93
Stockport MBC,Services to People,Childrens & Educational Services,ALDI,Catering Supplies,Catering Food & Beverages ,10.07.2015,16.08.2015,GPC07150000192,6.76
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS,Catering Supplies,Catering Food & Beverages ,10.07.2015,16.08.2015,GPC07150000193,32.89
Stockport MBC,Services to People,Childrens & Educational Services,ASDA SUPERSTORE,Catering Supplies,Catering Food & Beverages ,26.07.2015,16.08.2015,GPC07150000194,3.75
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Furniture and Equipment,Furniture & Soft Furnishings  ,10.07.2015,16.08.2015,GPC07150000195,120.00
Stockport MBC,Services to Place,Cultural & Related Services,TRINITY MIRROR PUBLISH,Publicity and Promotion,Facilities & Management Services  ,02.07.2015,16.08.2015,GPC07150000196,316.80
Stockport MBC,Services to People,Adult Social Care,B&M RETAIL,Clothing Uniforns and Laundry,Furniture & Soft Furnishings  ,08.07.2015,16.08.2015,GPC07150000197,37.06
Stockport MBC,Services to People,Adult Social Care,B&M RETAIL,Clothing Uniforns and Laundry,Furniture & Soft Furnishings  ,09.07.2015,16.08.2015,GPC07150000198,29.98
Stockport MBC,Services to People,Adult Social Care,WWW.AGEUKSTOCKPORT.ORG,Repairs and Maintenance,"Works - Construction, Repair & Maintenance  ",24.07.2015,16.08.2015,GPC07150000199,65.00
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,10.07.2015,16.08.2015,GPC07150000200,3.40
Stockport MBC,Services to People,Childrens & Educational Services,GRAFFCITY,Furniture and Equipment,Furniture & Soft Furnishings  ,03.07.2015,16.08.2015,GPC07150000201,50.20
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,08.07.2015,16.08.2015,GPC07150000202,1.78
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Svcs EuropeSAR,Furniture and Equipment,Furniture & Soft Furnishings  ,10.07.2015,16.08.2015,GPC07150000203,15.70
Stockport MBC,Services to People,Childrens & Educational Services,KFC STOCKPORT,Catering Supplies,Catering Food & Beverages ,14.07.2015,16.08.2015,GPC07150000204,40.82
Stockport MBC,Services to People,Childrens & Educational Services,TESCO DIRECT,Furniture and Equipment,Furniture & Soft Furnishings  ,15.07.2015,16.08.2015,GPC07150000205,229.00
Stockport MBC,Services to People,Childrens & Educational Services,DENNIS WILLIAMS LTD,Furniture and Equipment,Furniture & Soft Furnishings  ,17.07.2015,16.08.2015,GPC07150000206,124.17
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Furniture and Equipment,Furniture & Soft Furnishings  ,07.07.2015,16.08.2015,GPC07150000207,29.75
Stockport MBC,Services to People,Childrens & Educational Services,ITUNES.COM/BILL,Furniture and Equipment,Furniture & Soft Furnishings  ,13.07.2015,16.08.2015,GPC07150000208,3.33
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Furniture & Soft Furnishings  ,15.07.2015,16.08.2015,GPC07150000209,22.36
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Furniture and Equipment,Furniture & Soft Furnishings  ,18.07.2015,16.08.2015,GPC07150000210,22.27
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Furniture and Equipment,Furniture & Soft Furnishings  ,24.07.2015,16.08.2015,GPC07150000211,13.29
Stockport MBC,Services to People,Childrens & Educational Services,99P STORES LTD,Furniture and Equipment,Environmental Services Technical Equipment ,02.07.2015,16.08.2015,GPC07150000212,15.47
Stockport MBC,Services to People,Childrens & Educational Services,DUNELM (SOFT FURNISHIN,Furniture and Equipment,Environmental Services Technical Equipment ,02.07.2015,16.08.2015,GPC07150000213,48.44
Stockport MBC,Services to People,Childrens & Educational Services,DUNELM (SOFT FURNISHIN,Furniture and Equipment,Environmental Services Technical Equipment ,02.07.2015,16.08.2015,GPC07150000214,59.96
Stockport MBC,Services to People,Childrens & Educational Services,DUNELM LTD,Furniture and Equipment,Environmental Services Technical Equipment ,07.07.2015,16.08.2015,GPC07150000215,10.99
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,08.07.2015,16.08.2015,GPC07150000216,4.20
Stockport MBC,Services to People,Childrens & Educational Services,CURRYS ONLINE,Care Payments,Social Community Care Supplies & Services  ,02.07.2015,16.08.2015,GPC07150000217,358.80
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,02.07.2015,16.08.2015,GPC07150000218,20.00
Stockport MBC,Services to People,Childrens & Educational Services,TVLICENSING.CO.UK,Care Payments,Social Community Care Supplies & Services  ,02.07.2015,16.08.2015,GPC07150000219,145.50
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521425,Care Payments,Social Community Care Supplies & Services  ,10.07.2015,16.08.2015,GPC07150000220,90.30
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,10.07.2015,16.08.2015,GPC07150000221,40.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,10.07.2015,16.08.2015,GPC07150000222,112.30
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,15.07.2015,16.08.2015,GPC07150000223,32.00
Stockport MBC,Services to People,Childrens & Educational Services,TESCO DIRECT,Care Payments,Social Community Care Supplies & Services  ,15.07.2015,16.08.2015,GPC07150000224,22.99
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,07.07.2015,16.08.2015,GPC07150000225,108.43
Stockport MBC,Services to People,Childrens & Educational Services,MONDRIAN LONDON,Travelling Expenses,Human Resources Travel & Subsistence ,08.07.2015,16.08.2015,GPC07150000226,248.40
Stockport MBC,Services to People,Childrens & Educational Services,MONDRIAN LONDON,Travelling Expenses,Human Resources Travel & Subsistence ,28.07.2015,16.08.2015,GPC07150000227,38.26
Stockport MBC,Services to People,Adult Social Care,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,20.07.2015,16.08.2015,GPC07150000228,3.40
Stockport MBC,Services to People,Adult Social Care,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,07.07.2015,16.08.2015,GPC07150000229,191.40
Stockport MBC,Services to People,Adult Social Care,EAST DIDSBURY STN TO,Travelling Expenses,Human Resources Travel & Subsistence ,09.07.2015,16.08.2015,GPC07150000230,3.60
Stockport MBC,Services to People,Adult Social Care,NORTHERN RAIL LTD,Travelling Expenses,Human Resources Travel & Subsistence ,09.07.2015,16.08.2015,GPC07150000231,3.30
Stockport MBC,Services to People,Adult Social Care,TFGM METROLINK,Travelling Expenses,Human Resources Travel & Subsistence ,09.07.2015,16.08.2015,GPC07150000232,6.10
Stockport MBC,Services to People,Adult Social Care,LUL TICKET MACHINE,Travelling Expenses,Human Resources Travel & Subsistence ,16.07.2015,16.08.2015,GPC07150000233,20.00
Stockport MBC,Services to People,Adult Social Care,CROSS COUNTRY,Travelling Expenses,Human Resources Travel & Subsistence ,20.07.2015,16.08.2015,GPC07150000234,137.20
Stockport MBC,Services to People,Adult Social Care,NCP  LTD,Travelling Expenses,Human Resources Travel & Subsistence ,20.07.2015,16.08.2015,GPC07150000235,9.00
Stockport MBC,Services to People,Adult Social Care,MERCURE BRISTOL HOLLAND H,Expenses and Allowances,Human Resources Training & Conferences ,20.07.2015,16.08.2015,GPC07150000236,146.50
Stockport MBC,Services to People,Adult Social Care,NORTHERN RAIL LTD,Travelling Expenses,Human Resources Travel & Subsistence ,21.07.2015,16.08.2015,GPC07150000237,5.90
Stockport MBC,Services to Place,Childrens & Educational Services,THE TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,07.07.2015,16.08.2015,GPC07150000238,92.82
Stockport MBC,Services to Place,Highways & Transport Services,THE BLUE BOAR INN,Expenses and Allowances,Human Resources Training & Conferences ,09.07.2015,16.08.2015,GPC07150000239,360.00
Stockport MBC,Services to Place,Childrens & Educational Services,THE TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,13.07.2015,16.08.2015,GPC07150000240,42.50
Stockport MBC,Services to Place,Childrens & Educational Services,ALBELLIUK,Furniture and Equipment,Furniture & Soft Furnishings  ,16.07.2015,16.08.2015,GPC07150000241,162.75
Stockport MBC,Services to Place,Highways & Transport Services,PROJSS.CO.UK,Staff Training,Human Resources  ,23.07.2015,16.08.2015,GPC07150000242,186.00
Stockport MBC,Services to People,Childrens & Educational Services,UOM CAR PARKS,Travelling Expenses,Human Resources Travel & Subsistence ,03.07.2015,16.08.2015,GPC07150000243,5.00
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,10.07.2015,16.08.2015,GPC07150000244,9.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,03.07.2015,16.08.2015,GPC07150000245,10.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP  LTD,Travelling Expenses,Human Resources Travel & Subsistence ,10.07.2015,16.08.2015,GPC07150000246,6.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,PICADILLY PLACE MAN LT,Travelling Expenses,Human Resources Travel & Subsistence ,10.07.2015,16.08.2015,GPC07150000247,6.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,PICADILLY PLACE MAN LT,Travelling Expenses,Human Resources Travel & Subsistence ,13.07.2015,16.08.2015,GPC07150000248,6.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,Q PARK PIAZZA,Travelling Expenses,Human Resources Travel & Subsistence ,13.07.2015,16.08.2015,GPC07150000249,15.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,15.07.2015,16.08.2015,GPC07150000250,9.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,16.07.2015,16.08.2015,GPC07150000251,14.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,17.07.2015,16.08.2015,GPC07150000252,6.10
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,20.07.2015,16.08.2015,GPC07150000253,3.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,21.07.2015,16.08.2015,GPC07150000254,9.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,24.07.2015,16.08.2015,GPC07150000255,9.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,09.07.2015,16.08.2015,GPC07150000256,445.23
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,14.07.2015,16.08.2015,GPC07150000257,-160.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,14.07.2015,16.08.2015,GPC07150000258,-80.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,15.07.2015,16.08.2015,GPC07150000259,-225.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,15.07.2015,16.08.2015,GPC07150000260,-225.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,30.07.2015,16.08.2015,GPC07150000261,16.88
Stockport MBC,Corporate and Support Services,Central Support Costs,THE TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,24.07.2015,16.08.2015,GPC07150000262,296.31
