Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category / Summary
18.03.2015,ST MARKS RC,FREEMAN CATERING BUTCH,37.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WALBOTTLE CAMPUS,FREEMAN CATERING BUTCH,55.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST CATHERINES,FREEMAN CATERING BUTCH,37.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST PAULS CE,FREEMAN CATERING BUTCH,10.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,CANNING STREET,FREEMAN CATERING BUTCH,25.23,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,SIR CHARLES PARSONS,FREEMAN CATERING BUTCH,35.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,KENTON SCHOOL,BRAKE BROS LTD,1114.31,School meals,CATERERS
18.03.2015,LEMINGTON RIVERSIDE,FREEMAN CATERING BUTCH,8.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,174.35,School meals,CATERERS
18.03.2015,STOCKSFIELD AVENUE,FREEMAN CATERING BUTCH,47.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST OSWALDS,BRAKE BROS LTD,50.02,School meals,CATERERS
18.03.2015,BYKER LODGE,BRAKE BROS LTD,91.85,School meals,CATERERS
18.03.2015,WALKER TECHNOLOGY,FREEMAN CATERING BUTCH,183.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,TYNEVIEW PRIMARY,BRAKE BROS LTD,300.02,School meals,CATERERS
18.03.2015,SACRED HEART HIGH,FREEMAN CATERING BUTCH,90.28,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST ALBANS RC,FREEMAN CATERING BUTCH,59.51,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,OUR LADY & ST ANNES,FREEMAN CATERING BUTCH,16.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST CUTHBERTS KENT,FREEMAN CATERING BUTCH,9.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,NEWBURN MANOR,FREEMAN CATERING BUTCH,40.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,BROADWOOD PRIMARY,BRAKE BROS LTD,206.23,School meals,CATERERS
18.03.2015,GOSFORTH ACADEMY,FREEMAN CATERING BUTCH,36.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ST ALBANS RC,BRAKE BROS LTD,360.11,School meals,CATERERS
18.03.2015,ST JOHNS PRIMARY,FREEMAN CATERING BUTCH,19.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,WALKER TECHNOLOGY,BRAKE BROS LTD,335.4,School meals,CATERERS
18.03.2015,ST MICHAELS RC,BRAKE BROS LTD,198.4,School meals,CATERERS
18.03.2015,MILECASTLE PRIMARY,FREEMAN CATERING BUTCH,29.93,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.03.2015,ARCHBISHOP RUNCIE,BRAKE BROS LTD,251.81,School meals,CATERERS
18.03.2015,SACRED HEART HIGH,BRAKE BROS LTD,401.93,School meals,CATERERS
18.03.2015,NEWBURN MANOR,BRAKE BROS LTD,68.91,School meals,CATERERS
18.03.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,143.69,School meals,CATERERS
18.03.2015,GRANGE FIRST SCHOOL,BRAKE BROS LTD,191.42,School meals,CATERERS
18.03.2015,BEECH HILL,BRAKE BROS LTD,132.9,School meals,CATERERS
18.03.2015,ST JOHNS PRIMARY,BRAKE BROS LTD,279.8,School meals,CATERERS
18.03.2015,CHRIST CHURCH,BRAKE BROS LTD,209.6,School meals,CATERERS
18.03.2015,KENTON BAR,BRAKE BROS LTD,384.11,School meals,CATERERS
18.03.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,83.75,School meals,CATERERS
18.03.2015,SOUTH GOSFORTH,BRAKE BROS LTD,84.49,School meals,CATERERS
18.03.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,69.66,School meals,CATERERS
18.03.2015,ST GEORGES RC,BRAKE BROS LTD,48.9,School meals,CATERERS
18.03.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,86.52,School meals,CATERERS
18.03.2015,CONNIE LEWCOCK,BRAKE BROS LTD,57.78,School meals,CATERERS
18.03.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,181.87,School meals,CATERERS
18.03.2015,ST CUTHBERTS KENT,BRAKE BROS LTD,208.31,School meals,CATERERS
18.03.2015,ARCHIBOLD FIRST,BRAKE BROS LTD,129.67,School meals,CATERERS
18.03.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,78.51,School meals,CATERERS
18.03.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,49.06,School meals,CATERERS
18.03.2015,KINGSTON PARK,BRAKE BROS LTD,182.61,School meals,CATERERS
18.03.2015,ST TERESAS,BRAKE BROS LTD,56.08,School meals,CATERERS
18.03.2015,REGENT FARM FIRST,BRAKE BROS LTD,135.19,School meals,CATERERS
18.03.2015,GOSFORTH JUNIOR,BRAKE BROS LTD,520.06,School meals,CATERERS
18.03.2015,ST BEDES RC,BRAKE BROS LTD,74.34,School meals,CATERERS
18.03.2015,ST JOHN VIANNEY,BRAKE BROS LTD,99.98,School meals,CATERERS
18.03.2015, BRIDGEWATER,BRAKE BROS LTD,38.01,School meals,CATERERS
18.03.2015,RAVENSWOOD PRIMARY,BRAKE BROS LTD,158.38,School meals,CATERERS
18.03.2015,GOSFORTH ACADEMY,BRAKE BROS LTD,273.45,School meals,CATERERS
18.03.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,127.46,School meals,CATERERS
18.03.2015,WEST JESMOND,BRAKE BROS LTD,238.8,School meals,CATERERS
18.03.2015,ST CHARLES' RC,BRAKE BROS LTD,46.36,School meals,CATERERS
17.03.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,25.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.03.2015,KINGSTON PARK,BLAKEMORE FOODSERVICE,413.94,School meals,CATERERS
17.03.2015,WALBOTTLE VILLAGE,BLAKEMORE FOODSERVICE,179.23,School meals,CATERERS
17.03.2015,BENFIELD SCHOOL,BLAKEMORE FOODSERVICE,67.04,School meals,CATERERS
17.03.2015,NORTH FAWDON,BLAKEMORE FOODSERVICE,184.5,School meals,CATERERS
17.03.2015,BYKER PRIMARY,BLAKEMORE FOODSERVICE,20.58,School meals,CATERERS
17.03.2015,STOCKSFIELD AVENUE,BLAKEMORE FOODSERVICE,136.37,School meals,CATERERS
17.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,42.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.03.2015,KNOPLAW PRIMARY,BLAKEMORE FOODSERVICE,241.11,School meals,CATERERS
17.03.2015,BYKER LODGE,BLAKEMORE FOODSERVICE,562.07,School meals,CATERERS
17.03.2015,WYNDHAM PRIMARY,BLAKEMORE FOODSERVICE,185.06,School meals,CATERERS
17.03.2015,ST MARKS RC,BLAKEMORE FOODSERVICE,14.74,School meals,CATERERS
17.03.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,891.53,School meals,CATERERS
17.03.2015,CENTRAL WALKER,BLAKEMORE FOODSERVICE,426.74,School meals,CATERERS
17.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.03.2015,KNOPLAW PRIMARY,BLAKEMORE FOODSERVICE,3.67,School meals,CATERERS
17.03.2015,GOSFORTH ACADEMY,SMART FOOD UK LIMITED,414.2,School meals,CATERERS
17.03.2015,BENFIELD SCHOOL,BLAKEMORE FOODSERVICE,16.2,School meals,CATERERS
17.03.2015,WEST DENTON PRIMARY,BLAKEMORE FOODSERVICE,244.48,School meals,CATERERS
17.03.2015,MILECASTLE PRIMARY,BLAKEMORE FOODSERVICE,273.01,School meals,CATERERS
17.03.2015,ST CUTHBERTS KENT,BLAKEMORE FOODSERVICE,147.17,School meals,CATERERS
17.03.2015,ST ALBANS RC,BLAKEMORE FOODSERVICE,324.32,School meals,CATERERS
17.03.2015,REGENT FARM FIRST,BLAKEMORE FOODSERVICE,282.71,School meals,CATERERS
17.03.2015,WALKERGATE PRIMARY,BLAKEMORE FOODSERVICE,12.16,School meals,CATERERS
17.03.2015,BENFIELD SCHOOL,BLAKEMORE FOODSERVICE,33.52,School meals,CATERERS
17.03.2015, BRIDGEWATER,BLAKEMORE FOODSERVICE,436.61,School meals,CATERERS
17.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,12.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,6.56,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.03.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,434.82,School meals,CATERERS
17.03.2015,LINHOPE PRU,BLAKEMORE FOODSERVICE,102.57,School meals,CATERERS
17.03.2015,HILTON PRIMARY,BLAKEMORE FOODSERVICE,42.74,School meals,CATERERS
17.03.2015,BYKER LODGE,BLAKEMORE FOODSERVICE,21.46,School meals,CATERERS
17.03.2015,FARNE PRIMARY,BLAKEMORE FOODSERVICE,40.53,School meals,CATERERS
17.03.2015,KENTON SCHOOL,BLAKEMORE FOODSERVICE,2344.2,School meals,CATERERS
17.03.2015,GRANGE FIRST SCHOOL,JR HOLLAND FOODSERVICE,14.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.03.2015,ST CUTHBERTS WALB,BLAKEMORE FOODSERVICE,138.97,School meals,CATERERS
17.03.2015,KENTON SCHOOL,BLAKEMORE FOODSERVICE,191.24,School meals,CATERERS
17.03.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,379.72,School meals,CATERERS
17.03.2015,THOMAS BEWICK,BLAKEMORE FOODSERVICE,126.74,School meals,CATERERS
17.03.2015,SIMONSIDE COMMUNITY,BLAKEMORE FOODSERVICE,7.38,School meals,CATERERS
17.03.2015,HILTON PRIMARY,BLAKEMORE FOODSERVICE,429.8,School meals,CATERERS
17.03.2015,ST JOHN VIANNEY,BLAKEMORE FOODSERVICE,294.38,School meals,CATERERS
17.03.2015,SIR CHARLES PARSONS,BLAKEMORE FOODSERVICE,244.4,School meals,CATERERS
17.03.2015,LINHOPE PRU,BLAKEMORE FOODSERVICE,10.52,School meals,CATERERS
17.03.2015,CRAGSIDE PRIMARY,BLAKEMORE FOODSERVICE,13.73,School meals,CATERERS
17.03.2015,BENFIELD SCHOOL,BLAKEMORE FOODSERVICE,594.27,School meals,CATERERS
17.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,39.03,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.03.2015,WALKER TECHNOLOGY,BLAKEMORE FOODSERVICE,2441.55,School meals,CATERERS
17.03.2015,MOUNTFIELD PRIMARY,BLAKEMORE FOODSERVICE,172.27,School meals,CATERERS
17.03.2015,STOCKSFIELD AVENUE,BLAKEMORE FOODSERVICE,272.41,School meals,CATERERS
17.03.2015,CONNIE LEWCOCK,BLAKEMORE FOODSERVICE,311.39,School meals,CATERERS
17.03.2015,ST VINCENTS RC,BLAKEMORE FOODSERVICE,114.34,School meals,CATERERS
17.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,9.07,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.03.2015,BEECH HILL,BLAKEMORE FOODSERVICE,297.36,School meals,CATERERS
17.03.2015,WALKER TECHNOLOGY,BLAKEMORE FOODSERVICE,77.16,School meals,CATERERS
17.03.2015,CHEVIOT PRIMARY,BLAKEMORE FOODSERVICE,269.32,School meals,CATERERS
17.03.2015,ST GEORGES RC,BLAKEMORE FOODSERVICE,66.88,School meals,CATERERS
17.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,54.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.03.2015,ST MARYS CATHOLIC,BLAKEMORE FOODSERVICE,537.32,School meals,CATERERS
17.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,53.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.03.2015,ST MARYS CATHOLIC,SMART FOOD UK LIMITED,269.2,School meals,CATERERS
17.03.2015,BYKER PRIMARY,BLAKEMORE FOODSERVICE,345.3,School meals,CATERERS
17.03.2015,SIMONSIDE COMMUNITY,BLAKEMORE FOODSERVICE,140.42,School meals,CATERERS
17.03.2015,KENTON BAR,BLAKEMORE FOODSERVICE,313.66,School meals,CATERERS
17.03.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,269.91,School meals,CATERERS
17.03.2015,CIVIC CANTEEN,BLAKEMORE FOODSERVICE,70.25,School meals,CATERERS
17.03.2015,ENGLISH MARTYRS,BLAKEMORE FOODSERVICE,309.91,School meals,CATERERS
17.03.2015,NEWBURN MANOR,BLAKEMORE FOODSERVICE,232,School meals,CATERERS
17.03.2015,ST CUTHBERTS KENT,BLAKEMORE FOODSERVICE,28.51,School meals,CATERERS
17.03.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,171,School meals,CATERERS
17.03.2015,FARNE PRIMARY,BLAKEMORE FOODSERVICE,168.67,School meals,CATERERS
17.03.2015,WEST WALKER,BLAKEMORE FOODSERVICE,132.92,School meals,CATERERS
17.03.2015,ST CUTHBERTS WALB,BLAKEMORE FOODSERVICE,25.51,School meals,CATERERS
17.03.2015,WELBECK PRIMARY,BLAKEMORE FOODSERVICE,436.89,School meals,CATERERS
17.03.2015,SIR CHARLES PARSONS,BLAKEMORE FOODSERVICE,19.14,School meals,CATERERS
17.03.2015,THOMAS BEWICK,BLAKEMORE FOODSERVICE,9.91,School meals,CATERERS
17.03.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,3.47,School meals,CATERERS
17.03.2015,TYNEVIEW PRIMARY,BLAKEMORE FOODSERVICE,251.53,School meals,CATERERS
17.03.2015,WALKERGATE PRIMARY,BLAKEMORE FOODSERVICE,315.16,School meals,CATERERS
17.03.2015,WELBECK PRIMARY,BLAKEMORE FOODSERVICE,9.79,School meals,CATERERS
17.03.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,1269.22,School meals,CATERERS
17.03.2015,ST BEDES RC,BLAKEMORE FOODSERVICE,179.08,School meals,CATERERS
17.03.2015,ST LAWRENCES RC,BLAKEMORE FOODSERVICE,214,School meals,CATERERS
17.03.2015,LEMINGTON RIVERSIDE,BLAKEMORE FOODSERVICE,13.75,School meals,CATERERS
17.03.2015,KENTON SCHOOL,SMART FOOD UK LIMITED,305.14,School meals,CATERERS
17.03.2015,LEMINGTON RIVERSIDE,BLAKEMORE FOODSERVICE,93.94,School meals,CATERERS
17.03.2015,MONKCHESTER ROAD,BLAKEMORE FOODSERVICE,78.25,School meals,CATERERS
17.03.2015,WAVERLEY PRIMARY,BLAKEMORE FOODSERVICE,265.29,School meals,CATERERS
17.03.2015,NEWBURN MANOR,BLAKEMORE FOODSERVICE,14.2,School meals,CATERERS
17.03.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,3.37,School meals,CATERERS
17.03.2015,BROADWOOD PRIMARY,BLAKEMORE FOODSERVICE,260.98,School meals,CATERERS
16.03.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,23.95,School meals,CATERERS
16.03.2015, BRIDGEWATER,BRAKE BROS LTD,28.09,School meals,CATERERS
16.03.2015,ARCHIBOLD FIRST,BRAKE BROS LTD,130.98,School meals,CATERERS
16.03.2015,BEECH HILL,BRAKE BROS LTD,180.67,School meals,CATERERS
16.03.2015,ST JOSEPHS RC,JR HOLLAND FOODSERVICE,85.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST GEORGES RC,JR HOLLAND FOODSERVICE,39.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,KNOPLAW PRIMARY,JR HOLLAND FOODSERVICE,119.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,BEECH HILL,JR HOLLAND FOODSERVICE,147.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,151.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,DINNINGTON FIRST,JR HOLLAND FOODSERVICE,84.26,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,CHRIST CHURCH,JR HOLLAND FOODSERVICE,71.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST PAULS CE,JR HOLLAND FOODSERVICE,118.46,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST GEORGES RC,BRAKE BROS LTD,43.48,School meals,CATERERS
16.03.2015,BENTON PARK,JR HOLLAND FOODSERVICE,85.93,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,KENTON BAR,JR HOLLAND FOODSERVICE,136.3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,42.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,63.79,School meals,CATERERS
16.03.2015,CANNING STREET,JR HOLLAND FOODSERVICE,38.75,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,34.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,NEWBURN MANOR,JR HOLLAND FOODSERVICE,64.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,114.46,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,RAVENSWOOD PRIMARY,JR HOLLAND FOODSERVICE,27.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,62.03,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,HADRIAN SCHOOL,BRAKE BROS LTD,206.65,School meals,CATERERS
16.03.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,2.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WEST WALKER,JR HOLLAND FOODSERVICE,52.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,CANNING STREET,JR HOLLAND FOODSERVICE,16.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST CHARLES' RC,JR HOLLAND FOODSERVICE,124.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,79.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,TRINITY OAKFIELD,JR HOLLAND FOODSERVICE,39.31,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,BENTON PARK,JR HOLLAND FOODSERVICE,9.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,HOTSPUR PRIMARY,JR HOLLAND FOODSERVICE,140.93,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,DINNINGTON FIRST,BRAKE BROS LTD,235.51,School meals,CATERERS
16.03.2015,ST MICHAELS RC,JR HOLLAND FOODSERVICE,0.75,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,LEMINGTON RIVERSIDE,JR HOLLAND FOODSERVICE,46.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,121.39,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WEST JESMOND,JR HOLLAND FOODSERVICE,202.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,REGENT FARM FIRST,BRAKE BROS LTD,139.99,School meals,CATERERS
16.03.2015,RAVENSWOOD PRIMARY,JR HOLLAND FOODSERVICE,98.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,HILTON PRIMARY,JR HOLLAND FOODSERVICE,130.27,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST JOSEPHS RC,BRAKE BROS LTD,245.43,School meals,CATERERS
16.03.2015,WALKERGATE PRIMARY,JR HOLLAND FOODSERVICE,4.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,204.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,TRINITY DENEVIEW,JR HOLLAND FOODSERVICE,49.31,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ARCHBISHOP RUNCIE,JR HOLLAND FOODSERVICE,79.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,GOSFORTH PARK,BRAKE BROS LTD,388.98,School meals,CATERERS
16.03.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,51.07,School meals,CATERERS
16.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,23.39,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,93.35,School meals,CATERERS
16.03.2015,BENTON PARK,JR HOLLAND FOODSERVICE,157.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,DINNINGTON FIRST,JR HOLLAND FOODSERVICE,5.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,109.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,NORTH FAWDON,JR HOLLAND FOODSERVICE,62.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST JOHNS PRIMARY,JR HOLLAND FOODSERVICE,63.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,STOCKSFIELD AVENUE,JR HOLLAND FOODSERVICE,3.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,FARNE PRIMARY,JR HOLLAND FOODSERVICE,105.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST CHARLES' RC,BRAKE BROS LTD,83.98,School meals,CATERERS
16.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,47.53,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WAVERLEY PRIMARY,JR HOLLAND FOODSERVICE,118.07,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,CANNING STREET,JR HOLLAND FOODSERVICE,183.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,STOCKSFIELD AVENUE,BRAKE BROS LTD,358.75,School meals,CATERERS
16.03.2015,BEECH HILL,JR HOLLAND FOODSERVICE,11.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,172.07,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST CUTHBERTS WALB,JR HOLLAND FOODSERVICE,1.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,THOMAS BEWICK,JR HOLLAND FOODSERVICE,69.12,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST MICHAELS RC,BRAKE BROS LTD,23.68,School meals,CATERERS
16.03.2015,ST JOHNS PRIMARY,BRAKE BROS LTD,7.03,School meals,CATERERS
16.03.2015, BRIDGEWATER,JR HOLLAND FOODSERVICE,22.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,12.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST TERESAS,JR HOLLAND FOODSERVICE,63.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,2.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WAVERLEY PRIMARY,JR HOLLAND FOODSERVICE,13.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,SOUTH GOSFORTH,BRAKE BROS LTD,191.87,School meals,CATERERS
16.03.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,29.34,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,22.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,KINGSTON PARK,BRAKE BROS LTD,107.21,School meals,CATERERS
16.03.2015,ST CUTHBERTS WALB,JR HOLLAND FOODSERVICE,1.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,LEMINGTON RIVERSIDE,JR HOLLAND FOODSERVICE,0.68,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,GRANGE FIRST SCHOOL,JR HOLLAND FOODSERVICE,55.55,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015, BRIDGEWATER,BRAKE BROS LTD,359.02,School meals,CATERERS
16.03.2015,ST CATHERINES,JR HOLLAND FOODSERVICE,104.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,182.1,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,100.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,5.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,WALBOTTLE VILLAGE,JR HOLLAND FOODSERVICE,58.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,38.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,144.64,School meals,CATERERS
16.03.2015,ST MARKS RC,JR HOLLAND FOODSERVICE,80.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015, BRIDGEWATER,JR HOLLAND FOODSERVICE,169.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,203.5,School meals,CATERERS
16.03.2015,SOUTH GOSFORTH,JR HOLLAND FOODSERVICE,153.69,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,CRAGSIDE PRIMARY,JR HOLLAND FOODSERVICE,105.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
16.03.2015,ST BEDES RC,BRAKE BROS LTD,103.73,School meals,CATERERS
