Minister,Date of Trip,Destination,Purpose,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar',Number of officials accompanying Ministers (where non-scheduled travel is used),Total Cost including travel and accommodation of Minister only
"Minister without Portfolio, The Rt Hon Baroness Warsi",10-17 August 2010,Pakistan,Humanitarian Visit (Pakistan Floods),Scheduled,,"£1,396"
