Transaction date,Transaction Amount,Merchant Name,,
01/04/11,927.00,WWW.NEOPOST.CO.UK,,
07/04/11,996.00,FRANCOTYP,,
07/04/11,515.00,WWW.NEOPOST.CO.UK,,
07/04/11,515.00,WWW.NEOPOST.CO.UK,,
07/04/11,515.00,WWW.NEOPOST.CO.UK,,
11/04/11,527.80,EXETER CITY COUNCI,,
11/04/11,527.80,EXETER CITY COUNCI,,
11/04/11,527.80,EXETER CITY COUNCI,,
12/04/11,"1,506.00",FRANCOTYP,,
13/04/11,506.00,FRANCOTYP,,
14/04/11,515.00,WWW.NEOPOST.CO.UK,,
15/04/11,506.00,FRANCOTYP,,
15/04/11,506.00,FRANCOTYP,,
19/04/11,518.00,FRANCOTYP,,
20/04/11,659.95,ASDA SUPERSTORE,,
20/04/11,996.00,FRANCOTYP
26/04/11,"1,030.00",WWW.NEOPOST.CO.UK
27/04/11,"1,030.00",WWW.NEOPOST.CO.UK
05/05/11,506.00,FRANCOTYP
05/05/11,515.00,WWW.NEOPOST.CO.UK
09/05/11,506.00,FRANCOTYP
09/05/11,506.00,FRANCOTYP
10/05/11,506.00,FRANCOTYP
12/05/11,881.00,ASDA SUPERSTORE
12/05/11,500.00,FRANCOTYP
13/05/11,"1,506.00",FRANCOTYP
17/05/11,996.00,FRANCOTYP
23/05/11,515.00,WWW.NEOPOST.CO.UK
23/05/11,515.00,WWW.NEOPOST.CO.UK
23/05/11,515.00,WWW.NEOPOST.CO.UK
24/05/11,505.88,FRANCOTYP
25/05/11,515.00,WWW.NEOPOST.CO.UK
26/05/11,506.00,FRANCOTYP
26/05/11,506.00,FRANCOTYP
01/06/11,518.00,FRANCOTYP
01/06/11,515.00,WWW.NEOPOST.CO.UK
03/06/11,996.00,FRANCOTYP
03/06/11,515.00,WWW.NEOPOST.CO.UK
03/06/11,515.00,WWW.NEOPOST.CO.UK
06/06/11,"1,007.20",FRANCOTYP
07/06/11,"1,506.00",FRANCOTYP
09/06/11,"1,030.00",WWW.NEOPOST.CO.UK
13/06/11,506.00,FRANCOTYP
13/06/11,506.00,FRANCOTYP
15/06/11,996.00,FRANCOTYP
15/06/11,506.00,FRANCOTYP
20/06/11,506.00,FRANCOTYP
22/06/11,"1,030.00",WWW.NEOPOST.CO.UK
23/06/11,927.00,WWW.NEOPOST.CO.UK
24/06/11,515.00,WWW.NEOPOST.CO.UK
24/06/11,515.00,WWW.NEOPOST.CO.UK
24/06/11,515.00,WWW.NEOPOST.CO.UK
01/07/11,506.00,FRANCOTYP
01/07/11,506.00,FRANCOTYP
04/07/11,506.00,FRANCOTYP
06/07/11,515.00,WWW.NEOPOST.CO.UK
15/07/11,518.00,FRANCOTYP
15/07/11,506.00,FRANCOTYP
20/07/11,"1,506.00",FRANCOTYP
20/07/11,"1,030.00",WWW.NEOPOST.CO.UK
21/07/11,506.00,FRANCOTYP
22/07/11,515.00,WWW.NEOPOST.CO.UK
22/07/11,515.00,WWW.NEOPOST.CO.UK
22/07/11,515.00,WWW.NEOPOST.CO.UK
22/07/11,515.00,WWW.NEOPOST.CO.UK
25/07/11,515.00,WWW.NEOPOST.CO.UK
27/07/11,"1,030.00",WWW.NEOPOST.CO.UK
27/07/11,515.00,WWW.NEOPOST.CO.UK
29/07/11,506.00,FRANCOTYP
29/07/11,500.00,FRANCOTYP
29/07/11,500.00,FRANCOTYP
02/08/11,506.00,FRANCOTYP
02/08/11,500.00,FRANCOTYP
02/08/11,500.00,FRANCOTYP
02/08/11,500.00,FRANCOTYP
04/08/11,518.00,WWW.FPMAILING.CO.UK
06/08/11,528.59,ASDA SUPERSTORE
09/08/11,"1,000.00",FRANCOTYP
10/08/11,500.00,FRANCOTYP
10/08/11,510.00,WWW.DIGIBROADCAST.COM
19/08/11,506.00,FRANCOTYP
19/08/11,518.00,WWW.FPMAILING.CO.UK
22/08/11,515.00,WWW.NEOPOST.CO.UK
24/08/11,"1,030.00",WWW.NEOPOST.CO.UK
25/08/11,"1,506.00",FRANCOTYP
31/08/11,518.00,WWW.FPMAILING.CO.UK
