Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Taxi Services Uk,"Finance, Commercial & Digital Transformation - Digital Directorate","Personal Expense, Name Withheld",158930,17.50,FCDT Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Mileage Allowance Uk,"Finance, Commercial & Digital Transformation - Digital Directorate","Personal Expense, Name Withheld",158930,198.00,FCDT Devolved Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Taxi Services Uk,Business and Science - Business Innovation,"Personal Expense, Name Withheld",158932,9.00,B&S Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Travel,Business and Science - Business Innovation,"Personal Expense, Name Withheld",158932,12.30,B&S Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Subsistence Uk,Business and Science - Business Innovation,"Personal Expense, Name Withheld",158932,13.40,B&S Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Travel,Business and Science - Business Innovation,"Personal Expense, Name Withheld",158932,25.00,B&S Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Subsistence Uk,Legal Services - Legal Services,"Personal Expense, Name Withheld",158934,9.50,Legal Services Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",158934,11.00,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Rail Travel Uk,Legal Services - Legal Services,"Personal Expense, Name Withheld",158934,12.10,Legal Services Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Subsistence Uk,Legal Services - Legal Services,"Personal Expense, Name Withheld",158934,15.00,Legal Services Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",158934,23.00,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Subsistence Uk,Legal Services - Legal Services,"Personal Expense, Name Withheld",158934,45.00,Legal Services Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Mileage Allowance Uk,Legal Services - Legal Services,"Personal Expense, Name Withheld",158934,339.25,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Grant-In-Aid To Arms Length Bodies,Business and Science - Science and Research,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,158942,30000000.00,STFC Financing-Grant-In-Aid to Arms Length Bodies,SN2 1SZ,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Grant-In-Aid To Arms Length Bodies,Business and Science - Business Innovation,THE TECHNOLOGY STRATEGY BOARD (INNOVATE UK),158943,40000000.00,TSB Financing-Grant-In-Aid to Arms Length Bodies,SN2 1UE,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",04/08/2016,Research And Development Expenditure,Business and Science - Business Innovation,LGC LTD,158944,156355.20,NMS Programme for Chemical & Biological Metrology at LGC-Research and Development Expenditure,TW11 0LY,GRANT,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",04/08/2016,Research And Development Expenditure,Business and Science - Business Innovation,LGC LTD,158945,599302.80,NMS Programme for Chemical & Biological Metrology at LGC-Research and Development Expenditure,TW11 0LY,GRANT,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Facilities Costs,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",VODAFONE LTD,158946,412.99,RD: Central/Core-Other Facilities Costs,RG14 1LA,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Professional Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",SGS United Kingdom Ltd,158947,5351.27,RD: Gas and Electricity Meters-Other Professional Services,CH65 3EN,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Professional Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Phil Thomas,158948,2482.29,RD: Quality Management Certification-Other Professional Services,RG22 4XS,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Professional Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",K.P.K. (Sheet Metal) Ltd,158949,216.00,RD: Legal Metrology Programme Calibration-Other Professional Services,TW16 7DX,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Professional Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Churchill & Sim International Ltd,158950,120.00,RD: Timber Regulations-Other Professional Services,TN7 4ES,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Central Telecommunications Services,Economics & Markets - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),158951,7118.00,ADR Directive-Central Telecommunications Services,SS15 6TH,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Professional Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Legal Metrology Ltd,158952,906.14,RD: Quality Management Certification-Other Professional Services,ML10 6JG,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Professional Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Legal Metrology Ltd,158953,1747.38,RD: Quality Management Certification-Other Professional Services,ML10 6JG,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Professional Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Legal Metrology Ltd,158954,1187.37,RD: Quality Management Certification-Other Professional Services,ML10 6JG,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Other Professional Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",SGS United Kingdom Ltd,158955,31219.66,RD: Gas and Electricity Meters-Other Professional Services,CH65 3EN,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Courier Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Streetwise Couriers Surrey Ltd,158956,22.46,RD: Heat networks-Courier Services,KT6 7LD,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Courier Services,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Streetwise Couriers Surrey Ltd,158956,83.89,RD: Calibation Services-Courier Services,KT6 7LD,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",09/08/2016,Hire Of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",VISIONIST LTD,158957,35298.00,FCDT Devolved Admin-Hire of Interim Managers,BH31 7PB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",09/08/2016,Hire Of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",VISIONIST LTD,158957,44424.00,FCDT Devolved Admin-Hire of Interim Managers,BH31 7PB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Internal Audit Services,"Finance, Commercial & Digital Transformation - Internal Audit",HM TREASURY,158960,319335.00,FCDT Devolved Admin-Internal Audit Services,NR7 0HS,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Recruitment Assessment Services,"People, Strategy and Higher Education - Human Resources",DISCLOSURE SCOTLAND,158961,625.00,PSHE Non Devolved Admin-Recruitment Assessment Services,G51 1YU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Recruitment Assessment Services,"People, Strategy and Higher Education - Human Resources",DISCLOSURE SCOTLAND,158962,425.00,PSHE Non Devolved Admin-Recruitment Assessment Services,G51 1YU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Recruitment Assessment Services,"People, Strategy and Higher Education - Human Resources",DISCLOSURE SCOTLAND,158963,525.00,PSHE Non Devolved Admin-Recruitment Assessment Services,G51 1YU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Travel Booking,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Omega,158964,283.11,RD: Quality Management Certification-Travel Booking,KT12 4HN,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Travel Booking,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",Omega,158965,749.33,RD: Quality Management Certification-Travel Booking,KT12 4HN,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/08/2016,Economic Consultancy & Research,Business and Science - Business Innovation,BMG RESEARCH (TRADING DIV OF BOSTOCK MARKETING GROUP LTD),158966,2476.20,Research & Evaluation-Economic Consultancy & Research,B7 4AX,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/08/2016,Economic Consultancy & Research,Business and Science - Business Innovation,BMG RESEARCH (TRADING DIV OF BOSTOCK MARKETING GROUP LTD),158966,67200.00,Research & Evaluation-Economic Consultancy & Research,B7 4AX,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Economic Consultancy & Research,Business and Science - Business Innovation,BMG RESEARCH (TRADING DIV OF BOSTOCK MARKETING GROUP LTD),158967,1621.00,Research & Evaluation-Economic Consultancy & Research,B7 4AX,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Economic Consultancy & Research,Business and Science - Business Innovation,BMG RESEARCH (TRADING DIV OF BOSTOCK MARKETING GROUP LTD),158967,47000.00,Research & Evaluation-Economic Consultancy & Research,B7 4AX,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",01/08/2016,Economic Consultancy & Research,Business and Science - Business Innovation,BMG RESEARCH (TRADING DIV OF BOSTOCK MARKETING GROUP LTD),158968,27850.00,Research & Evaluation-Economic Consultancy & Research,B7 4AX,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Training And Development Expenditure,"Finance, Commercial & Digital Transformation - Projects & Commercial Directorate",KORN FERRY HAY GROUP LIMITED,158974,28996.00,Assurance Reviews And PPM Capability-Training And Development Expenditure,SW1X 7HG,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/08/2016,Training And Development Expenditure,Office of Manpower Economics - Office of Manpower Economics,CIPD ENTERPRISES LTD,158977,3299.25,OME Devolved Admin-Training And Development Expenditure,SW19 1JQ,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",26/08/2016,Computer Consumables,"Finance, Commercial & Digital Transformation - Digital Directorate",XMA LTD,158980,580.86,FCDT Devolved Admin-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",05/08/2016,Computer Consumables,"Finance, Commercial & Digital Transformation - Digital Directorate",XMA LTD,158982,92.40,FCDT Devolved Admin-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",05/08/2016,Computer Consumables,"Finance, Commercial & Digital Transformation - Digital Directorate",XMA LTD,158983,89.40,FCDT Devolved Admin-Computer Consumables,NG11 7EP,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Stationery,"Finance, Commercial & Digital Transformation - Finance Directoreate",BANNER BUSINESS SERVICES LTD,158984,45.08,FCDT Devolved Admin-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",30/08/2016,Other Staff Welfare Costs,"People, Strategy and Higher Education - Human Resources",RIGHT CORECARE LTD T/A Workplace Wellness,158985,737.85,PSHE Non Devolved Admin-Other Staff Welfare Costs,IP33 1UZ,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",10/08/2016,Water,"Finance, Commercial & Digital Transformation - Estates",THAMES WATER UTILITIES LTD,158988,1323.80,Fleetbank House-Water,SN38 3TW,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",04/08/2016,Service Charges,"Finance, Commercial & Digital Transformation - Estates",DWP (DEPARTMENT FOR WORK AND PENSIONS),158989,32.77,FCDT Devolved Admin-Service Charges,FY5 3TA,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",04/08/2016,Business Rates,"Finance, Commercial & Digital Transformation - Estates",DWP (DEPARTMENT FOR WORK AND PENSIONS),158989,3346.80,FCDT Devolved Admin-Business Rates,FY5 3TA,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",04/08/2016,Rentals Under Non-Pfi Operating Leases - Buildings,"Finance, Commercial & Digital Transformation - Estates",DWP (DEPARTMENT FOR WORK AND PENSIONS),158989,8692.12,FCDT Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,FY5 3TA,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",09/08/2016,Service Charges,"Finance, Commercial & Digital Transformation - Estates",CUSHMAN & WAKEFIELD LLP,159016,3989.39,FCDT Devolved Admin-Service Charges,B2 2JT,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",09/08/2016,Service Charges,"Finance, Commercial & Digital Transformation - Estates",CUSHMAN & WAKEFIELD LLP,159018,4823.10,FCDT Devolved Admin-Service Charges,B2 2JT,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",09/08/2016,Service Charges,"Finance, Commercial & Digital Transformation - Estates",CUSHMAN & WAKEFIELD LLP,159019,5634.34,FCDT Devolved Admin-Service Charges,B2 2JT,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/08/2016,Service Charges,"Finance, Commercial & Digital Transformation - Estates",GVA GRIMLEY LTD,159021,690.78,FCDT Devolved Admin-Service Charges,B1 2JJ,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Finance Training,"Finance, Commercial & Digital Transformation - Finance Directoreate",Paul Dalton T/A Life Happens,159030,2500.00,FCDT Devolved Admin-Finance Training,KT3 6QL,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Technical Advice / Services & Support,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office",KATE HARRIS,159032,800.00,RD: PA Delivery-Technical Advice / Services & Support,E14 9ET,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Capital Grants To Public Corporations (Pcs),Business and Science - Business Innovation,MET OFFICE,159034,47000000.00,Met Office HPC Supercomputer-Capital Grants To Public Corporations (PCs),EX1 3PB,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Purchase Of Weather Information & Weather-Related Services,Business and Science - Business Innovation,MET OFFICE,159036,137295.00,Space Weather Service-Purchase of Weather Information & Weather-Related Services,EX1 3PB,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Purchase Of Weather Information & Weather-Related Services,Business and Science - Business Innovation,MET OFFICE,159037,7945228.00,Public Weather Service: Contract-Purchase of Weather Information & Weather-Related Services,EX1 3PB,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Criminal Law And Prosecution Work,Legal Services - Legal Services,MARIANNE ALTON,159038,180.00,Prosecution Counsel's Fees-Criminal Law and Prosecution Work,SW1H 0ET,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",08/08/2016,Npf - Agencies - General Fund,Shareholder Executive - Insolvency Service,THE INSOLVENCY SERVICE,159039,2474912.00,Insolvency Service NB-NPF - Agencies - General Fund,WC1B 3SS,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",08/08/2016,Npf - Agencies - General Fund,Shareholder Executive - Insolvency Service,THE INSOLVENCY SERVICE,159041,295958.00,Insolvency Service NB-NPF - Agencies - General Fund,WC1B 3SS,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",18/08/2016,Other It Consultancy,"Finance, Commercial & Digital Transformation - Digital Directorate",FUTUREGOV LTD,159042,13250.00,Grant Funding Programme-Other IT Consultancy,N1 7EU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Publications,"People, Strategy and Higher Education - Communications Directorate",JONES YARRELL LEADENHALL,159050,380.49,PSHE Devolved Admin-Publications,EH12 9DJ,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Publications,Legal Services - Legal Services,LEXISNEXIS (A DIVISION OF RELX (UK) LTD),159051,308.55,Legal Services Admin-Publications,SM2 5AS,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Repayments - Financial Guarantees,Shareholder Executive - British Business Bank,EFG PAYMENTS,159055,2826205.95,Enterprise Finance Guarantee-Repayments - Financial Guarantees,SW1H 0ET,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",159059,23.05,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",159059,33.60,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Mileage Allowance Uk,Legal Services - Legal Services,"Personal Expense, Name Withheld",159059,254.25,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Taxi Services Uk,Government Office for Science -  Government Office for Science,"Personal Expense, Name Withheld",159060,133.00,Other Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159061,40.60,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Mileage Allowance Uk,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159061,139.50,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",159062,4.80,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",159062,13.40,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",159062,18.50,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Subsistence Uk,Legal Services - Legal Services,"Personal Expense, Name Withheld",159062,24.75,Legal Services Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Mileage Allowance Uk,Legal Services - Legal Services,"Personal Expense, Name Withheld",159062,391.50,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Subsistence Uk,Business and Science - Advanced Manufacturing,"Personal Expense, Name Withheld",159063,10.00,PSHE Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,Business and Science - Advanced Manufacturing,"Personal Expense, Name Withheld",159063,13.67,PSHE Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,2.00,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Subsistence Uk,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,6.58,BLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Subsistence Uk,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,15.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,26.05,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,33.60,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,34.35,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Taxi Services Uk,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,39.40,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Hotel & Accommodation Uk,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,63.00,BLG Devolved Admin-Hotel & Accommodation UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Rail Travel Uk,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,73.20,BLG Devolved Admin-Rail Travel UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Subsistence Uk,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,82.15,BLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Mileage Allowance Uk,"Skills, Deregulation and Local Growth - Cities and Local Growth","Personal Expense, Name Withheld",159064,169.20,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Postage,Legal Services - Legal Services,"Personal Expense, Name Withheld",159065,1.75,Legal Services Admin-Postage,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Withheld",159065,6.40,Legal Services Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Mileage Allowance Uk,Legal Services - Legal Services,"Personal Expense, Name Withheld",159065,46.80,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Subsistence Uk,Economics & Markets - Business Frameworks & Regional Growth Fund,"Personal Expense, Name Withheld",159066,4.89,BLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,Economics & Markets - Business Frameworks & Regional Growth Fund,"Personal Expense, Name Withheld",159066,9.10,BLG Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Taxi Services Uk,Economics & Markets - Business Frameworks & Regional Growth Fund,"Personal Expense, Name Withheld",159066,9.50,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Subsistence Uk,Economics & Markets - Business Frameworks & Regional Growth Fund,"Personal Expense, Name Withheld",159066,37.48,BLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Subsistence Uk,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Withheld",159067,20.00,E&M Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Other Travel,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Withheld",159067,22.20,E&M Devolved Admin-Other Travel,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Subsistence Uk,"Skills, Deregulation and Local Growth - Better Regulation Delivery Office","Personal Expense, Name Withheld",159067,42.60,E&M Devolved Admin-Subsistence UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Mileage Allowance Uk,"Finance, Commercial & Digital Transformation - Digital Directorate","Personal Expense, Name Withheld",159068,23.40,FCDT Devolved Admin-Mileage Allowance UK,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",02/08/2016,Subsistence Uk,Economics & Markets - Business Frameworks & Regional Growth Fund,"Personal Expense, Name Withheld",159071,10.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE,,,
