"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","DVLA","Chief Executive","16","SEO","32230","35900","Business Manager","1.00","Human Resources"
"Department for Transport","DVLA","Chief Executive","16","HEO","25880","29255","Private Secretary","1.00","Human Resources"
"Department for Transport","DVLA","Chief Executive","16","AO","16735","18000","Diary Manager","2.00","Human Resources"
"Department for Transport","DVLA","Operations","196","Grade 6","57855","63765","Senior Operational Manager","4.00","Operational Delivery"
"Department for Transport","DVLA","Operations","196","Grade 7","43125","52357","Senior Operational Manager","34.20","Operational Delivery"
"Department for Transport","DVLA","Operations","196","SEO","32230","35900","Senior Operational Manager","51.10","Operational Delivery"
"Department for Transport","DVLA","Operations","196","HEO","25880","29255","Operational Manager","115.00","Operational Delivery"
"Department for Transport","DVLA","Operations","196","EO","20235","23320","Operational Manager","380.50","Operational Delivery"
"Department for Transport","DVLA","Operations","196","AO","16735","18000","Operations Support Officer","1882.30","Operational Delivery"
"Department for Transport","DVLA","Operations","196","AA","14000","15200","Operations Support Officer","162.70","Operational Delivery"
"Department for Transport","DVLA","Operations","196","SEO (London)","36195","39490","Senior Operational Manager","2.00","Operational Delivery"
"Department for Transport","DVLA","Operations","196","HEO (London)","29634","32905","Operational Manager","2.00","Operational Delivery"
"Department for Transport","DVLA","Operations","196","EO (London)","23835","26940","Operational Manager","12.60","Operational Delivery"
"Department for Transport","DVLA","Operations","196","AO (London)","20730","21655","Operations Support Officer","45.90","Operational Delivery"
"Department for Transport","DVLA","Information Systems","197","Grade 6","57855","63765","Senior IT Manager","4.00","Information Technology"
"Department for Transport","DVLA","Information Systems","197","Grade 7","43125","52357","Senior IT Manager","9.00","Information Technology"
"Department for Transport","DVLA","Information Systems","197","SEO","32230","35900","Senior IT Manager","20.10","Information Technology"
"Department for Transport","DVLA","Information Systems","197","HEO","25880","29255","IT Manager","34.50","Information Technology"
"Department for Transport","DVLA","Information Systems","197","EO","20235","23320","IT Manager","46.00","Information Technology"
"Department for Transport","DVLA","Information Systems","197","AO","16735","18000","IT Support Officer","7.90","Information Technology"
"Department for Transport","DVLA","Information Systems","197","AA","14000","15200","IT Support Officer","1.00","Information Technology"
"Department for Transport","DVLA","Information Systems","197","Grade 6","57855","63765","Senior Project Manager","3.00","Programme and Project Management (PPM)"
"Department for Transport","DVLA","Information Systems","197","Grade 7","43125","52357","Senior Project Manager","18.60","Programme and Project Management (PPM)"
"Department for Transport","DVLA","Information Systems","197","SEO","32230","35900","Senior Project Manager","38.50","Programme and Project Management (PPM)"
"Department for Transport","DVLA","Information Systems","197","HEO","25880","29255","Programme Manager","47.60","Programme and Project Management (PPM)"
