Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description ,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134727,525,CHRIS WAKEFIELD TREE SVCS,CHR001,Engineering Manager,Building Maintenance,1000,"WINDBLOWN TREE,  BUTTS FOOTPATH",LANDMA,Land Management,01007,Land Management
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,133635,2477.25,IMPACT HOUSING ASSOCIATION,IMP001,Environmental Services,CLG GRANT EXPENDITURE,2157,AT HOME IN EDEN PROJECT P/SHIP OCT/NOV/DEC 13,HOMLES,Homelessness,02296,Homelessness Grant Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134515,11029.07,NORTH COUNTRY LEISURE,NCL001,Communities Manager,NCL Castletown Rec Grounds,1154,9/13-14,LEICEN,Eden Leisure Centre & Appleby Swimming P,02130,Sports Facilities
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134571,5000,NORTH COUNTRY LEISURE,NCL001,Communities Manager,Other charges for services,2047,HEALTHY LIFE CONTRIBUTION,ARTLEI,Arts and Leisure,02116,Sports lesiure develop fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134595,3750,MONTAGU EVANS LLP,MON006,Engineering Manager,Supplies general,2015,"PENRITH NEW SQUARES NOV,DEC,JAN",CORPOR,Corporate Costs,09310,Penrith New Squares Dev
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134667,874.17,ENTERPRISE MANAGED SERVICES LTD,TFE001,Environmental Services,Dog Contract Collection,3201,KENNELLING SERVICES 1/3/14 - 31/3/14,CODOGS,Community Wardens,03045,Dog Control
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134683,1707.91,DISTRICT SURVEYORS  ASSOCIATION LIMITED,DIS001,Financial Services Manager,Balance brought forward BS,6000,LABC SERVICE FEE 2014-15,CORPOR,Corporate Costs,10263,Payments in Adv - Gf
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134685,1286,SHAW & SONS LTD,SHA002,Financial Services Manager,Balance Sheet entry BS,6003,PRESIDING OFFICER SUNDRIES BAGS,HOLD A/C'S,Holding Accounts,10306,Eec Elections
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134692,551.32,ENTERPRISE MANAGED SERVICES LTD,TFE001,Environmental Services,Dog Contract Collection,3201,STRAY DOGS COLLECTION DEC 13,CODOGS,Community Wardens,03045,Dog Control
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134786,2055.07,SOUTH LAKELAND DISTRICT COUNCIL,SOU006,Planning Services,Professional fees,2045,CONSERVATION ADVISORY G DARLINGTON,DEVCOE,Development Control & Enforcement,03010,Development Control & Enforcement
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134790,6760,MCDOUGALL BUILDING CONTRACTORS,MCD002,Environmental Services,Capital grants,5505,130014 S,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134792,757.27,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Building Maintenance,1000,MULTIPLE LOCATIONS,PUBCON,Public Conveniences,02274,Threlkeld Public Convenience
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134803,876.28,RENTOKIL INITIAL PEST CONTROL,REN009,Financial Services Manager,Balance brought forward BS,6000,PREMISES CONTRACT,pescon,pest control,10263,Payments in Adv - Gf
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134805,1338.18,CUMBRIAN NEWSPAPERS LTD,CUM024,Human Resources Manager,Advertising,0050,SENIOR PLANNING OFFICER,CENTRA,Central Expenses,00208,Staff Recruitment
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134807,1763,RICHARDSONS FUNERAL DIRECTORS,RIC022,Environmental Services,Supplies general,2015,FUNERAL ,OENHEA,Other Environmental Health,03041,Burial Exp 1948 Act
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134813,16550.88,ENTERPRISE MANAGED SERVICES LTD,TFE001,Environmental Services,Street Cleaning Contract,3100,M-SC24,APFAIR,Appleby Fair,03036,Appleby Fair
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134814,19202.78,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,Recycling - Bag & Box,3600,GB-011,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134815,21800,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,Recycling - Garden Waste,3602,GW-011,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134816,7208.33,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,Recycling  - Bring Sites,3601,BS-20,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134818,15573.33,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,GM INSPECTIONS & MAINTENANCE,1089,M-GM24,CLCHYD,Closed Church Yards,02246,War Memorials
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134693,600,RAVENSTONEDALE SCHOOL,RAV006,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,CENTRA,Central Expenses,10401,Rural Infrastructure Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134695,3741,TULLIE HOUSE MUSEUM AND ART GALLAERY TRUST,TUL002,Planning Services,Printing and stationary,2037,BIODIVERSITY DATABSE USE 2013/14,LOPLPO,Local Plans & Policy,03004,Eden Local Plan
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134696,572.16,THRELKHELD VILLAGE HALL,THR011,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,CENTRA,Central Expenses,10401,Rural Infrastructure Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134697,1675,DOLPHIN MOBILITY YORKSHIRE & CUMBRIA LTD,DOL001,Environmental Services,Capital grants,5505,130078/,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134702,883.47,ENTERPRISE MANAGED SERVICES LTD,TFE001,Legal Services Manager,Caretaking/security (contract),1003,BC243,COMMEM,Committee and Member Costs,01078,Servicing Committees
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134706,1825.34,SITEIMPROVE LTD,SIT002,Financial Services Manager,Balance brought forward BS,6000,ANNUAL PAYMENT 13/5/14-11/5/15,CORPOR,Corporate Costs,10263,Payments in Adv - Gf
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134723,1757.5,CAPITA SYMONDS LIMITED,CAP002,Planning Services,Professional fees,2045,ARBORICULTURAL SERVICES MAR 2013,CONSER,Environmental Enhancement & Conversation,03012,Aboricutural Advice
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134729,13756,GRANT THORNTON UK LLP,THO026,Financial Services Manager,Professional fees,2045,2013/14 EXTERNAL AUDIT INSTALMENT 3 OF 4,CORPOR,Corporate Costs,01065,Audit Fee
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134731,1283.04,MATCHTECH GROUP PLC,MAT009,Planning Services,Agency Staff,0003,redacted information,LOPLPO,Local Plans & Policy,03087,SP15 Local Plan
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134732,11029.07,NORTH COUNTRY LEISURE,NCL001,Communities Manager,NCL Castletown Rec Grounds,1154,VALUATION 10/13-14 FEB 2014 INC,LEICEN,Eden Leisure Centre & Appleby Swimming P,02130,Sports Facilities
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134733,14711.47,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Window cleaning,1040,2014-BC-3,PUBCON,Public Conveniences,02630,Disabled Toilet Moot Hall Appleby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134892,769,H&H REEDS PRINTERS LTD,REE001,Communities Manager,Grants and contributions,2079,EDEN MARKETS LEAFLETS,EDEVPR,Economic Development and Promotion,02007,Match Funding
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134894,7600,A W BLAKE LTD,BLA020,Engineering Manager,Building works,5502,STEEL CONTAINERS,ADMBLD,Administrative Buildings,06147,Old London Rd Depot Redevelopment
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134797,1076.3,IDOX INFORMATION SERVICES LTD,IDO002,Financial Services Manager,Balance brought forward BS,6000,EDMS FORMS MAINTENANCE,CORPOR,Corporate Costs,10263,Payments in Adv - Gf
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134806,4955,PAKFLATT UK LTD,PAK001,Director of Corporate and Legal Services,Equipment – purchase,2000,POLLING BOOTHS,ELECTI,Elections,01068,Elections
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134556,4785.64,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Ground Maintenance SOR & Dayworks,1088,GM43,CEMETE,Cemeteries,02229,Alston Moor Cemetery
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134577,11596.64,HALAROSE LIMITED,HAL013,Legal Services Manager,Software – maintenance,2067,ANNUAL SUPPORT/MAINT EROS,REGELE,Register of Electors,01001,Register of Electors
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134688,7000,CIVICA UK LTD,CIV002,Financial Services Manager,Balance brought forward BS,6000,LICENCE SUPPORT MAINT 1/4/14-31/3/15,CORPOR,Corporate Costs,10263,Payments in Adv - Gf
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134728,780.48,BADENOCH AND CLARK,ADE001,Revenue/Benefits Manager,Staff Contingency,0004,redacted information,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134802,817.79,BRITISH GAS BUSINESS,BRI032,Engineering Manager,Gas,1023,TOWN HALL,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134804,875,CIPFA,CIP001,Financial Services Manager,Balance brought forward BS,6000,CIPFASTATS 01/4/13 - 31/03/15,CENTRA,Central Expenses,10263,Payments in Adv - Gf
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134812,66274.27,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Contract refuse collection,3003,M-RC24,REFCOL,Refuse Collection,03050,Clinical Expenditure
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134869,9265.3,ENTERPRISE MANAGED SERVICES LTD,TFE001,Environmental Services,Professional fees,2045,EDCEDEN05/1/304,HEASAF,Health & Safety,03031,Health & Safety Act
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134870,4163.78,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Building Maintenance,1000,EDCEDEN05/1/306,PUBCON,Public Conveniences,02290,Penrith Castle Park Public Convenience
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134871,682.67,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Building Maintenance,1000,EDCEDEN05/1/311,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134872,2424.93,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Building works,5502,EDCEDEN05/1/307,LANDMA,Land Management,06144,Land Assembley - Town Hall Site
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134873,3821.1,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Building works,5502,EDCEDEN05/1/214,LANDMA,Land Management,06144,Land Assembley - Town Hall Site
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134882,606.72,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Ground Maintenance SOR & Dayworks,1088,GM47,CEMETE,Cemeteries,02228,Appleby Cemetery
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134883,2170.29,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Miscellaneous,2092,GM46,PARKOS,Parks and Open Spaces,02637,Seat Donations
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134888,579.26,BADENOCH AND CLARK,ADE001,Revenue/Benefits Manager,Staff Contingency,0004,redacted information,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/03/2014,134889,780.48,BADENOCH AND CLARK,ADE001,Revenue/Benefits Manager,Staff Contingency,0004,redacted information,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,41715,128058,624.34,barclaycard,BCD001,Information Technology Manager,Equipment – purchase,2000,new 'telephone equipment,RENEWALS,Repairs & Renewals Fund,06628,New Telephony System 2012
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,41723,128342,2270.86,barclays bank,bbb001,Financial Services Manager,Bank charges,2088,commission dec-march 2014,CORPOR,Corporate Costs,01064,Bank Charges
