"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Office of Rail and Road","CEO","2","A","65388","78887","Board Secretary","1.00","Policy"
"Department for Transport","Office of Rail and Road","CEO","2","C","51980","62664","Private Secretary","1.00","Policy"
"Department for Transport","Office of Rail and Road","CEO","2","E","32497","38929","PA to CEO & Chairman","1.00","Policy"
"Department for Transport","Office of Rail and Road","CEO","2","F","27671","33034","Private Office Administrator","1.00","Policy"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","A","65388","78887","Associate Director, HR & Org Dev","1.00","Human Resources"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","A","65388","78887","Associate director information, facilities and service dev","1.00","Information Technology"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","A","65388","78887","Associate Director, Finance & Governance","0.89","Finance"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","B","57342","69153","Service Integration Manager","1.00","Information Technology"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","C","51980","62664","Management Accountant","1.00","Finance"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","C","51980","62664","Procurement & Risk Manager","1.00","Procurement"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","C","51980","62664","HR Business Partner","0.86","Human Resources"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","C","51980","62664","Project Manager","1.00","Programme and Project Management (PPM)"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","C","51980","62664","HR Business Partner","1.00","Human Resources"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","C","51980","62664","Technical Systems Manager","1.00","Information Technology"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","D","40405","48605","Information Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","D","40405","48605","Estates and Facilities Manager","1.00","Property and asset management"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","D","40405","48605","IS Manager","1.00","Information Technology"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","D","40405","48605","HR Business Partner","0.68","Human Resources"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","D","40405","48605","Financial Accountant","1.00","Finance"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","D","40405","48605","Junior Technical Architect","1.00","Information Technology"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","E","32497","38929","HR Systems Officer","1.00","Human Resources"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","E","32497","38929","Assistant Accountant","1.00","Finance"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","E","32497","38929","Assistant Project Manager","1.00","Operational Delivery"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","E","32497","38929","Assistant Management Accountant","1.00","Finance"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","E","32497","38929","Finance and Corporate Governance Executive","1.00","Finance"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","E","32497","38929","HR Manager","1.00","Human Resources"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","E","32497","38929","Procurement and Finance Executive","1.00","Procurement"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","E","32497","38929","Service Desk Team Lead","1.00","Information Technology"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","E","32497","38929","Assistant Project Manager","1.00","Operational Delivery"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","F","27671","33034","Finance Executive","0.22","Finance"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","F","27671","33034","Finance Executive","0.89","Finance"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","F","27671","33034","HR Officer","1.00","Human Resources"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","F","27671","33034","HR Officer","1.00","Human Resources"
"Department for Transport","Office of Rail and Road","Corporate Operations","723","F","27671","33034","Service Operations Engineer","1.00","Information Technology"
