Department family,Entity,Date,Expense type,Expense area,Supplier,Supplier Postcode,Transaction number,Amount
HMRC,HMRC,19/07/2011,Affinity Data Centre,Information Management Services,DWP,FY5 3TA,5100033015,138.97
HMRC,HMRC,19/07/2011,Grant in Aid Funding,Individuals Customer Directorate,Citizens Advice Bureau,N1 9LZ,5100033048,43050
HMRC,HMRC,19/07/2011,Grant in Aid Funding,Individuals Customer Directorate,Citizens Advice Bureau,N1 9LZ,5100033049,82500
HMRC,HMRC,19/07/2011,Forensic Services,Criminal Investigations,Forensic Science Service,B37 7YN,5100033074,42235.55
HMRC,HMRC,19/07/2011,Disposal Seized Gds,Specialist Investigations (SI),Thamesdown Recycling,SN6 6JR,5100033085,53782.33
HMRC,HMRC,19/07/2011,Vehicle leasing,Commercial Directorate,Inchcape Fleet Solutions,P06 4RP,5100033092,31923.98
HMRC,HMRC,20/07/2011,High Court Costs,Debt Management & Banking,RBSG Central,SE99 1AA,1900066446,40000
HMRC,HMRC,20/07/2011,Research (VAT rec),Knowledge Analysis & Intelligence,ESRC,SN2 1UJ,5100033204,72000
HMRC,HMRC,20/07/2011,Research (VAT rec),Knowledge Analysis & Intelligence,ESRC,SN2 1UJ,5100033204,3600
HMRC,HMRC,20/07/2011,Dept forms Stock,Commercial Directorate,St Ives Direct,LS14 1NH,5100033240,96425.47
HMRC,HMRC,20/07/2011,Disposal Seized Gds,Specialist Investigations (SI),TNT UK Limited,BL8 9AR,5100033249,165790.56
HMRC,HMRC,20/07/2011,Document destruction,Estates & Support Services,Banner Business Services Ltd,NR3 1PD,5100033443,152119.94
HMRC,HMRC,20/07/2011,Document destruction,Estates & Support Services,Banner Business Services Ltd,NR3 1PD,5100033444,35330.76
HMRC,HMRC,20/07/2011,Government Secure Intranet,Information Management Services,Cable & Wireless,MK3 5JP,5100033464,143062.66
HMRC,HMRC,21/07/2011,Forensic Services,Criminal Investigations,Forensic Science Service,B37 7YN,5100033739,74580.02
HMRC,HMRC,21/07/2011,Rent,Estates & Support Services,Somerset House Trust,WC2R 1LA,5100033984,1980000
HMRC,HMRC,21/07/2011,Rent,Estates & Support Services,Somerset House Trust,WC2R 1LA,5100033985,750000
HMRC,HMRC,21/07/2011,Rent,Estates & Support Services,Somerset House Trust,WC2R 1LA,5100033988,-535915.85
HMRC,HMRC,22/07/2011,Gasoline or Petrol,Commercial Directorate,Arval BNP Paribas Group,SN5 6PE,5100034207,42082.37
HMRC,HMRC,22/07/2011,Gasoline or Petrol,Commercial Directorate,Arval BNP Paribas Group,SN5 6PE,5100034214,53984.15
HMRC,HMRC,22/07/2011,Specialty envelopes,Commercial Directorate,Banner Business Services Ltd,NR3 1PD,5100034324,85260
HMRC,HMRC,25/07/2011,STEPS FUP,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,1700038038,-33833.59
HMRC,HMRC,25/07/2011,STEPS FUP VAT recvbl,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,1700038072,-43113.73
HMRC,HMRC,25/07/2011,Travel agencies ,Commercial Directorate,Carlson Wagonlit Travel,EN6 5RF,5100033741,-52192.61
HMRC,HMRC,25/07/2011,Electricity,Estates & Support Services,EDF Energy,EX1 3UT,5100034489,276113.01
HMRC,HMRC,25/07/2011,Electricity,Estates & Support Services,EDF Energy,EX1 3UT,5100034489,183.33
HMRC,HMRC,25/07/2011,STEPS FUP VAT recvbl,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100034750,465900.52
HMRC,HMRC,25/07/2011,Security services,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100034750,214166.6
HMRC,HMRC,25/07/2011,STEPS FUP VAT recvbl,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100034751,465900.52
HMRC,HMRC,25/07/2011,Security services,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100034751,214166.6
HMRC,HMRC,25/07/2011,PRIME costs,Estates & Support Services,DWP,FY5 3TA,5100035233,915545
HMRC,HMRC,26/07/2011,Prof bodies subs,Information Management Services,The Corporate IT Forum Limited,HP4 1AS,5100033740,31532.4
HMRC,HMRC,26/07/2011,Storage (non enfmnt),Estates & Support Services,Derwent Facilities Management Ltd,HG2 8QT,5100035234,163535.99
HMRC,HMRC,26/07/2011,Debt collection serv,Debt Management & Banking,Credit Solutions,CR8 2PG,5100035252,141153.89
HMRC,HMRC,26/07/2011,Counsel fees other,Specialist Investigations (SI),Grant Thornton UK LLP,NW1 2EP,5100035340,54000
HMRC,HMRC,27/07/2011,High Court Costs,Debt Management & Banking,RBSG Central,SE99 1AA,1900070708,40000
HMRC,HMRC,27/07/2011,High Court Costs,Debt Management & Banking,RBSG Central,SE99 1AA,1900070709,40000
HMRC,HMRC,27/07/2011,Research (VAT rec),Knowledge Analysis & Intelligence,IFF Research Ltd,N1 6DD,5100035397,42188.4
HMRC,HMRC,27/07/2011,Court Fees,Debt Management & Banking,The Insolvency Service,B2 4UP,5100035424,268400
HMRC,HMRC,27/07/2011,Non PFI serv VAT,Estates & Support Services,MacLellan International Limited,B70 1EN,5100035518,397985.53
HMRC,HMRC,27/07/2011,CHURN,Estates & Support Services,Exchequer Partnership Plc,M41 7HG,5100035538,27160.97
HMRC,HMRC,27/07/2011,Prof bodies subs,Knowledge Analysis & Intelligence,HM Treasury,NR7 0HS,5100035786,31155.6
HMRC,HMRC,27/07/2011,Government Secure Intranet,Information Management Services,Cable & Wireless,MK3 5JP,5100035792,79970.4
HMRC,HMRC,27/07/2011,Website Development,Business Customer Unit,Serco Assurance,RG27 9XA,5100035828,3010991.75
HMRC,HMRC,27/07/2011,Website Development,Business Customer Unit,Serco Assurance,RG27 9XA,5100035829,1379454.77
HMRC,HMRC,27/07/2011,OGD costs,Estates & Support Services,Department of Finance & Personnel,BT1 4NN,5100035833,145397.1
HMRC,HMRC,27/07/2011,Dilapidations,Estates & Support Services,JGW CO 178 LTD,LS29 OAQ,5100035834,98821.33
HMRC,HMRC,27/07/2011,Business Rates,Estates & Support Services,GVA Grimley LLP,B11 3EA,5100035836,31620
HMRC,HMRC,27/07/2011,Business Rates,Estates & Support Services,GVA Grimley LLP,B11 3EA,5100035837,148894.13
HMRC,HMRC,27/07/2011,Rent,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100035840,86635.31
HMRC,HMRC,27/07/2011,Rent,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100035841,56000
HMRC,HMRC,27/07/2011,Landlord Charges,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100035841,30499.76
HMRC,HMRC,27/07/2011,Rent,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100035849,56000
HMRC,HMRC,27/07/2011,Landlord Charges,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100035849,30499.76
HMRC,HMRC,27/07/2011,Rent,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100035852,40094.47
HMRC,HMRC,27/07/2011,Rent,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100035857,40094.47
HMRC,HMRC,27/07/2011,Solicitors Fees,Solicitors Office,The Scotland Office,EH3 7HW,5100035874,104253.63
HMRC,HMRC,27/07/2011,Marketing Promotion,Communications & Marketing,COI - COI Trading Fund/GNN,SE1 7DU,5100036181,796471.3
HMRC,HMRC,28/07/2011,STEPS FUP,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,1700040346,-499203.43
HMRC,HMRC,28/07/2011,Dept forms Stock,Commercial Directorate,St Ives Direct,LS14 1NH,5100009696,70464
HMRC,HMRC,28/07/2011,Dept forms Stock,Commercial Directorate,St Ives Direct,LS14 1NH,5100033798,88080
HMRC,HMRC,28/07/2011,STEPS FUP,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100036145,187789.57
HMRC,HMRC,28/07/2011,STEPS FUP,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100036146,187789.57
HMRC,HMRC,28/07/2011,STEPS FUP,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100036147,187789.57
HMRC,HMRC,28/07/2011,STEPS FUP,Estates & Support Services,Mapeley Steps Limited,SE1 0TA,5100036148,187789.57
HMRC,HMRC,29/07/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,MK10 1PX,5100036587,45863.18
HMRC,HMRC,29/07/2011,Marketing Promotion,Communications & Marketing,COI - COI Trading Fund/GNN,SE1 7DU,5100036594,82063.88
