Permanent Secretary: Simon Fraser,Month of Meeting ,Name of External Organisation,Purpose of Meeting  
Permanent Secretary: Simon Fraser,May,A range of British Businesses based in Colombia,Issues facing British Business in Colombia
Permanent Secretary: Simon Fraser,May,A range of British Businesses based in Peru,Issues facing British Business in Peru
Permanent Secretary: Simon Fraser,June,The CityUK,Hospitality 
Permanent Secretary: Simon Fraser,June,British American Business,Hospitality
