"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Highways Agency","Network Services","165","2N","17260","18314","Administrative Officer","1.00","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","165","3N","20432","22779","Executive Officer","13.92","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","165","4N","25305","28209","Higher Executive Officer","6.61","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","165","5N","30242","34730","Higher Executive Officer","11.41","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","165","6N","37430","42952","Senior Executive Officer","45.16","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","165","7N","43412","50846","Grade 7","23.63","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","165","8N","52813","61547","Grade 6","5.00","Science and Engineering"
"Department for Transport","Highways Agency","Finance & Business Services","179","2N","17260","18314","Administrative Officer","4.50","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","3L","24729","27568","Executive Officer","1.00","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","3N","20432","22779","Executive Officer","7.00","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","4N","25305","28209","Higher Executive Officer","15.62","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","5L","33456","38420","Higher Executive Officer","1.00","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","5N","30242","34730","Higher Executive Officer","5.86","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","6L","42396","48688","Senior Executive Officer","1.00","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","6N","37430","42952","Senior Executive Officer","9.03","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","7N","43412","50846","Grade 7","8.86","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","8N","52813","61547","Grade 6","1.00","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","TM1B","18440","21545","Traffic Manager Level 1B","1.00","Human Resources"
"Department for Transport","Highways Agency","Finance & Business Services","179","TM2","25310","29622","Traffic Manager Level 2","1.00","Human Resources"
"Department for Transport","Highways Agency","Major Projects","184","2N","17260","18314","Administrative Officer","8.00","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","184","3N","20432","22779","Executive Officer","8.42","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","184","4N","25305","28209","Higher Executive Officer","6.86","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","184","5N","30242","34730","Higher Executive Officer","10.99","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","184","6N","37430","42952","Senior Executive Officer","9.97","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","184","7N","43412","50846","Grade 7","4.43","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","184","8N","52813","61547","Grade 6","2.00","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Network Delivery & Development","199","1N","15989","15989","Administrative Assistant","0.54","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","199","2N","17260","18314","Administrative Officer","13.35","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","199","3N","20432","22779","Executive Officer","13.54","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","199","4N","25305","28209","Higher Executive Officer","7.81","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","199","5N","30242","34730","Higher Executive Officer","14.16","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","199","6N","37430","42952","Senior Executive Officer","23.69","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","199","7N","43412","50846","Grade 7","8.20","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","199","8N","52813","61547","Grade 6","2.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","199","TM3","39033","47864","Traffic Manager Level 3","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","170","2N","17260","18314","Administrative Officer","11.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","170","3N","20432","22779","Executive Officer","11.81","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","170","4N","25305","28209","Higher Executive Officer","5.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","170","5N","30242","34730","Higher Executive Officer","14.60","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","170","6N","37430","42952","Senior Executive Officer","13.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","170","7N","43412","50846","Grade 7","5.54","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","170","8N","52813","61547","Grade 6","2.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","170","TM2","25310","29622","Traffic Manager Level 2","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","170","TM3","39033","47864","Traffic Manager Level 3","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","167","2N","17260","18314","Administrative Officer","3.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","167","3N","20432","22779","Executive Officer","17.30","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","167","4N","25305","28209","Higher Executive Officer","24.88","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","167","5N","30242","34730","Higher Executive Officer","17.01","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","167","6N","37430","42952","Senior Executive Officer","18.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","167","7N","43412","50846","Grade 7","9.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","167","8N","52813","61547","Grade 6","4.49","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","11","3N","20432","22779","Executive Officer","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","11","5N","30242","34730","Higher Executive Officer","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Major Projects","200","3N","20432","22779","Executive Officer","8.49","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","200","4N","25305","28209","Higher Executive Officer","7.09","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","200","5N","30242","34730","Higher Executive Officer","4.09","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","200","6N","37430","42952","Senior Executive Officer","7.00","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","200","7N","43412","50846","Grade 7","4.88","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","200","8N","52813","61547","Grade 6","1.00","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Network Services","10","2L","20982","22265","Administrative Officer","1.00","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","2N","17260","18314","Administrative Officer","1.00","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","3L","24729","27568","Executive Officer","3.75","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","3N","20432","22779","Executive Officer","2.00","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","4N","25305","28209","Higher Executive Officer","6.41","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","5L","33456","38420","Higher Executive Officer","5.00","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","5N","30242","34730","Higher Executive Officer","13.80","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","6L","42396","48688","Senior Executive Officer","2.00","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","6N","37430","42952","Senior Executive Officer","10.00","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","7L","47200","55282","Grade 7","2.75","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","7N","43412","50846","Grade 7","7.00","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","8L","56965","67747","Grade 6","1.00","Science and Engineering"
"Department for Transport","Highways Agency","Network Services","10","8N","52813","61547","Grade 6","3.00","Science and Engineering"
"Department for Transport","Highways Agency","Network Delivery & Development","173","2N","17260","18314","Administrative Officer","7.82","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","173","3N","20432","22779","Executive Officer","18.98","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","173","4L","28368","31613","Higher Executive Officer","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","173","4N","25305","28209","Higher Executive Officer","15.58","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","173","5N","30242","34730","Higher Executive Officer","11.46","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","173","6N","37430","42952","Senior Executive Officer","21.51","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","173","7N","43412","50846","Grade 7","10.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","173","8N","52813","61547","Grade 6","3.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","174","2N","17260","18314","Administrative Officer","9.62","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","174","3N","20432","22779","Executive Officer","13.29","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","174","4N","25305","28209","Higher Executive Officer","14.73","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","174","5N","30242","34730","Higher Executive Officer","12.27","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","174","6N","37430","42952","Senior Executive Officer","27.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","174","7N","43412","50846","Grade 7","9.19","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","174","8N","52813","61547","Grade 6","3.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","174","TM1B","18440","21545","Traffic Manager Level 1B","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","174","TM2","25310","29622","Traffic Manager Level 2","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","174","TM3","39033","47864","Traffic Manager Level 3","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","2L","20982","22265","Administrative Officer","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","2N","17260","18314","Administrative Officer","2.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","3N","20432","22779","Executive Officer","6.80","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","4L","28368","31613","Higher Executive Officer","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","4N","25305","28209","Higher Executive Officer","19.59","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","5L","33456","38420","Higher Executive Officer","2.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","5N","30242","34730","Higher Executive Officer","14.68","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","6L","42396","48688","Senior Executive Officer","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","6N","37430","42952","Senior Executive Officer","30.71","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","7L","47200","55282","Grade 7","2.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","7N","43412","50846","Grade 7","18.83","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","8L","56965","67747","Grade 6","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Services","252","8N","52813","61547","Grade 6","4.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","171","2N","17260","18314","Administrative Officer","7.50","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","171","3N","20432","22779","Executive Officer","12.45","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","171","4N","25305","28209","Higher Executive Officer","5.41","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","171","5N","30242","34730","Higher Executive Officer","15.60","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","171","6N","37430","42952","Senior Executive Officer","14.60","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","171","7N","43412","50846","Grade 7","6.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","171","8N","52813","61547","Grade 6","2.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","171","TM2","25310","29622","Traffic Manager Level 2","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Network Delivery & Development","171","TM3","39033","47864","Traffic Manager Level 3","1.00","Operational Delivery"
"Department for Transport","Highways Agency","Finance & Business Services","182","1N","15989","15989","Administrative Assistant","1.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","2N","17260","18314","Administrative Officer","24.20","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","3L","24729","27568","Executive Officer","1.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","3N","20432","22779","Executive Officer","16.41","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","4N","25305","28209","Higher Executive Officer","6.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","5L","33456","38420","Higher Executive Officer","2.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","5N","30242","34730","Higher Executive Officer","1.81","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","6L","42396","48688","Senior Executive Officer","1.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","6N","37430","42952","Senior Executive Officer","4.61","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","7L","47200","55282","Grade 7","4.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","7N","43412","50846","Grade 7","2.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","182","8L","56965","67747","Grade 6","1.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","183","2N","17260","18314","Administrative Officer","2.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","183","3N","20432","22779","Executive Officer","3.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","183","4N","25305","28209","Higher Executive Officer","1.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","183","5L","33456","38420","Higher Executive Officer","1.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","183","5N","30242","34730","Higher Executive Officer","9.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","183","6N","37430","42952","Senior Executive Officer","3.00","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","183","7N","43412","50846","Grade 7","0.73","Finance"
"Department for Transport","Highways Agency","Finance & Business Services","183","8N","52813","61547","Grade 6","2.00","Finance"
"Department for Transport","Highways Agency","Major Projects","14","2N","17260","18314","Administrative Officer","22.34","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","14","3N","20432","22779","Executive Officer","36.32","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","14","4N","25305","28209","Higher Executive Officer","21.21","Programme and Project Management (PPM)"
"Department for Transport","Highways Agency","Major Projects","14","5N","30242","34730","Higher Executive Officer","19.44","Programme and Project Management (PPM)"
