"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","CCWATER","Policy and Research","EXEC4","AM","21000","25949","Assistant Manager","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Governance","EXEC5","SM2","40178","49647","Board Secretary","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Corporate Services","EXEC5","OFF","18643","23500","Committee Membership & Training Manager","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Public Relations","EXEC3","OF2","21000","25949","Communications Officer","1.00","Communications"
"Department for Environment, Food and Rural Affairs","CCWATER","Consumer Relations","EXEC3","SM2","40178","49647","Consumer Experience Manager","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Consumer Relations","EXEC3","CRM","26231","34375","Consumer Relations Manager","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Consumer Relations","EXEC3","CRM","26231","34375","Consumer Services Policy Manager","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Consumer Relations","EXEC3","CA","17142","21183","Customer Caseworker","9.81","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Policy and Research","EXEC4","OF2","21000","25949","Data and Research Analyst","1.00","Policy"
"Department for Environment, Food and Rural Affairs","CCWATER","Public Relations","EXEC3","OF2","21000","25949","e-comms Officer","1.00","Communications"
"Department for Environment, Food and Rural Affairs","CCWATER","Consumer Relations","EXEC3","OFF","18643","23500","Executive Team Administrative Support","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Corporate Services","EXEC2","SM2","40178","49647","Finance Manager","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Corporate Services","EXEC2","OFF","18643","23500","Finance Officer","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Corporate Services","EXEC5","OFF","18643","23500","HR Officer","0.50","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Corporate Services","EXEC5","SM2","40178","49647","HR Manager","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Corporate Services","EXEC5","SM2","40178","49647","IT Manager","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Consumer Relations","EXEC3","PA","19017","30450","Personal Assistant","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Governance","EXEC1","PA","19017","30450","Personal Assistant","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Policy and Research","EXEC4","PM","31508","40625","Policy Manager","11.05","Policy"
"Department for Environment, Food and Rural Affairs","CCWATER","Policy and Research","EXEC4","OF2","21000","25949","Policy Support Officer","2.00","Policy"
"Department for Environment, Food and Rural Affairs","CCWATER","Public Relations","EXEC3","SM2","40178","49647","PR Manager","1.00","Communications"
"Department for Environment, Food and Rural Affairs","CCWATER","Policy and Research","EXEC4","TA","12554","15225","Project Team Support","1.00","Policy"
"Department for Environment, Food and Rural Affairs","CCWATER","Consumer Relations","EXEC3","SPC","28883","36408","Quality and Information Manager","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Consumer Relations","EXEC3","AM","21000","25949","Quality Assurance Officer","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Policy and Research","EXEC4","RPM","29464","36408","Research Manager","1.00","Policy"
"Department for Environment, Food and Rural Affairs","CCWATER","Public Relations","EXEC3","SPC","28883","36408","Senior Communications Officer","1.00","Communications"
"Department for Environment, Food and Rural Affairs","CCWATER","Public Relations","EXEC3","AM","21000","25949","Senior Customer Caseworker","8.81","Operational Delivery"
"Department for Environment, Food and Rural Affairs","CCWATER","Policy and Research","EXEC4","SM2","40178","49647","Senior Policy Manager","4.92","Policy"
