Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Hire of Conference Facilities,UK Trade & Investment - Chief Operating Officer,CHURCH HOUSE CONFERENCE CENTRE LTD,1069963,-100,,SW1P 3NZ,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Hire of Conference Facilities,UK Trade & Investment - Chief Operating Officer,CHURCH HOUSE CONFERENCE CENTRE LTD,1069965,30000,,SW1P 3NZ,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Hire of Conference Facilities,UK Trade & Investment - Chief Operating Officer,CHURCH HOUSE CONFERENCE CENTRE LTD,1069965,11495.35,,SW1P 3NZ,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Hire of Conference Facilities,UK Trade & Investment - Chief Operating Officer,CHURCH HOUSE CONFERENCE CENTRE LTD,1069965,1377,,SW1P 3NZ,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Hire of Office Equipment,UK Trade & Investment - Chief Operating Officer,XEROX (UK) LTD,1070073,403.42,,BN13 1QG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287881,175.5,,NE11 0HF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287882,52.65,,LS16 6QY,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,DAISY COMMUNICATIONS LTD,1069981,54.9,,BB9 5SR,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287894,20,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287895,103.54,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Other Staff Costs,UK Trade & Investment - Chief Operating Officer,"Personal Expense, Name Witheld",10287871,1580,,WF12 9JE,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Other UK Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287882,6,,LS16 6QY,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Other UK Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287893,39.9,,BS40 5RH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Other UK Travel & Subsistence,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287894,94.99,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Rail Fares,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287894,4,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Subsistence Payments,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287881,64.04,,NE11 0HF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Taxis,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287882,14.2,,LS16 6QY,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Taxis,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287893,38.5,,BS40 5RH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Taxis,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287894,114.5,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/19/2012,Telecommunications,UK Trade & Investment - Investment Group,ACT TELECONFERENCING LTD,1069836,55.44,,HA1 1BE,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Accommodation Rentals,UK Trade & Investment - Trade Development,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1070017,1529.03,,SN2 1FF,GOV,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Accommodation Rentals,UK Trade & Investment - Trade Development,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1070017,5868.3,,SN2 1FF,GOV,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Computer Consumables,UK Trade & Investment - Trade Development,XMA LTD,1070081,151.07,,NG11 7EP,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Trade Development,ADECCO UK LTD,1070042,759,,B37 7YE,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Hotels Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287907,221.07,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287907,57.37,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Strategic Relationship Management,"Personal Expense, Name Witheld",10287909,20,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Rail Fares,UK Trade & Investment - Strategic Relationship Management,"Personal Expense, Name Witheld",10287909,24.3,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Rail Fares,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287910,26,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Stationery,UK Trade & Investment - Trade Development,BANNER BUSINESS SERVICES LTD,1069841,25.55,,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Stationery,UK Trade & Investment - Defence and Security Organisation,BANNER BUSINESS SERVICES LTD,1070165,71.99,,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Subsistence Payments,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287910,5,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Subsistence Payments Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287907,88.71,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Subsistence Payments Overseas,UK Trade & Investment - Strategic Relationship Management,"Personal Expense, Name Witheld",10287909,32.29,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Taxis,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287907,65,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Taxis,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287908,8,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Taxis,UK Trade & Investment - Strategic Relationship Management,"Personal Expense, Name Witheld",10287909,62.11,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,Taxis Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287907,54.82,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/20/2012,UK Advances,Corporate Payments,"Personal Expense, Name Witheld",10287906,300,,G2 8LG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Car Leasing,UK Trade & Investment - Defence and Security Organisation,COMPUTER CAB plc,1070310,48.86,,W10 6AU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Car Leasing,UK Trade & Investment - Defence and Security Organisation,COMPUTER CAB plc,1070310,90.6,,W10 6AU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,External Training,UK Trade & Investment - Trade Development,KAPLAN FINANCIAL LTD,1070169,15,,SE1 1HR,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,External Training,UK Trade & Investment - Trade Development,KAPLAN FINANCIAL LTD,1070169,47,,SE1 1HR,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1070337,850.2,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1070337,122.52,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Marketing & Communications,ADECCO UK LTD,1070076,972.44,,B37 7YE,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Marketing & Communications,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1070163,1500,,SL1 1DB,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Hotels Overseas,UK Trade & Investment - Marketing & Communications,"Personal Expense, Name Witheld",10287920,211.38,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Hotels Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287921,40.61,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Hotels Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287933,290.39,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Hotels Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287935,271.97,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Defence and Security Organisation,BAA BUSINESS SUPPORT CENTRE LTD (HEATHROW AIRPORT),1070327,960,,G52 4YG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287933,20.01,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287935,70.01,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Other Telephone Costs,UK Trade & Investment - Defence and Security Organisation,INTERCALL CONFERENCING SERVICES LTD,1070313,33.3,,GL4 3HX,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Other UK Travel & Subsistence,UK Trade & Investment - Chief Operating Officer,"Personal Expense, Name Witheld",10287923,6.4,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Publications,UK Trade & Investment - Defence and Security Organisation,JONES YARRELL LEADENHALL,1070309,91.78,,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Rail Fares,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287935,72.5,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Stationery,UK Trade & Investment - Defence and Security Organisation,BANNER BUSINESS SERVICES LTD,1069770,240.58,,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Stationery,UK Trade & Investment - Trade Development,BANNER BUSINESS SERVICES LTD,1070080,18.92,,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Subsistence Payments,UK Trade & Investment - Chief Operating Officer,"Personal Expense, Name Witheld",10287923,5,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Taxis,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287935,107,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/21/2012,Taxis Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287933,81.87,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Computer Consumables,UK Trade & Investment - Trade Development,XMA LTD,1070403,32.78,,NG11 7EP,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1070335,1200,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1070359,972.72,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Hire of Conference Facilities,UK Trade & Investment - Trade Development,DE VERE UNIVERSITY ARMS LTD,1070259,600,,CB2 1AD,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Hire of Reprographic Equipment,UK Trade & Investment - Trade Development,RICOH UK LTD,1070363,329.48,,NN4 7YJ,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Hotels Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287976,120.77,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287978,132.75,,LS16 6QY,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287976,10,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Other UK Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287978,31.4,,LS16 6QY,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Other UK Travel & Subsistence,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287979,1805.13,,SW1E 6SW,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Professional Subscriptions,UK Trade & Investment - Trade Development,THE INSTITUTE OF EXPORT (IOE),1070302,108,,PE2 6FT,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Publications,UK Trade & Investment - Strategic Trade,JONES YARRELL LEADENHALL,1070121,39.84,,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Publications,UK Trade & Investment - Strategic Trade,JONES YARRELL LEADENHALL,1070121,18.5,,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Rail Fares,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287977,18,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Rail Fares Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287976,3.89,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Taxis,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287977,67,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Overseas Advances,Corporate Payments,"Personal Expense, Name Witheld",10287952,180,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Overseas Advances,Corporate Payments,"Personal Expense, Name Witheld",10287987,1200,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,Recoverable VAT Input,Corporate Payments,"Personal Expense, Name Witheld",10287984,0,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/22/2012,UK Advances,Corporate Payments,"Personal Expense, Name Witheld",10287984,250,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Strategic Trade,BROOK STREET (UK) LTD,1070440,491.95,,AL1 4JB,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Chief Operating Officer,AMMA CONSULTING LTD,1070434,5600,,S10 2NH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Hotels Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288010,436.54,,B5 5JU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287988,162.6,,WA4 4AD,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287995,131.85,,NG2 4LA,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287996,51.4,,B5 5JU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287997,26.1,,B5 5JU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287998,13.5,,LS16 6QY,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287999,19.8,,NG2 4LA,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288000,196.65,,LS16 6QY,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Marketing & Communications,VODAFONE LTD,1070479,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Trade Development,VODAFONE LTD,1070480,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Investment Group,VODAFONE LTD,1070482,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Investment Group,VODAFONE LTD,1070484,8.45,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Trade Development,VODAFONE LTD,1070486,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Marketing & Communications,VODAFONE LTD,1070490,6.6,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Marketing & Communications,VODAFONE LTD,1070491,8.59,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Trade Development,VODAFONE LTD,1070493,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070494,0.24,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070496,16.62,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Trade Development,VODAFONE LTD,1070498,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Trade Development,VODAFONE LTD,1070499,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Investment Group,VODAFONE LTD,1070500,14.99,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Trade Development,VODAFONE LTD,1070502,6.6,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Trade Development,VODAFONE LTD,1070507,6.6,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070511,19.45,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Marketing & Communications,VODAFONE LTD,1070513,6.6,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Investment Group,VODAFONE LTD,1070542,7.33,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Marketing & Communications,VODAFONE LTD,1070552,22.64,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Marketing & Communications,VODAFONE LTD,1070553,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Trade Development,VODAFONE LTD,1070554,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070556,15.55,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070556,17.73,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070557,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Marketing & Communications,VODAFONE LTD,1070558,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Marketing & Communications,VODAFONE LTD,1070559,60.48,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Call Charges,UK Trade & Investment - Marketing & Communications,VODAFONE LTD,1070560,9.25,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Line Rental,UK Trade & Investment - Trade Development,VODAFONE LTD,1070469,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Line Rental,UK Trade & Investment - Trade Development,VODAFONE LTD,1070472,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Line Rental,UK Trade & Investment - Trade Development,VODAFONE LTD,1070492,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Line Rental,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070494,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Line Rental,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070496,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Line Rental,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070497,6.6,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Line Rental,UK Trade & Investment - Chief Operating Officer,VODAFONE LTD,1070505,20.1,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Line Rental,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070511,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Phones,UK Trade & Investment - Defence and Security Organisation,VODAFONE LTD,1070481,6.6,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Phones,UK Trade & Investment - Defence and Security Organisation,VODAFONE LTD,1070485,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Phones,UK Trade & Investment - Defence and Security Organisation,VODAFONE LTD,1070489,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Phones,UK Trade & Investment - Defence and Security Organisation,VODAFONE LTD,1070495,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Phones,UK Trade & Investment - Defence and Security Organisation,VODAFONE LTD,1070495,32.22,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Phones,UK Trade & Investment - Defence and Security Organisation,VODAFONE LTD,1070508,19.8,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/23/2012,Mobile Phones,UK Trade & Investment - Chief Executives Office,VODAFONE LTD,1070510,19.2,,RG14 5FF,,,,Administration
