"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Communities and Local Government","Leasehold Advisory Service","LEASE","CEO","Staff","35000","45000","Staff","16.00","Operational Delivery"
"Department for Communities and Local Government","Leasehold Advisory Service","LEASE","CEO","Administrator","20000","35000","Back Office Support","3.40","Operational Delivery"
