OrganisationNameLabel,OrganisationURI,EffectiveDate,Directorate/ServiceWhereExpenditureIncurred,ServiceCategoryLabel,ServiceCategoryURI,Supplier,SupplierRegisteredCompany Number,PaymentDate,TransactionNumber,NetAmount,IrrecoverableVAT,PurposeOfSpend,ProcurementClassification:ProclassLabel,ProcrementClassification:ProClassCode
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,214.2,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,214.2,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,142.8,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,142.8,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,142.8,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,142.8,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,357,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,142.8,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,142.8,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,142.8,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,357,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,08/06/2016,59173,71.4,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Printing Section,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,DIXON PRINTING CO LTD,,08/06/2016,59174,3124,0,"100,000 SLDC letterheads printed one",191600,Facilities Printing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,B & J METALS (SKIP HIRE) LTD,4634318,08/06/2016,59175,500,0,Remove caravan from A683 at Barbon,182011,Environment Waste Management Consumables
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Lake Wardens,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,RSG ENGINEERING LTD,1892807,06/06/2016,59176,162.76,0,4 x 12 volt BX61 Bullitt LED Modules,271699,ICT- Telecommunications
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Policy & Partnerships,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,SOUTH CUMBRIA MUSICAL FESTIVAL,,06/06/2016,59177,500,0,Arts & Events funding 2015-2017 (Year 1),291000,Arts & Leisure Services Events
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,James Andrews Recruitment Solutions,6834852,06/06/2016,59178,850,0,Payment for - Housing,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Lake Wardens,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,SHORROCK TRICHEM,4179799,06/06/2016,59179,280.8,0,2 x Boxes of Blue Hand towels,131312,Cleaning & Janitorial Washroom Sanitat
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Lake Wardens,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,THE NATIONAL TRUST,,06/06/2016,59180,362.5,0,"Rent of Land at Lake Wardens Office,",202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,TREVOR ROBERTS ASSOCIATES,3737519,06/06/2016,59181,270,0,TRAINING-ENSURING EFFECTIVE ENFORCEMENT,261500,HR Training & Conferences
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Maysand Ltd,2912226,06/06/2016,59182,3612,0,Castle Dairy - Plaster Analysis Work,390000,Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,KBS Business Consultancy,,06/06/2016,59183,1225,0,Business Support Programme for May (7,150000,Consultancy
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,North Country Leisure,3683103,13/06/2016,59184,62986.5,0,Leisure Contract 2016/17,291400,Arts & Leisure Services Sport & Fitness
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ALLSTAR BUSINESS SOLUTIONS LTD (NCR),2631112,01/06/2016,59185,36.43,0,Fuel - Private Water Van - 26 May 2016,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,NORTHGATE VEHICLE HIRE LTD,1434157,06/06/2016,59189,30.28,0,Small/Compact car hire ,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Buckingham Futures,8329499,06/06/2016,59190,1001,0,Supply 1 Full Time Private Water Officer,182030,Environment Water Assessment & Treatment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Policy & Partnerships,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,GATES TRAVEL SERVICE,,06/06/2016,59191,144.3,0,Train Tickets for LC for the LGA,261600,HR Travel & Subsistence
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Policy & Partnerships,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Westmorland Youth Orchestra,,06/06/2016,59192,800,0,Arts & Events funding 2015-2017 (Year 1),201700,Financial Services Grants
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,HYGIENE CLEANING SUPPLIES LTD,4753934,13/06/2016,59193,391.7,0,2 x boxes Jangro 2 ply centre feed roll,131011,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,HYGIENE CLEANING SUPPLIES LTD,4753934,13/06/2016,59194,36,0,HB110  Combo Sponge Mop,131011,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,HYGIENE CLEANING SUPPLIES LTD,4753934,13/06/2016,59195,13.63,0,Lobby brush and handle  Product Code:,131011,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,HYGIENE CLEANING SUPPLIES LTD,4753934,13/06/2016,59196,21.97,0,1 x bulk pack toilet tissue 2ply,131011,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Revenues and Benefits,SLDC as Agent,,ROYAL MAIL GROUP PLC,,06/06/2016,59199,94,0,Response Services Licence  A/C,301200,Mail Services  Postage
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,System People Ltd,,06/06/2016,59200,666,0,Agency hire ,271100,ICT Consumables
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Development Strategy,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,H & H REEDS PRINTERS LTD,139166,13/06/2016,59201,84,0,"Four 895x1200mm Poster prints, full",191100,Facilities Design & Photography
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,FOSTERS COMMERCIALS LTD,1015850,08/06/2016,59202,272,0,Repair shutter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,NEWSQUEST MEDIA GROUP LTD,3102566,06/06/2016,59203,131,0,PUBLIC NOTICES FOR PLANNING 1 APRIL - 31,191000,Facilities Advertising
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Kendal Town Hall,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,06/06/2016,59204,271.5,0,Software configuration for P&D machines,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,A & W COMMERCIALS LTD,2630625,08/06/2016,59205,56.3,0,Repair pressure washer,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,EMPLOYMENT PAGES LTD,7363099,08/06/2016,59213,336.6,0,Digital Editors,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,HAYS,,13/06/2016,59214,911.13,0,8 weeks ,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Revenues and Benefits,SLDC as Agent,,CFH Docmail Ltd,1716891,06/06/2016,59215,-2620.93,0,Postage Costs,300000,Mail Services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Revenues and Benefits,SLDC as Agent,,CFH Docmail Ltd,1716891,06/06/2016,59216,-2407.27,0,Postage Costs,300000,Mail Services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Environment and Housing,Housing,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,ULTRACARE PROPERTY MANAGEMENT LTD,5020554,06/06/2016,59217,131.94,0,"Cartmel, GOS, LA11 6ST",191700,Facilities Property Management
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Environment and Housing,Housing,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,C W COX & SONS (KENDAL) LTD,3498844,06/06/2016,59218,2750,0,"Kendal, LA9 5HB",101000,Building Bathrooms
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,Fleetmatics (UK) Ltd,5265904,06/06/2016,59219,1330,0,Fuel card integration 01/06/16 -,361000,Public Transport Fleet Management
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,BEMROSE BOOTH PARAGON LTD,4891375,20/06/2016,59220,-1687.5,0,375000 Aura self-adhesive pay and,191600,Facilities Printing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,BEMROSE BOOTH PARAGON LTD,4891375,20/06/2016,59221,2167.5,0,375000 Aura self-adhesive pay and,191600,Facilities Printing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ADECCO UK LIMITED,593232,08/06/2016,59222,364.98,0,Project Officer - (based on,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ADECCO UK LIMITED,593232,20/06/2016,59223,487.5,0,Admin Support for the Cummunity and,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Revenues and Benefits,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,CFH Docmail Ltd,1716891,08/06/2016,59224,213.66,0,Admin Charges C Tax & NNDR 2015 - 16,300000,Mail Services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Revenues and Benefits,,,Ulverston BID Company Ltd,9761005,08/06/2016,59225,7165.38,0,Collection figures for April & May 2016,201700,Financial Services Grants
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,We Love Logos,,13/06/2016,59226,117.46,0,Dickies Furry Safety Chukka Boots size 9,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,Hydrodec (UK) Ltd T/A OSS Group,8652156,08/06/2016,59227,110,0,Exchange waste oil filter drum,182015,Environment Waste Mgt Waste Disposal
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,ALLSTAR BUSINESS SOLUTIONS LTD (NCR),2631112,01/06/2016,59228,3418.46,0,Fuel to 31/05,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,ALLSTAR BUSINESS SOLUTIONS LTD (NCR),2631112,01/06/2016,59228,56.46,0,Fuel to 31/05,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,ALLSTAR BUSINESS SOLUTIONS LTD (NCR),2631112,01/06/2016,59228,12949.75,0,Fuel to 31/05,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,SNAP-ON TOOLS LTD,,08/06/2016,59229,1494.6,0,Tools,101600,Building Hand Tools
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,838524,08/06/2016,59230,53.78,0,Pump,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,GB Sign Solutions Ltd,9609330,08/06/2016,59231,61.25,0,Street Nameplates 2016/17,102400,Building Signage
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ARCO LIMITED,133804,08/06/2016,59232,226.32,0,Gloves,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,Masterstaff Limited,2777593,08/06/2016,59233,3394.66,0,Agency staff - April 2016,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,My Dream Cleaners Ltd,9839482,08/06/2016,59234,453.75,0,Cleaner at Town View Fields,131320,Cleaning & Janitorial Cleaning Service
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,My Dream Cleaners Ltd,9839482,08/06/2016,59235,558.75,0,Cleaner at Town View Fields,131320,Cleaning & Janitorial Cleaning Service
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,VODAFONE LIMITED,1471587,08/06/2016,59236,2449.24,0,Mobile phone call costs,271800,ICT Telecommunications Mobile
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Borderloos,3350965,08/06/2016,59237,3653.57,0,10 weeks hire  for Mobile luxury showers,199999,Facilities Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,BRIAN ARMISTEAD LTD T/A SINKFALL RECYCLI,4133280,13/06/2016,59238,30,0,Green waste tipping - 2016/17,391110,Construction Buildings Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Internal Trading Accounts,,BRIAN ARMISTEAD LTD T/A SINKFALL RECYCLI,4133280,13/06/2016,59239,2485.01,0,Green waste tipping - 2016/17,391110,Construction Buildings Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Kendal Town Hall,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,HYGIENE CLEANING SUPPLIES LTD,4753934,08/06/2016,59240,296.99,0,10 red 17 inch floor pads,131011,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Kendal Town Hall,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,HYGIENE CLEANING SUPPLIES LTD,4753934,08/06/2016,59240,21.2,0,10 red 17 inch floor pads,131011,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,08/06/2016,59325,400,0,Monthly rent ,250000,Housing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,08/06/2016,59326,400,0,Monthly rent ,250010,Housing Letting Agents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,08/06/2016,59327,400,0,Monthly rent ,250000,Housing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,08/06/2016,59328,520,0,Monthly rent ,202000,Financial Services Rents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,08/06/2016,59329,520,0,Monthly rent ,202000,Financial Services Rents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,7121028,08/06/2016,59330,400,0,Monthly rent ,202000,Financial Services Rents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,08/06/2016,59331,500,0,Monthly rent ,202000,Financial Services Rents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/06/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,08/06/2016,59332,520,0,Monthly rent ,202000,Financial Services Rents
