"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","Accountant","1","Finance"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 1","25539","48230","Accountant","2","Finance"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Head of Department","32127","64500","Accountant","2","Finance"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 1","25539","48230","Archivist","1","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","Buyer and Product Developer","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 1","25539","48230","Buyer and Product Developer","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","Communications support officer","2","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 1","25539","48230","Communications Manager","1","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","Communications support officer","1","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 1","25539","48230","Digital Projects Manager","2","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Director","52630","92908","Director","1","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","Exhibition Officer","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 3","12011","24461","Finance Support Officer","3","Finance"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","Finance Support Officer","5","Finance"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Head of Department","32127","64500","Head","5","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","IT Manager","2","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 1","25539","48230","Knowledge Information Management Support Officer","1","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","Procurement Support Officer","2","Procurement"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 3","12011","24461","Retail Assistant","43","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","Retail Assistant","2","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","Retail Manager","9","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 1","25539","48230","Senior Information Manager","1","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 1","25539","48230","Technical Adviser","1","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 3","12011","24461","Technical Adviser","2","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 3","12011","24461","Visitor Services Assistant","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 2","16378","34332","Web Manager","1","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Business and Governance","DBG","Level 1","25539","48230","Web Manager","1","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Level 1","25539","48230","Business Manager","1","Planning"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Level 1","25539","48230","Conservation and Collections Care","1","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Director","52630","92908","Director","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Level 1","25539","48230","Exhibition Officer","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Head of Department","32127","64500","Head","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Level 2","16378","34332","Office Manager","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Level 1","25539","48230","Operational Manager","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Level 2","16378","34332","Operational Manager","1","Planning"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Level 1","25539","48230","Section Head","1","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Level 2","16378","34332","Technical Adviser","5","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Churchill War Rooms/HMSB","DG","Level 2","16378","34332","Visitor Services Assistant","33","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Archivist","4","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Collections Assistant","9","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 1","25539","48230","Collections Manager","1","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 1","25539","48230","Conservation and Collections Care","8","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Conservation and Collections Care","8","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 3","12011","24461","Conservation and Collections Care","3","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Curator","17","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 1","25539","48230","Curator","9","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Digital Projects Manager","1","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 3","12011","24461","Digital Support Assistant","2","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Digital Support Assistant","2","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Director","52630","92908","Director","1","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 3","12011","24461","Finance Officer","1","Finance"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Head of Department","32127","64500","Head","4","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Knowledge Information Management Manager","1","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Learning Officer","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 1","25539","48230","Librarian","5","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 3","12011","24461","Office Manager","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Operational Researcher","2","Operational Research"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 1","25539","48230","Operational Researcher","1","Operational Research"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 3","12011","24461","Operational Researcher","1","Operational Research"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Photographer","5","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Procurement Support Officer","1","Procurement"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 2","16378","34332","Project Manager","1","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 1","25539","48230","Section Head","10","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","Collections and Research","DG","Level 3","12011","24461","Technical Adviser","3","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 3","12011","24461","Commercial Support Assistant","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Director","52630","92908","Director","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 2","16378","34332","Finance Officer","1","Finance"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Head of Department","32127","64500","Head","5","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 1","25539","48230","HR Officer","4","Human resources"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 2","16378","34332","HR Officer","1","Human resources"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 2","16378","34332","HR support officer","2","Human resources"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 1","25539","48230","IT Manager","7","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 2","16378","34332","IT Manager","1","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 2","16378","34332","IT Support Officer","2","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 1","25539","48230","Knowledge Information Management Manager","1","Information Technology"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 2","16378","34332","Office Manager","1","Property and Asset Management"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 3","12011","24461","Office Manager","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 1","25539","48230","Operational Manager","1","Procurement"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 1","25539","48230","Programme Manager","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 1","25539","48230","Project Support Officer","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 2","16378","34332","Security Officer","8","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 3","12011","24461","Security Officer","8","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 3","12011","24461","Visitor Services Assistant","41","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 2","16378","34332","Visitor Services Assistant","5","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Corporate Services","DCS","Level 1","25539","48230","Visitor Services Manager","3","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","Marketing and Development","DG","Level 1","25539","48230","Communications Manager","4","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","Marketing and Development","DG","Level 2","16378","34332","Commercial Support Assistant","3","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","Marketing and Development","DG","Level 3","12011","24461","Commercial Support Assistant","1","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","Marketing and Development","DG","Level 1","25539","48230","Digital Projects Manager","1","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","Imperial War Museum","Marketing and Development","DG","Director","52630","92908","Director","1","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","Marketing and Development","DG","Head of Department","32127","64500","Head","4","Programme and Project Management (PPM)"
"Department for Culture, Media and Sport","Imperial War Museum","Marketing and Development","DG","Level 2","16378","34332","Operational Researcher","1","Other"
"Department for Culture, Media and Sport","Imperial War Museum","Marketing and Development","DG","Level 2","16378","34332","Senior Press Officer","2","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","IWM Duxford","DG","Level 2","16378","34332","Collections Assistant","1","Operational delivery"
"Department for Culture, Media and Sport","Imperial War Museum","IWM Duxford","DG","Level 3","12011","24461","Commercial Support Assistant","2","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","IWM Duxford","DG","Level 3","12011","24461","Commercial Support Assistant","1","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","IWM Duxford","DG","Level 2","16378","34332","Communications support officer","1","Communications"
"Department for Culture, Media and Sport","Imperial War Museum","IWM Duxford","DG","Level 1","25539","48230","Conservation and Collections Care","2","Property and Asset Management"
