Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795620,144.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795618,5.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795618,117.63
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795715,50.85
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795618,4.58
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798420,170.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795705,147.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,OTHER STAFF COSTS,FUSION,Employee Expenses,100798418,7.20
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,OTHER STAFF COSTS,FUSION,Employee Expenses,100798419,7.20
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,OTHER STAFF COSTS,FUSION,Employee Expenses,100798421,7.20
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,OTHER STAFF COSTS,FUSION,Employee Expenses,100798422,7.20
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,OTHER STAFF COSTS,FUSION,Employee Expenses,100798433,10.80
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100798450,17.10
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100798412,175.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795697,3.65
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795697,12.91
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798428,284.47
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100798428,13.74
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795613,253.30
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795550,90.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,TAXIS,FUSION,Employee Expenses,100795552,30.29
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795552,162.27
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795552,6.04
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795616,139.61
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798437,173.58
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798437,2.90
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100798437,64.17
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795552,6.84
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795616,4.80
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795616,4.83
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100798437,10.08
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795616,18.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795616,8.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100798437,17.99
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,27/01/2016,CONFERENCES/MEETINGS,FUSION,Employee Expenses,1900061296,25.80
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795682,4.24
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795683,4.58
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795580,13.50
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795683,3.60
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795681,4.57
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795682,7.62
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100795553,12.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,TAXIS,FUSION,Employee Expenses,100795614,20.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795614,120.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795628,6.20
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795628,3.95
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795629,2.25
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795629,5.57
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795687,20.30
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795628,158.20
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795687,98.60
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795628,4.70
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795629,46.12
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795551,1.89
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795551,2.04
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795551,18.50
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795551,1.80
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,TAXIS,FUSION,Employee Expenses,100795619,46.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795557,137.12
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795557,4.92
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795586,50.07
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795619,33.21
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795619,5.66
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795690,343.82
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795557,24.35
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795586,6.52
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795619,29.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100795557,3.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,CAR HIRE,FUSION,Employee Expenses,100795571,408.23
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795558,3.79
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795571,312.77
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795558,24.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795571,20.30
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100795558,3.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100795571,9.21
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795612,297.11
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795612,2.40
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795570,102.92
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795637,1399.36
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798417,1414.54
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795570,351.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100798417,23.40
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795637,143.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100798417,7.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SEA TRAVEL,FUSION,Employee Expenses,100795570,115.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,TAXIS,FUSION,Employee Expenses,100795563,91.90
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,TAXIS,FUSION,Employee Expenses,100795564,13.50
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795563,30.74
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795555,127.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795638,49.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795642,216.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795694,106.70
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795696,250.30
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795702,253.30
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795714,100.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795716,50.86
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798445,43.60
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100798445,5.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795708,1085.26
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798435,1082.59
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795708,80.38
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798413,9.45
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798413,7.37
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798427,5.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798427,90.99
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,TAXIS,FUSION,Employee Expenses,100798410,27.72
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798410,373.76
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100798410,54.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100798410,128.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100798410,44.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795579,90.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100798441,148.50
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,TAXIS,FUSION,Employee Expenses,100795549,47.61
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,TAXIS,FUSION,Employee Expenses,100795556,12.94
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,TAXIS,FUSION,Employee Expenses,100795684,37.74
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795549,200.83
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795556,224.48
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795561,305.05
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795562,145.20
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795562,0.99
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795615,7.50
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795615,74.08
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795684,154.65
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795685,25.35
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795685,35.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795689,184.18
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795712,57.30
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798409,3.75
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798423,327.99
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798423,11.02
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798424,527.90
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798425,388.21
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798440,499.64
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798440,8.33
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798451,133.90
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795615,54.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795641,67.50
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795685,54.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100798409,54.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100798432,94.50
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795561,16.12
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795562,28.85
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795712,81.66
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100798423,42.41
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100798424,19.95
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100798425,21.30
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100798440,8.31
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100798451,2.76
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795562,3.10
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795712,206.24
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100798423,27.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100798424,28.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100798425,25.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100798440,29.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,RELOCATION COSTS,FUSION,Employee Expenses,100798440,4.16
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100795549,4.70
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100795556,7.99
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100795684,3.42
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100795689,22.90
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,16/02/2016,SUBSISTENCE,FUSION,Employee Expenses,1900061338,475.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,CAR HIRE,FUSION,Employee Expenses,100798429,361.18
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,TAXIS,FUSION,Employee Expenses,100798430,20.74
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795617,697.15
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100795617,14.37
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798429,546.34
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798429,4.17
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798430,751.45
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798431,11.76
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798431,100.83
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,RAIL TRAVEL,FUSION,Employee Expenses,100795617,53.10
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100795617,5.92
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100798429,1.76
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,ROAD TRAVEL,FUSION,Employee Expenses,100798430,24.60
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,OTHER EMPLOYEE EXPENSES,FUSION,Employee Expenses,100798429,7.99
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,PROFESSIONAL SUBSCRIPTION,FUSION,Employee Expenses,100795635,237.70
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,BUSINESS ENTERTAINMENT,FUSION,Employee Expenses,100798429,91.50
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,CAR HIRE,FUSION,Employee Expenses,100795568,130.83
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,CAR HIRE,FUSION,Employee Expenses,100795569,87.09
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,CAR HIRE,FUSION,Employee Expenses,100798426,241.72
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795568,147.50
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795568,5.96
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795569,254.57
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795575,15.00
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,SUBSISTENCE,FUSION,Employee Expenses,100795575,9.40
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798408,218.89
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,20/02/2016,SUBSISTENCE,FUSION,Employee Expenses,100798426,296.90
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,30/01/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795548,7.20
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,06/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795610,14.40
United Kingdom Atomic Energy Authority,United Kingdom Atomic Energy Authority,13/02/2016,MILEAGE ALLOWANCE,FUSION,Employee Expenses,100795680,14.40
