Supplier,Amount,Payment Date
FERROB LTD,670.21,24/12/2013
FIELDSIDE CARE LTD,2164.2,20/12/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,2848.8,03/12/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,1072.8,03/12/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,591.6,03/12/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,3552,06/12/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,822.98,11/12/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,1075.7,11/12/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,4310.4,23/12/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,1500,24/12/2013
FIRST STEP TRUST,5000,02/12/2013
FIRST STEP TRUST,5000,02/12/2013
FIRST STEP TRUST,5000,02/12/2013
FIRST STEP TRUST,25000,18/12/2013
FLEET (LINE MARKERS) LTD,684,05/12/2013
FLOWER SKILLS & TRAINING LTD,2133,03/12/2013
FLOWER SKILLS & TRAINING LTD,4284,19/12/2013
FLOWER SKILLS & TRAINING LTD,1638,23/12/2013
FLOWER SKILLS & TRAINING LTD,2088,30/12/2013
FOLLOWING WHISPERS FAMILY SERVICE CONSULTANCY LTD,3759,03/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2214.29,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2302.86,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2302.86,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2347.14,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2391.43,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2214.29,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2011.99,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2214.29,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2214.29,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2784.86,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2682.12,23/12/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),4474.29,23/12/2013
FOUR SEASONS HEALTHCARE (GALGORM),2435.71,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),4169.01,02/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),4169.01,02/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),4034.53,02/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),4169.01,02/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),4034.53,02/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2985.69,05/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,05/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,05/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1837.71,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1837.71,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1819.5,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1837.71,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1837.71,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1393.32,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1990.46,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1837.71,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2126.61,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1837.71,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1837.71,16/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),862.53,17/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2036.43,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2197.5,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2079.44,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2036.43,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2036.43,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1843.3,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1843.3,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2297.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2197.5,23/12/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),4029.84,23/12/2013
FOXTONS SECURITY LTD,508,23/12/2013
FOXTONS SECURITY LTD,508,30/12/2013
FSQUARE SERVICES LTD,900,05/12/2013
FULL CIRCLE EDUCATION,4690,13/12/2013
FULL CIRCLE EDUCATION,2450,13/12/2013
GAD PA AGENCY,1435.84,27/12/2013
GAD PA AGENCY,730.74,27/12/2013
GAD PA AGENCY,1589.68,27/12/2013
GAD PA AGENCY,1346.1,27/12/2013
GAD PA AGENCY,2833.24,27/12/2013
GAD PA AGENCY,884.58,27/12/2013
GAD PA AGENCY,769.2,27/12/2013
GAD PA AGENCY,560.88,27/12/2013
GAD PA AGENCY,1871.72,27/12/2013
GAD PA AGENCY,628.18,27/12/2013
GAD PA AGENCY,1162,27/12/2013
GAD PA AGENCY,810.12,27/12/2013
GAD PA AGENCY,3539.19,27/12/2013
GAD PA AGENCY,1722.71,27/12/2013
GAD PA AGENCY,1060.37,27/12/2013
GAD PA AGENCY,733.44,27/12/2013
GAMMA BUSINESS COMMUNICATIONS LTD,13115.71,06/12/2013
GAMMA BUSINESS COMMUNICATIONS LTD,11601.41,23/12/2013
GARCIA INSPIRED TRAINING,2394,18/12/2013
GARCIA INSPIRED TRAINING,1980,17/12/2013
GARCIA INSPIRED TRAINING,1980,17/12/2013
GCH (KENT) LTD,2597.14,20/12/2013
GIA,13297.46,27/12/2013
GL ASSESSMENT LTD,3611.94,20/12/2013
GLASDON UK LTD,969.02,13/12/2013
GLASDON UK LTD,14082.35,24/12/2013
GLASDON UK LTD,23531.34,24/12/2013
GLEEDS HEALTH AND SAFETY LTD,1200,20/12/2013
GLENNY LLP,1500,10/12/2013
GLIX CATERING,1368.5,12/12/2013
GLIX CATERING,2854.75,16/12/2013
GLIX CATERING,599,23/12/2013
GLOBAL SOLUTION SERVICES (UK) LTD,2083.33,27/12/2013
GM SUPPLIES & MARKETING,988.86,16/12/2013
GOODWILLIE & CORCORAN,1227.06,06/12/2013
GORDON SPRINGATE TTS,1366.6,18/12/2013
GOWER CONSULTANTS LTD,2935.04,04/12/2013
GRACE EDUCATION LTD,3780,24/12/2013
GRAHAM HOLMES ASTRASEAL LIMITED,284836.5,27/12/2013
GREENHAM TRADING LIMITED,525.74,30/12/2013
GREENWICH ASSOCIATION OF DISABLED PEOPLE,22500,16/12/2013
GREENWICH BSF SPV LIMITED,3702.3,09/12/2013
GREENWICH BSF SPV LIMITED,49077,09/12/2013
GREENWICH BSF SPV LIMITED,555.85,09/12/2013
GREENWICH BSF SPV LIMITED,88153.76,09/12/2013
GREENWICH BSF SPV LIMITED,5880,19/12/2013
GREENWICH BSF SPV LIMITED,743395.99,19/12/2013
GREENWICH BSF SPV LIMITED,3560.15,20/12/2013
GREENWICH BSF SPV LIMITED,747086.4,24/12/2013
GREENWICH CARERS CENTRE,6972,03/12/2013
GREENWICH CARERS CENTRE,7398.6,05/12/2013
GREENWICH CARERS CENTRE,37000,16/12/2013
GREENWICH CARERS CENTRE,49279,16/12/2013
GREENWICH CARERS CENTRE,9432.4,23/12/2013
GREENWICH CARERS CENTRE,9990,27/12/2013
GREENWICH CITIZENS ADVICE BUREAU LTD,3062.83,03/12/2013
GREENWICH COMEDY FESTIVAL LTD,4800,24/12/2013
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,625,10/12/2013
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,5000,24/12/2013
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,612,27/12/2013
GREENWICH FOUNDATION FOR THE ROYAL NAVAL COLLEGE,3546.6,20/12/2013
GREENWICH HOUSING RIGHTS,11000,19/12/2013
GREENWICH HOUSING RIGHTS,1320.81,23/12/2013
GREENWICH INCLUSION PROJECT,880.54,03/12/2013
GREENWICH INCLUSION PROJECT,880.54,30/12/2013
GREENWICH LEISURE LIMITED,41007,17/12/2013
GREENWICH LEISURE LIMITED,810,20/12/2013
GREENWICH LEISURE LIMITED,10000,24/12/2013
GREENWICH LEISURE LIMITED,2110.5,27/12/2013
GREENWICH MENCAP,23750,16/12/2013
GREENWICH MIND,18000,16/12/2013
GREENWICH PARKS FORUM,5280,24/12/2013
GREENWICH PARKS FORUM,5280,30/12/2013
GREENWICH SERVICE PLUS LIMITED,1537,03/12/2013
GREENWICH SERVICE PLUS LIMITED,526.56,02/12/2013
GREENWICH SERVICE PLUS LIMITED,1749.2,02/12/2013
GREENWICH SERVICE PLUS LIMITED,1310.87,03/12/2013
GREENWICH SERVICE PLUS LIMITED,9942.96,05/12/2013
GREENWICH SERVICE PLUS LIMITED,146707,06/12/2013
GREENWICH SERVICE PLUS LIMITED,2144.52,06/12/2013
GREENWICH SERVICE PLUS LIMITED,733.33,06/12/2013
GREENWICH SERVICE PLUS LIMITED,5395.27,06/12/2013
GREENWICH SERVICE PLUS LIMITED,1183.75,06/12/2013
GREENWICH SERVICE PLUS LIMITED,41506.91,05/12/2013
GREENWICH SERVICE PLUS LIMITED,960,11/12/2013
GREENWICH SERVICE PLUS LIMITED,1536.29,11/12/2013
GREENWICH SERVICE PLUS LIMITED,8162,11/12/2013
GREENWICH SERVICE PLUS LIMITED,1058.98,11/12/2013
GREENWICH SERVICE PLUS LIMITED,640.12,12/12/2013
GREENWICH SERVICE PLUS LIMITED,802.58,12/12/2013
GREENWICH SERVICE PLUS LIMITED,4319.77,12/12/2013
GREENWICH SERVICE PLUS LIMITED,1058.9,13/12/2013
GREENWICH SERVICE PLUS LIMITED,5276.59,16/12/2013
GREENWICH SERVICE PLUS LIMITED,9173.46,16/12/2013
GREENWICH SERVICE PLUS LIMITED,9942.96,16/12/2013
GREENWICH SERVICE PLUS LIMITED,2881,19/12/2013
GREENWICH SERVICE PLUS LIMITED,560,20/12/2013
GREENWICH SERVICE PLUS LIMITED,34278.01,20/12/2013
GREENWICH SERVICE PLUS LIMITED,800,20/12/2013
GREENWICH SERVICE PLUS LIMITED,1440,20/12/2013
GREENWICH SERVICE PLUS LIMITED,800,20/12/2013
GREENWICH SERVICE PLUS LIMITED,1761,20/12/2013
GREENWICH SERVICE PLUS LIMITED,640.12,20/12/2013
GREENWICH SERVICE PLUS LIMITED,2642.45,20/12/2013
GREENWICH SERVICE PLUS LIMITED,6696.66,23/12/2013
GREENWICH SERVICE PLUS LIMITED,5444.81,24/12/2013
GREENWICH SERVICE PLUS LIMITED,1420.36,23/12/2013
GREENWICH SERVICE PLUS LIMITED,5635.4,20/12/2013
GREENWICH SERVICE PLUS LIMITED,32314.62,20/12/2013
GREENWICH SERVICE PLUS LIMITED,176655.4,23/12/2013
GREENWICH SERVICE PLUS LIMITED,44249.24,23/12/2013
GREENWICH SERVICE PLUS LIMITED,34043.84,23/12/2013
GREENWICH SERVICE PLUS LIMITED,21295.19,23/12/2013
GREENWICH SERVICE PLUS LIMITED,636889.54,23/12/2013
GREENWICH SERVICE PLUS LIMITED,176655.4,24/12/2013
GREENWICH SERVICE PLUS LIMITED,44249.24,24/12/2013
GREENWICH SERVICE PLUS LIMITED,106731.63,24/12/2013
GREENWICH SERVICE PLUS LIMITED,18307.81,24/12/2013
GREENWICH SERVICE PLUS LIMITED,895.5,24/12/2013
GREENWICH SERVICE PLUS LIMITED,1749.2,24/12/2013
GREENWICH SERVICE PLUS LIMITED,1537,27/12/2013
GREENWICH SERVICE PLUS LIMITED,1280.24,27/12/2013
GREENWICH SERVICE PLUS LIMITED,1749.2,30/12/2013
GREENWICH SERVICE PLUS LIMITED,2225.5,30/12/2013
GREENWICH SERVICE PLUS LIMITED,1921,30/12/2013
GREENWICH THEATRE LIMITED,1767.49,13/12/2013
GREENWICH UNIVERSITY ENTERPRISES LIMITED,1270,12/12/2013
GREIG HOUSE ADDICTION SERVICES,2161.14,02/12/2013
GREIG HOUSE ADDICTION SERVICES,2091.43,02/12/2013
GREIG HOUSE ADDICTION SERVICES,2161.14,20/12/2013
GRIFFIN ELEVATORS LTD,1114.96,13/12/2013
GT LAW SOLICITORS,5890,17/12/2013
GT STEWART SOLICITORS,1800,24/12/2013
GUNNER LTD,8706.49,05/12/2013
GUNNER LTD,10906.12,19/12/2013
GUNNER LTD,4943.76,19/12/2013
GUNNER LTD,4031.81,24/12/2013
H & P PROPERTY MANAGEMENT SERVICES LTD,1845,31/12/2013
H E OLBY LTD,543.9,06/12/2013
HADLEY MACE LTD,183712.8,20/12/2013
HADLOW COLLEGE,7500,23/12/2013
HAGS- SMP LIMITED,964.96,20/12/2013
HAGS- SMP LIMITED,1104,24/12/2013
HAMBRO ROOFING LIMITED,900,24/12/2013
HAMPSON HUGHES SOLICITORS,8300,17/12/2013
HAMTON CREST LTD T/A MAYFLOWER CARE CENTRE,3639.16,20/12/2013
HAMTON CREST LTD T/A MAYFLOWER CARE CENTRE,2852,20/12/2013
HANCOCK & SONS LTD,4254.58,02/12/2013
HANCOCK & SONS LTD,57341.53,04/12/2013
HANCOCK & SONS LTD,6602.9,31/12/2013
HANCOCK & SONS LTD,42369.18,31/12/2013
HARMONY CHILDRENS SERVICES LTD,13714.29,20/12/2013
HARMONY HOME AID SERVICES,2024.72,02/12/2013
HARMONY HOME AID SERVICES,1293.44,02/12/2013
HARMONY HOME AID SERVICES,1196.36,02/12/2013
HARMONY HOME AID SERVICES,604.24,02/12/2013
HARMONY HOME AID SERVICES,1717.4,02/12/2013
HARMONY HOME AID SERVICES,1027.68,02/12/2013
HARMONY HOME AID SERVICES,3272.76,02/12/2013
HARMONY HOME AID SERVICES,1181.08,02/12/2013
HARMONY HOME AID SERVICES,1901.36,02/12/2013
HARMONY HOME AID SERVICES,2390.92,02/12/2013
HARMONY HOME AID SERVICES,552.12,02/12/2013
HARMONY HOME AID SERVICES,1711.6,02/12/2013
HARMONY HOME AID SERVICES,517.92,02/12/2013
HARMONY HOME AID SERVICES,605.92,02/12/2013
HARMONY HOME AID SERVICES,600,02/12/2013
HARMONY HOME AID SERVICES,779.92,13/12/2013
HARMONY HOME AID SERVICES,779.92,13/12/2013
HARMONY HOME AID SERVICES,820.4,13/12/2013
HARMONY HOME AID SERVICES,820.4,13/12/2013
HARMONY HOME AID SERVICES,604.36,13/12/2013
HARMONY HOME AID SERVICES,606.09,13/12/2013
HARMONY HOME AID SERVICES,604.48,13/12/2013
HARMONY HOME AID SERVICES,560,13/12/2013
HARMONY HOME AID SERVICES,1348.78,13/12/2013
HARMONY HOME AID SERVICES,1615.32,13/12/2013
HARMONY HOME AID SERVICES,1256.36,13/12/2013
HARMONY HOME AID SERVICES,756.38,13/12/2013
HARMONY HOME AID SERVICES,1867.14,13/12/2013
HARMONY HOME AID SERVICES,774.08,13/12/2013
HARMONY HOME AID SERVICES,604.48,13/12/2013
HARMONY HOME AID SERVICES,683.48,13/12/2013
HARMONY HOME AID SERVICES,1128.16,13/12/2013
HARMONY HOME AID SERVICES,1717.88,13/12/2013
HARMONY HOME AID SERVICES,2038.4,13/12/2013
HARMONY HOME AID SERVICES,1256.36,13/12/2013
HARMONY HOME AID SERVICES,923.04,13/12/2013
HARMONY HOME AID SERVICES,756.4,13/12/2013
HARMONY HOME AID SERVICES,794.84,13/12/2013
HARMONY HOME AID SERVICES,1256.36,13/12/2013
HARMONY HOME AID SERVICES,3230.64,13/12/2013
HARMONY HOME AID SERVICES,628.2,13/12/2013
HARMONY HOME AID SERVICES,1086.16,13/12/2013
HARMONY HOME AID SERVICES,843,16/12/2013
HARMONY HOME AID SERVICES,655.96,16/12/2013
HARMONY HOME AID SERVICES,866.84,16/12/2013
HARMONY HOME AID SERVICES,820.4,16/12/2013
HARMONY HOME AID SERVICES,674.88,16/12/2013
HARMONY HOME AID SERVICES,784.6,18/12/2013
HARMONY HOME AID SERVICES,784.6,18/12/2013
HARMONY HOME AID SERVICES,771.08,18/12/2013
HARMONY HOME AID SERVICES,771.08,18/12/2013
HARMONY HOME AID SERVICES,771.08,18/12/2013
HARMONY HOME AID SERVICES,538.44,18/12/2013
HARMONY HOME AID SERVICES,679.88,24/12/2013
HARMONY HOME AID SERVICES,674.88,24/12/2013
HARMONY HOME AID SERVICES,674.88,24/12/2013
HARMONY HOME AID SERVICES,943.59,24/12/2013
HARMONY HOME AID SERVICES,871.37,24/12/2013
HARMONY HOME AID SERVICES,794.84,24/12/2013
HARMONY HOME AID SERVICES,1851.19,24/12/2013
HARMONY HOME AID SERVICES,674.36,24/12/2013
HARMONY HOME AID SERVICES,681.37,24/12/2013
HARMONY HOME AID SERVICES,866.84,24/12/2013
HARMONY HOME AID SERVICES,820.4,24/12/2013
HARMONY HOME AID SERVICES,674.88,24/12/2013
HARMONY HOME AID SERVICES,618.57,24/12/2013
HARMONY HOME AID SERVICES,1128.16,24/12/2013
HARMONY HOME AID SERVICES,1717.88,24/12/2013
HARMONY HOME AID SERVICES,2038,24/12/2013
HARMONY HOME AID SERVICES,1256.36,24/12/2013
HARMONY HOME AID SERVICES,923.04,24/12/2013
HARMONY HOME AID SERVICES,820.48,24/12/2013
HARMONY HOME AID SERVICES,1256.36,24/12/2013
HARMONY HOME AID SERVICES,2076.84,24/12/2013
HARMONY HOME AID SERVICES,628.2,24/12/2013
HARMONY HOME AID SERVICES,1974.28,24/12/2013
HARMONY HOME AID SERVICES,2024.72,24/12/2013
HARMONY HOME AID SERVICES,1293.44,24/12/2013
HARMONY HOME AID SERVICES,919.36,24/12/2013
HARMONY HOME AID SERVICES,598.18,27/12/2013
HARMONY HOME AID SERVICES,604.24,27/12/2013
HARMONY HOME AID SERVICES,1717.4,27/12/2013
HARMONY HOME AID SERVICES,2184.38,27/12/2013
HARMONY HOME AID SERVICES,3275.64,27/12/2013
HARMONY HOME AID SERVICES,1181.08,27/12/2013
HARMONY HOME AID SERVICES,1901.36,27/12/2013
HARMONY HOME AID SERVICES,2390.92,27/12/2013
HARMONY HOME AID SERVICES,1625.76,27/12/2013
HARMONY HOME AID SERVICES,517.92,27/12/2013
HARMONY HOME AID SERVICES,605.92,30/12/2013
HARMONY HOME AID SERVICES,2070.12,30/12/2013
HASTINGS PRINTING COMPANY LTD,1051.2,20/12/2013
HAYS ACCOUNTANCY AND FINANCE,4700,23/12/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2160,05/12/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2120,05/12/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2160,05/12/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2269.2,05/12/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2160,27/12/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2269.2,27/12/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2160,27/12/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2120,27/12/2013
HC-ONE LTD (ALEXANDER CARE CENTRE),1876.04,05/12/2013
HC-ONE LTD (TOWER BRIDGE),3039.04,18/12/2013
HC-ONE LTD (TOWER BRIDGE),1662.6,18/12/2013
HC-ONE LTD (TOWER BRIDGE),3186.12,18/12/2013
HEALTH MANAGEMENT  LTD,604.26,13/12/2013
HEALTH MANAGEMENT  LTD,23739.44,19/12/2013
HEALTH MANAGEMENT  LTD,960,19/12/2013
HEALTH MANAGEMENT  LTD,960,19/12/2013
HEALTH MANAGEMENT  LTD,15510.86,23/12/2013
HENNESSEY LTD,3600,16/12/2013
HENNESSEY LTD,24000,16/12/2013
HENNESSEY LTD,18000,27/12/2013
HENNESSEY LTD,5323.15,31/12/2013
HENRY GEORGE ESTATES LTD,1150,19/12/2013
HER CENTRE LTD,580,16/12/2013
HER MAJESTY`S COURTS SERVICE,5853,06/12/2013
HERTEL SOLUTIONS LTD,13532.74,11/12/2013
HEXAGON HOUSING ASSOCIATION LIMITED,1547.65,02/12/2013
HEYWOOD LIMITED,612.01,02/12/2013
HIGH Q TRAINING SERVICES LTD,760,03/12/2013
HIGH Q TRAINING SERVICES LTD,800,03/12/2013
HIGH Q TRAINING SERVICES LTD,760,18/12/2013
HIGH Q TRAINING SERVICES LTD,760,18/12/2013
HIGHSHORE SCHOOL,5364.17,27/12/2013
HILL INTERNATIONAL (UK) LTD,1596,20/12/2013
HILTON ABBEY LTD,3156,23/12/2013
HITACHI CAPITAL INVOICE FINANCE LTD,2600,16/12/2013
HITACHI CAPITAL INVOICE FINANCE LTD,2400,16/12/2013
HITACHI CAPITAL INVOICE FINANCE LTD,4000,16/12/2013
HM REVENUES & CUSTOMS,700000,18/12/2013
HMCTS,3320,19/12/2013
HMCTS,2155,19/12/2013
HMCTS,3320,19/12/2013
HMCTS,3320,19/12/2013
HMCTS,3320,19/12/2013
HMCTS,3320,19/12/2013
HMCTS,3320,19/12/2013
HMCTS,3320,19/12/2013
HMCTS,2155,19/12/2013
HMCTS,2155,19/12/2013
HMCTS,2155,19/12/2013
HMCTS,2155,19/12/2013
HOME OFFICE LEAVE TO REMAIN,1050,16/12/2013
HOW SCAFFOLDING,56247.68,02/12/2013
HOW SCAFFOLDING,25838.47,19/12/2013
HQN LTD,864,06/12/2013
HSBC INVOICE FINANCE,4345.2,18/12/2013
HSBC INVOICE FINANCE,5232.6,24/12/2013
HSBC INVOICE FINANCE,4698.67,24/12/2013
HSBC INVOICE FINANCE,4490.04,24/12/2013
HUGHES CARLISLE LAW LTD,10500,30/12/2013
HUNTERS HEALTHCARE LTD,1868,03/12/2013
HYDE HOUSING ASSOCIATION,1000,11/12/2013
HYDE HOUSING ASSOCIATION,1285.05,19/12/2013
HYDE HOUSING ASSOCIATION,1978.4,23/12/2013
HYDE HOUSING ASSOCIATION LTD,2623.19,09/12/2013
HYDE HOUSING ASSOCIATION LTD,1893.9,10/12/2013
HYDE HOUSING ASSOCIATION LTD,1893.9,09/12/2013
HYDE HOUSING ASSOCIATION LTD,6023.79,09/12/2013
HYDER CONSULTING (UK) LTD,9312,24/12/2013
HYDER CONSULTING (UK) LTD,30000.3,24/12/2013
HYDER CONSULTING (UK) LTD,48092.7,24/12/2013
HYDER CONSULTING (UK) LTD,20613,24/12/2013
HYDER CONSULTING (UK) LTD,22698.9,24/12/2013
HYDER CONSULTING (UK) LTD,30518.4,24/12/2013
HYDROTECH SERVICES LTD,26218.38,18/12/2013
ICCM,1152,30/12/2013
ICI DULUX DECORATOR CENTRES,16435.43,20/12/2013
IDEAS BOX LTD,2565,10/12/2013
IDM ENTERPRISES,1000,20/12/2013
IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,7471.73,11/12/2013
INCLUSIVE CREATIVE LEARNING,4396,16/12/2013
INCLUSIVE CREATIVE LEARNING,4710,16/12/2013
INDEPENDANT REVIEWS LTD,580,13/12/2013
INLINE REMOVALS & STORAGE LTD,930,11/12/2013
INSIDE OUT RECRUITMENT LTD,2818.8,24/12/2013
INTECHNOLOGY PLC,3120.04,10/12/2013
INTECPUBLICSECTOR,790.56,20/12/2013
INTECPUBLICSECTOR,900,20/12/2013
INTECPUBLICSECTOR,1995.12,20/12/2013
INTEN LTD,7128,16/12/2013
INTEN LTD,2666.4,24/12/2013
IN-TRAC TRAINING & CONSULTANCY,1800,20/12/2013
IN-TRAC TRAINING & CONSULTANCY,2016,20/12/2013
IN-TRAC TRAINING & CONSULTANCY,1920,23/12/2013
IN-TRAC TRAINING & CONSULTANCY,900,24/12/2013
IQ PLAYGROUNDS LTD,996,20/12/2013
IRIDIUM TRAINING ACADEMY,960,23/12/2013
ISHROSH HEALTHCARE LTD,536,02/12/2013
ISHROSH HEALTHCARE LTD,736,04/12/2013
J & M RANDALL,5857.53,05/12/2013
J B RINEY & CO LTD,104061.83,19/12/2013
J B RINEY & CO LTD,48616.3,23/12/2013
J BROWNE CONSTRUCTION CO LTD,2233.57,20/12/2013
J N HANDLEY & SONS,720,16/12/2013
J N HANDLEY & SONS,540,16/12/2013
J N HANDLEY & SONS,960,16/12/2013
J N HANDLEY & SONS,816,16/12/2013
J N HANDLEY & SONS,780,31/12/2013
J N HANDLEY & SONS,900,31/12/2013
J N HANDLEY & SONS,600,31/12/2013
J N HANDLEY & SONS,600,31/12/2013
J N HANDLEY & SONS,660,31/12/2013
J TOMS LTD (TRADING AS TOM TREE TIES),5968.8,06/12/2013
JAMIE LEWIS RESIDENTIAL LETTINGS LTD,1800,24/12/2013
JB SPECIALIST REFURBISHMENTS LIMITED,9522.61,10/12/2013
JB SPECIALIST REFURBISHMENTS LIMITED,43877.02,10/12/2013
JEWSON LTD,537.36,13/12/2013
JOHN BALL PRIMARY SCHOOL,4493.79,27/12/2013
JOHN GRAHAM CONSTRUCTION LIMITED,830725.94,19/12/2013
JUDGE & PRIESTLEY,1569.2,04/12/2013
KARTIKEYA SOLUTIONS LTD T/A UNIQUE CHILDRESNS HOME,26270,24/12/2013
KEEGANS LIMITED,4623.84,02/12/2013
KEEGANS LIMITED,2489.76,13/12/2013
KEELE HOUSE,3636,06/12/2013
KEELE HOUSE,3636,09/12/2013
KEEP BRITAIN TIDY,2210.4,20/12/2013
KENT COUNTY COUNCIL,884.4,06/12/2013
KENT COUNTY COUNCIL,2310.77,17/12/2013
KENT COUNTY COUNCIL,990.33,17/12/2013
KENT COUNTY COUNCIL,216486.52,19/12/2013
KENT COUNTY COUNCIL,38426.75,27/12/2013
