"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","British Transport Police Authority","Business Management Cluster","BTPA01","C001","45844","54623","Business Manager","1.00","Operational Delivery"
"Department for Transport","British Transport Police Authority","Policy, Performance and Stakeholder Cluster","BTPA01","B003","36117","43033","Senior Policy Adviser","1.00","Policy"
"Department for Transport","British Transport Police Authority","Policy, Performance and Stakeholder Cluster","BTPA01","B003","36117","43033","Analyst","1.00","Operational Delivery"
"Department for Transport","British Transport Police Authority","Business Management Cluster","BTPA01","B002","31042","36986","Executive Assistant","1.00","Operational Delivery"
"Department for Transport","British Transport Police Authority","Finance Cluster","BTPA02","B004","39897","47537","Management Accountant","1.00","Finance"
"Department for Transport","British Transport Police Authority","Policy, Performance and Stakeholder Cluster","BTPA01","B003","36117","43033","Communications Manager","1.00","Communications"
"Department for Transport","British Transport Police Authority","Business Management Cluster","BTPA01","B001","28295","33713","Office Manager","1.00","Operational Delivery"
"Department for Transport","British Transport Police Authority","Policy, Performance and Stakeholder Cluster","BTPA01","C002","54451","64878","Strategy & Performance Manager","1.00","Policy"
"Department for Transport","British Transport Police Authority","Finance Cluster","BTPA02","C001","45844","54623","Income & Compliance Manager","0.80","Finance"
