"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Department for Transport","Group Communications","24","PB7","56150","70859","Senior Communications Manager","1.00","Communications"
"Department for Transport","Department for Transport","Group Communications","24","PB5","35964","43120","Communications Manager","2.80","Communications"
"Department for Transport","Department for Transport","Group Communications","24","PB5","35964","43120","Operational Manager","2.00","Operational Delivery"
"Department for Transport","Department for Transport","Group Communications","24","PB4","29672","35447","Communications Manager","1.00","Communications"
"Department for Transport","Department for Transport","Group Communications","24","PB3","24488","28607","Operations Support Officer","2.00","Operational Delivery"
"Department for Transport","Department for Transport","General Counsel","26","PB7","56150","70859","Senior Legal Adviser","0.81","Law"
"Department for Transport","Department for Transport","General Counsel","26","PB7","56150","70859","Senior Economist","1.00","Economics"
"Department for Transport","Department for Transport","General Counsel","26","PB7","56150","70859","Senior Policy Adviser","2.00","Operational Delivery"
"Department for Transport","Department for Transport","General Counsel","26","PB6","45688","57506","Senior Policy Adviser","1.00","Operational Delivery"
"Department for Transport","Department for Transport","General Counsel","26","PB5","35964","43120","Policy Adviser","5.00","Operational Delivery"
"Department for Transport","Department for Transport","General Counsel","26","PB4FS","27000","36435","Policy Adviser","2.00","Operational Delivery"
"Department for Transport","Department for Transport","General Counsel","26","PB4","29672","35447","Policy Adviser","3.00","Operational Delivery"
"Department for Transport","Department for Transport","General Counsel","26","PB3","24488","28607","Policy Support Officer","2.00","Operational Delivery"
"Department for Transport","Department for Transport","General Counsel","26","PB2","20855","23885","Policy Support Officer","2.00","Operational Delivery"
"Department for Transport","Department for Transport","Group HR","33","PB7","56150","70859","Senior HR Manager","2.00","Human Resources"
"Department for Transport","Department for Transport","Group HR","33","PB6","45688","57506","Senior HR Manager","2.00","Human Resources"
"Department for Transport","Department for Transport","Group HR","33","PB5","35964","43120","HR Officer","3.00","Human Resources"
"Department for Transport","Department for Transport","Group HR","33","PB4FS","27000","36435","HR Officer","3.00","Human Resources"
"Department for Transport","Department for Transport","Group HR","33","PB4","29672","35447","HR Officer","2.00","Human Resources"
"Department for Transport","Department for Transport","Group HR","33","PB3","24488","28607","HR Support Officer","3.00","Human Resources"
"Department for Transport","Department for Transport","Shared Services","34","PB7","56150","70859","Grade 6","3.00","Operational Delivery"
"Department for Transport","Department for Transport","Shared Services","34","PB6","45688","57506","Grade 7","8.80","Operational Delivery"
"Department for Transport","Department for Transport","Shared Services","34","PB5","35964","43120","Senior Executive Officer","17.26","Operational Delivery"
"Department for Transport","Department for Transport","Shared Services","34","PB4","29672","35447","Higher Executive Officer","31.86","Operational Delivery"
"Department for Transport","Department for Transport","Shared Services","34","PB3","24488","28607","Executive Officer","81.31","Operational Delivery"
"Department for Transport","Department for Transport","Shared Services","34","PB2","20855","23885","Administrative Officer","78.66","Operational Delivery"
"Department for Transport","Department for Transport","Shared Services","34","PB1","16669","20600","Administrative Assistant","22.97","Operational Delivery"
"Department for Transport","Department for Transport","Corporate Group","46","PB4FS","27000","36435","Private Secretary","1.00","Policy"
"Department for Transport","Department for Transport","Corporate Group","46","PB3","24488","28607","Diary Manager","1.00","Policy"
"Department for Transport","Department for Transport","Domestic Group","47","PB4FS","27000","36435","Private Secretary","1.00","Policy"
"Department for Transport","Department for Transport","Domestic Group","47","PB2","20855","23885","Diary Manager","1.00","Policy"
"Department for Transport","Department for Transport","International, Strategy & Environment","48","PB4FS","27000","36435","Private Secretary","1.00","Policy"
"Department for Transport","Department for Transport","International, Strategy & Environment","48","PB3","24488","28607","Diary Manager","1.20","Policy"
