Department,Organisation Name,Property name,Basis for expenditure approval,Total Value Approved (£),Date of approval
DWP,Health and Safety Executive,"GPU-LM-2604 / DWP / HSE / Woodlands House, Bedford","The Highways Agency will become a Government Company - Highways England, on 1st April 2015. As a result of this change in status, they will no longer be a Crown Body and able to enter into a MOTO agreement. However, the new Government Company will still remain as part of the wider Government Estate. HSE will therefore need to enter into a new lease agreement with Highways England from 1/4/2015","128,000",07/04/2015
