objectid,par16cd,par16nm,par16nmw,lad16cd,lad16nm,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
4103,E04005209,Warton, ,E07000121,Lancaster,349096,472081,-2.78069997,54.14199829,17300904.4447242,27580.5948823132
4104,E04005210,Wennington, ,E07000121,Lancaster,361980,471097,-2.58336997,54.13430023,3953614.03052852,9480.5994526392
4105,E04005211,Whittington, ,E07000121,Lancaster,358718,475752,-2.63392997,54.17589951,17867998.3495228,20016.3702338258
4106,E04005212,Wray-with-Botton, ,E07000121,Lancaster,362961,466412,-2.56778002,54.09230042,21699799.4030595,35675.2409536766
4107,E04005213,Yealand Conyers, ,E07000121,Lancaster,349728,474451,-2.77142,54.16339874,6393965.44846883,12016.7342290228
4108,E04005214,Yealand Redmayne, ,E07000121,Lancaster,350049,476710,-2.76689005,54.18370056,8637259.65537011,14419.0269014844
4109,E04005215,Barley-with-Wheatley Booth, ,E07000122,Pendle,381690,441391,-2.27993011,53.86840057,10597375.2930957,15349.8552795885
4110,E04005216,Barnoldswick, ,E07000122,Pendle,388049,447069,-2.18344998,53.91960144,6857934.05130929,14961.283798506
4111,E04005217,Barrowford, ,E07000122,Pendle,385569,439433,-2.22084999,53.85089874,5335445.88102288,12564.8281651114
4112,E04005218,Blacko, ,E07000122,Pendle,385471,442552,-2.22248006,53.87900162,7445237.36269106,13025.6444526151
4113,E04005219,Bracewell and Brogden, ,E07000122,Pendle,386138,446778,-2.2125299,53.91699982,16035308.0251521,24673.0959615525
4114,E04005220,Foulridge, ,E07000122,Pendle,388984,442623,-2.16904998,53.87969971,6480666.89088796,13443.6511491692
4115,E04005221,Goldshaw Booth, ,E07000122,Pendle,380802,438722,-2.2932601,53.8443985,6419558.27588696,14138.8184154229
4116,E04005222,Higham-with-West Close Booth, ,E07000122,Pendle,380816,436313,-2.29290009,53.8227005,6846194.55060096,14768.864876101
4117,E04005223,Old Laund Booth, ,E07000122,Pendle,383294,437783,-2.2553401,53.83599854,3997811.15303862,9652.40656761941
4118,E04005224,Reedley Hallows, ,E07000122,Pendle,383741,435932,-2.24845004,53.81940079,4511362.51005855,10551.5225607441
4119,E04005225,Roughlee Booth, ,E07000122,Pendle,383901,440444,-2.24624991,53.86000061,4498496.33171591,10914.182718033
4120,E04005226,Salterforth, ,E07000122,Pendle,388614,445092,-2.17477012,53.90190125,7296322.1306116,15014.1290679866
4121,E04005227,Trawden Forest, ,E07000122,Pendle,393633,437472,-2.09822011,53.83349991,25350835.4509261,26189.5849938735
4122,E04005228,Brierfield, ,E07000122,Pendle,385207,436423,-2.2262001,53.82389832,3376832.71979164,11140.4834708171
4123,E04005229,Earby, ,E07000122,Pendle,391186,446507,-2.13566995,53.91460037,6997874.15614193,13578.499126198
4124,E04005230,Kelbrook and Sough, ,E07000122,Pendle,391245,444529,-2.13471007,53.89690018,7181799.11690673,12728.4029188865
4125,E04005231,Laneshaw Bridge, ,E07000122,Pendle,393914,441256,-2.0940299,53.86750031,17000862.141124,22461.9978764758
4126,E04005232,Colne, ,E07000122,Pendle,388799,440201,-2.17178011,53.85789871,10905337.7630206,20249.6778319078
4127,E04005233,Nelson, ,E07000122,Pendle,387562,437582,-2.19046998,53.83440018,12233860.4151763,20483.5305425108
4128,E04005234,Barton, ,E07000123,Preston,352402,437770,-2.72472,53.83399963,9887411.75920894,17230.7434425749
4129,E04005235,Broughton, ,E07000123,Preston,353595,434859,-2.70616007,53.80789948,5489698.75167708,12163.8710951799
4130,E04005236,Goosnargh, ,E07000123,Preston,356473,440658,-2.66328001,53.86029816,33660028.4572639,28153.6968688357
4131,E04005237,Grimsargh, ,E07000123,Preston,359300,433342,-2.61932993,53.7947998,7315528.54357379,13607.6661600757
4132,E04005238,Haighton, ,E07000123,Preston,356532,434374,-2.66148996,53.80379868,5769725.40551702,11049.5703723679
4133,E04005239,Lea, ,E07000123,Preston,349068,430715,-2.77420998,53.77030182,8221976.25278576,16206.8017368438
4134,E04005240,Whittingham, ,E07000123,Preston,358215,436878,-2.63628006,53.82649994,12941831.7686684,19410.8141423928
4135,E04005241,Woodplumpton, ,E07000123,Preston,348919,435284,-2.77723002,53.81129837,21201088.8755108,21999.0185285919
4136,E04005242,"Aighton, Bailey and Chaigley", ,E07000124,Ribble Valley,367941,439967,-2.48885012,53.85490036,25398574.9043548,25419.6132286051
4137,E04005243,Balderstone, ,E07000124,Ribble Valley,362258,432603,-2.57434011,53.78839874,7301005.44044285,14695.8354318051
4138,E04005244,Bashall Eaves, ,E07000124,Ribble Valley,369296,444188,-2.4686799,53.89300156,15381427.430875,20776.3053703601
4139,E04005245,Billington and Langho, ,E07000124,Ribble Valley,371241,435166,-2.43824005,53.81200027,12681908.7835839,20270.5506909747
4140,E04005246,Bolton-by-Bowland, ,E07000124,Ribble Valley,378297,450461,-2.33217001,53.94979858,25521675.3657551,31196.595011496
4141,E04005247,Bowland Forest High, ,E07000124,Ribble Valley,365162,453595,-2.53266001,53.97719955,79968025.5849028,58113.5673946313
4142,E04005248,Bowland Forest Low, ,E07000124,Ribble Valley,367087,446668,-2.5025599,53.9151001,18008638.6792119,27506.7778374781
4143,E04005249,Bowland-with-Leagram, ,E07000124,Ribble Valley,363736,445151,-2.55339003,53.90129852,18850429.6283444,21508.2846151746
4144,E04005250,Chatburn, ,E07000124,Ribble Valley,376717,444340,-2.35577011,53.8946991,3617638.06444807,10210.7521001169
4145,E04005251,Chipping, ,E07000124,Ribble Valley,360290,443379,-2.60560012,53.88510132,22815855.8655402,27696.9427110471
4146,E04005252,Clayton-le-Dale, ,E07000124,Ribble Valley,366792,433391,-2.50560999,53.79579926,6354852.13876703,14475.9838065927
4147,E04005253,Clitheroe, ,E07000124,Ribble Valley,374348,442216,-2.39163995,53.87549973,9649024.10988468,16284.8633225614
4148,E04005254,Dinckley, ,E07000124,Ribble Valley,369020,436141,-2.47205997,53.8205986,2458712.24890108,7928.19194404284
4149,E04005255,Downham, ,E07000124,Ribble Valley,379700,443203,-2.31030989,53.88460159,9321492.49232306,14447.6129198311
4150,E04005256,Dutton, ,E07000124,Ribble Valley,366501,436802,-2.51040006,53.82640076,8034545.27271726,16033.2739831966
4151,E04005257,Easington, ,E07000124,Ribble Valley,372112,458900,-2.42718005,54.02529907,30196089.2611712,36597.5564049117
4152,E04005258,Gisburn, ,E07000124,Ribble Valley,382320,448847,-2.27078009,53.9355011,8495861.02184076,21471.0308146103
4153,E04005259,Gisburn Forest, ,E07000124,Ribble Valley,376095,456380,-2.36618996,54.00289917,17898655.7466581,35827.1152632992
4154,E04005260,Great Mitton, ,E07000124,Ribble Valley,371235,440013,-2.43878007,53.85549927,6990638.8773576,14513.583963719
4155,E04005261,Grindleton, ,E07000124,Ribble Valley,375287,448911,-2.3779099,53.93569946,19351478.6489301,29800.6058962662
4156,E04005262,Horton, ,E07000124,Ribble Valley,386105,451089,-2.21322989,53.95569992,8174830.76753373,15838.7464671767
4157,E04005263,Hothersall, ,E07000124,Ribble Valley,362742,434968,-2.56728005,53.80970001,4261289.44606835,10848.9820071756
4158,E04005264,Little Mitton, ,E07000124,Ribble Valley,372037,438150,-2.42641997,53.83879852,2879590.05890774,11182.6168208133
4159,E04005265,Longridge, ,E07000124,Ribble Valley,361586,434429,-2.58476996,53.80469894,13276156.0042853,22530.5923604104
4160,E04005266,Mearley, ,E07000124,Ribble Valley,377547,440949,-2.34290004,53.86429977,6112326.12533577,11239.2426809618
4161,E04005267,Mellor, ,E07000124,Ribble Valley,365490,430781,-2.52507997,53.77220154,7165838.38324857,14074.0595563083
4162,E04005268,Middop, ,E07000124,Ribble Valley,384004,444509,-2.24489999,53.89649963,4713007.9390728,10407.1769191912
4163,E04005269,Newsholme, ,E07000124,Ribble Valley,384091,451466,-2.24394011,53.95899963,3031539.95916728,9616.71705607019
4164,E04005270,Newton, ,E07000124,Ribble Valley,369915,450078,-2.45984006,53.94589996,30793690.5342848,25953.2509432167
4165,E04005271,Osbaldeston, ,E07000124,Ribble Valley,364081,433740,-2.5467999,53.79869843,4276974.12000781,9604.89358199795
4166,E04005272,Paythorne, ,E07000124,Ribble Valley,382089,451358,-2.27445006,53.95800018,10636039.4585063,17806.3132952121
4167,E04005273,Pendleton, ,E07000124,Ribble Valley,375419,439384,-2.37512994,53.85010147,8742167.72857275,16969.104239298
4168,E04005274,Ramsgreave, ,E07000124,Ribble Valley,367526,431454,-2.49426007,53.77840042,3107945.28834792,7296.56068448209
4169,E04005275,Read, ,E07000124,Ribble Valley,376411,434668,-2.35967994,53.80780029,5005253.73052669,13582.9999196526
4170,E04005276,Ribchester, ,E07000124,Ribble Valley,364190,436973,-2.54552007,53.82780075,9255865.87963072,18069.0038388368
4171,E04005277,Rimington, ,E07000124,Ribble Valley,380724,445485,-2.29487991,53.90520096,12471910.9839414,21819.0124669141
4172,E04005278,Sabden, ,E07000124,Ribble Valley,377952,437928,-2.33651996,53.83710098,9905320.87227874,20054.5390060446
4173,E04005279,Salesbury, ,E07000124,Ribble Valley,367517,434571,-2.49473,53.8064003,4891365.57590093,11878.4921006607
4174,E04005280,Sawley, ,E07000124,Ribble Valley,378292,447205,-2.33201003,53.92050171,8097790.91872082,22334.8524919809
4175,E04005281,Simonstone, ,E07000124,Ribble Valley,377953,434924,-2.33628988,53.81010056,5628167.75538073,12285.2680871707
4176,E04005282,Slaidburn, ,E07000124,Ribble Valley,371320,454090,-2.43881989,53.98210144,21020414.8490919,29192.8954573784
4177,E04005283,Thornley-with-Wheatley, ,E07000124,Ribble Valley,363307,440419,-2.55935001,53.8586998,13029545.5860524,20435.8042903398
4178,E04005284,Twiston, ,E07000124,Ribble Valley,381685,443796,-2.28014994,53.88999939,3488302.9794494,9043.06944874629
4179,E04005285,Waddington, ,E07000124,Ribble Valley,372806,443619,-2.41522002,53.88800049,8372208.2447227,16465.207981512
4180,E04005286,West Bradford, ,E07000124,Ribble Valley,373978,445517,-2.39755011,53.90520096,7928669.46342384,13270.9515958659
4181,E04005287,Whalley, ,E07000124,Ribble Valley,373995,436163,-2.39650011,53.82109833,6473898.66160289,15293.157912274
4182,E04005288,Wilpshire, ,E07000124,Ribble Valley,369397,432808,-2.46600008,53.79069901,4054810.14679101,9077.54190737215
4183,E04005290,Worston, ,E07000124,Ribble Valley,377574,442467,-2.34260011,53.87789917,4387091.56320022,11621.9006866696
4184,E04005291,Whitworth, ,E07000125,Rossendale,388112,419023,-2.18139005,53.66759872,18134742.2849346,21018.5095339774
4185,E04005292,Cuerdale, ,E07000126,South Ribble,357965,428880,-2.63897991,53.75460052,2471505.61860506,8939.67381833492
4186,E04005293,Farington, ,E07000126,South Ribble,353981,424339,-2.69871998,53.71340179,9246566.81828633,15233.0475260315
4187,E04005294,Hutton, ,E07000126,South Ribble,348266,427268,-2.78579998,53.73920059,11210177.7688168,29732.7738952809
4188,E04005295,Little Hoole, ,E07000126,South Ribble,347282,423968,-2.80014992,53.70949936,5606343.23521684,15328.7912898764
4189,E04005296,Longton, ,E07000126,South Ribble,348565,425371,-2.78095007,53.72219849,13763053.5725821,28854.5728517626
4190,E04005297,Much Hoole, ,E07000126,South Ribble,347622,422575,-2.79475999,53.6969986,7150562.41099905,13259.8906830141
4191,E04005298,Penwortham, ,E07000126,South Ribble,352022,427466,-2.72888994,53.74140167,11227783.9118328,16463.8275665236
4192,E04005299,Samlesbury, ,E07000126,South Ribble,360398,429675,-2.60219002,53.76190186,17637335.8538988,24299.5689222477
4193,E04005300,Aughton, ,E07000127,West Lancashire,339861,405817,-2.90904999,53.54550171,16568095.4992945,20045.0924936086
4194,E04005301,Bickerstaffe, ,E07000127,West Lancashire,344271,403345,-2.8420701,53.5237999,24374804.919735,23439.677978267
4195,E04005302,Bispham, ,E07000127,West Lancashire,348594,413156,-2.77848005,53.61240005,3755221.31136838,9414.38890123165
4196,E04005303,Burscough, ,E07000127,West Lancashire,343688,412661,-2.85254002,53.60749817,19971946.8995128,20813.3945579422
4197,E04005304,Dalton, ,E07000127,West Lancashire,350428,408431,-2.75001001,53.57009888,6466089.70484278,12673.7715238258
4198,E04005305,Downholland, ,E07000127,West Lancashire,335061,407748,-2.98187995,53.56230164,15507743.4227096,21179.8218085237
4199,E04005306,Great Altcar, ,E07000127,West Lancashire,333496,405774,-3.00507998,53.54439926,14503181.8426838,18672.7394828565
4200,E04005307,Halsall, ,E07000127,West Lancashire,335097,411140,-2.98203993,53.59280014,28009922.5105853,26250.0888699514
4201,E04005308,Hesketh-with-Becconsall, ,E07000127,West Lancashire,342999,424255,-2.86508012,53.71160126,18617921.5790257,24994.7621342219
4202,E04005309,Lathom, ,E07000127,West Lancashire,346059,410626,-2.81636,53.58940125,15119389.2406208,24582.3460213538
4203,E04005310,Newburgh, ,E07000127,West Lancashire,348128,409751,-2.78496003,53.58179855,4452581.27562044,10715.7804342519
4204,E04005311,North Meols, ,E07000127,West Lancashire,339234,421130,-2.92150998,53.68310165,30761921.0164884,53251.9127163669
4205,E04005312,Parbold, ,E07000127,West Lancashire,350241,410653,-2.75319004,53.59009933,4712929.01516757,10792.2616934098
4206,E04005313,Rufford, ,E07000127,West Lancashire,344424,416288,-2.8420701,53.64009857,12637504.6026534,15593.3270530156
4207,E04005314,Scarisbrick, ,E07000127,West Lancashire,338962,413288,-2.9240799,53.61259842,32074818.7264726,28821.6752585843
4208,E04005315,Tarleton, ,E07000127,West Lancashire,343135,419535,-2.86215997,53.6692009,22403801.8598507,22490.3531290086
4209,E04005316,Up Holland, ,E07000127,West Lancashire,350842,404264,-2.74310994,53.53269958,15000246.4206406,21197.598765583
4210,E04005317,Wrightington, ,E07000127,West Lancashire,352371,411095,-2.72108006,53.59429932,13087816.0523503,21226.4021745224
4211,E04005318,Simonswood, ,E07000127,West Lancashire,343410,400859,-2.85459995,53.50139999,8393169.70957606,14852.7600772923
4212,E04005319,Hilldale, ,E07000127,West Lancashire,350162,412665,-2.75470996,53.60820007,3621406.74483752,11823.8468508877
4213,E04005320,Lathom South, ,E07000127,West Lancashire,345775,407499,-2.82010007,53.56129837,7277198.88510413,18895.8783188293
4214,E04005321,Barnacre-with-Bonds, ,E07000128,Wyre,351610,445733,-2.73801994,53.9054985,20059592.6534892,24054.6644185633
4215,E04005322,Bleasdale, ,E07000128,Wyre,356662,447437,-2.66137004,53.92129898,29541218.7078115,23128.671633445
4216,E04005323,Cabus, ,E07000128,Wyre,348808,447861,-2.78101993,53.92440033,5572268.87558877,13802.6390149647
4217,E04005324,Catterall, ,E07000128,Wyre,348397,442190,-2.78631997,53.87329865,5183797.34590688,14321.5628553432
4218,E04005325,Claughton, ,E07000128,Wyre,353372,443482,-2.71086001,53.88539886,15314813.0695218,21454.5256615544
4219,E04005326,Forton, ,E07000128,Wyre,349044,451464,-2.77801991,53.95669937,9081384.78209854,15808.057506172
4220,E04005327,Garstang, ,E07000128,Wyre,348904,445429,-2.77915001,53.90250015,2030325.6601125,7922.34896377788
4221,E04005328,Great Eccleston, ,E07000128,Wyre,343512,440078,-2.86020994,53.85390091,5884381.6712999,12151.0221181748
4222,E04005329,Hambleton, ,E07000128,Wyre,337512,442327,-2.95186996,53.87340164,6049390.95799031,11409.9419269493
4223,E04005330,Inskip-with-Sowerby, ,E07000128,Wyre,346141,438169,-2.81992006,53.8370018,12060036.7214285,19807.2204870651
4224,E04005331,Kirkland, ,E07000128,Wyre,347817,443896,-2.79542994,53.8885994,3941046.73787336,10941.9724403812
4225,E04005332,Nateby, ,E07000128,Wyre,346352,444765,-2.8178699,53.89630127,8444128.51827077,17648.8512648818
4226,E04005333,Nether Wyresdale, ,E07000128,Wyre,351765,450135,-2.73635006,53.94509888,17139423.0097195,21975.935360113
4227,E04005334,Out Rawcliffe, ,E07000128,Wyre,340287,443457,-2.90988994,53.88389969,18554828.651809,21982.3387122908
4228,E04005335,Pilling, ,E07000128,Wyre,340807,446949,-2.90265989,53.91529846,25690211.0675533,45539.3680800346
4229,E04005336,Preesall, ,E07000128,Wyre,336926,447893,-2.96193004,53.9233017,14464946.9475834,24926.3395633002
4230,E04005337,Stalmine-with-Staynall, ,E07000128,Wyre,337125,444498,-2.95819998,53.89279938,9860430.81629109,19837.2852844861
4231,E04005338,Upper Rawcliffe-with-Tarnacre, ,E07000128,Wyre,344656,441471,-2.84308004,53.86650085,15467161.2501973,30083.3294601184
4232,E04005339,Winmarleigh, ,E07000128,Wyre,346446,448102,-2.81701994,53.92630005,9427549.74725175,14473.1085665068
4233,E04005340,Myerscough and Bilsborrow, ,E07000128,Wyre,350891,438780,-2.74783993,53.84289932,14391905.2846897,22579.6776749791
4234,E04005341,Aston Flamville, ,E07000129,Blaby,446349,292414,-1.31823003,52.52759933,4418086.7959288,10386.0508685253
4235,E04005342,Blaby, ,E07000129,Blaby,457444,296985,-1.15391004,52.56769943,4907296.90594228,11133.8922448143
4236,E04005344,Cosby, ,E07000129,Blaby,454104,294499,-1.20359004,52.54570007,8563103.49168925,14938.0448284742
4237,E04005345,Countesthorpe, ,E07000129,Blaby,457793,295516,-1.14901996,52.5544014,5022129.60476498,11337.6151010344
4238,E04005346,Croft, ,E07000129,Blaby,451469,295663,-1.24225998,52.5564003,3616974.02725974,11872.4832193634
4239,E04005347,Elmesthorpe, ,E07000129,Blaby,446420,295480,-1.31675005,52.55519867,5313998.10908835,11771.001280734
4240,E04005348,Enderby, ,E07000129,Blaby,454580,299432,-1.19576001,52.59000015,5967070.2732747,12878.5333524505
4241,E04005349,Glenfields, ,E07000129,Blaby,453823,306049,-1.20586002,52.6495018,5070601.90224255,11889.3537038158
4242,E04005350,Glen Parva, ,E07000129,Blaby,456107,298638,-1.17335999,52.58269882,2925154.70234548,13014.6436481002
4243,E04005351,Huncote, ,E07000129,Blaby,451816,298196,-1.23675001,52.57910156,4248877.27140154,9925.812003769
4244,E04005352,Kilby, ,E07000129,Blaby,461363,295456,-1.09638,52.55350113,9705991.13805886,18262.3502741208
4245,E04005353,Kirby Muxloe, ,E07000129,Blaby,451864,303710,-1.23518002,52.62870026,7148798.9166131,17466.030438974
4246,E04005355,Leicester Forest West, ,E07000129,Blaby,449658,301566,-1.26809001,52.60960007,1266306.4676268,7495.65370407485
4247,E04005356,Lubbesthorpe, ,E07000129,Blaby,452917,301153,-1.22002995,52.60559845,6319809.48643273,10840.1890061208
4248,E04005357,Narborough, ,E07000129,Blaby,453665,297586,-1.20956004,52.57350159,5739543.78281861,15207.4270899937
4249,E04005358,Potters Marston, ,E07000129,Blaby,449490,296333,-1.27135003,52.56259918,2863071.24396649,9942.41703030453
4250,E04005359,Sapcote, ,E07000129,Blaby,448753,293081,-1.28269994,52.53340149,6322329.82045657,13236.6441390655
4251,E04005360,Sharnford, ,E07000129,Blaby,448059,291058,-1.29322004,52.51530075,5809566.9011587,11199.7949523151
4252,E04005361,Stoney Stanton, ,E07000129,Blaby,448891,294598,-1.28043997,52.54710007,6295231.89596722,15866.913548631
4253,E04005362,Thurlaston, ,E07000129,Blaby,449760,299323,-1.26691997,52.58950043,11310176.3889927,15667.4060108077
4254,E04005363,Whetstone, ,E07000129,Blaby,456607,294240,-1.16673005,52.54309845,8491007.80129059,18073.5282758537
4255,E04005364,Wigston Parva, ,E07000129,Blaby,446497,290051,-1.31637001,52.50640106,1659771.74612854,6010.99053414543
4256,E04005365,Anstey, ,E07000130,Charnwood,454693,308480,-1.19260001,52.67129898,4970670.42671315,11436.6896352829
4257,E04005366,Barkby, ,E07000130,Charnwood,465060,309781,-1.03904998,52.68180084,8419710.37046072,15188.8529893391
4258,E04005367,Barkby Thorpe, ,E07000130,Charnwood,463909,308013,-1.05641997,52.66609955,3873788.84660994,9419.24749537163
4259,E04005368,Barrow upon Soar, ,E07000130,Charnwood,458557,317443,-1.13387001,52.75139999,10107071.0033989,17056.3991758816
4260,E04005369,Beeby, ,E07000130,Charnwood,466451,308119,-1.01881003,52.66669846,5821569.61308961,10043.1574081662
4261,E04005370,Birstall, ,E07000130,Charnwood,459462,309194,-1.12195003,52.67720032,4013352.13455903,11852.9523051823
4262,E04005371,Burton on the Wolds, ,E07000130,Charnwood,461455,321206,-1.09024,52.78499985,10821621.6182596,22538.0003035638
4263,E04005372,Cossington, ,E07000130,Charnwood,461293,313388,-1.0941,52.71469879,6240236.27414406,14417.3800636841
4264,E04005373,Cotes, ,E07000130,Charnwood,455380,321543,-1.18024004,52.78860092,1989223.7953161,6967.80267229053
4265,E04005374,East Goscote, ,E07000130,Charnwood,463795,313629,-1.05701995,52.71659851,1878450.18268262,6718.47716021567
4266,E04005375,Hathern, ,E07000130,Charnwood,450357,322316,-1.25460005,52.79610062,7075695.15352318,12904.944911433
4267,E04005376,Hoton, ,E07000130,Charnwood,457426,322551,-1.14972997,52.79750061,5695183.48554423,11327.4948436303
4268,E04005377,Mountsorrel, ,E07000130,Charnwood,457769,315074,-1.14595997,52.73020172,4144838.22009722,11572.0064897663
4269,E04005378,Newtown Linford, ,E07000130,Charnwood,452034,310924,-1.23152995,52.69350052,15678822.3667577,27380.5058126744
4270,E04005379,Prestwold, ,E07000130,Charnwood,457341,321325,-1.15120995,52.78649902,3712036.71644044,12072.1004911283
4271,E04005380,Queniborough, ,E07000130,Charnwood,465380,311844,-1.03391004,52.70040131,8034737.63530916,13673.5573807713
4272,E04005381,Quorndon, ,E07000130,Charnwood,455782,316592,-1.17512,52.74409866,8870580.44032604,15307.7782280914
4273,E04005382,Ratcliffe on the Wreake, ,E07000130,Charnwood,463036,315029,-1.06798005,52.72930145,3319017.62177361,10333.3443264695
4274,E04005383,Rearsby, ,E07000130,Charnwood,465619,314336,-1.02988005,52.72269821,5981696.02818295,12058.5440102143
4275,E04005384,Rothley, ,E07000130,Charnwood,458034,312949,-1.14241004,52.71110153,7701896.87587914,15484.7872115399
4276,E04005385,Seagrave, ,E07000130,Charnwood,461726,318746,-1.08668005,52.76279831,10126386.3907256,16264.1958470789
4277,E04005386,Shepshed, ,E07000130,Charnwood,447499,318583,-1.29752004,52.76279831,18132839.4883001,20477.0164168867
4278,E04005387,Sileby, ,E07000130,Charnwood,460711,315995,-1.10222995,52.73820114,9270728.11789382,14282.6814226057
4279,E04005388,South Croxton, ,E07000130,Charnwood,468605,310195,-0.98654002,52.68510056,6726763.55174311,13480.1311521931
4280,E04005389,Swithland, ,E07000130,Charnwood,455257,312917,-1.18351996,52.71110153,4679267.56767903,9793.78863124991
4281,E04005390,Syston, ,E07000130,Charnwood,462014,311538,-1.08377004,52.69800186,6914500.95542329,14660.8776093041
4282,E04005391,Thrussington, ,E07000130,Charnwood,464750,317258,-1.04217005,52.74909973,8235238.90176141,16256.5323793995
4283,E04005392,Thurcaston and Cropston, ,E07000130,Charnwood,456015,311400,-1.17255998,52.69739914,5135518.20067106,14810.9016231834
4284,E04005393,Thurmaston, ,E07000130,Charnwood,461404,309442,-1.09318995,52.67919922,4659181.93994873,11730.6601090445
4285,E04005394,Ulverscroft, ,E07000130,Charnwood,449866,312640,-1.26335001,52.70909882,7832634.75364451,15828.0857988947
4286,E04005395,Walton on the Wolds, ,E07000130,Charnwood,458560,319684,-1.13343,52.77159882,6276635.93025407,19312.8600310953
4287,E04005396,Wanlip, ,E07000130,Charnwood,459277,311195,-1.12433004,52.69520187,3154596.15273815,10291.8008307663
4288,E04005397,Woodhouse, ,E07000130,Charnwood,452815,314590,-1.21939003,52.72639847,13095957.0771098,16329.5523811153
4289,E04005398,Wymeswold, ,E07000130,Charnwood,461777,323561,-1.08501995,52.80609894,16337263.9300168,21550.3810154118
4290,E04005399,Allexton, ,E07000131,Harborough,481645,299607,-0.79628998,52.58819962,4167230.55962892,10403.0459203351
4291,E04005400,Arnesby, ,E07000131,Harborough,461742,292784,-1.09129,52.52939987,5719778.17146473,11229.9916678918
4292,E04005401,Ashby Magna, ,E07000131,Harborough,456695,290554,-1.16605997,52.50989914,7815956.35937333,12465.4181072355
4293,E04005402,Ashby Parva, ,E07000131,Harborough,452972,288194,-1.22127998,52.48910141,5548748.3217212,11935.8772041945
4294,E04005403,Billesdon, ,E07000131,Harborough,471792,303318,-0.94089001,52.6228981,8697723.25841299,12910.1854338474
4295,E04005406,Blaston, ,E07000131,Harborough,480484,295316,-0.81445998,52.54980087,5214697.0773482,13401.6172867551
4296,E04005407,Bringhurst, ,E07000131,Harborough,484396,291883,-0.75765002,52.5182991,2086973.00495174,6474.81989744303
4297,E04005409,Bruntingthorpe, ,E07000131,Harborough,460939,289460,-1.10372996,52.49969864,5093639.42506387,10137.3435508486
4298,E04005410,Burton Overy, ,E07000131,Harborough,467845,297658,-1.00035,52.57249832,7677118.57465338,14482.837607253
4299,E04005411,Carlton Curlieu, ,E07000131,Harborough,469694,296476,-0.97332001,52.56169891,5699245.74300781,9789.60516613068
4300,E04005412,Catthorpe, ,E07000131,Harborough,455297,278805,-1.18859005,52.40449905,2557139.31768276,7873.92070596628
4301,E04005413,Claybrooke Magna, ,E07000131,Harborough,448888,289540,-1.28122997,52.50159836,4442602.88211758,11136.5285442288
4302,E04005414,Claybrooke Parva, ,E07000131,Harborough,448976,287770,-1.28018999,52.4856987,2270136.38607739,9618.47920011534
4303,E04005415,Cold Newton, ,E07000131,Harborough,472322,306655,-0.93234003,52.65280151,6293254.00585811,11613.3320272032
4304,E04005416,Cotesbach, ,E07000131,Harborough,453466,282122,-1.21498001,52.43450165,4926456.81315667,9819.96619261783
4305,E04005417,Cranoe, ,E07000131,Harborough,475618,295087,-0.88625997,52.54840088,3254199.79213439,10741.4496522276
4306,E04005418,Drayton, ,E07000131,Harborough,482310,292322,-0.78828001,52.52259827,2953727.70946907,9592.69435253762
4307,E04005420,East Langton, ,E07000131,Harborough,472746,292819,-0.92909998,52.52840042,4260565.30335059,10580.334363694
4308,E04005421,East Norton, ,E07000131,Harborough,478672,300356,-0.83998001,52.59529877,4596948.34281147,12400.8350671236
4309,E04005422,Fleckney, ,E07000131,Harborough,464398,293243,-1.05206001,52.53329849,5134460.62358962,9425.23477903978
4310,E04005423,Foxton, ,E07000131,Harborough,470298,290530,-0.96565998,52.5080986,6649156.34421227,12073.7018238587
4311,E04005424,Frisby, ,E07000131,Harborough,470758,301628,-0.95652997,52.60779953,3887752.62295525,8834.32083932668
4312,E04005425,Frolesworth, ,E07000131,Harborough,450317,290956,-1.25996006,52.5141983,6146352.02248637,10893.0955123427
4313,E04005426,Gaulby, ,E07000131,Harborough,469611,300497,-0.97369999,52.59780121,3809863.88175825,11192.3576433028
4314,E04005427,Gilmorton, ,E07000131,Harborough,456602,287346,-1.16796994,52.48109818,10012059.5694135,14187.4540741964
4315,E04005428,Glooston, ,E07000131,Harborough,475237,296206,-0.89161998,52.55849838,3925386.00331894,9997.85210477101
4316,E04005429,Goadby, ,E07000131,Harborough,475382,298753,-0.88891,52.58140182,3884502.29601434,9107.80077097538
4317,E04005430,Great Easton, ,E07000131,Harborough,484866,293490,-0.75032002,52.53269958,9257663.32546793,18102.2560784847
4318,E04005431,Great Glen, ,E07000131,Harborough,465425,297809,-1.03602004,52.57419968,9260360.40288365,15840.8381107909
4319,E04005432,Gumley, ,E07000131,Harborough,468010,290050,-0.99947,52.5041008,5444496.67460824,11229.8790033496
4320,E04005433,Hallaton, ,E07000131,Harborough,478350,297323,-0.84544998,52.56809998,12006593.1065007,16000.711716997
4321,E04005434,Horninghold, ,E07000131,Harborough,481345,297620,-0.80119997,52.57030106,4925301.31012696,10203.5937960407
4322,E04005435,Houghton on the Hill, ,E07000131,Harborough,468129,303147,-0.99502999,52.62179947,7724154.18140483,14795.8260164387
4323,E04005436,Hungarton, ,E07000131,Harborough,468883,306938,-0.9831,52.65579987,14529636.5740583,22760.1539466114
4324,E04005437,Husbands Bosworth, ,E07000131,Harborough,464305,283867,-1.05523002,52.44900131,14392029.0288579,19489.563238077
