Body,Body Name,Posting Date,Transaction number,Amount,Supplier name,Supplier ID,Service Area,Expense Type,Expense Code,Type
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,19/10/2011,20076413,"2,913.50 ",Liz Lake Associates,15164,Development Control,Consultancy Services,4403,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/10/2011,20076517,"1,250.00 ",Locata (Housing Services) Ltd,14729,Homelessness,Choice Based Lettings,4857,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,07/10/2011,30005136,"7,709.73 ",Lombard Vehicle Management Ltd,10969,Car Leasing,Lease of Cars,3310,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/10/2011,20076152,"1,592.50 ",MGB Plastics,14856,Recycling Initiatives,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/10/2011,20076296,880.00 ,Modular Building Systems Ltd,14353,Relocation Darley Dale Community Centre,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,27/10/2011,20076574,880.00 ,Modular Building Systems Ltd,14353,Relocation Darley Dale Community Centre,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/10/2011,20076061,"3,000.00 ",Mr T & V Smith,12164,Matlock Tourist Information Centre,Rents,2301,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,28/10/2011,20076624,500.00 ,Mrs L M Tate t/a Espresso,11902,Arc Leisure Matlock,General Advertising & Publicity,4810,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/10/2011,20076059,"3,047.96 ",National Westminster Bank Plc,12163,Final Accounts,Bank Charges,4447,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,06/10/2011,20076110,"1,000.00 ",Nemisis Pyrotechnics Ltd,12974,Matlock Bath Illuminations & Venetian Nights,Firework Displays,4825,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,19/10/2011,20076399,"1,000.00 ",Nemisis Pyrotechnics Ltd,12974,Matlock Bath Illuminations & Venetian Nights,Firework Displays,4825,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/10/2011,20076256,710.60 ,Northgate Vehicle Hire (East Midlands) Ltd,14742,Cleansing Contract Holding Account,Hire of Vehicles & Plant,3301,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/10/2011,20076257,652.83 ,Northgate Vehicle Hire (East Midlands) Ltd,14742,Parks & Recreation,Hire of Vehicles & Plant,3301,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/10/2011,20076258,652.83 ,Northgate Vehicle Hire (East Midlands) Ltd,14742,Parks & Recreation,Hire of Vehicles & Plant,3301,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/10/2011,20076259,652.83 ,Northgate Vehicle Hire (East Midlands) Ltd,14742,Parks & Recreation,Hire of Vehicles & Plant,3301,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,19/10/2011,20076429,"1,764.00 ",Octavian Continental Limited,15155,Matlock Bath Illuminations & Venetian Nights,Firework Displays,4825,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,19/10/2011,20076429,"2,571.00 ",Octavian Continental Limited,15155,Matlock Bath Illuminations & Venetian Nights,Stewards,4875,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/10/2011,20076511,559.00 ,Orange Personal Comm's Services Ltd,11207,Mobile Telephones,Telephone Rental and Charges,4502,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,26/10/2011,20076566,559.00 ,Orange Personal Comm's Services Ltd,11207,Mobile Telephones,Telephone Rental and Charges,4502,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,19/10/2011,20076359,"2,872.50 ",Peak Oil Products (Northern) Ltd,11249,Gas Oil,Gas Oil,3123,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/10/2011,20076479,594.25 ,PHS Group PLC,11267,Wirksworth Sports Centre,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/10/2011,20076512,"3,009.00 ",Postage By Phone,11297,Customer Contact Team,Postage,4501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/10/2011,20076037,537.36 ,Print.uk.com,14530,Electoral Registration,Stationery,4302,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,11/10/2011,20076175,"24,247.51 ",R&K Contractors & Consultants,14598,Small Sewerage Works,Professional Fees,C004,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,14/10/2011,20076250,994.95 ,R&K Contractors & Consultants,14598,Small Sewerage Works,Professional Fees,C004,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/10/2011,20076299,"1,500.00 ",R.Smyth,14772,Tourism - Publications,Publications - Mini Guides,4314,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,12/10/2011,20076220,"1,341.67 ",Recresco,12439,Can Banks,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,12/10/2011,20076220,"2,683.35 ",Recresco,12439,Recycling - Glass,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,12/10/2011,20076220,"4,919.48 ",Recresco,12439,Recycling - Plastics,Contract Payments,5610,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,28/10/2011,20076608,500.00 ,Rospa Enterprise Limited,11379,Vehicles & Plant,Seminars & Short Courses,1485,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,28/10/2011,20076608,"1,000.00 ",Rospa Enterprise Limited,11379,Cleansing Contract Holding Account,Seminars & Short Courses,1485,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/10/2011,20076033,"1,036.75 ",Royal Mail Group Plc,11394,Electoral Registration,Postage,4501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,05/10/2011,20076079,832.99 ,Royal Mail Group Plc,11394,Council Tax Collection,Postage,4501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,25/10/2011,20076551,820.99 ,Royal Mail Group Plc,11394,Council Tax Collection,Postage,4501,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/10/2011,20076032,"2,250.00 ",Rubicon Digital Ltd,11310,Corporate Management,Communications,4540,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,12/10/2011,20076219,750.00 ,S.T.S.,12316,Matlock Bath Illuminations & Venetian Nights,Firework Displays,4825,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,21/10/2011,20076466,750.00 ,S.T.S.,12316,Matlock Bath Illuminations & Venetian Nights,Firework Displays,4825,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,18/10/2011,30005147,516.59 ,Severn Trent Water Limited,11429,Public Conveniences - Maintenance,Water Charges,2501,Revenue
