"","0-6","6-12","12-18","18-24","24-30","30-36","36-42","42-48","48-54","54-60","60-66","66-72","72-78","78-84","84-90","90-96","96-102","102+","No Operation Performed","Unknown"
"BNT",3.11526479750779,9.65732087227414,20.8722741433022,47.0404984423676,63.8629283489097,71.0280373831776,75.3894080996885,85.6697819314642,89.4080996884735,90.3426791277258,92.2118380062305,93.4579439252336,93.7694704049844,93.7694704049844,94.0809968847352,94.0809968847352,94.0809968847352,95.3271028037383,99.3769470404984,100
"BOL",1.54320987654321,4.93827160493827,16.6666666666667,36.1111111111111,49.0740740740741,54.6296296296296,61.1111111111111,72.8395061728395,78.7037037037037,80.246913580247,83.0246913580247,85.4938271604938,86.7283950617284,88.8888888888889,90.1234567901235,91.0493827160494,91.358024691358,95.3703703703704,100,100
"BRD",2.25806451612903,7.74193548387097,18.7096774193548,41.9354838709677,54.1935483870968,60.6451612903226,67.741935483871,76.1290322580645,79.6774193548387,81.2903225806452,84.516129032258,87.741935483871,89.3548387096774,89.6774193548387,90.6451612903226,91.6129032258064,92.5806451612903,98.3870967741936,100,100
"BRG",7.14285714285714,13.0952380952381,17.8571428571429,33.3333333333333,44.0476190476191,46.4285714285714,52.3809523809524,55.952380952381,59.5238095238095,59.5238095238095,61.9047619047619,65.4761904761905,70.2380952380952,70.2380952380952,70.2380952380952,71.4285714285714,71.4285714285714,88.0952380952381,100,100
"BRI",1.30718954248366,5.55555555555556,16.0130718954248,41.1764705882353,59.8039215686274,65.686274509804,69.281045751634,76.4705882352941,82.3529411764706,83.0065359477124,83.6601307189542,86.6013071895425,88.8888888888889,89.2156862745098,89.8692810457516,90.1960784313725,91.8300653594771,96.7320261437908,99.3464052287582,100
"BRO",0,6.01503759398496,15.7894736842105,39.0977443609023,50.3759398496241,55.6390977443609,63.1578947368421,75.9398496240602,79.6992481203008,84.2105263157895,85.7142857142857,89.4736842105263,89.4736842105263,90.2255639097745,90.2255639097745,91.7293233082707,91.7293233082707,98.4962406015038,100,100
"BRT",0.680272108843537,10.2040816326531,30.9523809523810,60.8843537414966,71.4285714285714,75.1700680272109,81.9727891156463,86.0544217687075,88.0952380952381,88.4353741496599,89.1156462585034,90.1360544217687,90.1360544217687,90.4761904761905,90.8163265306122,92.1768707482993,92.8571428571428,95.578231292517,100,100
"BRY",1.28755364806867,6.43776824034335,14.5922746781116,28.7553648068670,35.1931330472103,37.3390557939914,42.0600858369099,48.9270386266094,58.3690987124464,60.5150214592275,65.6652360515021,72.961373390558,76.824034334764,77.6824034334764,79.3991416309013,81.9742489270386,82.832618025751,90.9871244635193,99.5708154506438,100
"BSL",2.02702702702703,3.37837837837838,8.10810810810811,19.5945945945946,31.0810810810811,35.1351351351351,39.8648648648649,45.9459459459460,50,53.3783783783784,55.4054054054054,61.4864864864865,66.8918918918919,68.2432432432433,70.945945945946,76.3513513513514,79.054054054054,98.6486486486487,100,100
"CCH",3.57142857142857,8.57142857142857,21.4285714285714,41.4285714285714,56.4285714285714,60,64.2857142857143,73.5714285714286,79.2857142857143,80,81.4285714285714,83.5714285714286,86.4285714285714,87.8571428571429,88.5714285714286,90,92.8571428571429,95,99.2857142857143,100
"CGH",0.806451612903226,8.46774193548387,25,48.7903225806452,64.516129032258,69.758064516129,75.4032258064516,81.8548387096774,89.9193548387097,91.1290322580645,92.741935483871,94.758064516129,95.1612903225806,95.5645161290322,96.774193548387,97.1774193548387,97.983870967742,99.1935483870968,100,100
"CHE",2.94117647058824,10.2941176470588,28.6764705882353,62.8676470588235,81.25,84.9264705882353,88.6029411764706,92.2794117647059,93.75,94.1176470588235,95.5882352941176,97.0588235294118,97.0588235294118,97.4264705882353,97.4264705882353,97.4264705882353,97.7941176470588,100,100,100
"CHG",0,1.76056338028169,15.8450704225352,30.2816901408451,44.0140845070423,56.3380281690141,61.6197183098592,73.5915492957747,81.338028169014,82.3943661971831,83.8028169014084,88.3802816901408,90.8450704225352,91.5492957746479,92.6056338028169,94.3661971830986,95.0704225352113,97.887323943662,99.6478873239437,100
"CHS",0,1.97044334975369,8.3743842364532,31.5270935960591,50.7389162561576,54.679802955665,60.5911330049261,69.4581280788177,79.3103448275862,82.2660098522168,83.2512315270936,87.192118226601,90.1477832512315,91.1330049261084,92.1182266009853,93.5960591133005,94.5812807881774,98.5221674876848,100,100
"CMI",0.809716599190283,4.45344129554656,17.8137651821862,42.5101214574899,65.1821862348178,68.8259109311741,76.1133603238866,82.1862348178138,87.4493927125506,88.2591093117409,89.4736842105263,92.3076923076923,93.1174089068826,93.1174089068826,93.5222672064777,94.7368421052632,94.7368421052632,95.5465587044534,100,100
"COC",1.61812297734628,6.14886731391586,21.6828478964401,43.3656957928803,56.6343042071197,61.8122977346278,66.3430420711974,71.5210355987055,75.4045307443366,77.0226537216829,79.6116504854369,82.8478964401295,85.1132686084142,85.4368932038835,86.4077669902913,87.7022653721683,88.0258899676375,95.4692556634304,100,100
"COL",1.43540669856459,6.69856459330144,21.2918660287081,49.2822966507177,62.9186602870813,69.1387559808612,74.8803827751196,84.2105263157895,87.799043062201,89.7129186602871,90.6698564593301,93.0622009569378,93.779904306220,94.0191387559809,94.2583732057416,95.933014354067,96.4114832535885,99.2822966507177,100,100
"DAR",0.318471337579618,2.54777070063694,8.59872611464968,20.0636942675159,34.0764331210191,41.7197452229299,50,64.0127388535032,70.3821656050955,73.2484076433121,75.4777070063694,78.6624203821656,81.8471337579618,82.484076433121,82.8025477707006,84.7133757961783,85.3503184713376,95.2229299363057,100,100
"DER",0.9009009009009,5.18018018018018,26.8018018018018,54.5045045045045,69.8198198198198,72.2972972972973,77.027027027027,84.2342342342342,88.2882882882883,88.963963963964,90.7657657657657,92.7927927927928,93.4684684684685,93.6936936936937,94.1441441441441,95.045045045045,95.045045045045,96.6216216216216,98.4234234234234,100
"DEW",1.11111111111111,5,14.4444444444444,38.3333333333333,48.8888888888889,56.6666666666667,62.7777777777778,72.2222222222222,77.2222222222222,78.3333333333333,81.1111111111111,83.8888888888889,85,86.1111111111111,87.2222222222222,88.8888888888889,88.8888888888889,96.6666666666667,98.8888888888889,100
"DGE",2.54957507082153,7.93201133144476,21.5297450424929,47.8753541076487,65.7223796033994,71.671388101983,79.886685552408,89.5184135977337,93.201133144476,94.3342776203966,95.4674220963173,96.600566572238,96.600566572238,96.8838526912181,97.1671388101983,97.1671388101983,97.4504249291785,98.0169971671388,98.5835694050991,100
"DID",1.83246073298429,4.45026178010471,15.1832460732984,26.1780104712042,44.2408376963351,51.0471204188482,57.8534031413613,68.3246073298429,77.2251308900524,78.7958115183246,82.1989528795812,86.1256544502618,87.9581151832461,88.4816753926702,90.8376963350785,92.9319371727749,93.1937172774869,98.1675392670157,100,100
"DRY",1.39664804469274,4.46927374301676,14.8044692737430,30.1675977653631,49.4413407821229,55.586592178771,62.8491620111732,74.0223463687151,79.608938547486,80.4469273743017,82.122905027933,85.195530726257,87.9888268156425,89.1061452513967,89.6648044692737,91.0614525139665,91.8994413407821,96.0893854748604,99.1620111731844,100
"DVH",0.334448160535117,3.01003344481605,12.7090301003344,27.7591973244147,45.4849498327759,52.1739130434783,62.2073578595318,71.571906354515,80.267558528428,82.943143812709,84.6153846153846,87.9598662207358,89.6321070234114,90.3010033444816,90.6354515050167,91.304347826087,91.6387959866221,94.9832775919733,97.9933110367893,100
"EBH",0.239808153477218,2.39808153477218,8.15347721822542,24.4604316546763,34.7721822541966,37.8896882494005,45.3237410071942,54.916067146283,62.589928057554,63.5491606714628,67.8657074340528,73.1414868105516,76.0191846522782,76.978417266187,79.136690647482,81.0551558752997,81.5347721822542,95.4436450839329,99.7601918465228,100
"ESU",1.03092783505155,3.91752577319588,8.65979381443299,25.5670103092784,39.5876288659794,45.979381443299,52.7835051546392,64.7422680412371,71.1340206185567,73.4020618556701,77.7319587628866,82.4742268041237,84.9484536082474,86.5979381443299,87.8350515463918,90.3092783505155,91.7525773195876,96.4948453608247,98.5567010309278,100
"FAZ",1.15273775216138,8.35734870317003,29.6829971181556,59.3659942363112,79.2507204610951,84.149855907781,86.743515850144,93.0835734870317,94.236311239193,95.9654178674352,96.5417867435159,97.6945244956772,97.9827089337176,98.270893371758,98.270893371758,98.270893371758,98.270893371758,98.5590778097983,100,100
"FGH",2.10526315789474,8.42105263157895,30.5263157894737,51.5789473684211,60,63.1578947368421,70.5263157894737,76.8421052631579,81.0526315789474,83.1578947368421,87.3684210526316,89.4736842105263,89.4736842105263,89.4736842105263,89.4736842105263,91.578947368421,91.578947368421,93.6842105263158,97.8947368421053,100
"FRM",2.14067278287462,8.56269113149847,25.6880733944954,55.045871559633,66.9724770642202,71.2538226299694,77.3700305810398,85.3211009174312,87.4617737003058,88.0733944954128,88.6850152905199,89.2966360856269,89.6024464831804,89.6024464831804,90.2140672782874,91.131498470948,91.743119266055,95.4128440366972,99.6941896024465,100
"FRY",2.15053763440860,12.0430107526882,29.8924731182796,63.6559139784946,75.483870967742,81.0752688172043,86.4516129032258,91.6129032258064,93.763440860215,94.6236559139785,95.9139784946237,96.5591397849462,97.2043010752688,97.4193548387097,97.4193548387097,97.8494623655914,97.8494623655914,98.2795698924731,99.1397849462366,100
"GEO",0,6.83229813664596,26.7080745341615,56.5217391304348,73.9130434782609,78.8819875776398,79.5031055900621,84.472049689441,87.5776397515528,88.8198757763975,90.6832298136646,90.6832298136646,91.304347826087,91.9254658385093,91.9254658385093,91.9254658385093,91.9254658385093,93.7888198757764,99.3788819875777,100
"GGH",0.373134328358209,4.1044776119403,14.9253731343284,33.955223880597,55.2238805970149,60.4477611940299,65.6716417910448,74.6268656716418,80.5970149253731,82.4626865671642,85.4477611940299,87.3134328358209,88.8059701492537,89.5522388059701,90.2985074626866,92.1641791044776,92.910447761194,96.268656716418,97.7611940298508,100
"GHS",0,4.22535211267606,11.2676056338028,26.7605633802817,43.0985915492958,52.9577464788732,59.7183098591549,67.887323943662,76.9014084507042,79.718309859155,82.2535211267606,84.7887323943662,88.7323943661972,89.5774647887324,90.1408450704225,91.5492957746479,92.9577464788732,97.7464788732394,100,100
"GLO",1.99501246882793,9.47630922693267,30.9226932668329,65.3366583541147,82.5436408977556,86.783042394015,89.5261845386534,94.7630922693267,96.508728179551,96.7581047381546,97.506234413965,98.2543640897755,98.503740648379,98.7531172069825,98.7531172069825,98.7531172069825,99.002493765586,99.501246882793,100,100
"GWH",1.44927536231884,7.97101449275362,20.6521739130435,43.1159420289855,60.5072463768116,65.5797101449275,74.2753623188406,86.231884057971,90.5797101449275,92.0289855072464,94.5652173913043,95.6521739130435,96.7391304347826,96.7391304347826,97.463768115942,97.8260869565217,97.8260869565217,98.9130434782608,99.2753623188405,100
"GWY",1.23456790123457,5.55555555555556,24.6913580246914,56.1728395061728,70.9876543209877,74.0740740740741,78.395061728395,83.9506172839506,89.5061728395062,90.1234567901235,90.1234567901235,92.5925925925926,94.4444444444444,94.4444444444444,94.4444444444444,95.0617283950617,95.0617283950617,97.5308641975309,100,100
"HAR",1.8348623853211,6.88073394495413,22.4770642201835,50,70.1834862385321,73.8532110091743,79.8165137614679,85.7798165137615,86.697247706422,88.0733944954128,88.9908256880734,90.8256880733945,91.743119266055,91.743119266055,91.743119266055,93.5779816513761,93.5779816513761,97.2477064220183,99.5412844036697,100
"HCH",3.84615384615385,10.1398601398601,25.5244755244755,53.8461538461539,72.7272727272727,74.8251748251748,82.8671328671329,89.1608391608392,92.3076923076923,93.006993006993,93.3566433566433,95.104895104895,95.8041958041958,95.8041958041958,95.8041958041958,96.1538461538461,96.5034965034965,98.2517482517482,100,100
"HIL",1.00502512562814,5.52763819095477,10.5527638190955,31.6582914572864,51.2562814070352,55.2763819095477,58.2914572864322,68.8442211055276,74.3718592964824,75.8793969849246,79.8994974874372,81.9095477386935,84.4221105527638,85.427135678392,86.9346733668342,86.9346733668342,87.4371859296483,94.9748743718593,98.9949748743719,100
"HIN",2.42718446601942,4.36893203883495,13.5922330097087,34.4660194174757,44.1747572815534,46.6019417475728,51.4563106796116,58.252427184466,66.504854368932,66.9902912621359,69.9029126213592,74.757281553398,79.6116504854369,81.0679611650485,81.0679611650485,82.0388349514563,82.5242718446602,87.864077669903,95.1456310679611,100
"HOM",0,9.63855421686747,12.0481927710843,46.9879518072289,60.2409638554217,65.0602409638554,68.6746987951807,74.6987951807229,81.9277108433735,83.1325301204819,86.7469879518072,87.9518072289156,89.156626506024,89.156626506024,89.156626506024,90.3614457831325,90.3614457831325,93.9759036144578,98.7951807228915,100
"HOR",1.36054421768707,4.76190476190476,15.6462585034014,36.734693877551,53.7414965986395,57.8231292517007,61.9047619047619,71.4285714285714,81.6326530612245,83.6734693877551,85.0340136054422,87.0748299319728,90.4761904761905,91.156462585034,91.8367346938776,93.8775510204082,94.5578231292517,97.9591836734694,98.639455782313,100
"HRI",1.19760479041916,5.58882235528942,18.7624750499002,43.1137724550898,58.8822355289421,65.4690618762475,74.0518962075848,82.6347305389221,86.0279441117764,87.0259481037924,88.4231536926148,90.6187624750499,91.816367265469,92.4151696606786,92.814371257485,93.4131736526946,94.2115768463074,98.003992015968,99.8003992015968,100
"HUD",1.48148148148148,6.17283950617284,28.8888888888889,57.5308641975309,70.6172839506173,74.5679012345679,80.4938271604938,86.6666666666667,88.8888888888889,89.8765432098766,90.6172839506173,92.0987654320988,92.3456790123457,93.0864197530864,93.8271604938272,94.567901234568,94.8148148148149,96.2962962962963,99.2592592592593,100
"IOW",1.66666666666667,5.41666666666667,15.4166666666667,45,62.5,64.1666666666667,71.25,79.1666666666667,85,86.25,87.0833333333333,89.5833333333333,91.25,91.25,92.5,92.5,93.3333333333333,97.0833333333333,99.5833333333333,100
"IPS",1.62037037037037,8.33333333333333,25,59.0277777777778,72.2222222222222,76.6203703703704,82.8703703703704,89.8148148148148,91.8981481481482,92.1296296296296,93.287037037037,95.3703703703704,96.5277777777778,96.5277777777778,96.9907407407407,97.2222222222222,97.4537037037037,98.3796296296296,99.7685185185185,100
"JPH",2.38095238095238,7.67195767195767,18.5185185185185,45.7671957671958,61.3756613756614,65.3439153439153,73.2804232804233,82.2751322751323,86.5079365079365,88.8888888888889,90.2116402116402,91.005291005291,92.3280423280423,92.3280423280423,93.3862433862434,93.6507936507937,94.1798941798942,94.973544973545,99.7354497354497,100
"KCH",1.11111111111111,2.22222222222222,12.2222222222222,30,44.4444444444444,54.4444444444444,58.8888888888889,68.8888888888889,73.3333333333333,74.4444444444444,77.7777777777778,78.8888888888889,80,80,80,80,82.2222222222222,87.7777777777778,91.1111111111111,100
"KGH",3.58974358974359,10.7692307692308,26.6666666666667,51.2820512820513,65.6410256410256,71.2820512820513,75.8974358974359,83.0769230769231,87.6923076923077,89.2307692307692,91.7948717948718,92.3076923076923,92.8205128205128,93.3333333333333,93.3333333333333,93.3333333333333,94.3589743589744,96.4102564102564,98.4615384615385,100
"KMH",1.86567164179104,5.59701492537313,18.2835820895522,41.7910447761194,55.5970149253731,62.6865671641791,69.4029850746269,83.5820895522388,85.820895522388,88.0597014925373,91.7910447761194,94.776119402985,96.6417910447761,96.6417910447761,96.6417910447761,97.0149253731343,97.0149253731343,99.6268656716418,99.6268656716418,100
"KSX",1.19047619047619,7.73809523809524,32.1428571428571,57.1428571428571,70.8333333333333,77.3809523809524,83.3333333333333,89.8809523809524,94.047619047619,94.047619047619,97.0238095238095,98.2142857142857,98.2142857142857,98.2142857142857,98.2142857142857,98.2142857142857,98.2142857142857,98.8095238095238,100,100
"KTH",0.88235294117647,7.94117647058824,27.0588235294118,57.6470588235294,70.8823529411765,75.2941176470588,83.8235294117647,89.1176470588235,91.4705882352941,92.3529411764706,92.3529411764706,93.8235294117647,94.1176470588235,94.1176470588235,94.7058823529412,95.2941176470588,95.5882352941177,96.764705882353,100,100
"LDH",0,3.50877192982456,15.7894736842105,39.4736842105263,56.578947368421,64.0350877192982,71.4912280701754,78.5087719298246,83.3333333333333,86.8421052631579,89.0350877192982,91.6666666666667,93.859649122807,94.2982456140351,95.1754385964912,95.6140350877193,96.9298245614035,99.561403508772,99.561403508772,100
"LER",1.49253731343284,6.91994572591588,20.2170963364993,49.6607869742198,65.943012211669,71.0990502035278,79.7829036635007,86.4314789687924,89.8236092265943,90.3663500678426,91.5875169606513,93.2157394843962,94.1655359565807,94.708276797829,94.843962008141,95.3867028493894,95.6580732700136,97.4219810040705,100,100
"LEW",1.15606936416185,8.09248554913295,18.4971098265896,42.1965317919075,56.0693641618497,63.5838150289017,69.364161849711,76.878612716763,84.393063583815,86.7052023121387,88.4393063583815,89.5953757225434,90.7514450867052,91.3294797687861,92.485549132948,94.2196531791908,94.7976878612717,97.1098265895954,99.421965317919,100
"LGH",0,7.3394495412844,18.348623853211,46.7889908256881,59.6330275229358,66.0550458715596,71.559633027523,82.5688073394495,84.4036697247706,84.4036697247706,88.0733944954128,88.9908256880734,89.908256880734,89.908256880734,89.908256880734,89.908256880734,90.8256880733945,96.3302752293578,99.0825688073394,100
"LGI",0.467289719626168,2.64797507788162,9.50155763239875,23.208722741433,34.5794392523364,41.1214953271028,50.1557632398754,64.1744548286604,70.7165109034268,72.5856697819315,75.0778816199377,78.9719626168224,80.6853582554517,81.9314641744548,84.2679127725857,86.7601246105919,88.785046728972,96.8847352024922,99.221183800623,100
"LIN",1.36986301369863,4.65753424657534,13.1506849315068,32.3287671232877,49.8630136986301,56.4383561643836,60.8219178082192,67.1232876712329,73.1506849315068,76.7123287671233,79.4520547945205,84.6575342465753,87.1232876712329,88.2191780821918,88.7671232876712,89.8630136986301,91.5068493150685,96.986301369863,100,100
"LIS",0,2.56410256410256,16.2393162393162,40.1709401709402,49.5726495726496,55.5555555555556,58.974358974359,70.0854700854701,76.0683760683761,77.7777777777778,78.6324786324786,81.1965811965812,83.7606837606838,83.7606837606838,85.4700854700855,86.3247863247863,87.1794871794872,93.1623931623932,94.017094017094,100
"LON",0,4.58015267175572,15.2671755725191,33.587786259542,49.618320610687,53.4351145038168,61.8320610687023,74.0458015267176,79.3893129770992,80.1526717557252,81.6793893129771,88.5496183206107,90.8396946564885,90.8396946564885,90.8396946564885,93.1297709923664,93.8931297709924,100,100,100
"MAC",1.24481327800830,8.29875518672199,21.1618257261411,52.2821576763485,69.2946058091286,72.6141078838174,78.4232365145228,85.8921161825726,88.3817427385892,88.3817427385892,90.8713692946058,92.116182572614,95.0207468879668,95.0207468879668,95.435684647303,95.850622406639,95.850622406639,97.0954356846473,97.0954356846473,100
"MAI",0,6.01503759398496,19.5488721804511,36.8421052631579,64.6616541353383,66.1654135338346,70.6766917293233,82.7067669172932,90.2255639097744,90.2255639097744,90.2255639097744,90.9774436090226,92.4812030075188,93.233082706767,93.233082706767,93.984962406015,93.984962406015,95.4887218045113,96.9924812030075,100
"MAY",0.344827586206897,5.86206896551724,24.4827586206897,52.4137931034483,65.8620689655172,71.3793103448276,76.2068965517241,86.896551724138,90,90.6896551724138,93.448275862069,95.8620689655172,95.8620689655172,96.2068965517241,96.2068965517241,96.8965517241379,97.5862068965517,99.655172413793,100,100
"MDW",0.872093023255814,9.30232558139535,23.2558139534884,48.8372093023256,69.1860465116279,73.546511627907,78.7790697674419,86.9186046511628,90.9883720930232,92.1511627906977,92.7325581395349,94.4767441860465,94.4767441860465,94.4767441860465,94.4767441860465,94.4767441860465,95.0581395348837,96.2209302325581,99.7093023255814,100
"MKH",0.943396226415094,3.77358490566038,18.8679245283019,44.3396226415094,59.433962264151,64.1509433962264,70.754716981132,81.1320754716981,83.9622641509434,84.9056603773585,85.8490566037736,88.6792452830189,90.566037735849,90.566037735849,91.5094339622641,92.4528301886792,93.3962264150943,95.2830188679245,97.1698113207547,100
"MOR",0.952380952380952,4.04761904761905,16.4285714285714,35.4761904761905,51.9047619047619,60.4761904761905,70,79.2857142857143,85,86.4285714285714,87.6190476190476,90.2380952380952,92.1428571428571,92.6190476190476,93.0952380952381,93.5714285714286,94.7619047619048,97.857142857143,99.2857142857143,100
"MPH",4.71204188481675,12.3036649214660,31.6753926701571,61.5183246073298,74.607329842932,79.5811518324607,86.6492146596859,92.4083769633508,93.979057591623,94.5026178010471,95.2879581151833,95.5497382198953,95.8115183246073,95.8115183246073,96.3350785340314,96.3350785340314,96.5968586387435,98.4293193717278,100,100
"MRI",0,2.40963855421687,10.8433734939759,27.7108433734940,35.5421686746988,42.1686746987952,51.8072289156626,66.867469879518,72.289156626506,75.3012048192771,77.710843373494,78.9156626506024,80.722891566265,81.9277108433735,84.3373493975903,86.7469879518072,88.5542168674699,93.3734939759036,99.3975903614458,100
"NCR",1.00502512562814,4.2713567839196,14.321608040201,34.4221105527638,54.7738693467337,62.3115577889447,65.0753768844221,72.1105527638191,80.1507537688442,83.1658291457287,84.4221105527638,87.4371859296483,88.1909547738694,88.6934673366834,89.4472361809045,90.2010050251256,90.9547738693467,94.4723618090452,99.497487437186,100
"NDD",1.33333333333333,9.33333333333333,28.8888888888889,52,59.5555555555556,62.6666666666667,71.1111111111111,77.7777777777778,79.1111111111111,80.8888888888889,82.2222222222222,84,85.3333333333333,86.2222222222222,87.1111111111111,88,88.4444444444444,95.5555555555555,99.5555555555555,100
"NEV",0.606060606060606,4.24242424242424,17.5757575757576,42.4242424242424,59.3939393939394,63.030303030303,66.6666666666667,72.1212121212121,79.3939393939394,80.6060606060606,80.6060606060606,83.030303030303,84.2424242424242,84.2424242424242,84.8484848484848,84.8484848484848,85.4545454545455,90.3030303030303,96.969696969697,100
"NGS",1.26050420168067,9.6638655462185,33.4033613445378,65.1260504201681,78.9915966386555,82.3529411764706,84.873949579832,89.7058823529412,90.7563025210084,91.3865546218488,92.6470588235294,94.327731092437,94.5378151260504,94.7478991596639,95.5882352941177,96.218487394958,96.218487394958,98.5294117647059,99.5798319327731,100
"NHH",2.77777777777778,8.7962962962963,23.1481481481481,51.8518518518518,72.6851851851852,76.3888888888889,81.0185185185185,84.2592592592593,86.1111111111111,86.574074074074,87.962962962963,89.3518518518518,90.2777777777778,90.2777777777778,90.7407407407407,91.2037037037037,91.2037037037037,95.8333333333333,100,100
"NMH",0.704225352112676,3.52112676056338,14.7887323943662,33.0985915492958,52.112676056338,59.8591549295775,64.7887323943662,78.169014084507,85.2112676056338,86.6197183098592,88.7323943661972,91.5492957746479,91.5492957746479,91.5492957746479,92.9577464788732,94.3661971830986,94.3661971830986,97.887323943662,99.2957746478873,100
"NOB",8.33333333333333,12.5,26.3888888888889,48.6111111111111,56.9444444444444,58.3333333333333,66.6666666666667,68.0555555555556,70.8333333333333,70.8333333333333,75,79.1666666666667,80.5555555555556,80.5555555555556,81.9444444444444,83.3333333333333,83.3333333333333,90.2777777777778,95.8333333333333,100
"NOR",1.61943319838057,6.61268556005398,20.7827260458839,45.6140350877193,65.4520917678812,74.2240215924427,80.5668016194332,86.3697705802969,89.8785425101215,90.6882591093117,92.5775978407557,93.7921727395412,94.331983805668,94.7368421052632,95.27665317139,95.9514170040486,96.221322537112,99.3252361673414,99.8650472334683,100
"NTG",0.69204152249135,9.6885813148789,28.0276816608997,54.6712802768166,71.280276816609,73.0103806228374,77.5086505190311,82.6989619377163,85.121107266436,85.8131487889273,86.5051903114187,88.235294117647,88.5813148788927,89.2733564013841,89.6193771626297,90.3114186851211,90.6574394463668,94.1176470588235,100,100
"NTH",1.51975683890578,5.77507598784195,18.8449848024316,37.3860182370821,51.3677811550152,56.5349544072948,62.613981762918,72.3404255319149,79.0273556231003,79.9392097264438,80.2431610942249,85.1063829787234,86.9300911854103,87.5379939209726,89.0577507598784,90.5775075987842,90.8814589665653,97.2644376899696,99.3920972644377,100
"NTY",2.30263157894737,9.53947368421053,24.0131578947368,61.1842105263158,78.6184210526316,82.5657894736842,85.5263157894737,89.4736842105263,91.4473684210526,92.1052631578947,92.7631578947368,93.75,94.4078947368421,94.4078947368421,94.4078947368421,94.7368421052632,94.7368421052632,95.7236842105263,100,100
"NUH",0.261096605744125,1.82767624020888,3.39425587467363,6.26631853785901,7.83289817232376,9.39947780678851,12.7937336814621,20.6266318537859,23.4986945169713,25.5874673629243,28.9817232375979,36.0313315926893,41.2532637075718,43.8642297650131,49.3472584856397,54.5691906005222,58.4856396866841,93.9947780678851,99.4778067885118,100
"NUN",0.869565217391304,6.52173913043478,13.9130434782609,35.6521739130435,51.7391304347826,57.3913043478261,62.1739130434783,71.304347826087,77.8260869565217,80,83.0434782608696,84.7826086956522,86.9565217391304,87.3913043478261,89.5652173913044,90.4347826086957,91.304347826087,96.9565217391304,99.5652173913043,100
