DfENumber,SchoolName,Year,Places,PlaceAllocated,PlaceRefused,PlaceWithdrawn,WithdrawnFromProcess,1stPref,2ndPref,3rdPref,4thPref,5thPref,Unplaced,SLE,Catchment,Sibling,Distance,OutsideSpecifiedArea,InsideSpecifiedArea,Religion,Feeder,Other,Total
8164702,All Saints Rc School,2016,178,178,34,225,2,191,139,77,24,8,0,8,0,28,0,0,0,134,48,221,439
8164500,Archbishop Holgates CE School,2016,270,280,1,130,1,265,86,37,13,11,0,8,133,84,156,0,0,31,0,0,412
8164003,Canon Lee School,2016,190,139,0,43,0,77,21,13,19,17,35,1,133,13,0,0,0,0,0,0,147
8164153,Fulford School,2016,220,221,34,192,2,246,95,73,19,16,0,4,236,2,207,0,0,0,0,0,449
8164063,Huntington School,2016,239,239,65,245,6,265,197,54,25,14,0,3,204,24,324,0,0,0,0,0,555
8164508,Joseph Rowntree School,2016,220,220,72,203,4,251,147,72,17,12,0,6,241,13,239,0,0,0,0,0,499
8164602,Manor CE Academy,2016,220,232,67,197,2,277,113,82,18,8,0,9,0,0,0,252,141,95,0,1,498
8164229,Millthorpe School,2016,204,204,14,230,2,195,158,61,25,11,0,6,207,20,217,0,0,0,0,0,450
8164703,York High School,2016,180,161,0,102,0,132,56,39,22,5,9,4,203,3,44,0,0,0,0,0,254
