Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143881,726.41,UNITED UTILITIES WATER LTD,UNI008,Engineering Manager,Water charges – metered,1032,PCS BLUEBELL LANE 06.03.15-03.06.15,PUBCON,Public Conveniences,02267,Penrith Bluebell Lane Public Convenience
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143906,2000,NEOPOST LIMITED,NEO001,Corporate Services Manager,Postages,2054,FRANKING MACHINE REFILL,CENTRA,Central Expenses,00205,Postages Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143700,65533.08,AMEY PLC,TFE001,Engineering Manager,Contract refuse collection,3003,M-RC39,REFCOL,Refuse Collection,03050,Clinical Expenditure
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143701,17153.25,AMEY PLC,TFE001,Environmental Services,Street Cleaning Contract,3100,M-SC39,APFAIR,Appleby Fair,03036,Appleby Fair
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143702,4533.08,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,material price fluctuations,3604,F-01-15/16,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143712,14206,GRANT THORNTON UK LLP,THO026,Financial Services Manager,Audit fee,2043,14/15 EXTERNAL AUDIT INST: 4 OF 4,CORPOR,Corporate Costs,01065,Audit Fee
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143716,2906.6,AMEY PLC,TFE001,Engineering Manager,FL  Contract,3300,FL-03/2015,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143717,824,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,Garden Waste Skips,2014,GARDEN WASTE SKIPS MAY 2015,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143726,592.07,BRITISH GAS BUSINESS,BRI032,Engineering Manager,Gas,1023,TOWN HALL 28.04-27.05.15,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143731,6007.81,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,material price fluctuations,3604,BS-F-09-15/16,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143732,5920.73,CUMBRIA WASTE RECYCLING LTD,CUM022,Engineering Manager,material price fluctuations,3604,BS-F-10-15/16,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143389,555.57,HEWLETT PACKARD LTD,HEW005,Information Technology Manager,Printers Contract,2059,BILLING PERIOD 01.04.15-30.04.15,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143617,555.57,HEWLETT PACKARD LTD,HEW005,Information Technology Manager,Printers Contract,2059,SMART SERVICES MAY 15,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143648,4702.8,ROGER DAVIES - ELECTORAL SERVICES CONSULTANT,DAV037,Director of Corporate and Legal Services,Agency Staff,0003,R DAVIES 9 DAYS MAY 2015,ELECTI,Elections,01068,Elections
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143667,2018.64,AMEY PLC,TFE001,Financial Services Manager,Insurance,2085,WORK ON STORM DAMAGE,INSURA,Insurance,01098,Insurance
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143675,2726,AMEY PLC,TFE001,Engineering Manager,ADHOC WORKS FOR BURIALS,1079,GM63,CEMETE,Cemeteries,02228,Appleby Cemetery
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143686,631,BRITISH PARKING ASSOCIATION,BRI019,Engineering Manager,Advertising,2086,BPA MEMBERSHIP RENEWAL 15/16,OFFSTR,Vehicle Parking Off Street,02167,Vehicle parking
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143962,1880,IAN CANNON LTD,CAN004,Engineering Manager,Building Maintenance,1000,REPAIR TO WALL MANSION HOUSE,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143999,2950,LAN 2 LAN LTD,LAN034,Information Technology Manager,IT Contracts & Maintenance,2062,FORTINET 100D 3 YEAR RENEWAL,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143852,14270,AMEY PLC,TFE001,Engineering Manager,FL Schedule of Rates,3302,SUPPLY/INSTALL LIGHT COLUMNS,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,142895,500,R&D COWIN,COW002,Engineering Manager,Building works,5502,NURSERY PLANTS,LANDMA,Land Management,06144,Land Assembley - Town Hall Site
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,142928,5502,BORDERLOOS,BOR003,Environmental Services,Toilet Provision,1008,TOILET UNITS/SERVICE/TRANSPORT,APFAIR,Appleby Fair,03036,Appleby Fair
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143240,1209.97,POSTURITE LTD,POS006,Engineering Manager,Other charges for services,2047,DOCUMENT SLOPES,CENTRA,Central Expenses,00212,Health & Safety
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143574,1998,JERRY  SPENCER ASSOCIATES,SPE004,Planning Services,Professional fees,2045,DESIGN CONSULTANCY SERVICES,DEVCOE,Development Control & Enforcement,03010,Development Control & Enforcement
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143600,11460.83,NORTH COUNTRY LEISURE,NCL001,Communities Manager,NCL Castletown Rec Grounds,1154,VALUATION MAY 2015,LEICEN,Eden Leisure Centre & Appleby Swimming P,02130,Sports Facilities
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143609,2546.55,ROSIE SERGISON HR/TRAINING CONSULTANT,SER003,Human Resources Manager,Workforce Development Plan Activity,2229,HR SUPPORT MAY 15 56.59HRS,STADEV,Staff Development,00222,Central Training Budget
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143610,500,KAVENEY HR SOLUTIONS LIMITED,KAV001,Human Resources Manager,Professional fees,2045,CONSULTANCY MAY 15,HUMRES,Human Resources,00207,Human Resources
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143616,600,GOVNET COMMUNICATIONS,GOV001,Corporate Services Manager,Professional fees,2045,OPTIMISING INCOME GENERATION 2 X DELEGATES,CORPOR,Corporate Costs,01177,SP18 Corporate Projects
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143729,1776,PENRITH PARTNERSHIP LIMITED,PEN031,Communities Manager,Community engagement development,2042,GRANT FUNDING EDEN FOOD/FARMING,COMDEV,Community Development & Engagement,01056,Consultation
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143840,869.19,AMEY PLC,TFE001,Environmental Services,Dog Contract O.O.H retainer,3200,KENNELLING/STRAY DOGS,CODOGS,Community Wardens,03045,Dog Control
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143861,1199,AMEY PLC,TFE001,Engineering Manager,GM External Contractors,1080,QUOTED WORKS CASTLE PARK,PARKOS,Parks and Open Spaces,02143,Play Areas
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143866,3349.87,NORTH WEST LOCAL AUTHORITIES EMPLOYERS ORGANISATION,NOR001,Human Resources Manager,Subscriptions & levies,2078,MEMBERSHIP FEE,CENTRA,Central Expenses,00210,NWLAEO
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143867,1000,APPLEBY BOWLING CLUB,APP018,Environmental Services,Other charges for services,2047,hire of appleby bowling club appleby fai,APFAIR,Appleby Fair,03036,Appleby Fair
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143878,882.31,RENTOKIL INITIAL PEST CONTROL,REN009,Environmental Services,Pest Control,3400,PESTS JULY 2015,PESCON,Pest Control,03043,Pest Control
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143880,637.5,MR P D JACKSON,JAC015,Environmental Services,Agency Staff,0003,23.5 HOURS MAY 2015,ENVSER,Environmental Services,00303,Environmental Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143892,14178.14,AMEY PLC,TFE001,Engineering Manager,Street Cleaning Dayworks,3101,SC25,STRCLE,Street Cleaning,02247,Street Cleaning
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143896,500,BOTTOMLINE TECHNOLOGIES EUROPE LIMITED,BOT002,Financial Services Manager,Software – maintenance,2067,C - SERIES PROFESSIONAL SERVICES,FINSER,Financial Services,00101,Financial Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143899,500,JOHN BURROWS PHOTOGRAPHY,BUR034,Communities Director,Promotions,2081,EDEN ECONOMIC DEVELOPMENT,EDEVPR,Economic Development and Promotion,02003,Economic Promotion - BRRS
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143974,3601,HANDICARE ACCESSIBILITY LTD,FRE002,Environmental Services,Capital grants,5505,FINAL PAYMENT ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143975,1845.29,NORTH COUNTRY LEISURE,NCL001,Financial Services Manager,Balance Sheet entry BS,6003,HIRE OF HALL/REFRESHMENTS ELECTION,HOLD A/C'S,Holding Accounts,10304,Parliam Election Exp
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143976,682.5,ALSTON TOWN HALL TRUSTEES,ALS003,Engineering Manager,Alston Info Centre Cleaning to Recharge,1062,CLEANING/MAINT PLUS HOLIDAYS,COMDEV,Community Development & Engagement,02064,Alston Council Centre - Building
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143986,1318.95,PRINT IMAGE FACILITIES LLP,PRI014,Financial Services Manager,Balance Sheet entry BS,6003,EDEN BY ELECTION POLL CARD POSTAGE,HOLD A/C'S,Holding Accounts,10304,Parliam Election Exp
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143989,770,redacted information,BIR015,Planning Services,Charges for services,8000,PLANNING APP REFUND 15/0142,DEVCOE,Development Control & Enforcement,03010,Development Control & Enforcement
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143656,11650,LGPS,LGP001,Financial Services Manager,Additional Pensions,0030,Additional Employers Superannuation Cont,CORPOR,Corporate Costs,01179,Additional Employers Superannuation Cont
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143657,1192.08,Santander Bank,SAN001,Financial Services Manager,Bank charges,2088,Bank charges May,CORPOR,Corporate Costs,01064,Bank Charges
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,26/06/2015,143940,2002.48,Barclays  Bank,BBB001,Financial Services Manager,Bank charges,2088,quarterly commision charges,CORPOR,Corporate Costs,01064,Bank Charges
