Supplier,Amount,Payment Date
EDWARD PAYNE & VENESS,1800,17/04/2013
EDWARD PAYNE & VENESS FIRM ACCOUNT,8887.43,18/04/2013
EDWARD SENIOR ASSOCIATES LTD,7236,12/04/2013
ELIZABETHAN SECURITY LTD,2160,18/04/2013
ELIZABETHAN SECURITY LTD,3035.52,18/04/2013
ELTHAM NEWS,563.33,10/04/2013
EMERALD ELEVATORS,17092.5,05/04/2013
EMERALD ELEVATORS,38299.92,05/04/2013
EMERGENCY EXIT ARTS,12000,22/04/2013
EMJ MANAGEMENT LTD,598.5,18/04/2013
EMPOWERING LIVES LTD,2745.71,05/04/2013
ENABLE YOU SERVICE LIMITED,5000.5,16/04/2013
ENABLE YOU SERVICE LIMITED,4854.5,16/04/2013
ENABLE YOU SERVICE LIMITED,4927.5,18/04/2013
ENGLISH CHURCHES HOUSING GROUP,1502.75,23/04/2013
ENGLISH CHURCHES HOUSING GROUP,1502.75,23/04/2013
EQUINOX CARE LTD,4725,18/04/2013
EQUINOX CARE LTD,4725,18/04/2013
EQUINOX CARE LTD,3152.14,25/04/2013
EQUINOX CARE LTD,2957.14,26/04/2013
ERITH CONTRACTORS LTD,138803.88,05/04/2013
ESRI (UK) LTD,510,29/04/2013
ESSENTIAL SOCIAL CARE LTD,3055.4,11/04/2013
ESSENTIAL SOCIAL CARE LTD,4126.8,11/04/2013
ESSENTIAL SOCIAL CARE LTD,3120.52,11/04/2013
ESSENTIAL SOCIAL CARE LTD,3200,11/04/2013
ESSENTIAL SOCIAL CARE LTD,3055.4,29/04/2013
ESSENTIAL SOCIAL CARE LTD,4126.8,29/04/2013
ESSENTIAL SOCIAL CARE LTD,3200,29/04/2013
ESSENTIAL SOCIAL CARE LTD,3980,29/04/2013
ESSENTIAL SOCIAL CARE LTD,3200,29/04/2013
ESSENTIAL SOCIAL CARE LTD,505.6,29/04/2013
ESSEX COUNTY COUNCIL,651,18/04/2013
EUROPLANT RENTALS LTD,1656,18/04/2013
EUROPLANT RENTALS LTD,1738.8,18/04/2013
EUROVIA INFRASTRUCTURE LTD,4685.57,04/04/2013
EUROVIA INFRASTRUCTURE LTD,50608.01,10/04/2013
EUROVIA INFRASTRUCTURE LTD,10696.34,15/04/2013
EUROVIA INFRASTRUCTURE LTD,6874.68,16/04/2013
EUROVIA INFRASTRUCTURE LTD,1938.77,16/04/2013
EUROVIA INFRASTRUCTURE LTD,4801.97,18/04/2013
EUROVIA INFRASTRUCTURE LTD,9564.85,18/04/2013
EUROVIA INFRASTRUCTURE LTD,8492.42,18/04/2013
EVERON UK LTD,720,24/04/2013
EVERYTHING EVERYWHERE LIMITED,637.53,26/04/2013
EVOLVE PARTNERSHIP LTD,2233.81,15/04/2013
F R JONES & SON,538.86,15/04/2013
F R JONES & SON,599.8,17/04/2013
FACULTATIEVE TECHNOLOGIES LTD,934.18,11/04/2013
FACULTATIEVE TECHNOLOGIES LTD,2088,18/04/2013
FACULTATIEVE TECHNOLOGIES LTD,3339.9,18/04/2013
FACULTATIEVE TECHNOLOGIES LTD,6726,18/04/2013
FACULTATIEVE TECHNOLOGIES LTD,738,18/04/2013
FAIRDEAL WINDOWS LTD,1672.8,05/04/2013
FAMILY ACTION CENTRAL OFFICE,16375,30/04/2013
FAMILY ACTION CENTRAL OFFICE,12500,30/04/2013
FAMILY MATTERS,2625,30/04/2013
FAMILY MOSAIC HOUSING,11229.51,09/04/2013
FAMILY MOSAIC HOUSING,21313.72,18/04/2013
FASTLANE COURIERS,2383.8,05/04/2013
FASTLANE COURIERS,1147.1,15/04/2013
FASTLANE COURIERS,997.19,29/04/2013
FERROB LTD,869.52,10/04/2013
FERROB LTD,664,18/04/2013
FESTIVALS & EVENTS INTERNATIONAL,2250,18/04/2013
FINDEL EDUCATION LTD,1448.94,15/04/2013
FINDEL EDUCATION LTD,839.94,15/04/2013
FINDEL EDUCATION LTD,783.46,18/04/2013
FINDEL EDUCATION LTD,764.76,18/04/2013
FIREPOWER (GLLAB),60000,24/04/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,9400.8,17/04/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,1776,17/04/2013
FIRST ABOUT PLUMBING & CARPENTRY LTD,2908.8,23/04/2013
FIRST STEP TRUST,25000,10/04/2013
FLAGSHIP CONSULTING LTD,2000,17/04/2013
FLEET (LINE MARKERS) LTD,600,16/04/2013
FLINT BISHOP LLP,7250,22/04/2013
FLINT BISHOP LLP,6706.48,17/04/2013
FLOWER SKILLS & TRAINING LTD,2034,16/04/2013
FLOWER SKILLS & TRAINING LTD,1440,16/04/2013
FLOWER SKILLS & TRAINING LTD,4500,18/04/2013
FLOWER SKILLS & TRAINING LTD,1473,19/04/2013
FOLLOWING WHISPERS FAMILY SERVICE CONSULTANCY LTD,3884.3,05/04/2013
FOSTER`S PRIMARY SCHOOL,623,05/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2142.86,25/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2142.86,25/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2142.86,25/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),1947.09,25/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2695.03,25/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2142.86,25/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2142.86,25/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2695.03,25/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2595.6,25/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2695.03,25/04/2013
FOUR SEASONS HEALTHCARE (CEDAR COURT),2087.14,25/04/2013
FOUR SEASONS HEALTHCARE (GALGORM),2357.14,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1819.5,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2036.43,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2175.75,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2036.43,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),788.45,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1773.67,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1642.29,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2850.55,18/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),532.61,24/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),3994.59,24/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1951.24,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2105.57,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2177.35,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1992.43,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1951.24,25/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1951.24,26/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,26/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1819.5,26/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1801.5,26/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1801.5,26/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1819.5,26/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1801.5,26/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1766.19,26/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1766.19,29/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2203.8,29/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2201.65,29/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,29/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1819.5,29/04/2013
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1970.74,29/04/2013
FREEGROUNDS INFANT SCHOOL,623,18/04/2013
FREEMAN OLIVER LTD,3477.41,11/04/2013
FREEMAN OLIVER LTD,3477.41,11/04/2013
FREEMAN OLIVER LTD,6085.46,11/04/2013
FREEMAN OLIVER LTD,6954.82,11/04/2013
FREEMAN OLIVER LTD,5784.82,11/04/2013
FREEMAN OLIVER LTD,4736.76,11/04/2013
FREEMAN OLIVER LTD,2608.06,11/04/2013
FREEMAN OLIVER LTD,869.35,11/04/2013
FRIENDS OF BARNFIELD RESIDENTS COMMITTEE,2868,26/04/2013
G S LAUNDRIES LTD,3119.4,04/04/2013
G S LAUNDRIES LTD,3067.8,18/04/2013
G4S SECURE SOLUTIONS (UK)LTD,512.4,15/04/2013
GAB ROBINS UK LTD,500,26/04/2013
GAD PA AGENCY,2075.5,04/04/2013
GAD PA AGENCY,1637.75,17/04/2013
GAD PA AGENCY,811.5,30/04/2013
GAD PA AGENCY,1438,30/04/2013
GAD PA AGENCY,1655,30/04/2013
GAD PA AGENCY,803.25,30/04/2013
GAD PA AGENCY,3520.25,30/04/2013
GAD PA AGENCY,3090.01,30/04/2013
GAD PA AGENCY,1357.83,30/04/2013
GAD PA AGENCY,1421.29,30/04/2013
GAD PA AGENCY,761.4,30/04/2013
GAD PA AGENCY,1459.35,30/04/2013
GAD PA AGENCY,2804.5,30/04/2013
GAD PA AGENCY,888.36,30/04/2013
GAD PA AGENCY,1300.73,30/04/2013
GAD PA AGENCY,532.98,30/04/2013
GAD PA AGENCY,970.79,30/04/2013
GAD PA AGENCY,1757.57,30/04/2013
GAMMA BUSINESS COMMUNICATIONS LTD,10465.73,10/04/2013
GAMMA BUSINESS COMMUNICATIONS LTD,11985.6,10/04/2013
GAMMA BUSINESS COMMUNICATIONS LTD,9399.71,10/04/2013
GARCIA INSPIRED TRAINING,2394,12/04/2013
GARCIA INSPIRED TRAINING,1980,12/04/2013
GARCIA INSPIRED TRAINING,2394,12/04/2013
GARCIA INSPIRED TRAINING,2394,12/04/2013
GARCIA INSPIRED TRAINING,1980,12/04/2013
GAS & ENVIRONMENTAL SERVICES LTD,595.32,17/04/2013
GAS CONTRACT SERVICES LTD,9504,11/04/2013
GATENBY SANDERSON LIMITED,5700,23/04/2013
GAVS,31250,23/04/2013
GCH (KENT) LTD,3000,25/04/2013
GERDA SECURITY PRODUCTS LTD,9000,18/04/2013
GERDA SECURITY PRODUCTS LTD,11987.81,18/04/2013
GERDA SECURITY PRODUCTS LTD,11100,18/04/2013
GLENNY LLP,723.21,10/04/2013
GLENNY LLP,750,12/04/2013
GLIX CATERING,583.5,24/04/2013
GLOBAL SOLUTION SERVICES (UK) LTD,2500,11/04/2013
GLOBAL SOLUTION SERVICES (UK) LTD,4800,22/04/2013
GLOUCESTER CIRCUS GARDEN COMMITTEE,10865.79,02/04/2013
GLS EDUCATIONAL SUPPLIES LTD,772.12,16/04/2013
GLS EDUCATIONAL SUPPLIES LTD,506.17,18/04/2013
GLYNDON COMMUNITY GROUP,720,12/04/2013
GLYNDON COMMUNITY GROUP,22917.5,23/04/2013
GOLDSMITHS COLLEGE,980,18/04/2013
GOLDSMITHS COLLEGE,980,18/04/2013
GOLDSMITHS COLLEGE,980,18/04/2013
GOLDSMITHS COLLEGE,860,18/04/2013
GOLDSMITHS COLLEGE,980,18/04/2013
GOLDSMITHS COLLEGE,980,18/04/2013
GOLDSMITHS COLLEGE,860,18/04/2013
GOODWILLIE & CORCORAN,987.8,11/04/2013
GOODWILLIE & CORCORAN,780.5,11/04/2013
GORMAN HAMILTON SOLICITORS,8600,12/04/2013
GRACE EDUCATION LTD,768.38,18/04/2013
GRACE EDUCATION LTD,581.33,18/04/2013
GRACE EDUCATION LTD,556.16,19/04/2013
GRACE EDUCATION LTD,2640,16/04/2013
GRACE EDUCATION LTD,962.67,16/04/2013
GREATBATCH LIMITED,7633.26,10/04/2013
GREATBATCH LIMITED,7636.56,10/04/2013
GREATBATCH LIMITED,7633.26,10/04/2013
GREATBATCH LIMITED,7639.86,11/04/2013
GREATBATCH LIMITED,7639.86,22/04/2013
GREATBATCH LIMITED,7639.86,23/04/2013
GREENER SOLUTIONS LIMITED,593.64,11/04/2013
GREENHAM TRADING LIMITED,750.64,22/04/2013
GREENHAM TRADING LIMITED,563.11,22/04/2013
GREENHAM TRADING LIMITED,1030.81,23/04/2013
GREENHAM TRADING LIMITED,518.4,23/04/2013
GREENWICH & DOCKLANDS FESTIVALS,60000,15/04/2013
GREENWICH & DOCKLANDS FESTIVALS,96000,16/04/2013
GREENWICH & LEWISHAM YOUNG PEOPLES THEATRE,15000,12/04/2013
GREENWICH & LEWISHAM YOUNG PEOPLES THEATRE,7120,17/04/2013
GREENWICH ASSOCIATION OF DISABLED PEOPLE,22500,10/04/2013
GREENWICH BSF SPV LIMITED,11449.06,11/04/2013
GREENWICH BSF SPV LIMITED,733545.44,11/04/2013
GREENWICH BSF SPV LIMITED,8385.8,11/04/2013
GREENWICH BSF SPV LIMITED,747049.56,12/04/2013
GREENWICH BSF SPV LIMITED,12254.65,24/04/2013
GREENWICH CARERS CENTRE,37000,10/04/2013
GREENWICH CARERS CENTRE,38880,10/04/2013
GREENWICH CARERS CENTRE,1092,18/04/2013
GREENWICH CARERS CENTRE,14611.25,18/04/2013
GREENWICH CARERS CENTRE,1831.5,22/04/2013
GREENWICH CARERS CENTRE,18500,30/04/2013
GREENWICH CITIZENS ADVICE BUREAU LTD,3070.24,16/04/2013
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,5843.14,18/04/2013
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,11068,23/04/2013
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,23750,23/04/2013
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,1939.2,25/04/2013
GREENWICH DANCE AGENCY,25000,12/04/2013
GREENWICH DANCE AGENCY,21760,16/04/2013
GREENWICH DANCE AGENCY,1500,16/04/2013
GREENWICH DANCE AGENCY,3500,16/04/2013
GREENWICH FOUNDATION FOR THE ROYAL NAVAL COLLEGE,7528.8,16/04/2013
GREENWICH HOUSING RIGHTS,858.34,16/04/2013
GREENWICH HOUSING RIGHTS,54249,17/04/2013
GREENWICH LEISURE LIMITED,15000,15/04/2013
GREENWICH LEISURE LIMITED,722,18/04/2013
GREENWICH LEISURE LIMITED,1201.2,18/04/2013
GREENWICH LEISURE LIMITED,2016.3,18/04/2013
GREENWICH LEISURE LIMITED,697.2,18/04/2013
GREENWICH LEISURE LIMITED,581,18/04/2013
GREENWICH LEISURE LIMITED,697.2,18/04/2013
GREENWICH LEISURE LIMITED,697.2,18/04/2013
GREENWICH MENCAP,23750,10/04/2013
GREENWICH MENCAP,858.34,22/04/2013
GREENWICH MENCAP,20570,30/04/2013
GREENWICH MIND,11250,10/04/2013
GREENWICH PARKS FORUM,21120,16/04/2013
GREENWICH PCT NHS,12313.75,18/04/2013
GREENWICH PCT NHS,12313.75,18/04/2013
GREENWICH PCT NHS,12313.75,18/04/2013
GREENWICH PCT NHS,12313.75,18/04/2013
GREENWICH PENSIONERS FORUM,641,12/04/2013
GREENWICH SERVICE PLUS LIMITED,64690.31,04/04/2013
GREENWICH SERVICE PLUS LIMITED,11845.93,04/04/2013
GREENWICH SERVICE PLUS LIMITED,44249.24,04/04/2013
GREENWICH SERVICE PLUS LIMITED,176655.4,04/04/2013
GREENWICH SERVICE PLUS LIMITED,1217.16,04/04/2013
GREENWICH SERVICE PLUS LIMITED,1058.66,04/04/2013
GREENWICH SERVICE PLUS LIMITED,2249.65,04/04/2013
GREENWICH SERVICE PLUS LIMITED,2383.86,04/04/2013
GREENWICH SERVICE PLUS LIMITED,1122.5,04/04/2013
GREENWICH SERVICE PLUS LIMITED,1921,04/04/2013
GREENWICH SERVICE PLUS LIMITED,2203.38,18/04/2013
GREENWICH SERVICE PLUS LIMITED,4677.34,05/04/2013
GREENWICH SERVICE PLUS LIMITED,5395.27,18/04/2013
GREENWICH SERVICE PLUS LIMITED,1184.83,18/04/2013
GREENWICH SERVICE PLUS LIMITED,2029.54,18/04/2013
GREENWICH SERVICE PLUS LIMITED,562.14,18/04/2013
GREENWICH SERVICE PLUS LIMITED,769.15,18/04/2013
GREENWICH SERVICE PLUS LIMITED,7837.33,10/04/2013
GREENWICH SERVICE PLUS LIMITED,2881,10/04/2013
GREENWICH SERVICE PLUS LIMITED,800,10/04/2013
GREENWICH SERVICE PLUS LIMITED,640.12,10/04/2013
GREENWICH SERVICE PLUS LIMITED,1440,10/04/2013
GREENWICH SERVICE PLUS LIMITED,1761,10/04/2013
GREENWICH SERVICE PLUS LIMITED,800,10/04/2013
GREENWICH SERVICE PLUS LIMITED,960,10/04/2013
GREENWICH SERVICE PLUS LIMITED,2881,10/04/2013
GREENWICH SERVICE PLUS LIMITED,960,10/04/2013
GREENWICH SERVICE PLUS LIMITED,640,18/04/2013
GREENWICH SERVICE PLUS LIMITED,640.12,18/04/2013
GREENWICH SERVICE PLUS LIMITED,4319.77,18/04/2013
GREENWICH SERVICE PLUS LIMITED,802.58,18/04/2013
GREENWICH SERVICE PLUS LIMITED,1058.98,18/04/2013
GREENWICH SERVICE PLUS LIMITED,1536.29,18/04/2013
GREENWICH SERVICE PLUS LIMITED,6164.17,22/04/2013
GREENWICH SERVICE PLUS LIMITED,1601,22/04/2013
GREENWICH SERVICE PLUS LIMITED,3750,22/04/2013
GREENWICH SERVICE PLUS LIMITED,831.41,22/04/2013
GREENWICH SERVICE PLUS LIMITED,17061.03,22/04/2013
GREENWICH SERVICE PLUS LIMITED,92625.17,22/04/2013
GREENWICH SERVICE PLUS LIMITED,2004.88,26/04/2013
GREENWICH SERVICE PLUS LIMITED,1280.24,22/04/2013
GREENWICH SERVICE PLUS LIMITED,711.2,22/04/2013
GREENWICH SERVICE PLUS LIMITED,2318.45,23/04/2013
GREENWICH SERVICE PLUS LIMITED,1122.5,23/04/2013
GREENWICH SERVICE PLUS LIMITED,897.5,23/04/2013
GREENWICH SERVICE PLUS LIMITED,1122.5,23/04/2013
GREENWICH SERVICE PLUS LIMITED,710.32,23/04/2013
GREENWICH SERVICE PLUS LIMITED,15086.69,23/04/2013
GREENWICH SERVICE PLUS LIMITED,729.77,23/04/2013
GREENWICH SERVICE PLUS LIMITED,793.99,23/04/2013
GREENWICH SERVICE PLUS LIMITED,802.58,23/04/2013
GREENWICH SERVICE PLUS LIMITED,1404.9,26/04/2013
GREENWICH SERVICE PLUS LIMITED,290954.4,29/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,779.52,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,974.4,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,974.4,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,876.96,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,876.96,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,876.96,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,974.4,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,876.96,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,974.4,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,974.4,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,925.68,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,974.4,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,974.4,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,1336.32,19/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,974.4,26/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,876.96,26/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,974.4,26/04/2013
GREENWICH SERVICE SOLUTIONS T/A GATEWAY EMPLOYMENT,584.64,29/04/2013
GREENWICH THEATRE LIMITED,64750,15/04/2013
GREENWICH THEATRE LIMITED,9520,16/04/2013
GREENWICH TOY & LEISURE LIBRARY ASSOCIATION,35500,30/04/2013
GREIG HOUSE ADDICTION SERVICES,1642.9,18/04/2013
GRIFFIN ELEVATORS LTD,43697.7,11/04/2013
GRIFFIN ELEVATORS LTD,67157.4,17/04/2013
GRIFFIN ELEVATORS LTD,815.76,19/04/2013
GRIFFIN ELEVATORS LTD,994.8,19/04/2013
GROUPWORK CONSULTATION & TRAINING LTD,4320,24/04/2013
GT STEWART SOLICITORS,4394.23,16/04/2013
GUSTAFSON PORTER,1980,12/04/2013
GWP PARTNERSHIP,675,10/04/2013
GWP PARTNERSHIP,5265,30/04/2013
GWP PARTNERSHIP,675,30/04/2013
HABERDASHERS` ASKE`S HATCHAM COLLEGE,1669,18/04/2013
HADLEY MACE LTD,308943.6,17/04/2013
HADLOW COLLEGE,15000,16/04/2013
HADLOW COLLEGE,166667,18/04/2013
HALLIWELL HOMES LTD,16907.14,24/04/2013
HANCOCK & SONS LTD,68614.25,05/04/2013
HANSON DIRECT MAIL,814.8,04/04/2013
HANSON DIRECT MAIL,2496.82,04/04/2013
HANSON DIRECT MAIL,2240.09,04/04/2013
HARDWICKE,540,11/04/2013
HARMONY HOME AID SERVICES,834.75,04/04/2013
HARMONY HOME AID SERVICES,537.6,23/04/2013
HARMONY HOME AID SERVICES,552.03,29/04/2013
HARMONY HOME AID SERVICES,1275.36,29/04/2013
HARMONY HOME AID SERVICES,1418.1,29/04/2013
HARMONY HOME AID SERVICES,932.73,29/04/2013
HARMONY HOME AID SERVICES,532.98,29/04/2013
HARMONY HOME AID SERVICES,532.98,29/04/2013
HARMONY HOME AID SERVICES,561.54,29/04/2013
HARMONY HOME AID SERVICES,584.28,29/04/2013
HARMONY HOME AID SERVICES,645,29/04/2013
HARMONY HOME AID SERVICES,696,30/04/2013
HARMONY HOME AID SERVICES,651,30/04/2013
HARMONY HOME AID SERVICES,520.5,30/04/2013
HARMONY HOME AID SERVICES,1281,30/04/2013
HARMONY HOME AID SERVICES,861.5,30/04/2013
HARMONY HOME AID SERVICES,630.52,30/04/2013
HARMONY HOME AID SERVICES,843.75,30/04/2013
HARMONY HOME AID SERVICES,579.07,30/04/2013
HARRIS CUFFARO & NICHOLS,1020,19/04/2013
HARRIS CUFFARO & NICHOLS,1208.47,19/04/2013
HARRIS CUFFARO & NICHOLS,1982.16,19/04/2013
HARRIS CUFFARO & NICHOLS,1959.6,19/04/2013
HARRIS CUFFARO & NICHOLS,929.81,19/04/2013
HARRIS CUFFARO & NICHOLS,6679,29/04/2013
HARRY PERRY CYCLES,799.9,18/04/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),1956.61,18/04/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2082.86,18/04/2013
HC-ONE LTD (ADELAIDE CARE CENTRE),2084.82,18/04/2013
HC-ONE LTD (ALEXANDER CARE CENTRE),1809.04,18/04/2013
HC-ONE LTD (TOWER BRIDGE),3039.04,18/04/2013
HC-ONE LTD (TOWER BRIDGE),1662.6,18/04/2013
HC-ONE LTD (TOWER BRIDGE),2894.8,18/04/2013
HC-ONE LTD (TOWER BRIDGE),3186.12,18/04/2013
HEALTH MANAGEMENT  LTD,540,10/04/2013
HEALTH MANAGEMENT  LTD,21737.4,11/04/2013
HEALTH MANAGEMENT  LTD,595.2,18/04/2013
HEART UN LIMITED,1200,11/04/2013
HEMSLEY CONSULTING,2160,11/04/2013
HENNESSEY LTD,30000,11/04/2013
HENNESSEY LTD,36000,11/04/2013
HENNESSEY LTD,42000,11/04/2013
HENNESSEY LTD,24740.17,11/04/2013
HER CENTRE LTD,37500,23/04/2013
HER MAJESTY`S COURTS SERVICE,4800,30/04/2013
HERITAGE MUSIC,6000.24,18/04/2013
HERTEL SOLUTIONS LTD,1492.39,18/04/2013
HEYWOOD LIMITED,24267.6,11/04/2013
HEYWOOD LIMITED,2879.97,25/04/2013
HIGH Q TRAINING SERVICES LTD,760,18/04/2013
HINDWOODS HUNTER PAYNE LTD,1200,11/04/2013
HITACHI CAPITAL INVOICE FINANCE LTD,2600,11/04/2013
HITACHI CAPITAL INVOICE FINANCE LTD,2400,11/04/2013
HOME-START GREENWICH,9750,30/04/2013
HOPE EDUCATION LTD,845.46,17/04/2013
HOPE EDUCATION LTD,1591.14,17/04/2013
HOPE EDUCATION LTD,1011.94,18/04/2013
HOVEA CONSULTANTS LTD,3600,18/04/2013
HSBC INVOICE FINANCE,4345.2,26/04/2013
HSBC INVOICE FINANCE,3541.75,26/04/2013
HSBC INVOICE FINANCE,4490.04,26/04/2013
HSBC INVOICE FINANCE,3541.75,26/04/2013
HSBC INVOICE FINANCE,3427.5,30/04/2013
HSBC INVOICE FINANCE,3427.5,30/04/2013
HYDE HOUSING ASSOCIATION,1150.56,09/04/2013
HYDE HOUSING ASSOCIATION,29566.32,10/04/2013
HYDE HOUSING ASSOCIATION,1225.32,22/04/2013
HYDE HOUSING ASSOCIATION,1167.72,24/04/2013
HYDE HOUSING ASSOCIATION,1186.2,30/04/2013
HYDE HOUSING ASSOCIATION LTD,5900.96,11/04/2013
HYDE HOUSING ASSOCIATION LTD,2581.52,11/04/2013
HYDE HOUSING ASSOCIATION LTD,1912.89,11/04/2013
HYDE HOUSING ASSOCIATION LTD,1912.89,11/04/2013
HYDER CONSULTING (UK) LTD,38463.6,05/04/2013
HYDER CONSULTING (UK) LTD,52431.6,17/04/2013
HYDROTECH SERVICES LTD,26639.14,17/04/2013
HYTEC INFORMATION SECURITY LTD,3240,24/04/2013
IBM UNITED KINGDOM LIMITED,20555.8,24/04/2013
ICCM,703.6,26/04/2013
ICI DULUX DECORATOR CENTRES,13463.61,18/04/2013
ICI DULUX DECORATOR CENTRES,10646.97,18/04/2013
IDM ENTERPRISES,600,30/04/2013
IDM ENTERPRISES,600,30/04/2013
IDM ENTERPRISES,500,30/04/2013
IDOX  SOFTWARE LIMITED,3291.16,29/04/2013
IKEA BUSINESS,811.02,26/04/2013
IMPACT RESOURCES LTD,560,11/04/2013
IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,3900,12/04/2013
IMPERIAL COLLEGE HEALTHCARE NHS TRUST,31420.22,18/04/2013
INCOMMUNITIES,1238.76,19/04/2013
