ID,LSOA11CD,FTL_ADULT|2010,FTL_ADULT|2011,FTL_ADULT|2012,FTL_ADULT|2013,FTL_ADULT|2014,FTL_CHILD|2010,FTL_CHILD|2011,FTL_CHILD|2012,FTL_CHILD|2013,FTL_CHILD|2014,SER_ADULT|2010,SER_ADULT|2011,SER_ADULT|2012,SER_ADULT|2013,SER_ADULT|2014,SER_CHILD|2010,SER_CHILD|2011,SER_CHILD|2012,SER_CHILD|2013,SER_CHILD|2014,SLT_ADULT|2010,SLT_ADULT|2011,SLT_ADULT|2012,SLT_ADULT|2013,SLT_ADULT|2014,SLT_CHILD|2010,SLT_CHILD|2011,SLT_CHILD|2012,SLT_CHILD|2013,SLT_CHILD|2014,CAS_TOTAL|2010,CAS_TOTAL|2011,CAS_TOTAL|2012,CAS_TOTAL|2013,CAS_TOTAL|2014,PED_ADULT|2010,PED_ADULT|2011,PED_ADULT|2012,PED_ADULT|2013,PED_ADULT|2014,PED_CHILD|2010,PED_CHILD|2011,PED_CHILD|2012,PED_CHILD|2013,PED_CHILD|2014,CYC_ADULT|2010,CYC_ADULT|2011,CYC_ADULT|2012,CYC_ADULT|2013,CYC_ADULT|2014,CYC_CHILD|2010,CYC_CHILD|2011,CYC_CHILD|2012,CYC_CHILD|2013,CYC_CHILD|2014,NO_INCID|2010,NO_INCID|2011,NO_INCID|2012,NO_INCID|2013,NO_INCID|2014
421,E01025320,0,0,0,1,0,0,0,0,0,0,0,2,3,4,2,0,0,0,0,0,5,10,5,7,2,1,0,0,0,0,6,12,8,12,4,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,6,10,5,10,3
430,E01025321,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,0,0,11,4,8,3,2,4,0,0,0,0,17,5,10,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,9,4,7,5,3
856,E01033226,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,3,1,1,1,0,2,1,1,0,3,5,4,2,2,3,1,1,1,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,3,4,4,2,2
580,E01025459,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,4,5,2,3,0,3,1,0,0,1,8,7,3,3,0,1,1,0,1,0,2,1,0,0,0,1,1,0,1,0,0,0,1,0,1,7,5,2,3
585,E01025460,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,4,8,5,0,2,0,0,2,1,7,4,8,10,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,3,4,6,1
588,E01025461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,0,1,0,0,0,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,1
592,E01025462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
596,E01025463,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,3,17,7,2,1,0,0,1,1,2,5,17,10,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,12,5,3
598,E01025464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,3,0,0,0,1,0,3,6,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,1
603,E01025465,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,6,6,7,4,0,0,2,0,1,6,7,8,7,6,2,0,0,0,0,0,0,1,0,0,0,2,1,4,0,0,0,1,0,0,5,4,7,7,5
609,E01025466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,11,3,4,0,1,0,0,1,1,5,11,3,5,2,1,0,0,1,0,0,0,0,0,0,0,2,3,1,1,1,0,0,1,1,4,7,3,5,2
619,E01025467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,1,1
635,E01025470,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,5,4,0,2,1,0,0,0,0,2,5,4,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,2
651,E01025472,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,9,3,1,6,2,0,0,0,0,0,9,6,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,2
656,E01025473,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,6,4,1,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,3,1,3,0
662,E01025474,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,14,20,6,16,7,1,0,0,0,2,17,23,6,18,10,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,12,9,5,10,6
668,E01025475,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,4,1,0,3,0,0,0,0,0,1,4,3,0,4,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,3,3,0,4
696,E01025476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
700,E01025477,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,2,2,2,0,1,2,0,0,1,12,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,5,3,2,1
703,E01025478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0
707,E01025479,3,1,1,0,2,0,0,0,0,0,3,4,3,7,7,1,0,0,0,0,34,45,15,23,31,6,1,0,0,6,47,51,19,30,46,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,1,31,31,16,21,32
724,E01025481,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,4,2,0,2,4,0,1,1,0,10,5,4,1,3,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,2,4,1,3
858,E01025406,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,3,8,5,5,0,1,0,0,0,2,4,9,7,7,0,0,0,0,0,0,1,0,0,0,0,1,4,2,0,0,0,0,0,0,2,4,7,5,5
862,E01025407,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,14,2,6,2,4,1,0,1,0,0,18,2,8,2,7,2,0,0,1,1,0,0,2,0,0,0,0,1,0,4,1,0,0,0,0,11,1,6,2,7
294,E01025173,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,7,9,11,7,7,0,0,1,0,0,9,10,13,8,7,1,1,2,1,0,0,0,0,0,0,2,2,0,1,1,0,0,1,0,0,8,7,10,5,6
343,E01025184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0,6,1,0,1,1,10,6,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,5,6
513,E01025239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,1,0,0,0,0,1,3,3,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1,4
517,E01025240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,2,0,4,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,2
544,E01025243,1,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,1,1,0,0,13,11,14,16,9,1,6,1,2,0,18,18,17,21,11,1,3,1,5,0,1,0,1,0,0,2,0,0,1,3,0,1,0,0,0,12,12,10,16,8
557,E01025245,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,0,10,22,11,4,7,4,2,3,1,0,17,26,14,6,8,1,1,0,1,0,3,1,1,0,0,1,0,2,0,1,1,1,0,0,0,13,19,10,6,7
591,E01025250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,2,1,1,0,0,7,1,1,7,5,0,0,0,2,2,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,5,1,1,6,3
818,E01025273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0
836,E01025274,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4,5,8,10,1,0,3,0,1,6,4,8,8,12,0,0,0,1,1,1,0,3,0,2,0,1,0,1,1,0,0,0,0,0,6,4,5,5,8
437,E01025322,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,2,2,2,1
444,E01025323,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,7,1,2,6,8,0,1,1,1,3,8,2,6,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,2,5,5,5
447,E01025324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,1,3,3,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
462,E01025326,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,1,2,0,0,0,0,1,0,2,3,2,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,4,1
466,E01025327,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,2,4,1,0,0,0,0,0,3,2,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,3,3,2
471,E01025329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
472,E01025330,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,2,1,2,3,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,2,2,1
473,E01025331,2,0,0,1,0,0,0,0,0,0,8,5,3,5,7,0,0,0,0,0,13,11,13,13,12,1,0,0,2,0,24,16,16,21,19,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,18,11,13,14,12
899,E01025279,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,0,0,0,0,9,24,15,5,17,0,1,0,0,1,10,26,18,6,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,14,13,4,13
903,E01025280,1,0,0,0,0,0,0,0,0,0,2,1,4,1,1,1,0,1,0,0,18,13,14,4,8,5,2,0,1,2,27,16,19,6,11,1,0,1,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,16,7,11,6,7
907,E01025281,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,15,3,8,6,13,2,0,3,0,0,18,4,13,8,14,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10,4,10,6,10
919,E01025284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9,5,2,3,3,0,0,0,1,6,9,6,2,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,5
621,E01025468,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1
882,E01025410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,0,0,0,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1
375,E01025417,0,0,0,0,0,0,0,0,0,0,5,0,5,1,3,0,0,0,0,0,30,23,30,23,19,3,0,0,1,4,38,23,35,25,26,0,1,1,1,0,0,0,0,0,0,3,1,3,1,2,0,0,0,0,0,26,15,23,17,17
381,E01025418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,2,0,0,3,0,0,0,0,1,2,2,0,1,7,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,6
392,E01025419,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,18,10,13,10,4,5,4,0,2,1,23,17,14,13,6,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,2,0,8,9,6,10,4
403,E01025420,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,0,0,0,0,0,11,7,6,9,10,1,1,1,1,1,13,8,8,13,15,0,0,0,0,1,1,1,0,1,0,0,0,2,2,3,0,0,1,0,0,11,6,7,9,10
411,E01025421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,4,3,3,0,0,0,0,1,6,3,4,3,4,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,5,3,4,2,2
415,E01025422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,7,1,2,2,0,0,1,2,0,5,7,2,5,4,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,3,7,1,2,4
362,E01025188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,1,11,3,0,2,1,5,11,3,6,2,16,1,0,1,0,0,2,0,1,1,1,0,1,0,0,1,1,0,0,0,0,7,3,5,2,6
369,E01025189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3,2,0,4,1,0,0,1,2,2,4,3,1,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3
840,E01025276,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,19,9,19,7,5,2,1,1,1,3,22,10,22,9,8,1,0,2,2,0,2,0,0,1,1,2,0,1,0,0,0,0,1,0,0,13,7,14,8,5
940,E01025305,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13,11,10,13,4,1,3,1,1,0,15,14,12,14,4,1,1,1,1,0,0,1,1,0,0,1,1,3,0,1,0,0,0,0,0,9,10,9,7,4
629,E01025469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,1,1,2,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,1,2
643,E01025471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,1,1,0,0,1,3,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1
728,E01025482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
733,E01025483,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,5,1,2,1,1,1,1,2,3,2,6,4,5,0,0,1,1,2,1,0,0,0,2,0,0,0,0,0,1,2,0,1,0,3,2,2,4,4
738,E01025484,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,5,4,6,5,0,0,1,1,0,6,5,5,7,5,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,0,4,4,3,6,3
742,E01025485,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,8,1,3,7,2,0,1,2,1,0,9,6,8,8,2,1,1,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,6,3,7,5,2
752,E01025487,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,11,6,4,12,10,1,1,1,3,1,13,8,6,16,12,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,8,7,4,10,5
766,E01025491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,5,3,3,0,0,0,0,0,4,4,6,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,4,3,3
798,E01025495,0,0,0,0,0,0,0,0,0,0,4,2,3,1,3,0,0,0,0,0,18,6,13,7,17,2,0,1,0,0,24,8,17,8,20,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,11,6,11,5,16
804,E01025497,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3,2,0,1,1,0,0,0,0,5,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,3
822,E01025500,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,12,9,7,11,9,0,2,1,3,1,14,12,10,15,11,0,2,3,1,2,0,2,1,2,1,1,2,0,1,2,0,0,0,0,0,9,11,7,9,10
861,E01025502,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0
429,E01025423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,7,2,0,0,0,0,0,2,1,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,3,2
438,E01025424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,0,1,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,4
443,E01025425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,5,0,0,0,0,0,2,1,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2
450,E01025426,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,5,7,3,2,8,0,0,0,0,1,7,8,3,2,11,0,1,0,0,3,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,5,5,3,2,8
458,E01025427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,1,0,2,0,0,1,2,4,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,1,1,3
464,E01025428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,2,2,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,1,2
469,E01025429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,2,1,2,2,0,0,0,0,4,4,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,1
475,E01025430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,5,4,2,2,0,2,1,0,5,1,8,5,2,0,0,0,0,0,2,0,3,1,0,0,0,0,2,0,0,0,0,0,0,4,1,6,4,1
378,E01025191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
382,E01025192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,3,2,0,3,0,0,0,0,0,6,3,2,2,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,4,3,2,2,3
941,E01025306,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,22,14,14,10,7,2,1,3,1,2,26,16,17,11,10,6,6,5,1,3,1,0,3,0,1,1,1,0,1,3,0,1,0,0,0,17,14,14,8,9
333,E01025308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,2,6,7,6,0,1,1,1,2,7,3,7,9,9,0,0,0,0,0,1,1,1,0,1,0,1,0,2,0,0,0,0,1,0,4,3,3,7,4
921,E01025286,0,0,1,0,0,0,0,0,0,1,3,2,0,2,3,0,0,1,0,0,21,15,7,8,15,1,3,4,0,2,25,20,13,10,21,3,1,0,0,2,0,1,4,0,1,0,0,0,0,2,0,0,1,0,1,17,13,13,8,14
923,E01025288,0,0,0,0,1,0,0,0,0,0,1,2,0,2,3,0,0,0,0,0,24,26,11,22,12,3,1,1,1,1,28,29,12,25,17,1,0,0,1,1,0,0,0,0,0,2,1,2,2,1,0,0,0,0,0,17,19,11,16,12
928,E01025293,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,9,13,21,10,13,0,1,1,2,1,10,17,22,12,15,2,4,4,1,4,0,1,0,1,0,1,1,1,0,3,0,0,0,1,0,9,14,12,8,11
715,E01025480,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,1,3,0,2,0,0,0,1,1,3,2,3,1,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,2,1,1,4
748,E01025486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,3,2,5,1,2,0,0,0,3,8,4,2,5,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,5,3,2,4
885,E01025506,0,0,0,0,0,0,0,0,0,0,5,5,3,5,1,0,0,0,0,1,16,15,11,15,9,3,0,4,0,0,24,20,18,20,11,0,0,0,1,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,13,13,11,13,10
889,E01025507,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,10,7,2,4,0,0,0,1,0,0,13,7,3,6,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,8,2,3,4,0
891,E01025508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,5,1,0,0,0,0,2,0,2,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,3,2
896,E01025510,0,0,0,0,1,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,9,7,7,2,4,2,0,0,0,0,13,7,9,2,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,6,2,5
898,E01025511,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,4,1,3,3,4,0,0,1,1,2,4,3,6,6,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,3,3,4,2
483,E01025431,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7,24,5,9,14,3,0,0,3,1,10,25,6,12,17,1,2,1,1,3,2,0,0,0,0,4,2,1,2,0,1,0,0,0,1,10,16,6,6,11
489,E01025433,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,1,3,3,2,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,2,2
408,E01025195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
416,E01025196,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,2,1,2,1,0,0,0,0,4,0,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,3,3,2
342,E01025310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,7,0,1,0,1,0,3,1,0,1,10,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,6
347,E01025311,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,7,11,5,9,0,0,1,0,1,5,8,12,5,11,1,2,1,2,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,4,8,6,5,8
930,E01025295,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,5,10,10,8,10,1,1,2,4,2,6,13,13,13,14,1,4,3,0,3,1,0,1,0,0,1,2,1,3,0,0,0,1,1,0,6,10,11,8,12
932,E01025297,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,13,6,3,4,7,1,2,0,1,1,15,9,3,6,9,4,0,1,2,1,0,0,0,2,0,2,1,0,0,1,1,2,0,0,0,13,8,3,6,8
934,E01025299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,6,4,2,1,1,1,0,8,8,4,7,4,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,5,3,5,2
935,E01025300,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,0,6,0,4,0,0,0,0,0,6,1,7,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,3
937,E01025302,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,1,2,0,1,0,0,0,1,4,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,2
938,E01025303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,10,3,8,3,9,1,0,0,0,1,12,3,8,3,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,7,3,7,3,11
478,E01025333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,4,4,8,2,7,0,0,1,0,0,4,5,10,3,8,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,5,3,7
