ID,LSOA11CD,FTL_ADULT|2010,FTL_ADULT|2011,FTL_ADULT|2012,FTL_ADULT|2013,FTL_ADULT|2014,FTL_CHILD|2010,FTL_CHILD|2011,FTL_CHILD|2012,FTL_CHILD|2013,FTL_CHILD|2014,SER_ADULT|2010,SER_ADULT|2011,SER_ADULT|2012,SER_ADULT|2013,SER_ADULT|2014,SER_CHILD|2010,SER_CHILD|2011,SER_CHILD|2012,SER_CHILD|2013,SER_CHILD|2014,SLT_ADULT|2010,SLT_ADULT|2011,SLT_ADULT|2012,SLT_ADULT|2013,SLT_ADULT|2014,SLT_CHILD|2010,SLT_CHILD|2011,SLT_CHILD|2012,SLT_CHILD|2013,SLT_CHILD|2014,CAS_TOTAL|2010,CAS_TOTAL|2011,CAS_TOTAL|2012,CAS_TOTAL|2013,CAS_TOTAL|2014,PED_ADULT|2010,PED_ADULT|2011,PED_ADULT|2012,PED_ADULT|2013,PED_ADULT|2014,PED_CHILD|2010,PED_CHILD|2011,PED_CHILD|2012,PED_CHILD|2013,PED_CHILD|2014,CYC_ADULT|2010,CYC_ADULT|2011,CYC_ADULT|2012,CYC_ADULT|2013,CYC_ADULT|2014,CYC_CHILD|2010,CYC_CHILD|2011,CYC_CHILD|2012,CYC_CHILD|2013,CYC_CHILD|2014,NO_INCID|2010,NO_INCID|2011,NO_INCID|2012,NO_INCID|2013,NO_INCID|2014
195,E01012628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
419,E01025222,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,3,5,11,11,6,1,0,0,1,0,5,6,12,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,8,7,5
445,E01025226,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,17,11,6,6,3,1,2,1,0,1,18,14,10,6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,9,7,8,5,3
459,E01025228,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,13,7,5,5,3,2,1,2,0,0,15,9,10,6,3,2,0,2,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,8,6,8,4,3
106,E01012730,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
424,E01025223,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,6,5,8,5,4,4,2,1,0,1,10,7,10,6,7,2,0,1,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,7,6,8,5,5
431,E01025224,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,1,0,0,0,8,8,6,7,13,1,1,2,0,2,12,10,10,7,16,2,1,2,2,3,1,1,2,0,0,1,0,0,0,2,0,0,0,0,0,10,9,8,6,9
436,E01025225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,1,2,1,0,0,3,6,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,6,3,0,0
452,E01025227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,4,3,2,1,0,0,0,0,7,3,4,3,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,2
465,E01025229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,7,0,2,19,9,2,0,0,5,2,11,1,2,24,14,0,0,0,1,1,1,1,0,0,4,2,0,0,1,2,0,0,0,0,0,8,1,2,11,12
479,E01025231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,7,1,2,0,0,0,0,1,2,7,7,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,4,1,3
487,E01025233,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0,0,0,0,0,6,9,7,3,5,2,2,1,0,0,8,15,9,4,9,3,2,0,0,1,0,2,0,0,0,0,2,2,0,1,0,0,1,0,0,6,12,7,4,6
477,E01025230,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,1,0,6,7,11,2,2,2,0,2,2,0,9,9,16,6,2,0,1,2,2,0,2,1,2,3,0,0,0,0,1,0,0,1,2,0,0,8,8,11,5,2
482,E01025232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,3,5,4,2,0,0,0,0,1,12,3,7,4,3,1,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,5,2,7,4,3
490,E01025234,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,11,4,6,4,1,1,1,0,1,0,13,6,7,5,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,4,7,3,1
494,E01025235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0
504,E01025237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,2,4,0,0,0,0,0,3,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,3
496,E01025236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,2,0,1,0,0,0,1,7,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,2
175,E01024859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
178,E01024860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,3,0,0,2,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1
164,E01024855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,6,3,0,4,3,2,0,0,0,1,9,3,0,4,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,3,0,4,6
165,E01024856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,5,3,1,1,0,1,0,1,9,3,6,3,3,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,3,3,3,3
171,E01024857,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,15,8,12,5,11,0,4,1,0,0,16,12,15,6,13,1,1,1,0,0,0,1,0,0,0,1,0,1,1,4,0,0,0,0,0,11,9,12,5,9
173,E01024858,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,1,1,0,5,8,14,4,18,2,0,0,0,2,9,8,19,6,20,2,2,8,0,0,2,0,0,0,2,0,1,0,2,0,0,0,1,1,0,9,8,18,6,7
396,E01025219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,0,2,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,2,2,1,2,0
413,E01025221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,2,1,2,0,1,1,0,2,2,4,3,2,5,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,3,2,4
183,E01024861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
188,E01024862,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1
189,E01024863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1
204,E01024866,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,1,0,0,1,0,0,1,0,5,1,3,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,3
190,E01024864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,4,4,9,0,0,1,0,2,1,3,5,4,11,3,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,3,4,6,3
197,E01024865,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,6,0,0,0,0,0,0,1,2,2,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3
205,E01024867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
206,E01024868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
213,E01024869,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,1,7,4,0,0,0,1,1,5,1,2,8,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,4,3
219,E01024870,2,0,0,0,0,0,0,0,0,0,7,5,2,2,1,0,0,0,1,0,10,9,9,15,2,0,0,0,1,1,19,14,11,19,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,7,6,10,4
221,E01024871,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,3,0,0,4,0,0,0,2,0,2,5,0,3,6,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,4,0,3,4
231,E01024872,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,1,0,2,2,0,1,1,3,4,2,3,1,0,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,2,0,2,4,2,3,1
244,E01024874,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,8,6,2,0,8,2,0,0,0,0,13,7,3,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,1,7
261,E01024877,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,1,1,0,1,0,23,19,32,27,17,5,4,3,0,6,32,25,38,31,26,6,4,7,7,8,4,3,1,1,5,1,1,2,2,0,0,0,1,0,1,26,18,27,22,22
267,E01024878,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,5,11,14,8,11,2,1,1,2,2,9,14,16,10,13,2,0,0,1,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,1,8,10,11,5,7
270,E01024879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,2,0,0,1,0,2,1,1,3,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,3,2
291,E01024881,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,4,4,11,2,1,3,0,0,0,5,8,5,12,2,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,7,5,7,1
226,E01024882,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,1,7,0,6,5,6,1,4,0,2,3,9,5,8,7,13,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,2,6,3,8
242,E01024884,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,1,4,1,0,3,1,0,2,0,2,2,7,4,1,6,0,0,0,0,0,0,2,2,0,1,0,1,0,0,2,0,0,0,0,1,2,6,4,1,5
247,E01024885,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,1,0,0,0,0,3,3,3,7,7,0,0,0,1,1,5,9,4,8,8,1,3,2,6,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,5,8,4,7,5
258,E01024887,0,0,0,1,1,0,0,0,0,0,3,1,0,1,2,0,0,0,0,1,4,3,3,16,11,0,0,0,2,2,7,4,3,20,17,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,6,3,2,10,14
239,E01024873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0
251,E01024875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,4,1,1,0,1,2,1,2,1,3,7,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3
257,E01024876,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,5,8,9,10,6,0,1,2,1,1,6,11,12,12,8,0,2,1,0,0,1,2,3,1,1,0,3,1,1,3,0,0,0,0,0,6,10,10,9,6
280,E01024880,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,4,0,3,1,1,1,0,1,3,3,6,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2
263,E01024888,0,0,0,0,0,0,0,0,0,0,1,4,5,3,0,0,0,0,0,0,18,21,21,15,15,3,1,0,0,2,22,26,26,18,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,19,11,11
269,E01024889,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,0,0,0,8,7,5,12,2,0,1,0,1,0,9,11,6,13,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,5,6,7,3
233,E01024883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,1,1,0,0,1,0,5,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,1
254,E01024886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
274,E01024890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,3,2,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2
879,E01025080,0,0,0,1,0,0,0,0,0,0,4,3,1,2,1,0,0,0,0,0,19,17,14,19,12,0,0,3,4,0,23,20,18,26,13,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,9,8,14,7
880,E01025081,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,6,2,1,1,1,0,0,0,1,0,7,2,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,2,2,2
884,E01025082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,0,1,1,2,1,0,0,1,3,4,1,3,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,1,1
886,E01025083,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,5,0,0,3,1,2,0,2,7,1,8,0,1,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,6,1,8,0
888,E01025084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,5,0,2,1,1,0,1,0,4,3,6,1,2,1,0,0,0,0,1,3,1,1,0,0,0,1,0,1,0,0,0,0,0,4,2,6,1,2
895,E01025086,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,2,0,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0
897,E01025087,1,0,0,0,0,0,0,0,0,0,4,1,1,1,2,0,0,0,0,0,8,5,11,5,11,0,0,1,0,0,13,6,13,6,13,1,1,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,6,6,5,10
905,E01025089,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,6,9,8,5,1,1,2,0,0,6,7,12,9,6,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,5,5,8,8,4
911,E01025091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,0,0,1,0,0,0,0,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,2,2,0,1
913,E01025092,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,4,0,1,0,0,0,2,2,0,2,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,2,3
915,E01025093,1,0,0,1,1,0,0,0,0,0,5,2,0,1,3,1,0,0,0,1,31,28,23,13,16,2,0,2,4,1,40,30,25,19,22,6,6,2,2,5,2,0,1,4,2,7,6,3,3,2,1,0,1,0,0,30,19,17,17,19
114,E01025121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
118,E01025122,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,5,3,2,2,3,0,0,0,0,0,7,5,2,3,3,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,1,3,3
35,E01025094,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3,0,1,2,1,0,0,0,0,1,3,2,1,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,3,2,1,4
39,E01025095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
43,E01025096,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,4,5,3,0,0,2,1,1,8,1,6,6,4,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,5,1,5,4,4
47,E01025098,0,0,0,1,0,0,0,0,0,0,1,2,0,0,4,0,2,0,1,0,12,5,7,19,0,1,3,0,4,0,14,12,7,25,4,1,2,1,1,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,9,9,5,9,3
49,E01025099,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,6,2,2,5,1,0,0,1,0,3,7,3,5,5,0,2,1,1,1,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,3,5,3,4,4
45,E01025097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
50,E01025100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
59,E01025103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
63,E01025105,0,0,0,0,0,0,0,0,0,0,5,1,6,3,2,0,0,0,0,0,27,22,26,13,27,0,0,2,1,0,32,23,34,17,29,0,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,19,11,18,13,20
53,E01025101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,1,2,0,4,1,2,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,3,1,2
66,E01025106,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,7,8,5,7,1,0,0,3,0,1,8,8,9,9,3,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,6,6,5,6,3
68,E01025107,0,0,1,2,0,0,0,0,0,0,3,4,0,6,12,0,0,0,1,0,25,18,18,14,12,0,1,0,2,0,28,23,19,25,24,0,0,0,0,0,0,1,0,0,0,1,1,4,3,1,0,0,0,0,0,20,17,15,19,20
71,E01025108,0,0,0,0,0,0,0,0,0,0,2,1,1,3,5,0,0,1,0,0,7,8,7,12,4,1,0,2,3,0,10,9,11,18,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,8,5,8,11,7
74,E01025109,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,1,0,0
81,E01025111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
77,E01025110,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,11,6,14,14,10,2,1,3,1,0,14,7,19,18,11,2,0,5,2,2,0,0,1,1,0,1,0,1,2,3,1,0,0,0,0,8,7,13,12,9
84,E01025112,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,4,1,2,4,3,0,0,0,5,5,4,2,4,10,1,0,0,2,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,2,4,2,3,5
105,E01025118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,4,7,3,0,1,2,0,0,3,5,6,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2
108,E01025119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2
110,E01025120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,2,1,0,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
356,E01025214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,0,2,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0
364,E01025215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,4,1,0,0,3,0,0,0,4,5,4,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,0
371,E01025216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
101,E01025117,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,5,0,0,0,0,2,2,0,2,2,7,1,0,0,1,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,2,2,6
380,E01025217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,2,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2
388,E01025218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,8,7,3,5,0,0,0,2,0,10,8,7,5,6,0,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,5,2,3
406,E01025220,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,4,1,0,0,0,0,2,4,1,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1
730,E01025028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,1,0,0,0,1,1,1,2,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3
735,E01025029,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,2,3,8,8,6,1,0,0,0,0,4,5,10,8,9,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,3,4,9,6,4
741,E01025030,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,1,3,1,3,0,3,0,2,0,2,0,3,4,5,3,7,1,0,1,1,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,3,2,4,3,6
747,E01025031,1,0,0,0,0,0,0,0,0,0,7,4,2,3,1,0,0,0,0,0,51,15,13,32,29,3,2,2,3,2,62,21,17,38,32,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,36,14,11,24,24
754,E01025032,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,5,2,4,2,0,4,1,1,1,2,9,4,5,6,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,2,5,4,3,5
758,E01025033,0,0,0,1,1,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,5,5,4,7,8,2,1,1,1,2,7,9,7,10,13,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,8,4,7,9
583,E01024955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,3,5,2,0,0,1,0,0,5,0,4,5,2,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,4,5,2
587,E01024956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
