?BODY NAME,SERVICE LABEL COMMITTEE,SERVICE CODE,EXPENDITURE CATEGORY,DATE,TRANSACTION NUMBER,NET AMOUNT,SUPPLIER NAME,SUPPLIER ID
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PROFESSIONAL SERVICES,08/11/2013,237557,1162.25,ACCEPT MANAGEMENT,101627
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,POSTAGES,08/11/2013,237625,1160.5,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,PROFESSIONAL SERVICES,08/11/2013,237548,1159.2,ARDEN BUSINESS MANAGEMENT LTD,101698
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,POSTAGES,29/11/2013,238701,1157.26,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,DISABLED FACILITIES,15/11/2013,237912,1116.7,REDACTED PERSONAL DATA,101973
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,FLY TIPPING REMOVAL,08/11/2013,237462,1108.91,KAEFER C&D LTD,102061
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PRINTING,22/11/2013,238246,1095,SM DESIGN UK,101666
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,15/11/2013,237867,1085,NEWARK SECURITY SERVICES LTD,100371
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,PROFESSIONAL SERVICES,15/11/2013,237947,1072.9,ARC BUSINESS CONSULTANCY SERVICES LTD,102143
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,08/11/2013,237643,1072.81,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PREMISES REPAIRS & RENEWALS,08/11/2013,237592,1065.44,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,POSTAGES,01/11/2013,237209,1061.79,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PREMISES REPAIRS & RENEWALS,01/11/2013,237150,1037.5,PARKS AND PLAYGROUND SOLUTIONS LTD,101034
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,STATIONERY,08/11/2013,237626,1023.94,LYRECO UK LIMITED,101689
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,AGENCY STAFF,22/11/2013,238445,1021.02,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,01/11/2013,237285,1014.25,E I A T (UK) LTD,100136
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,GAS,15/11/2013,237824,1011.58,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,AGENCY STAFF,29/11/2013,238773,1007.76,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,AGENCY STAFF,01/11/2013,237234,1001.13,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G990,PAYMENTS,22/11/2013,238353,1000,MAGNET EXPERT LIMITED,101270
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PROMOTION OF EVENTS,08/11/2013,237524,1000,NEWARK & SHERWOOD CVS,101027
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ARTISTS FEES,08/11/2013,237556,1000,REDACTED PERSONAL DATA,102169
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PROMOTION OF EVENTS,01/11/2013,237282,1000,SOUTHWELL ART GROUP,102173
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,15/11/2013,237973,986.28,RAFA CLUB,101323
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,EQUIPMENT REPAIRS & RENEWALS,22/11/2013,238383,986,JCP POWER & DATA CONTRACTORS LTD,100243
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,REPAIRS AND MAINTENANCE,01/11/2013,237145,986,JCP POWER & DATA CONTRACTORS LTD,100243
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,POSTAGES,29/11/2013,238828,981.92,ROYAL MAIL GROUP LTD,100469
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,AGENCY STAFF,08/11/2013,237458,981.24,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,PAYMENTS TO NOTTS COUNTY CNCL,29/11/2013,238833,975,NOTTINGHAMSHIRE COUNTY COUNCIL,100393
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,LICENCES,15/11/2013,238010,972.06,FMG (FITNESS MUSIC GROUP),102151
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ADVERTISING,22/11/2013,238242,967.5,NEWARK ADVERTISER CO LTD,100363
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,01/11/2013,237232,960,RUMBLES CATERING PROJECT,100472
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,SEWERAGE AND WATER CHARGES,01/11/2013,237269,959.8,SEVERN TRENT WATER LIMITED,100487
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE &  ENVIRONMENT,G991,STORES RECEIPTS,29/11/2013,238643,957.32,CROSSROADS TRUCK & BUS LTD,101347
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,01/11/2013,237287,949.07,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PLANNED MAINTENANCE - GROVE,08/11/2013,237594,945,JCP POWER & DATA CONTRACTORS LTD,100243
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CLOTHING AND UNIFORMS,29/11/2013,238737,938.78,ARCO LIMITED,102144
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,GAS,15/11/2013,237827,930.84,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,COMPUTER SOFTWARE MAINTENANCE,01/11/2013,237161,920,CIVICA LTD,100092
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,DISABLED FACILITIES,15/11/2013,237837,910,TRENT VALLEY PLUMBING LTD,101219
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ARTISTS FEES,08/11/2013,237562,900.18,SALLY MORGAN ENTERPRISES LTD,102133
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,RENT,08/11/2013,237494,900,NOTTINGHAMSHIRE COUNTY COUNCIL,100393
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,EQUIPMENT FOR RESALE,01/11/2013,237272,897.65,SWIMRITE SUPPLIES LTD,100531
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,CONTRACTUAL SERVICES,22/11/2013,238274,893.61,HI-SPEC FACILITIES SUPPORT CO PLC,101303
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,INTERNAL TRAINING,01/11/2013,237178,892.5,SHEFFIELD HALLAM UNIVERSITY,101822
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,AGENCY STAFF,15/11/2013,237919,888.42,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ARTISTS FEES,29/11/2013,238740,883.42,BALLET THEATRE UK LTD,101342
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,15/11/2013,237942,882,BRITISH PARKING ASSOCIATION,100893
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,EQUIPMENT REPAIRS & RENEWALS,29/11/2013,238790,877.5,KAFEVEND GROUP PLC,100649
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,08/11/2013,237473,859.84,DENNIS EAGLE LTD,100797
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G992,DEBTOR REFUNDS,15/11/2013,237960,856,DIMENSION BUILDING SERVICES,102149
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,AGENCY STAFF,01/11/2013,237234,851.36,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G995,TELEPHONES,15/11/2013,237976,848.37,DAISY COMMUNICATIONS LTD,100847
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,REPAIRS AND MAINTENANCE,01/11/2013,237254,838.33,HILLARYS BLINDS LTD,101809
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,22/11/2013,238340,834.81,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,LICENSED BAR PROVISIONS,15/11/2013,238018,829.99,CLASSIC DRINKS,100794
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,MOBILE PHONE COSTS,22/11/2013,238276,824.39,ORANGE PERSONAL COMMUNICATIONS,100410
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,GAS,15/11/2013,237828,818.73,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,COMPUTER SOFTWARE,01/11/2013,237136,815,RIBA ENTERPRISES LTD,100771
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,22/11/2013,238348,808.14,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,LICENCES,08/11/2013,237633,804.05,PHONOGRAPHIC PERFORMANCE LTD,100769
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,22/11/2013,238305,803.18,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,FREELANCE INSTRUCTORS,01/11/2013,237273,800,EXCEL SPORTS COACHING LTD,102052
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PREMISES REPAIRS & RENEWALS,01/11/2013,237148,800,LUBBE & SONS (BULBS) LTD,100811
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,COMPUTER SOFTWARE MAINTENANCE,01/11/2013,237250,795,NCC SERVICES LIMITED,100355
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,FREELANCE INSTRUCTORS,01/11/2013,237283,795,REDACTED PERSONAL DATA,101945
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,15/11/2013,237997,789.85,PARTIC MOTOR SPARES LTD,100421
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,22/11/2013,238312,787.55,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ADVERTISING,22/11/2013,238398,776.8,REDACTED PERSONAL DATA,102171
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ARTISTS FEES,08/11/2013,237554,776.36,TUA FILM SERVICE,102180
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G994,REFUNDS,15/11/2013,237948,775.08,REDACTED PERSONAL DATA,102162
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PREMISES REPAIRS & RENEWALS,22/11/2013,238453,770,J T DECORATORS,100806
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,REPAIRS AND MAINTENANCE,22/11/2013,238473,770,PARKS AND PLAYGROUND SOLUTIONS LTD,101034
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,01/11/2013,237109,760,NEWARK ALARM SYSTEMS,100364
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,EH MINOR DEFAULT WORKS,22/11/2013,238234,760,REDACTED PERSONAL DATA,101832
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,INTERNAL TRAINING,01/11/2013,237284,750,LEICESTERSHIRE COUNTY COUNCIL,100273
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,CONTRACTUAL SERVICES,29/11/2013,238762,750,BROOKSON SOLUTIONS LTD,102148
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,01/11/2013,237252,746.37,S P G CONSTRUCTION LTD,100477
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G994,REFUNDS,15/11/2013,237932,738.15,REDACTED PERSONAL DATA,102163
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,08/11/2013,237641,733,TERBERG MATEC UK LTD,100541
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,08/11/2013,237642,733,TERBERG MATEC UK LTD,100541
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,FREELANCE INSTRUCTORS,29/11/2013,238801,720,REDACTED PERSONAL DATA,101945
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G994,REFUNDS,15/11/2013,237818,711.22,REDACTED PERSONAL DATA,102166
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,COMPUTER EQUIPMENT PURCHASE,22/11/2013,238300,706.2,KELWAY (UK) LIMITED,100255
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,FREELANCE INSTRUCTORS,15/11/2013,237887,700,REDACTED PERSONAL DATA,101780
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,CHANGE MANAGEMENT,08/11/2013,237573,700,V4 SERVICES LTD,101993
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,LICENSED BAR PROVISIONS,22/11/2013,238476,692.85,CLASSIC DRINKS,100794
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,MOBILE PHONE COSTS,22/11/2013,238275,687.23,ORANGE PERSONAL COMMUNICATIONS,100410
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE &  ENVIRONMENT,G991,STORES RECEIPTS,08/11/2013,237430,685.1,JOHNSTON SWEEPERS LTD,100250
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,DEPARTMENTAL HARDWARE,22/11/2013,238295,680,SYSTEMS ASSURANCE LTD,100533
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,REPAIRS AND MAINTENANCE,04/11/2013,237165,670.8,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,01/11/2013,237153,670,REDACTED PERSONAL DATA,100329
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,REPAIRS AND MAINTENANCE,22/11/2013,238268,660,WESTGATE PARTNERSHIP SHOPFITTING SERV LTD,100602
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,FREELANCE INSTRUCTORS,01/11/2013,237274,649.96,EXCEL SPORTS COACHING LTD,102052
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,CATERING SERVICES CONTRACTORS,29/11/2013,238741,647.1,KELHAM HALL LTD,102116
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,01/11/2013,237184,644.68,THE PREMIER PUMP & TANK CO.,102177
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,22/11/2013,238335,641.78,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,01/11/2013,237231,640,RUMBLES CATERING PROJECT,100472
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,01/11/2013,237256,640,S P G CONSTRUCTION LTD,100477
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,15/11/2013,237954,639.33,LINCOLNSHIRE RESCUE KENNELS,100282
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,22/11/2013,238380,638.34,HI-SPEC FACILITIES SUPPORT CO PLC,101303
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,22/11/2013,238381,638.34,HI-SPEC FACILITIES SUPPORT CO PLC,101303
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,EXHIBITIONS AND DISPLAYS,22/11/2013,238399,627,ROYAL COLLECTION TRUST,102172
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,22/11/2013,238319,620.2,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,PROFESSIONAL SERVICES,08/11/2013,237655,616,DISCLOSURE & BARRING SERVICE,101817
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,FREELANCE INSTRUCTORS,15/11/2013,237878,615,REDACTED PERSONAL DATA,101779
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,29/11/2013,238722,611.75,DENNIS EAGLE LTD,100797
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,SUBSCRIPTIONS,08/11/2013,237610,610,RIBA ENTERPRISES LTD,100771
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,GAS,22/11/2013,238382,604.55,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CAR PARK TICKETS,22/11/2013,238402,600,BROWN ADVERTISING & DESIGN,100061
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,PROFESSIONAL SERVICES,08/11/2013,237498,600,REDACTED PERSONAL DATA,101954
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,22/11/2013,238279,600,FREEDOM FIRST LTD,102152
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE &  ENVIRONMENT,G991,STORES RECEIPTS,08/11/2013,237185,597.9,JOHNSTON SWEEPERS LTD,100250
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,INTERNAL TRAINING,15/11/2013,237974,595,THE WRIGHT FOUNDATION,100557
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,PREMISES REPAIRS & RENEWALS,04/11/2013,237169,589.47,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,PREMISES REPAIRS & RENEWALS,04/11/2013,237424,589.47,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ARTISTS FEES,29/11/2013,238742,580.96,TUA FILM SERVICE,102180
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,PROFESSIONAL SERVICES,29/11/2013,238781,576.17,CANON (UK) LTD,101374
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,CONTRACTUAL SERVICES,29/11/2013,238779,574.5,CANON (UK) LTD,101374
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,PRINTING,29/11/2013,238778,572.96,CANON (UK) LTD,101374
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,29/11/2013,238721,568.68,DENNIS EAGLE LTD,100797
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,ADVERTISING,22/11/2013,238288,550,BROWN ADVERTISING & DESIGN,100061
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,CONTRACTUAL SERVICES,08/11/2013,237652,550,IMAGESKOOL,101712
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PLANNED MAINTENANCE - GROVE,08/11/2013,237588,550,J T DECORATORS,100806
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,INTERNAL TRAINING,22/11/2013,238426,548.4,JH TRAINING & DEVELOPMENT,100244
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,LIVE AT HOME EXPENSES,01/11/2013,237186,544,NEWARK RUGBY UNION FOOTBALL CLUB LTD,102168
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,01/11/2013,237108,538.04,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G995,CONTRACTUAL SERVICES,08/11/2013,237452,537,RICHARD COX MEAL VOUCHERS,100454
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,SPORTS DEVELOPMENT & EVENTS,08/11/2013,237531,534,COLLINGHAM TENNIS CLUB,101695
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G992,REPAIRS AND MAINTENANCE,01/11/2013,237162,530.53,LLOYDSPHARMACY,101823
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PLASTIC SACKS,22/11/2013,238396,520.21,CROMWELL POLYTHENE LIMITED,101445
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PRINTING,29/11/2013,238675,510,WILLSONS PRINTERS (NEWARK) LTD,100607
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,EQUIPMENT REPAIRS & RENEWALS,29/11/2013,238703,500,IDOX SOFTWARE LTD,100738
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CPU DECRIM PAYMENTS,15/11/2013,238003,500,NOTTINGHAMSHIRE COUNTY COUNCIL,101245
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PREMISES REPAIRS & RENEWALS,22/11/2013,238267,500,RENTOKIL INITIAL UK LTD,100824
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,SPORTS DEVELOPMENT & EVENTS,29/11/2013,238697,500,NEWARK EMMAUS TRUST,102167
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PREMISES REPAIRS & RENEWALS,01/11/2013,237149,495,PARKS AND PLAYGROUND SOLUTIONS LTD,101034
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,08/11/2013,237649,490.71,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,ADVERTISING,15/11/2013,237843,483.68,TMP UK LTD,102103
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,EQUIPMENT REPAIRS & RENEWALS,29/11/2013,238791,480,KAFEVEND GROUP PLC,100649
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PLANNED MAINTENANCE - GROVE,08/11/2013,237586,479.75,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PREMISES REPAIRS & RENEWALS,29/11/2013,238754,479.5,NEWARK TOWN COUNCIL,100374
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ARTISTS FEES,08/11/2013,237565,475.45,JOHNNY MANS PRODUCTIONS LTD,102157
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,CONTRACTUAL SERVICES,29/11/2013,238672,469.94,G4S CASH SOLUTIONS (UK) LTD,100731
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,EQUIPMENT REPAIRS & RENEWALS,22/11/2013,238286,465,FARMSTAR LTD,100161
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,OTHER EQUIPMENT AND TOOLS,15/11/2013,237883,463.93,LIFE FITNESS (UK) LTD,100277
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,22/11/2013,238395,453.05,MILLERS OILS LTD,102161
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,29/11/2013,238749,452.96,DENNIS EAGLE LTD,100797
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,29/11/2013,238834,451.57,JOHNSTON SWEEPERS LTD,100250
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,08/11/2013,237627,450,TV INSTALLATION SERVICES (MANSFIELD)LTD,100577
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,PREMISES SECURITY,15/11/2013,237969,450,TV INSTALLATION SERVICES (MANSFIELD)LTD,100577
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,OFFICE EQUIPMENT MAINTENANCE,08/11/2013,237603,444,KODAK  OPCO (UK) LTD,102159
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PLANNED MAINTENANCE - GROVE,08/11/2013,237583,438.6,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,08/11/2013,237659,431.85,OLD HALL NURSERIES LTD,100405
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY,G450,CHANGE MANAGEMENT,01/11/2013,237113,428.33,KELHAM HOUSE COUNTRY MANOR HOTEL,102158
