Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      168154                                  ,            3935.7600,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      168155                                  ,             198.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      168155                                  ,            2999.8100,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      168156                                  ,             -57.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      168156                                  ,              57.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      168156                                  ,             132.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      168156                                  ,            3172.4300,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      168157                                  ,             231.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Occupational Health                               ,DCS HR Health & Safety Unit                       ,Guy's & St Thomas' NHS Trust                      ,PINV      168157                                  ,            2807.9300,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Courier Costs                               ,Entomology Curation                               ,DHL International (UK) Ltd                        ,PINV      168062                                  ,             227.3200,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Courier Costs                               ,Entomology Curation                               ,DHL International (UK) Ltd                        ,PINV      168062                                  ,             360.0500,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Est  Electricity                            ,Estates Utilities & Rents                         ,Southern Electric                                 ,PINV      168151                                  ,            3865.3600,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Est  Electricity                            ,Estates Utilities & Rents                         ,Southern Electric                                 ,PINV      168152                                  ,            4969.2600,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,BSI Management Systems                            ,PINV      168066                                  ,               9.9700,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Teco Interiors Limited                            ,PINV      168084                                  ,               2.1000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Vodafone Limited                                  ,PINV      168018                                  ,              15.0100,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Wilson James Limited                              ,PINV      168239                                  ,            1071.8300,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Fundraising Expenditure                     ,PEG - Development                                 ,Benugo                                            ,PINV      168050                                  ,            1389.8900,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Graphic Works                               ,VE Production Display & Conservation              ,BAF Graphics                                      ,PINV      168086                                  ,            3455.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Graphic Works                               ,VE Production Display & Conservation              ,BAF Graphics                                      ,PINV      168087                                  ,            1167.9400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      168247                                  ,            1507.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      168247                                  ,            3080.5500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      168247                                  ,            3306.0100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      168248                                  ,            1440.5700,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      168248                                  ,            2915.4100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      168248                                  ,            3001.1300,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Bookings&Sales                             ,Spring Personnel                                  ,PINV      168251                                  ,              97.2800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168251                                  ,            6960.0400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,Commerce Mgmt & Strategy                          ,Spring Personnel                                  ,PINV      168291                                  ,             861.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168293                                  ,             489.3800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168296                                  ,             502.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168299                                  ,             502.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168301                                  ,             492.6400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168305                                  ,             463.2800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168306                                  ,             587.2500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168309                                  ,             469.8000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168310                                  ,             587.2500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168311                                  ,             469.8000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168313                                  ,             502.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168314                                  ,             502.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168315                                  ,             418.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168316                                  ,             587.2500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168319                                  ,             418.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168322                                  ,             418.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168325                                  ,             153.6000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168325                                  ,            6301.3900,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,PEG VS Bookings & Helpdesk                        ,Spring Personnel                                  ,PINV      168366                                  ,            1083.4500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168367                                  ,             986.1800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Spring Personnel                                  ,PINV      168368                                  ,            1265.8600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,PEG - Communications Central                      ,Spring Personnel                                  ,PINV      168377                                  ,             460.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,DCS Human Resources Operations                    ,Spring Personnel                                  ,PINV      168378                                  ,             832.4800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Step Ahead                                        ,PINV      168256                                  ,            1122.8300,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Step Ahead                                        ,PINV      168373                                  ,             909.9400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Step Ahead                                        ,PINV      168387                                  ,            5386.3400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Step Ahead                                        ,PINV      168388                                  ,             719.0300,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE VLE Welcome&Information                        ,Wilson James Ltd (DUPL)                           ,PINV      168392                                  ,            3729.9200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,Estates Buildings                                 ,Labflex Ltd                                       ,PINV      168266                                  ,            1700.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      168326                                  ,            2129.7600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      168329                                  ,            4360.5900,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest (Sherwood) Ltd                            ,PINV      168393                                  ,            2856.1600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Sci L&A Collections&Reader Services               ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,               9.3400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Sci L&A Collections&Reader Services               ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             114.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,VE VLE Welcome&Information                        ,Scan Coin Ltd                                     ,PINV      168338                                  ,            1384.3600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Clay Interactive Ltd                              ,PINV      168284                                  ,             975.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Equipment < £5k                                   ,VE Production Engineering                         ,Weldmet Ltd                                       ,PINV      168281                                  ,             592.1300,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Est - Routinemaint -Grounds Maint                 ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,PINV      168359                                  ,             707.9600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,EXF - Travel                                      ,Botany Research                                   ,Key Travel                                        ,PINV      168289                                  ,            1264.6900,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,FOH Uniform Costs                                 ,Tring Administration                              ,PCL Corporatewear Ltd                             ,PINV      168375                                  ,             510.0500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Freelancers / Self-employed                       ,PEG Learning Programme Developers                 ,J. A. Preece                                      ,PINV      168360                                  ,             920.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Freelancers / Self-employed                       ,PEG Learning Programme Developers                 ,J. A. Preece                                      ,PINV      168361                                  ,             690.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,Alcohols Ltd                                      ,PINV      168328                                  ,              91.6000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,C&S Relocations                                   ,PINV      168342                                  ,              50.8200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Cranfield Management Development Ltd              ,PINV      168344                                  ,              64.7100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Eurobase People                                   ,PINV      168389                                  ,              10.6600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Marks Sattin                                      ,PINV      168287                                  ,               6.7400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Marks Sattin                                      ,PINV      168330                                  ,               8.3600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,               5.9400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,Entomology Admin                                  ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,              11.8100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,Palaeontology Admin                               ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,              17.5300,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,Mineralogy Admin                                  ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,              17.6900,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,              39.3100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,PAYMASTER (1836) Ltd                              ,PINV      168331                                  ,              15.8800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Peter Lockyer Advertising Ltd                     ,PINV      168335                                  ,               3.9700,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,Qiagen Limited                                    ,PINV      168341                                  ,              44.0600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Richmond Associates                               ,PINV      168336                                  ,              21.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,VE VLE Learning Experience                        ,Emcor Facility Services Ltd                       ,PINV      168259                                  ,             612.2200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,VE VLE Learning Experience                        ,Emcor Facility Services Ltd                       ,PINV      168260                                  ,             431.5200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - General Running Costs                       ,Palaeontology Research                            ,University of Southampton                         ,PINV      168286                                  ,           13497.2100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Members Events Costs                        ,Commerce Visitor Events                           ,Benugo                                            ,PINV      168391                                  ,            2139.7000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Pest Control                                ,Collections Committee (Furniture)                 ,Emcor Facility Services Ltd                       ,PINV      168261                                  ,            5435.1300,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - PGO Superannuation Services                 ,DCS Human Resources Operations                    ,PAYMASTER (1836) Ltd                              ,PINV      168331                                  ,            2496.9200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Security                                    ,Tring Administration                              ,G4S Cash Services (UK) Ltd                        ,PINV      168350                                  ,             212.3100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Security                                    ,VE VLE Welcome&Information                        ,G4S Cash Services (UK) Ltd                        ,PINV      168350                                  ,            1322.5200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Security                                    ,Tring Administration                              ,G4S Cash Services (UK) Ltd                        ,PINV      168351                                  ,             212.3100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Security                                    ,VE VLE Welcome&Information                        ,G4S Cash Services (UK) Ltd                        ,PINV      168351                                  ,            1322.5200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,Cranfield Management Development Ltd              ,PINV      168344                                  ,           10175.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,University of Strathclyde                         ,PINV      168345                                  ,             649.8500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,University of Strathclyde                         ,PINV      168346                                  ,             703.9300,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,Sci L&A Management                                ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,              18.4700,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,Science Research & Consulting Office              ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,              64.4600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,PEG VS Bookings & Helpdesk                        ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,              68.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,VE Production Display & Conservation              ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,              74.4200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,Zoology Admin                                     ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             106.0700,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,DCS Finance                                       ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             125.4500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,Entomology Admin                                  ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             144.1000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & Stationery                             ,PEG - Development                                 ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             188.8500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,Science Administration Team                       ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             206.6400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,Palaeontology Admin                               ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             213.8600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,Mineralogy Admin                                  ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             215.8500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,Sci L&A Management                                ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             225.4100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,PEG VS Bookings & Helpdesk                        ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             281.7200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Printing & stationery                             ,Tring Administration                              ,Office Depot (Guilbert UK Ltd)                    ,PINV      168246                                  ,             283.1800,                                                  
