"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OF1","25727","34180","Military","311.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OF2","39629","47127","Military","2453.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OF3","49918","59783","Military","1526.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OF4","70059","81123","Military","644.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OF5","84878","93304","Military","160.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR2","18306","29603","Military","6998.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR3","25272","29603","Military","223.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR4","29474","35028","Military","5133.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR6","33159","41030","Military","3942.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR7","37325","47421","Military","2072.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR8","40596","47421","Military","90.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","OR9","47018","50183","Military","774.00","Military"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Aviation Officer 1","39776","44711","Training Support","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Aviation Officer 2","35543","36964","Operational Analysis","1.50","Operational Research"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Aviation Officer 2","35543","36964","Training Support","2.00","Operational Research"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Aviation Officer 2","35543","36964","Transport & Movement","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","59388","72907","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","59388","72907","Combat Systems Engineering","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","59388","72907","Decision Support","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","59388","72907","Medical Assessment","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","59388","72907","Programme Management","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","59388","72907","Secretariat & Private Office","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B1","59388","72907","Service HR Service Provider","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2","50440","60130","AeroEng(Aero/Struct/Mech)","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2","50440","60130","Business Management","4.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2","50440","60130","Clinical Psychology","0.80","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2","50440","60130","Decision Support","6.00","Psychology"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2","50440","60130","Historical","3.00","Planning"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2","50440","60130","Operational Analysis","6.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2","50440","60130","Reporting and Controls","2.00","Operational Research"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2","50440","60130","Safety Management","1.00","Operational Research"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2","50440","60130","Secretariat & Private Office","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2","50440","60130","Transport & Movement","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2 MSF","50440","60130","Business Management","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","B2 MSF","50440","60130","Service HR Service Provider","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","Burnham Lecturer 2 (C2 Equiv) - 2606","31369","43620","Teaching","9.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Acoustics","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","AeroEng(Aero/Struct/Mech)","3.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Business Management","19.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Commercial Strategy","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Community Service","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Decision Support","15.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Design and Imagery","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Estate Management","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","External Communications","3.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Health & Safety Practitioner","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Historical","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Occupational Psychology","4.00","Psychology"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Operational Analysis","13.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Project Management","10.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Reporting and Controls","3.00","Planning"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Safety Management","0.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Secretariat & Private Office","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Service HR Expert","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Service HR Service Provider","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Specialist Instruction","8.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Sustainable Development","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Systems Engineering","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Technical [Trades]","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Through Life Support","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1","37527","44711","Training Support","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1 MSF","37527","44711","Administrative Support","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1 MSF","37527","44711","Business Management","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1 MSF","37527","44711","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1 MSF","37527","44711","Programme Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1 MSF","37527","44711","Service HR Service Provider","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C1 MSF","37527","44711","Training Support","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Acoustics","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Administrative Support","9.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","AeroEng(Aero/Struct/Mech)","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Audit and Assurance","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Business Management","64.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Civilian HR Service Provider","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Civilian Training","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Combat Systems Engineering","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Community Development Work","1.50","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Community Service","5.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Computer Science & Engineering","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Contract Perf Meas & Mgnt","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Decision Support","20.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Design and Imagery","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Direct Military Support","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Environmental Management Assessment","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Estate Management","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","External Communications","9.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Health & Safety Practitioner","25.00","Communications"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Historical","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Information Technology","15.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Intelligence Analysis","2.00","Operational Research"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Internal Communications","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Inventory Management","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Knowledge Info Management","10.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Occupational Psychology","4.80","Psychology"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Operational Analysis","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Performance Management","3.00","Operational Research"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Project Management","15.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Reporting and Controls","9.80","Operational Research"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Risk Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Safety Management","4.00","Planning"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Secretariat & Private Office","12.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Service HR Service Provider","12.86","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Soft Facilities Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Air Command","1017733","C2","30797","36696","Specialist Instruction","89.48","Human Resources"
