,,,

"Richard Hazelwood, Special Advisor to the Secretary of State for Wales",,April to June 2012,


DATE GIFT RECEIVED,FROM,GIFT,VALUE
Nil return,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
