Body,Body Name,Posting Date,Transaction number,Amount,Supplier name,Supplier ID,Service Area,Expense Type,Expense Code,Type
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,05/07/2013,30008677,"1,430.49 ",Adt Fire and Security PLC,10021,Ashbourne Leisure Centre,Service Alarm System,2182,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/07/2013,30008705,"1,498.61 ",Adt Fire and Security PLC,10021,Agricultural Business Centre Bakewell,Service Alarm System,2182,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,11/07/2013,30008556,"10,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Revenue Grants,4704,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,11/07/2013,30008557,"19,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Homeless Schemes - Second Homes,4802,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,11/07/2013,30008558,"20,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Homeless Schemes - Second Homes,4802,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,11/07/2013,30008559,"14,000.00 ",Adullam Homes HA Ltd,13582,Homelessness,Homeless Schemes - Second Homes,4802,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,01/07/2013,30008501,"1,128.56 ",Aebi Schmidt UK Ltd,15608,Vehicles & Plant,"Vehicle Parts, Servicing & Repairs",3110,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,26/07/2013,30008807,"26,698.00 ",Age UK Derby & Derbyshire,13594,Health Promotion,General Expenses (Falls Prevention Initiative),4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,23/07/2013,20088756,788.55 ,Agrovista UK Limited T/A Sherriff Amenity,14160,Parks & Recreation,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,04/07/2013,30008621,"1,344.17 ",allpay.net Limited,12681,Council Tax Collection,Giro/Allpay Charges,4448,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,04/07/2013,30008623,854.82 ,allpay.net Limited,12681,Council Tax Collection,Giro/Allpay Charges,4448,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,11/07/2013,30008738,942.00 ,Andersons Solicitors,10051,Democratic Services,Legal Fees,4408,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,01/07/2013,30008233,"1,583.00 ",Anthony Collins Solicitors LLP,15010,Democratic Services,Legal Fees,4408,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,02/07/2013,20088671,"9,235.00 ",Anthony Collins Solicitors LLP,15010,Homelessness,Homeless Schemes - Second Homes,4802,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,02/07/2013,30008402,"6,000.00 ",AON Limited,10060,Insurances,Consultancy Services,4403,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/07/2013,30009157,"41,231.17 ",Apex Carbon Solutions Ltd,15567,Fuel Poverty Project,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/07/2013,30009158,"33,066.67 ",Apex Carbon Solutions Ltd,15567,Fuel Poverty Project,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/07/2013,30009159,"12,710.85 ",Apex Carbon Solutions Ltd,15567,Fuel Poverty Project,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/07/2013,30009160,"11,895.68 ",Apex Carbon Solutions Ltd,15567,Fuel Poverty Project,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/07/2013,30009161,"2,828.77 ",Apex Carbon Solutions Ltd,15567,Fuel Poverty Project,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/07/2013,30009162,"6,585.60 ",Apex Carbon Solutions Ltd,15567,Fuel Poverty Project,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,23/07/2013,30009041,"2,304.88 ",Arco Limited,10068,Parks & Recreation,Uniforms & Protective Clothing,4201,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,15/07/2013,30008809,"3,445.60 ",Arvato Public Sector Services Ltd,14915,Central Processing Unit,"Contract for Revenues, Benefits & Accounts Payable",5601,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,15/07/2013,30008809,"3,804.33 ",Arvato Public Sector Services Ltd,14915,Revenues Management,"Contract for Revenues, Benefits & Accounts Payable",5601,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,15/07/2013,30008809,"19,021.60 ",Arvato Public Sector Services Ltd,14915,Council Tax Collection,"Contract for Revenues, Benefits & Accounts Payable",5601,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,15/07/2013,30008809,"5,621.85 ",Arvato Public Sector Services Ltd,14915,Miscellaneous Income,"Contract for Revenues, Benefits & Accounts Payable",5601,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,15/07/2013,30008809,"2,853.25 ",Arvato Public Sector Services Ltd,14915,NNDR Collection,"Contract for Revenues, Benefits & Accounts Payable",5601,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,15/07/2013,30008809,"21,874.85 ",Arvato Public Sector Services Ltd,14915,Housing & Council Tax Benefits,"Contract for Revenues, Benefits & Accounts Payable",5601,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,05/07/2013,30008679,500.00 ,Ashbourne Arts Ltd,10104,Arts Strategy,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,08/07/2013,30008573,"1,668.50 ",Ashbourne Arts Ltd,10104,Ashbourne Tourist Information Centre,Tickets for Resale,4042,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/07/2013,30008776,773.50 ,Ashbourne Arts Ltd,10104,Ashbourne Tourist Information Centre,Tickets for Resale,4042,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,29/07/2013,30009131,824.10 ,ATE (UK) Limited,14608,Vehicles & Plant,"Vehicle Parts, Servicing & Repairs",3110,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/07/2013,20088747,"-2,026.86 ",Autobar UK Ltd,14484,Arc Leisure Matlock,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/07/2013,20088748,"4,053.72 ",Autobar UK Ltd,14484,Arc Leisure Matlock,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,05/07/2013,30008512,"1,029.00 ",Bakewell Show Ltd,10138,Agricultural Business Centre Bakewell,Rents,2301,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/07/2013,30008724,"1,672.84 ",Barnes Painters & Decorators,15414,Matlock Town Hall,General Repairs,2101,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/07/2013,30008948,"6,868.86 ",Barnes Painters & Decorators,15414,Parks & Recreation,General Repairs,2101,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/07/2013,30009179,"1,114.50 ",BDI Surveys Ltd,14905,Performance Review,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,24/07/2013,30008947,509.86 ,British Gas Business,15059,Parks & Recreation,Electricity,2201,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,11/07/2013,30008591,"7,261.17 ",British Telecom PLC,10252,Information Technology,Telephone Leased Lines & Broadband,4542,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/07/2013,30008877,"4,602.00 ",British Telecom PLC,10252,Arc Leisure Matlock,Telephone Rental and Charges,4502,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/07/2013,30008877,"2,672.39 ",British Telecom PLC,10252,Information Technology,Telephone Leased Lines & Broadband,4542,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,23/07/2013,30009006,"1,300.48 ",British Telecom PLC,10252,Customer Services,Telephone Rental and Charges,4502,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/07/2013,20088722,"4,613.40 ",Broad Oak Properties Limited,15545,Improvement Grants,Disabled Facilities Grants,C016,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,02/07/2013,30008250,630.00 ,Browne Jacobson Solicitors LLP client a/c,10264,Democratic Services,Legal Fees,4408,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,08/07/2013,30008592,"3,915.00 ",Browne Jacobson Solicitors LLP client a/c,10264,Democratic Services,Legal Fees,4408,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/07/2013,30008405,680.59 ,Bunzl Cleaning & Hygiene Supplies,14897,Office Cleaning,Purchase of Materials - General,4040,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/07/2013,30008421,668.49 ,Bunzl Cleaning & Hygiene Supplies,14897,Office Cleaning,Purchase of Materials - General,4040,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,15/07/2013,30008690,"2,655.81 ",Cable & Wireless UK,15057,Information Technology,Government Connect Connection Charge,4514,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/07/2013,30008930,"12,990.70 ",Capita Business Services Ltd,10303,Housing & Council Tax Benefits,Software Maintenance & Support,4512,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,23/07/2013,30007564,521.46 ,Capita Business Services Ltd,10303,Council Tax Collection,Bank Charges,4447,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,15/07/2013,20088716,758.00 ,Chelmorton Parish Council,57021,PC Reimbursements - Cemeteries,PC Reimbursable Expenditure,5203,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/07/2013,30008593,575.00 ,City Electrical Factors Ltd,10359,Vehicles & Plant,Light Plant & Tools,4001,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,19/07/2013,20088746,665.00 ,Cockerton Solicitors,10693,Flood Alleviation - Birchover,Professional Fees,C004,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,23/07/2013,20088754,"12,699.00 ",Community Law Partnership,15631,Democratic Services,Legal Fees,4408,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/07/2013,30008734,"10,000.00 ",Community Sports Trust CIC,14808,Sports Development,Revenue Grants,4704,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/07/2013,30008761,"6,445.03 ",Competition Line (U.K.) Ltd,10380,Ashbourne Leisure Centre,Competition Line - Gym Fees,4834,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,01/07/2013,30008389,580.00 ,Contract Sign Systems,10390,Car Parking,Purchase of Signs,4067,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/07/2013,30008800,"1,150.00 ",Countryside Access Management Ltd,14345,Democratic Services,Legal Fees,4408,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/07/2013,20088720,660.00 ,D.V.L.A.,10545,Vehicles & Plant,Road Fund Licences & MoT Fees,3127,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,22/07/2013,30008920,"16,217.00 ",Derbys & Notts Chamber of Commerce & Industry,12489,Tourism - General,Tourism Promotions,4838,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,03/07/2013,30008536,"2,021.00 ",Derbyshire County Council,10506,Conservation - Historic Buildings,Derbyshire Archaeological Planning Partnership,4854,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/07/2013,30008706,"7,441.50 ",Derbyshire County Council,10506,Local Land Charges,DCC - Search Fees,4470,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,26/07/2013,30009092,781.54 ,Derbyshire County Council,10506,Non-Distributed Costs,Consultancy Services,4403,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,29/07/2013,20088766,628.27 ,Derbyshire County Council,10507,Improvement Grants,Disabled Facilities Grants,C016,Capital
