Minister,Date received,From,Gift,Value (£), Outcome
"Prime Minister, Rt Hon David Cameron MP",Jul-13,King of Bahrain,Brass Desk Clock,Over limit,Held by Department
,,,,,
,,,,,
,,,,,
,,,,,
