Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
DCMS                                              ,NHM                                               ,2013-11-07 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Life Technologies Ltd(Invitrogen Div              ,CADPINVSM0000011550                               ,              42.5400,                                                  
DCMS                                              ,NHM                                               ,2013-11-07 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Life Technologies Ltd(Invitrogen Div              ,CADPINVSM0000011550                               ,             192.0300,                                                  
DCMS                                              ,NHM                                               ,2013-11-07 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Life Technologies Ltd(Invitrogen Div              ,CADPINVSM0000011550                               ,             255.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-07 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Life Technologies Ltd(Invitrogen Div              ,CADPINVSM0000011550                               ,             519.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-07 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Life Technologies Ltd(Invitrogen Div              ,CADPINVSM0000011550                               ,            2343.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-07 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Life Technologies Ltd(Invitrogen Div              ,CADPINVSM0000011557                               ,              -0.0100,                                                  
DCMS                                              ,NHM                                               ,2013-11-07 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Life Technologies Ltd(Invitrogen Div              ,CADPINVSM0000011557                               ,              11.4900,                                                  
DCMS                                              ,NHM                                               ,2013-11-07 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Life Technologies Ltd(Invitrogen Div              ,CADPINVSM0000011557                               ,             140.1400,                                                  
DCMS                                              ,NHM                                               ,2013-11-07 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Life Technologies Ltd(Invitrogen Div              ,CADPINVSM0000011557                               ,             265.5200,                                                  
DCMS                                              ,NHM                                               ,2013-11-07 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Life Technologies Ltd(Invitrogen Div              ,CADPINVSM0000011557                               ,            3239.6000,                                                  
DCMS                                              ,NHM                                               ,2013-11-08 00:00:00.000,B/S - Equipment (Plant & Machinery)               ,Sci Facilities Molecular                          ,Scientific Laboratory Supplies Ltd                ,CADPINVSM0000011542                               ,            9999.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-08 00:00:00.000,B/S - Tangible F Assets - L&B - Fees              ,Estates Buildings                                 ,Dannatt Johnson Architects                        ,CADPINVSM0000011536                               ,             526.5600,                                                  
DCMS                                              ,NHM                                               ,2013-11-08 00:00:00.000,B/S - Tangible F Assets - L&B - Fees              ,Estates Buildings                                 ,Dannatt Johnson Architects                        ,CADPINVSM0000011536                               ,            1035.9400,                                                  
DCMS                                              ,NHM                                               ,2013-11-08 00:00:00.000,Curatorial Supplies                               ,Sci Life Curation                                 ,Ramplas                                           ,CADPINVSM0000011567                               ,              35.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-08 00:00:00.000,Curatorial Supplies                               ,Sci Life Curation                                 ,Ramplas                                           ,CADPINVSM0000011567                               ,             949.8100,                                                  
DCMS                                              ,NHM                                               ,2013-11-08 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Sci Life Research                                 ,The Scientific Instrument Centre                  ,CADPINVSM0000011545                               ,             196.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-08 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Sci Facilities Molecular                          ,The Scientific Instrument Centre                  ,CADPINVSM0000011545                               ,             684.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-08 00:00:00.000,Equipment < £5k                                   ,Sci Facilities Molecular                          ,Scientific Laboratory Supplies Ltd                ,CADPINVSM0000011565                               ,             420.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-08 00:00:00.000,Estates Elec Works                                ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011534                               ,             762.2100,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Teco Interiors Limited                            ,CADPINVSM0000011576                               ,            3305.7000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Exhibition Production                             ,PEG Prog Board Temporary Exhibitions              ,Factory Settings Ltd                              ,CADPINVSM0000011590                               ,           37158.4700,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Emcor Facility Services Ltd                       ,CADPINVSM0000011589                               ,               3.0100,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,European Electronique Ltd                         ,CADPINVSM0000011588                               ,              10.2400,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Softcat Ltd                                       ,CADPINVSM0000011568                               ,               9.0700,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,IT Equipment < £5k                                ,Sci Life Research                                 ,Apple Computer                                    ,CADPINVSM0000011585                               ,            1986.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,IT Services                                       ,DCS ICT (Info Computer Techonology)               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011589                               ,              43.0400,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,IT Services                                       ,DCS ICT (Info Computer Techonology)               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011589                               ,             430.3900,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,MF - IT Equipment < £5k                           ,DCS ICT (Info Computer Techonology)               ,European Electronique Ltd                         ,CADPINVSM0000011588                               ,               3.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,MF - IT Equipment < £5k                           ,DCS ICT (Info Computer Techonology)               ,European Electronique Ltd                         ,CADPINVSM0000011588                               ,            1607.4800,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,MF - IT Equipment < £5k                           ,DCS ICT (Info Computer Techonology)               ,Softcat Ltd                                       ,CADPINVSM0000011568                               ,               7.5000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,MF - IT Equipment < £5k                           ,DCS ICT (Info Computer Techonology)               ,Softcat Ltd                                       ,CADPINVSM0000011568                               ,            1419.2000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Atec Security Ltd                                 ,CADPINVSM0000011578                               ,               9.3400,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Carbon Credentials Energy Services L              ,CADPINVSM0000011574                               ,              38.1600,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Crest Commercial Removals Ltd                     ,CADPINVSM0000011572                               ,               7.1500,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Cynergin Consultants Ltd                          ,CADPINVSM0000011573                               ,              15.1700,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Integrated Security Information Syst              ,CADPINVSM0000011579                               ,               3.3000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Malcolm Reading Consultants                       ,CADPINVSM0000011583                               ,              25.4400,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Oculus Building Consultants Ltd                   ,CADPINVSM0000011582                               ,               9.8600,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Teco Interiors Limited                            ,CADPINVSM0000011576                               ,              21.0200,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Professional Services/Fees                        ,PEG Visitor Offer Strat Non Exh Proj              ,Baker Mallett                                     ,CADPINVSM0000011591                               ,             754.2500,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Professional Services/Fees                        ,Estates Engineering                               ,Carbon Credentials Energy Services L              ,CADPINVSM0000011574                               ,            6000.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Professional Services/Fees                        ,Estates Engineering                               ,Cynergin Consultants Ltd                          ,CADPINVSM0000011573                               ,            2385.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,Malcolm Reading Consultants                       ,CADPINVSM0000011583                               ,            4000.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Professional Services/Fees                        ,PEG Visitor Offer Strat Non Exh Proj              ,Mott MacDonald                                    ,CADPINVSM0000011581                               ,            2925.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,Oculus Building Consultants Ltd                   ,CADPINVSM0000011582                               ,             775.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-12 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,Oculus Building Consultants Ltd                   ,CADPINVSM0000011582                               ,             775.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-15 00:00:00.000,B/S - CAPEX IT Equipment > £5K                    ,DCS ICT (Info Computer Techonology)               ,Baker Mallett                                     ,CADPINVSM0000011605                               ,            3718.2500,                                                  
DCMS                                              ,NHM                                               ,2013-11-15 00:00:00.000,B/S -Tang FA - Perm Exhib Construct               ,PEG Visitor Offer Strat Non Exh Proj              ,The Hub Limited                                   ,CADPINVSM0000011602                               ,           20970.6600,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000011635                               ,            4915.9000,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000011637                               ,            1700.4000,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000011641                               ,            2795.8500,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000011643                               ,            2047.0200,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000011648                               ,            2187.6300,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000011649                               ,            2985.0400,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Elec Works                                ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011624                               ,             839.3000,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Elec Works                                ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011627                               ,             779.3500,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Elec Works                                ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011636                               ,             894.3500,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Elec Works                                ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011646                               ,            1255.6000,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Elec Works                                ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011653                               ,             941.4900,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Mechanical Works                          ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011628                               ,            4324.1000,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Mechanical Works                          ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011642                               ,             892.4400,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Mechanical Works                          ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011644                               ,            2363.1200,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Mechanical Works                          ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011645                               ,            2067.7300,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Mechanical Works                          ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011647                               ,            2679.2200,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Estates Mechanical Works                          ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011652                               ,            2077.8100,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,Lifts & Escalotors PPM                            ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000011639                               ,            1837.7400,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Deloitte LLP                                      ,CADPINVSM0000011623                               ,              31.8000,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011624                               ,               5.3400,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011625                               ,              17.6800,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011626                               ,               8.6700,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011627                               ,               4.9600,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011628                               ,              27.5000,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011629                               ,               7.5000,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011630                               ,               3.9900,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011631                               ,              23.4300,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011632                               ,              14.7300,                                                  
DCMS                                              ,NHM                                               ,2013-11-18 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011633                               ,               5.9300,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,Exhibition Production                             ,PEG Prog Board Temporary Exhibitions              ,Information & Data Networks Supplies              ,CADPINVSM0000011662                               ,             585.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Emcor Facility Services Ltd                       ,CADPINVSM0000011659                               ,               8.9900,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,Irrecoverable VAT                                 ,Sci Life Dept Mgmt                                ,Harry Spurr t/a Stephenson Blake                  ,CADPINVSM0000011664                               ,             146.5800,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,IT Equipment < £5k                                ,Sci Life Dept Mgmt                                ,Dell Computer Corporation Ltd                     ,CADPINVSM0000011660                               ,              45.9200,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,IT Equipment < £5k                                ,Sci Life Dept Mgmt                                ,Dell Computer Corporation Ltd                     ,CADPINVSM0000011660                               ,              46.2000,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,IT Equipment < £5k                                ,Sci Life Dept Mgmt                                ,Dell Computer Corporation Ltd                     ,CADPINVSM0000011660                               ,             229.6000,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,IT Equipment < £5k                                ,Sci Life Dept Mgmt                                ,Dell Computer Corporation Ltd                     ,CADPINVSM0000011660                               ,             231.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,IT Equipment < £5k                                ,Sci Life Dept Mgmt                                ,Dell Computer Corporation Ltd                     ,CADPINVSM0000011660                               ,             458.9400,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,IT Equipment < £5k                                ,Sci Life Dept Mgmt                                ,Dell Computer Corporation Ltd                     ,CADPINVSM0000011660                               ,            2294.7000,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,IT Software                                       ,Sci Life Research                                 ,Apple Computer                                    ,CADPINVSM0000011669                               ,             545.4000,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,MF - IT Equipment < £5k                           ,Content Editorial                                 ,Apple Computer                                    ,CADPINVSM0000011668                               ,            1957.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,MF - IT Equipment < £5k                           ,DCS ICT (Info Computer Techonology)               ,Apple Computer                                    ,CADPINVSM0000011669                               ,            1272.6000,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,MF - IT Equipment < £5k                           ,Content Management                                ,Dell Computer Corporation Ltd                     ,CADPINVSM0000011661                               ,             621.4800,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000011666                               ,              28.4400,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Sci Life Curation                                 ,Harry Spurr t/a Stephenson Blake                  ,CADPINVSM0000011664                               ,              49.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Sci Life Curation                                 ,Harry Spurr t/a Stephenson Blake                  ,CADPINVSM0000011664                               ,             183.9600,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Sci Life Curation                                 ,Harry Spurr t/a Stephenson Blake                  ,CADPINVSM0000011664                               ,             427.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-20 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Sci Life Curation                                 ,Harry Spurr t/a Stephenson Blake                  ,CADPINVSM0000011664                               ,            1128.5000,                                                  
DCMS                                              ,NHM                                               ,2013-11-21 00:00:00.000,B/S - CAPEX IT Equipment > £5K                    ,DCS Finance                                       ,Eurobase People                                   ,CADPINVSM0000011691                               ,            1750.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-21 00:00:00.000,B/S - Tangible F Assets - L&B - Cons              ,Estates Buildings                                 ,ISG Fit Out LTD                                   ,CADPINVSM0000011688                               ,           31628.1200,                                                  
DCMS                                              ,NHM                                               ,2013-11-21 00:00:00.000,B/S - Tangible F Assets - L&B - Cons              ,Estates Buildings                                 ,Stafford Bridge Doors Ltd                         ,CADPINVSM0000011680                               ,            1969.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-21 00:00:00.000,B/S - Tangible F Assets - L&B - Cons              ,Estates Buildings                                 ,Stafford Bridge Doors Ltd                         ,CADPINVSM0000011687                               ,           14362.0000,                                                  
DCMS                                              ,NHM                                               ,2013-11-21 00:00:00.000,B/S - Tangible F Assets - L&B - Cons              ,Estates Buildings                                 ,Waltham Forest Engineering Ltd                    ,CADPINVSM0000011683                               ,             515.0000,                                                  
