DEPARTMENT,ENTITY,DATE OF PAYMENT,EXPENSE TYPE,EXPENSE AREA,SUPPLIER,TRANSACTION NUMBER,AMOUNT
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,LEGAL FEES,PROPERTY,MORGAN COLE,5100340069,2929
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,NEWEY & EYRE LTD,5100340072,746.51
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100340073,-396.98
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,PFEIFFER VACUUM UK,5100340075,1007.15
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,PHS GROUP PLC,5100340077,45.28
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RAMTUC,5100340078,3000
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,REPAIRS & MAINTENANCE,PROPERTY,ZURICH MANAGEMENT SERVICES LTD,5100340081,3253.46
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT SPARES,FUSION,AURIGA EUROPE PLC,5100340084,160.47
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,UNIVERSITY PLACEMENT,FUSION,UNIVERSITY OF YORK,5100340087,2168.77
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,UNIVERSITY PLACEMENT,FUSION,UNIVERSITY OF YORK,5100340089,2754.97
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,UNIVERSITY PLACEMENT,FUSION,UNIVERSITY OF YORK,5100340090,6571.16
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,COMPRESSORS & PNEUMATIC SYSTEMS LTD,5100340091,49715.39
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT SPARES,FUSION,CUTWEL LTD,5100340092,198.72
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,CITY ELECTRICAL FACTORS,5100340093,56
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,THAMES VALLEY SAW SERVICE LTD,5100340094,1249
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,UNIVERSITY PLACEMENT,FUSION,UNIVERSITY OF YORK,5100340095,2576.82
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,THAMES VALLEY SAW SERVICE LTD,5100340096,44.14
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,MSC/J & L INDUSTRIAL SUPPLY,5100340097,482.24
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,FUSION,EDM PRECISION TECHNOLOGIES,5100340098,640
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,FUSION,EDM PRECISION TECHNOLOGIES,5100340099,1614
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,F&F,SUPPORT SERVICES,BROADSTOCK OFFICE FURNITURE LTD,5100340101,1840
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,F&F,FUSION,BROADSTOCK OFFICE FURNITURE LTD,5100340103,31
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PERSONAL PROTECTIVE EQUIPMENT,SUPPORT SERVICES,ARCO LTD,5100340108,624.84
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PERSONAL PROTECTIVE EQUIPMENT,FUSION,ARCO LTD,5100340109,708.79
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PERSONAL PROTECTIVE EQUIPMENT,FUSION,ARCO LTD,5100340110,23.89
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,PROPERTY,CUT KEYS DIRECT LTD,5100340111,5.6
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PERSONAL PROTECTIVE EQUIPMENT,FUSION,ARCO LTD,5100340116,690.34
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,CONSUMABLES,PROPERTY,ABLOY SECURITY,5100340118,45.46
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BOOKS & PUBLICATIONS,SUPPORT SERVICES,THE BRITISH LIBRARY,5100340119,42.4
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,SUPPORT SERVICES,FISHER SCIENTIFIC UK LTD,5100340120,142.87
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,MEGGITT AEROSPACE LIMITED T/A MEGGITT,5100340121,4022.98
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,GEAR CUTTING LTD,5100340123,1891.8
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,VEHICLE REPAIRS,FUSION,SUTTON COURTENAY TYRES,5100340125,185.06
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,WELLINGTON TUBE SUPPLIES LTD,5100340127,241.35
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,MECHANICAL CLEANSING SERVICES LIMITED,5100340129,375.7
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,MOUSER ELECTRONICS,5100340130,33.6
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,VIRAC MARKETING LTD,5100340131,232.5
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,DONALDSON FILTRATION (GB) LIMITED,5100340132,2464.33
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,CONSUMABLES,FUSION,SHROPSHIRE STAINLESS & ALUMINIUM LTD,5100340133,85.6
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,CONSUMABLES,FUSION,SHROPSHIRE STAINLESS & ALUMINIUM LTD,5100340134,113.9
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PERSONAL PROTECTIVE EQUIPMENT,FUSION,ARCO LTD,5100340135,69.12
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,CONSUMABLES,FUSION,RAJAPACK LTD,5100340137,45.47
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,KURT J LESKER,5100340140,1307
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT SPARES,FUSION,A D INSTALLATION LTD,5100340142,1340
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100340143,71.49
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,ROCHLING ENGINEERING PLASTICS,5100340147,125
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100340148,-17.17
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,QUARTZELEC LTD,5100340150,60152.18
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,TESCAN-UK LTD,5100340156,17262.5
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,SUPPORT SERVICES,MEDIGOLD HEALTH CONSULTANCY LTD,5100340157,170
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,SUPPORT SERVICES,MEDIGOLD HEALTH CONSULTANCY LTD,5100340158,205
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,SUPPORT SERVICES,MEDIGOLD HEALTH CONSULTANCY LTD,5100340161,170
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,FUSION,MMI ENGINEERING,5100340163,7500
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT SPARES,FUSION,CONDEC INDUSTRIAL MAINTENANCE,5100340169,2220
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,CLEANING,PROPERTY,OCS CLEANING & SUPPORT SERVICES,5100340170,2815.73
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100340174,10.1
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100340175,37.86
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340176,16.4
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340177,20.47
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340178,53.63
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340179,275.48
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340180,37.86
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,FUSION,MACHINING TECHNOLOGY (MACH-TECH),5100340181,429.33
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340183,212.31
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,SITE SUPPORT SERVICES,PROPERTY,SCION ESTATES,5100340184,1256.2
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,B&M ENGINEERING LTD,5100340185,595
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,B&M ENGINEERING LTD,5100340186,400
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,B&M ENGINEERING LTD,5100340187,290
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,B&M ENGINEERING LTD,5100340189,440
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,B&M ENGINEERING LTD,5100340190,410
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,B&M ENGINEERING LTD,5100340191,270
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,PROPERTY,B&M ENGINEERING LTD,5100340192,147
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,B&M ENGINEERING LTD,5100340193,600
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340194,50.68
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,B&M ENGINEERING LTD,5100340195,240
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,B&M ENGINEERING LTD,5100340196,100
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100340200,9.7
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100340201,8.5
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100340202,5
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100340203,16.65
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100340204,66.89
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100340205,105.62
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100340206,149.8
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,UTILITIES/WATER,PROPERTY,THAMES WATER UTILITIES,5100340207,10515.82
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,UTILITIES/WATER,PROPERTY,THAMES WATER UTILITIES,5100340209,6564.01
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT SPARES,FUSION,BRITE PRECISION,5100340211,720
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,HIRED STAFF,FUSION,TESSELLA PLC,5100340213,11683.04
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,HIRED STAFF,FUSION,TESSELLA PLC,5100340214,12645.52
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340215,152.96
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,MARKER TECH LTD,5100340216,122.66
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340217,63.04
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,CABLECRAFT LTD,5100340218,63.66
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,HIRED STAFF,FUSION,MORSON INTERNATIONAL,5100340220,329503.12
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340221,56.91
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT SPARES,FUSION,TESTBOURNE LTD,5100340222,368
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340223,230.43
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340226,510.41
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,ACRONA ENGINEERING LTD,5100340227,2075.2
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340228,130.77
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,ACRONA ENGINEERING LTD,5100340229,697.92
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,ACRONA ENGINEERING LTD,5100340230,288.06
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,ACRONA ENGINEERING LTD,5100340232,4037.58
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,ACRONA ENGINEERING LTD,5100340233,460.92
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340234,83.98
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BOOKS & PUBLICATIONS,SUPPORT SERVICES,BRITISH STANDARDS INSTITUTION,5100340235,10435.8
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340244,19.42
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,NEWEY & EYRE LTD,5100340245,294.35
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,FUSION,BNS NUCLEAR SERVICES,5100340246,30389.55
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340247,5.07
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340250,72.88
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,FUSION,ALLIANZ ENGINEERING,5100340258,130
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,FUSION,ALLIANZ ENGINEERING,5100340259,130
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100340260,49.37
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,OERLIKON LEYBOLD VACUUM UK LTD,5100340262,207.63
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,IT EQUIPMENT NON CAPITAL,FUSION,SCAN COMPUTERS INTERNATIONAL LTD,5100340272,1576.47
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BUILDING REPAIRS,FUSION,LORNE STEWART PLC,5100340273,56.88
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BUILDING REPAIRS,PROPERTY,LORNE STEWART PLC,5100340274,211.05
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BUILDING REPAIRS,FUSION,LORNE STEWART PLC,5100340276,97.62
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BUILDING REPAIRS,FUSION,LORNE STEWART PLC,5100340278,669.86
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BUILDING REPAIRS,PROPERTY,LORNE STEWART PLC,5100340279,3316.06
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,STATIONERY,FUSION,LYRECO UK LIMITED,5100340280,166.56
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BUILDING REPAIRS,FUSION,LORNE STEWART PLC,5100340281,17638.33
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BUILDING REPAIRS,FUSION,LORNE STEWART PLC,5100340282,27.89
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BUILDING REPAIRS,PROPERTY,LORNE STEWART PLC,5100340283,2034.06
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,BUILDING REPAIRS,PROPERTY,LORNE STEWART PLC,5100340284,13581.46
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100340286,193.53
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PLANT & EQUIPMENT,FUSION,ISLAND OPTICS LTD,5100340287,1415
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,MATERIALS & SPARES,FUSION,FORWARD 2000 LTD,5100340301,62.14
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,08/08/2016,PROFESSIONAL SERVICES,SUPPORT SERVICES,JON SPIRO,5100340302,100
