DEPARTMENT,ENTITY,DATE OF PAYMENT,EXPENSE TYPE,EXPENSE AREA,SUPPLIER,TRANSACTION NUMBER,AMOUNT
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,TR FASTENINGS LTD,5100340441,2.23
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT & EQUIPMENT,FUSION,NEW PIG LTD,5100340442,455.63
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340443,24.46
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340447,193.72
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340464,117.03
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340468,30.66
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340469,939.21
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,CK SPECIAL GASES LIMITED,5100340481,515
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100340493,297
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,CAR HIRE,FUSION,LEASEDRIVE VELO,5100340497,43.57
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,CAR HIRE,FUSION,LEASEDRIVE VELO,5100340502,65.34
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,CAR HIRE,FUSION,LEASEDRIVE VELO,5100340511,65.34
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT & EQUIPMENT,FUSION,EDMUNDSON ELECTRICALS LTD,5100340525,173.25
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT & EQUIPMENT,FUSION,EDMUNDSON ELECTRICALS LTD,5100340526,236.1
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT & EQUIPMENT,FUSION,NEWPORT SPECTRA-PHYSICS LTD,5100340530,444.1
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340539,231.66
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340550,138.75
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340553,22.64
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340566,35.16
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,BOOKS & PUBLICATIONS,FUSION,IOP PUBLISHING LTD - EUR,5100340578,1031.25
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,BOOKS & PUBLICATIONS,FUSION,IOP PUBLISHING LTD - EUR,5100340579,1312.49
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,BOOKS & PUBLICATIONS,FUSION,IOP PUBLISHING LTD - EUR,5100340580,1031.25
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,AMPLICON LIVELINE LTD,5100340599,189
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PROFESSIONAL SERVICES,FUSION,MACHINING TECHNOLOGY (MACH-TECH),5100340603,3386.68
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100340605,297
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,ROCHLING ENGINEERING PLASTICS,5100340606,720.02
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT & EQUIPMENT,FUSION,FISHER SCIENTIFIC UK LTD,5100340617,39.14
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,CABLECRAFT LTD,5100340626,202.09
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,BRUNEL ENGRAVING COMPANY LIMITED,5100340633,41.95
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100340660,40.96
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100340661,116.97
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT & EQUIPMENT,FUSION,ISLAND OPTICS LTD,5100340662,1215
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,VAT VACUUM PRODUCTS LTD,5100340699,2320.5
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT SPARES,FUSION,TRENZ ELECTRONIC GMBH,5100340756,276.66
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT & EQUIPMENT,FUSION,INSTRUMENT TECHNOLOGY LTD,5100340758,97.5
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PLANT & EQUIPMENT,FUSION,INSTRUMENT TECHNOLOGY LTD,5100340759,19.5
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100340793,-135.62
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,17/08/2016,PROFESSIONAL SERVICES,SUPPORT SERVICES,OFFICE OF NUCLEAR REGULATION,5100340799,568.83
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,MILEAGE ALLOWANCE,FUSION,EMPLOYEE EXPENSES,100816837,7.20
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100816838,8.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,SUPPORT SERVICES,EMPLOYEE EXPENSES,100816838,10.83
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,MILEAGE ALLOWANCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100816838,13.05
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100816838,92.87
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,TAXIS,FUSION,EMPLOYEE EXPENSES,100816839,17.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816839,65.25
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816839,373.64
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,AIR TRAVEL,FUSION,EMPLOYEE EXPENSES,100816840,102.95
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816840,106.04
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816840,742.86
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEE EXPENSES,100816841,174.02
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,EFDA TRAVEL EXPENSES,FUSION,EMPLOYEE EXPENSES,100816842,446.57
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816843,19.24
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816843,324.97
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,MILEAGE ALLOWANCE,FUSION,EMPLOYEE EXPENSES,100816844,34.20
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816844,"1,615.34"
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RAIL TRAVEL,FUSION,EMPLOYEE EXPENSES,100816845,5.50
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,MILEAGE ALLOWANCE,FUSION,EMPLOYEE EXPENSES,100816845,15.75
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816845,20.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,CAR HIRE,FUSION,EMPLOYEE EXPENSES,100816845,204.31
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816845,"1,407.53"
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,EFDA TRAVEL EXPENSES,FUSION,EMPLOYEE EXPENSES,100816846,118.55
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,PROFESSIONAL SUBSCRIPTION,SUPPORT SERVICES,EMPLOYEE EXPENSES,100816847,132.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816848,1.67
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,TAXIS,FUSION,EMPLOYEE EXPENSES,100816848,23.76
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RAIL TRAVEL,FUSION,EMPLOYEE EXPENSES,100816848,23.98
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,AIR TRAVEL,FUSION,EMPLOYEE EXPENSES,100816848,65.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816848,333.15
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816849,13.53
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RAIL TRAVEL,FUSION,EMPLOYEE EXPENSES,100816850,34.57
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816850,149.65
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816851,1.22
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,TAXIS,FUSION,EMPLOYEE EXPENSES,100816851,10.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RAIL TRAVEL,FUSION,EMPLOYEE EXPENSES,100816851,22.80
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816851,30.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816851,803.64
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816852,15.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816853,6.78
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816853,50.94
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,MILEAGE ALLOWANCE,FUSION,EMPLOYEE EXPENSES,100816854,77.40
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEE EXPENSES,100816855,3.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816855,42.48
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,CAR HIRE,FUSION,EMPLOYEE EXPENSES,100816855,213.63
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816855,"1,565.41"
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816856,20.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEE EXPENSES,100816857,50.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816858,49.20
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816858,97.49
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RAIL TRAVEL,FUSION,EMPLOYEE EXPENSES,100816859,37.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816859,46.76
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,OTHER EMPLOYEE EXPENSES,FUSION,EMPLOYEE EXPENSES,100816860,7.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816860,43.18
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RAIL TRAVEL,FUSION,EMPLOYEE EXPENSES,100816860,74.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816860,300.06
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEE EXPENSES,100816861,187.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816862,75.68
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEE EXPENSES,100816863,55.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816864,5.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,ROAD TRAVEL,FUSION,EMPLOYEE EXPENSES,100816864,9.17
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100816864,84.17
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,MILEAGE ALLOWANCE,FUSION,EMPLOYEE EXPENSES,100816864,243.90
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,PROFESSIONAL SUBSCRIPTION,FUSION,EMPLOYEE EXPENSES,100816865,148.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RELOCATION COSTS,FUSION,EMPLOYEE EXPENSES,100816866,70.40
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RELOCATION COSTS,FUSION,EMPLOYEE EXPENSES,100816866,159.43
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RELOCATION COSTS,FUSION,EMPLOYEE EXPENSES,100816867,"2,141.91"
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RELOCATION COSTS,FUSION,EMPLOYEE EXPENSES,100816868,70.40
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RELOCATION COSTS,FUSION,EMPLOYEE EXPENSES,100816868,159.43
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RELOCATION COSTS,FUSION,EMPLOYEE EXPENSES,100816869,859.00
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,RELOCATION COSTS,FUSION,EMPLOYEE EXPENSES,100816869,"1,475.05"
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,PLANT & EQUIPMENT,FUSION,ROTALINK LIMITED,1900061673,312
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,PLANT & EQUIPMENT,FUSION,DIGIKEY CORPORATION,5100340020,113.42
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,18/08/2016,PLANT & EQUIPMENT,FUSION,DIGIKEY CORPORATION,5100340164,119.19
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,19/08/2016,PLANT & EQUIPMENT,FUSION,CONSULTANTSEA LIMITED T/A BUDGET SHIPPING CONTAINERS CO UK,1900061674,3430
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,19/08/2016,MATERIALS & SPARES,FUSION,KLINGER LTD ,1900061675,1299.89
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,19/08/2016,MATERIALS & SPARES,FUSION,AVANTES UK LTD,1900061676,250.2
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,19/08/2016,RENT OF VEHICLE & EQUIPMENT,FUSION,MILLMOLL LTD,1900061677,1521.08
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,CATERING,PROPERTY,ELIOR UK PLC,1700001737,-4163.98
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,CONFERENCES/MEETINGS,FUSION,VISITOR EXPENSES,1900061678,83.48
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,PLANT SPARES,FUSION,ELECRO MECHANICAL INTEGRATORS INC,1900061681,3576.14
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,MATERIALS & SPARES,FUSION,OERLIKON LEYBOLD VACUUM UK LTD,5100337717,434.7
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100338500,347.98
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100338502,1356.97
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,GASES,FUSION,BOC LTD,5100339680,33.2
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100339719,86.94
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100339782,182.32
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100339953,78.4
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,MEDICAL EXPENSES,FUSION,IMASS LTD,5100340036,4562.5
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,GASES,FUSION,BOC LTD,5100340045,9551.46
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,PROFESSIONAL SERVICES,SUPPORT SERVICES,FINANCIAL REPORTING COUNCIL,5100340057,1217.38
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,MATERIALS & SPARES,FUSION,FC LANE ELECTRONICS LTD,5100340065,85.79
UNITED KINGDOM ATOMIC ENERGY AUTHORITY,UNITED KINGDOM ATOMIC ENERGY AUTHORITY,22/08/2016,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100340067,999.3
