Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Valuation Office,Executive Agency,HM Revenue & Customs,1060,927.24,999,922.56,1582,1475.57,385,365.15,11,11,0,0,"4,037","3,702",5,4.4,10,10,0,0,0,0,15,14.4,"4,052","3,716","£8,704,472.00","£21,530.00","£1,500.00","£2,084.00","£1,612,844.00","£640,364.00","£10,982,794.00","£29,533.00",£0.00,"£29,533.00","£11,012,327.00",
HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,39800,35037.94,17019,15505.42,12854,12099.26,3682,3499.15,358,352.16,413,413,"74,126","66,907",2,2,47,47,1,1,0,0,50,50,"74,176","66,957","£141,000,000.00","£600,000.00","£100,000.00","£3,300,000.00","£27,900,000.00","£10,300,000.00","£183,200,000.00","£169,867.00","£152,877.00","£322,744.00","£183,522,744.00",
