Adm Org,Sat Name,Long Nom,Band,Status,Visable in UK
IND,GSAT-NS(117.6E),117.6,C,API,N
IND,GSAT-NS(50E),50,C,API,Y
IND,GSAT-NS111.75E,111.75,C,API,N
IND,GSAT-NS113.5E,113.5,C,API,N
IND,GSAT-NS117.5E,117.5,C,API,N
IND,GSAT-NS123.5E,123.5,C,API,N
IND,GSAT-NS68E,68,C,API,N
IND,IND-SATS-48E,48,C,API,Y
IND,IND-SATS-93.5E,93.5,C,Coordination Request,N
IND,INSAT-1B,74,C,Notification,N
IND,INSAT-2(48),48,C,Notification,Y
IND,INSAT-2(55),55,C,Notification,Y
IND,INSAT-2(74),74,C,Notification,N
IND,INSAT-2(83),83,C,Notification,N
IND,INSAT-2(93.5),93.5,C,Notification,N
IND,INSAT-2E74,74,C,Notification,N
IND,INSAT-2E82,82,C,Coordination Request,N
IND,INSAT-2E83,83,C,Notification,N
IND,INSAT-2E93.5,93.5,C,Notification,N
IND,INSAT-2M (48),48,C,Notification,Y
IND,INSAT-2M (74),74,C,Notification,N
IND,INSAT-2M (83),83,C,Notification,N
IND,INSAT-2M (93.5),93.5,C,Notification,N
IND,INSAT-2T (48),48,C,Notification,Y
IND,INSAT-2T (55),55,C,Notification,Y
IND,INSAT-2T (74),74,C,Notification,N
IND,INSAT-2T (93.5),93.5,C,Notification,N
IND,INSAT-EK48,48,C,Notification,Y
IND,INSAT-EK55,55,C,Notification,Y
IND,INSAT-EK74,74,C,Notification,N
IND,INSAT-EK83,83,C,Notification,N
IND,INSAT-EK93.5,93.5,C,Notification,N
IND,INSAT-G5(55),55,C,API,Y
IND,INSAT-G5(74),74,C,Coordination Request,N
IND,INSAT-G5(82),82,C,API,N
IND,INSAT-G5(93.5),93.5,C,API,N
IND,INSAT-KA(101E),101,C,API,N
IND,INSAT-KA(104.5E),104.5,C,API,N
IND,INSAT-KA(111.5E),111.5,C,API,N
IND,INSAT-KA(114E),114,C,API,N
IND,INSAT-KA(117.5E),117.5,C,API,N
IND,INSAT-KA(41.8E),41.8,C,API,Y
IND,INSAT-KA(44.8E),44.8,C,API,Y
IND,INSAT-KA(51.2E),51.2,C,API,Y
IND,INSAT-KA(64.3E),64.3,C,API,N
IND,INSAT-KA(77.1E),77.1,C,API,N
IND,INSAT-KA(82.5E),82.5,C,API,N
IND,INSAT-KA(85.5E),85.5,C,API,N
IND,INSAT-KA(89E),89,C,API,N
IND,INSAT-KA(93.5E),93.5,C,API,N
IND,INSAT-KA(97.3E),97.3,C,API,N
IND,INSAT-KA107.5E,107.5,C,Coordination Request,N
IND,INSAT-KA48E,48,C,Coordination Request,Y
IND,INSAT-KA55E,55,C,Coordination Request,Y
IND,INSAT-KA61E,61,C,Coordination Request,Y
IND,INSAT-KA68E,68,C,Coordination Request,N
IND,INSAT-KU12(63)E,63,C,Coordination Request,N
IND,INSAT-KU77.1E,77.1,C,Coordination Request,N
IND,INSAT-KU78,78,C,API,N
IND,INSAT-KU88,88,C,API,N
IND,INSAT-NAV(55),55,C,Coordination Request,Y
IND,INSAT-NAV(93.5),93.5,C,Coordination Request,N
IND,INSAT-NAVR(120.5),120.5,C,Coordination Request,N
IND,INSAT-NAVR(121.5),121.5,C,Coordination Request,N
IND,INSAT-NAVR(123.5),123.5,C,Coordination Request,N
IND,INSAT-NAVR(126.5),126.5,C,Coordination Request,N
IND,INSAT-NAVR(127.5),127.5,C,Coordination Request,N
IND,INSAT-NAVR(129.5),129.5,C,Coordination Request,N
IND,INSAT-NAVR(32.5),32.5,C,Coordination Request,Y
IND,INSAT-NAVR(83),83,C,Coordination Request,N
IND,INSAT-TTC(55)E,55,C,Notification,Y
IND,INSAT-TTC(74)E,74,C,Notification,N
IND,INSAT-TTC(81.5)E,81.5,C,Coordination Request,N
IND,INSAT-TTC(82)E,82,C,Coordination Request,N
IND,INSAT-TTC(83)E,83,C,Notification,N
IND,INSAT-TTC(93.5)E,93.5,C,Notification,N
INS,CSM-106,106,C,Coordination Request,N
INS,CSM-111,111,C,Coordination Request,N
INS,CSM-120,120.5,C,Coordination Request,N
INS,CSM-137,137.9,C,API,N
INS,GARUDA-1,118,C,Coordination Request,N
INS,GARUDA-2,123,C,Notification,N
INS,INDOSTAR-107.7XS,107.7,C,Coordination Request,N
INS,INDOSTAR-108.2XS,108.2,C,API,N
INS,INDOSTAR-118XS,118,C,Coordination Request,N
INS,NUSANTARA-H1-A,116.1,C,API,N
INS,PALAPA PAC-C 146E,146,C,Notification,N
INS,PALAPA PACIFIC-144E,144,C,Coordination Request,N
INS,PALAPA-B1,108,C,Notification,N
INS,PALAPA-B1-EC,108,C,Notification,N
INS,PALAPA-B2,113,C,Notification,N
INS,PALAPA-B3,118,C,Notification,N
INS,PALAPA-B3 TT&C,118,C,Notification,N
INS,PALAPA-B3-EC,118,C,Notification,N
INS,PALAPA-C1,113,C,Notification,N
INS,PALAPA-C1-B,113,C,Coordination Request,N
INS,PALAPA-C2,108,C,Notification,N
INS,PALAPA-C3,118,C,Notification,N
INS,PALAPA-C4,150.5,C,Notification,N
INS,PALAPA-C4-A,150.5,C,Coordination Request,N
INS,PALAPA-C4-B,150.5,C,Coordination Request,N
INS,PSN-146E,146,C,Coordination Request,N
INS,TELKOM-108E,108,C,Coordination Request,N
INS,TELKOM-3EK,118,C,API,N
IRN,IRANSAT-12.5E,12.5,C,Coordination Request,Y
IRN,IRANSAT-26.5E,26.5,C,Coordination Request,Y
IRN,IRANSAT-27.2E,27.2,C,Coordination Request,Y
IRN,IRANSAT-27E,27,C,Coordination Request,Y
IRN,IRANSAT-34E,34,C,Coordination Request,Y
IRN,IRANSAT-41.5E,41.5,C,Coordination Request,Y
IRN,IRANSAT-43.5E,43.5,C,Coordination Request,Y
IRN,IRANSAT-53.5E,53.5,C,Coordination Request,Y
IRN,IRANSAT-56E,56,C,Coordination Request,Y
IRN,IRANSAT-58E,58,C,Coordination Request,Y
IRN,IRANSAT-61.5E,61.5,C,Coordination Request,N
IRN,IRANSAT-61.8E,61.8,C,Coordination Request,N
IRN,IRANSAT-81E,81,C,Coordination Request,N
IRQ,SUMER-1,65.45,C,Coordination Request,N
IRQ,SUMER-2,50,C,Coordination Request,Y
ISR,AMS-A1-26W,-26,C,API,Y
ISR,AMS-A1-33W,-33,C,API,Y
ISR,AMS-A2-18W,-18,C,API,Y
ISR,AMS-A2-21W,-21,C,Coordination Request,Y
ISR,AMS-A2-26W,-26,C,API,Y
ISR,AMS-A2-30W,-30,C,API,Y
ISR,AMS-A2-33W,-33,C,API,Y
ISR,AMS-A2-36W,-36,C,API,Y
ISR,AMS-A2-42W,-42,C,API,Y
ISR,AMS-A2-48W,-48,C,API,Y
ISR,AMS-A2-54W,-54,C,API,Y
ISR,AMS-A2-60W,-60,C,API,Y
ISR,AMS-A3-18W,-18,C,API,Y
ISR,AMS-A3-21W,-21,C,API,Y
ISR,AMS-A3-24W,-24,C,API,Y
ISR,AMS-A3-26W,-26,C,Coordination Request,Y
ISR,AMS-A3-30W,-30,C,API,Y
ISR,AMS-A3-33W,-33,C,Coordination Request,Y
ISR,AMS-A3-36W,-36,C,API,Y
ISR,AMS-A3-42W,-42,C,API,Y
ISR,AMS-A3-48W,-48,C,API,Y
ISR,AMS-A3-54W,-54,C,API,Y
ISR,AMS-A3-60W,-60,C,API,Y
ISR,AMS-A4-18W,-18,C,API,Y
ISR,AMS-A4-21W,-21,C,API,Y
ISR,AMS-A4-24W,-24,C,API,Y
ISR,AMS-A4-26W,-26,C,API,Y
ISR,AMS-A4-30W,-30,C,API,Y
ISR,AMS-A4-33W,-33,C,API,Y
ISR,AMS-A4-36W,-36,C,API,Y
ISR,AMS-A4-42W,-42,C,API,Y
ISR,AMS-A4-48W,-48,C,API,Y
ISR,AMS-A4-54W,-54,C,API,Y
ISR,AMS-A4-60W,-60,C,API,Y
ISR,AMS-A5-18W,-18,C,API,Y
ISR,AMS-A5-21W,-21,C,API,Y
ISR,AMS-A5-24W,-24,C,API,Y
ISR,AMS-A5-26W,-26,C,API,Y
ISR,AMS-A5-30W,-30,C,API,Y
ISR,AMS-A5-33W,-33,C,API,Y
ISR,AMS-A5-36W,-36,C,API,Y
ISR,AMS-A5-42W,-42,C,API,Y
ISR,AMS-A5-48W,-48,C,API,Y
ISR,AMS-A5-54W,-54,C,API,Y
ISR,AMS-A5-60W,-60,C,API,Y
ISR,AMS-A6-18W,-18,C,API,Y
ISR,AMS-A6-21W,-21,C,API,Y
ISR,AMS-A6-24W,-24,C,API,Y
ISR,AMS-A6-26W,-26,C,API,Y
ISR,AMS-A6-30W,-30,C,API,Y
ISR,AMS-A6-33W,-33,C,API,Y
ISR,AMS-A6-36W,-36,C,API,Y
ISR,AMS-A6-42W,-42,C,API,Y
ISR,AMS-A6-48W,-48,C,API,Y
ISR,AMS-A6-54W,-54,C,API,Y
ISR,AMS-A6-60W,-60,C,API,Y
ISR,AMS-A7-18W,-18,C,API,Y
ISR,AMS-A7-21W,-21,C,API,Y
ISR,AMS-A7-24W,-24,C,API,Y
ISR,AMS-A7-26W,-26,C,API,Y
ISR,AMS-A7-30W,-30,C,API,Y
ISR,AMS-A7-33W,-33,C,API,Y
ISR,AMS-A7-36W,-36,C,API,Y
ISR,AMS-A7-42W,-42,C,API,Y
ISR,AMS-A7-48W,-48,C,API,Y
ISR,AMS-A7-54W,-54,C,API,Y
ISR,AMS-A7-60W,-60,C,API,Y
ISR,AMS-A8-18W,-18,C,API,Y
ISR,AMS-A8-21W,-21,C,API,Y
ISR,AMS-A8-24W,-24,C,API,Y
ISR,AMS-A8-26W,-26,C,API,Y
ISR,AMS-A8-30W,-30,C,API,Y
ISR,AMS-A8-33W,-33,C,API,Y
ISR,AMS-A8-36W,-36,C,API,Y
ISR,AMS-A8-42W,-42,C,API,Y
ISR,AMS-A8-48W,-48,C,API,Y
ISR,AMS-A8-54W,-54,C,API,Y
ISR,AMS-A8-60W,-60,C,API,Y
ISR,AMS-B1-4W,-4,C,API,Y
ISR,AMS-B2-0E,0,C,API,Y
ISR,AMS-B2-12W,-12,C,API,Y
ISR,AMS-B2-13.8E,13.8,C,Coordination Request,Y
ISR,AMS-B2-4W,-4,C,API,Y
ISR,AMS-B2-6E,6,C,API,Y
ISR,AMS-B2-6W,-6,C,API,Y
ISR,AMS-B3-0E,0,C,API,Y
ISR,AMS-B3-126E,126,C,API,N
ISR,AMS-B3-12E,12,C,API,Y
ISR,AMS-B3-12W,-12,C,API,Y
ISR,AMS-B3-132E,132,C,API,N
ISR,AMS-B3-137E,137,C,API,N
ISR,AMS-B3-138E,138,C,API,N
ISR,AMS-B3-140E,140,C,API,N
ISR,AMS-B3-4W,-4,C,API,Y
ISR,AMS-B3-6E,6,C,API,Y
ISR,AMS-B3-6W,-6,C,API,Y
ISR,AMS-B4-0E,0,C,API,Y
ISR,AMS-B4-126E,126,C,API,N
ISR,AMS-B4-12E,12,C,API,Y
ISR,AMS-B4-12W,-12,C,API,Y
ISR,AMS-B4-13.8E,13.8,C,API,Y
ISR,AMS-B4-132E,132,C,API,N
ISR,AMS-B4-137E,137,C,API,N
ISR,AMS-B4-138E,138,C,API,N
ISR,AMS-B4-140E,140,C,API,N
ISR,AMS-B4-4W,-4,C,API,Y
ISR,AMS-B4-6E,6,C,API,Y
ISR,AMS-B4-6W,-6,C,API,Y
ISR,AMS-B5-0E,0,C,API,Y
ISR,AMS-B5-126E,126,C,API,N
ISR,AMS-B5-12E,12,C,API,Y
ISR,AMS-B5-12W,-12,C,API,Y
ISR,AMS-B5-13.8E,13.8,C,API,Y
ISR,AMS-B5-132E,132,C,API,N
ISR,AMS-B5-137E,137,C,API,N
ISR,AMS-B5-138E,138,C,API,N
ISR,AMS-B5-140E,140,C,API,N
ISR,AMS-B5-4W,-4,C,API,Y
ISR,AMS-B5-6E,6,C,API,Y
ISR,AMS-B5-6W,-6,C,API,Y
ISR,AMS-B6-0E,0,C,API,Y
ISR,AMS-B6-126E,126,C,API,N
ISR,AMS-B6-12E,12,C,API,Y
ISR,AMS-B6-12W,-12,C,API,Y
ISR,AMS-B6-13.8E,13.8,C,API,Y
ISR,AMS-B6-132E,132,C,API,N
ISR,AMS-B6-137E,137,C,API,N
ISR,AMS-B6-138E,138,C,API,N
ISR,AMS-B6-140E,140,C,API,N
ISR,AMS-B6-4W,-4,C,API,Y
ISR,AMS-B6-6E,6,C,API,Y
ISR,AMS-B6-6W,-6,C,API,Y
ISR,AMS-B7-0E,0,C,API,Y
ISR,AMS-B7-126E,126,C,API,N
ISR,AMS-B7-12E,12,C,API,Y
ISR,AMS-B7-12W,-12,C,API,Y
ISR,AMS-B7-13.8E,13.8,C,Coordination Request,Y
ISR,AMS-B7-132E,132,C,API,N
ISR,AMS-B7-137E,137,C,API,N
ISR,AMS-B7-138E,138,C,API,N
ISR,AMS-B7-140E,140,C,API,N
ISR,AMS-B7-4W,-4,C,API,Y
ISR,AMS-B7-6E,6,C,API,Y
ISR,AMS-B7-6W,-6,C,API,Y
ISR,AMS-B8-0E,0,C,API,Y
ISR,AMS-B8-126E,126,C,API,N
ISR,AMS-B8-12E,12,C,API,Y
ISR,AMS-B8-12W,-12,C,API,Y
ISR,AMS-B8-13.8E,13.8,C,API,Y
ISR,AMS-B8-132E,132,C,API,N
ISR,AMS-B8-137E,137,C,API,N
ISR,AMS-B8-138E,138,C,API,N
ISR,AMS-B8-140E,140,C,API,N
ISR,AMS-B8-4W,-4,C,API,Y
ISR,AMS-B8-6E,6,C,API,Y
ISR,AMS-B8-6W,-6,C,API,Y
ISR,AMS-C1-137E,137,C,Coordination Request,N
ISR,AMS-C1-17E,17,C,API,Y
ISR,AMS-C1-23E,23,C,API,Y
ISR,AMS-C1-43E,43,C,API,Y
ISR,AMS-C1-65E,65,C,API,N
ISR,AMS-C1-67.25E,67.25,C,Coordination Request,N
ISR,AMS-C1-82.5E,82.5,C,API,N
ISR,AMS-C2-102E,102,C,API,N
ISR,AMS-C2-108E,108,C,API,N
ISR,AMS-C2-114E,114,C,API,N
ISR,AMS-C2-120E,120,C,API,N
ISR,AMS-C2-126E,126,C,API,N
ISR,AMS-C2-132E,132,C,API,N
ISR,AMS-C2-138E,138,C,API,N
ISR,AMS-C2-17E,17,C,API,Y
ISR,AMS-C2-18E,18,C,API,Y
ISR,AMS-C2-23E,23,C,API,Y
ISR,AMS-C2-24E,24,C,API,Y
ISR,AMS-C2-30E,30,C,API,Y
ISR,AMS-C2-39.2E,39.2,C,Coordination Request,Y
ISR,AMS-C2-42E,42,C,API,Y
ISR,AMS-C2-43E,43,C,API,Y
ISR,AMS-C2-48E,48,C,API,Y
ISR,AMS-C2-54E,54,C,API,Y
ISR,AMS-C2-60E,60,C,API,Y
ISR,AMS-C2-65E,65,C,API,N
ISR,AMS-C2-66E,66,C,API,N
ISR,AMS-C2-72E,72,C,API,N
ISR,AMS-C2-78E,78,C,API,N
ISR,AMS-C2-82.5E,82.5,C,API,N
ISR,AMS-C2-84E,84,C,API,N
ISR,AMS-C2-90E,90,C,API,N
ISR,AMS-C2-96E,96,C,API,N
ISR,AMS-C3-102E,102,C,API,N
ISR,AMS-C3-108E,108,C,API,N
ISR,AMS-C3-114E,114,C,API,N
ISR,AMS-C3-120E,120,C,API,N
ISR,AMS-C3-17E,17,C,API,Y
ISR,AMS-C3-18E,18,C,API,Y
ISR,AMS-C3-23E,23,C,Coordination Request,Y
ISR,AMS-C3-24E,24,C,API,Y
ISR,AMS-C3-30E,30,C,API,Y
ISR,AMS-C3-36E,36,C,API,Y
ISR,AMS-C3-39.2E,39.2,C,API,Y
ISR,AMS-C3-42E,42,C,API,Y
ISR,AMS-C3-43E,43,C,Coordination Request,Y
ISR,AMS-C3-48E,48,C,API,Y
ISR,AMS-C3-54E,54,C,API,Y
ISR,AMS-C3-60E,60,C,API,Y
ISR,AMS-C3-65E,65,C,Coordination Request,N
ISR,AMS-C3-66E,66,C,API,N
ISR,AMS-C3-67.25E,67.25,C,API,N
ISR,AMS-C3-72E,72,C,API,N
ISR,AMS-C3-78E,78,C,API,N
ISR,AMS-C3-82.5E,82.5,C,Coordination Request,N
ISR,AMS-C3-84E,84,C,API,N
ISR,AMS-C3-90E,90,C,API,N
ISR,AMS-C3-96E,96,C,API,N
ISR,AMS-C4-102E,102,C,API,N
ISR,AMS-C4-108E,108,C,API,N
ISR,AMS-C4-114E,114,C,API,N
ISR,AMS-C4-120E,120,C,API,N
ISR,AMS-C4-17E,17,C,API,Y
ISR,AMS-C4-18E,18,C,API,Y
ISR,AMS-C4-23E,23,C,API,Y
ISR,AMS-C4-24E,24,C,API,Y
ISR,AMS-C4-30E,30,C,API,Y
ISR,AMS-C4-36E,36,C,API,Y
ISR,AMS-C4-39.2E,39.2,C,API,Y
ISR,AMS-C4-42E,42,C,API,Y
ISR,AMS-C4-43E,43,C,API,Y
ISR,AMS-C4-48E,48,C,API,Y
ISR,AMS-C4-54E,54,C,API,Y
ISR,AMS-C4-60E,60,C,API,Y
ISR,AMS-C4-65E,65,C,API,N
ISR,AMS-C4-66E,66,C,API,N
ISR,AMS-C4-67.25E,67.25,C,API,N
ISR,AMS-C4-72E,72,C,API,N
ISR,AMS-C4-78E,78,C,API,N
ISR,AMS-C4-82.5E,82.5,C,API,N
ISR,AMS-C4-84E,84,C,API,N
ISR,AMS-C4-90E,90,C,API,N
ISR,AMS-C4-96E,96,C,API,N
ISR,AMS-C5-102E,102,C,API,N
ISR,AMS-C5-108E,108,C,API,N
ISR,AMS-C5-114E,114,C,API,N
ISR,AMS-C5-120E,120,C,API,N
ISR,AMS-C5-17E,17,C,API,Y
ISR,AMS-C5-18E,18,C,API,Y
ISR,AMS-C5-23E,23,C,API,Y
ISR,AMS-C5-24E,24,C,API,Y
ISR,AMS-C5-30E,30,C,API,Y
ISR,AMS-C5-36E,36,C,API,Y
ISR,AMS-C5-39.2E,39.2,C,API,Y
ISR,AMS-C5-42E,42,C,API,Y
ISR,AMS-C5-43E,43,C,API,Y
ISR,AMS-C5-48E,48,C,API,Y
ISR,AMS-C5-54E,54,C,API,Y
ISR,AMS-C5-60E,60,C,API,Y
ISR,AMS-C5-65E,65,C,API,N
ISR,AMS-C5-66E,66,C,API,N
ISR,AMS-C5-67.25E,67.25,C,API,N
ISR,AMS-C5-72E,72,C,API,N
ISR,AMS-C5-78E,78,C,API,N
ISR,AMS-C5-82.5E,82.5,C,API,N
ISR,AMS-C5-84E,84,C,API,N
ISR,AMS-C5-90E,90,C,API,N
ISR,AMS-C5-96E,96,C,API,N
ISR,AMS-C6-102E,102,C,API,N
ISR,AMS-C6-108E,108,C,API,N
ISR,AMS-C6-114E,114,C,API,N
ISR,AMS-C6-120E,120,C,API,N
ISR,AMS-C6-17E,17,C,API,Y
ISR,AMS-C6-18E,18,C,API,Y
ISR,AMS-C6-23E,23,C,API,Y
ISR,AMS-C6-24E,24,C,API,Y
ISR,AMS-C6-30E,30,C,API,Y
ISR,AMS-C6-36E,36,C,API,Y
ISR,AMS-C6-39.2E,39.2,C,API,Y
ISR,AMS-C6-42E,42,C,API,Y
ISR,AMS-C6-43E,43,C,API,Y
ISR,AMS-C6-48E,48,C,API,Y
ISR,AMS-C6-54E,54,C,API,Y
ISR,AMS-C6-60E,60,C,API,Y
ISR,AMS-C6-65E,65,C,API,N
ISR,AMS-C6-66E,66,C,API,N
ISR,AMS-C6-67.25E,67.25,C,API,N
ISR,AMS-C6-72E,72,C,API,N
ISR,AMS-C6-78E,78,C,API,N
ISR,AMS-C6-82.5E,82.5,C,API,N
ISR,AMS-C6-84E,84,C,API,N
ISR,AMS-C6-90E,90,C,API,N
ISR,AMS-C6-96E,96,C,API,N
ISR,AMS-C7-102E,102,C,API,N
ISR,AMS-C7-108E,108,C,API,N
ISR,AMS-C7-114E,114,C,API,N
ISR,AMS-C7-120E,120,C,API,N
ISR,AMS-C7-17E,17,C,API,Y
ISR,AMS-C7-18E,18,C,API,Y
ISR,AMS-C7-23E,23,C,API,Y
ISR,AMS-C7-24E,24,C,API,Y
ISR,AMS-C7-30E,30,C,API,Y
ISR,AMS-C7-36E,36,C,API,Y
ISR,AMS-C7-39.2E,39.2,C,API,Y
ISR,AMS-C7-42E,42,C,API,Y
ISR,AMS-C7-43E,43,C,API,Y
ISR,AMS-C7-48E,48,C,API,Y
ISR,AMS-C7-54E,54,C,API,Y
ISR,AMS-C7-60E,60,C,API,Y
ISR,AMS-C7-65E,65,C,API,N
ISR,AMS-C7-66E,66,C,API,N
ISR,AMS-C7-67.25E,67.25,C,API,N
ISR,AMS-C7-72E,72,C,API,N
ISR,AMS-C7-78E,78,C,API,N
ISR,AMS-C7-82.5E,82.5,C,API,N
ISR,AMS-C7-84E,84,C,API,N
ISR,AMS-C7-90E,90,C,API,N
ISR,AMS-C7-96E,96,C,API,N
ISR,AMS-C8-102E,102,C,API,N
ISR,AMS-C8-108E,108,C,API,N
ISR,AMS-C8-114E,114,C,API,N
ISR,AMS-C8-120E,120,C,API,N
ISR,AMS-C8-17E,17,C,API,Y
ISR,AMS-C8-18E,18,C,API,Y
ISR,AMS-C8-23E,23,C,API,Y
ISR,AMS-C8-24E,24,C,API,Y
ISR,AMS-C8-30E,30,C,API,Y
ISR,AMS-C8-36E,36,C,API,Y
ISR,AMS-C8-39.2E,39.2,C,API,Y
ISR,AMS-C8-42E,42,C,API,Y
ISR,AMS-C8-43E,43,C,API,Y
ISR,AMS-C8-48E,48,C,API,Y
ISR,AMS-C8-54E,54,C,API,Y
ISR,AMS-C8-60E,60,C,API,Y
ISR,AMS-C8-65E,65,C,API,N
ISR,AMS-C8-66E,66,C,API,N
ISR,AMS-C8-67.25E,67.25,C,API,N
ISR,AMS-C8-72E,72,C,API,N
ISR,AMS-C8-78E,78,C,API,N
ISR,AMS-C8-82.5E,82.5,C,API,N
ISR,AMS-C8-84E,84,C,API,N
ISR,AMS-C8-90E,90,C,API,N
ISR,AMS-C8-96E,96,C,API,N
ISR,AMS-CK-17E,17,C,Coordination Request,Y
ISR,AMS-CK-23E,23,C,Coordination Request,Y
ISR,AMS-CK-26W,-26,C,Coordination Request,Y
ISR,AMS-CK-33W,-33,C,Coordination Request,Y
ISR,AMS-CK-43E,43,C,Coordination Request,Y
ISR,AMS-CK-4W,-4,C,Coordination Request,Y
ISR,AMS-CK-65E,65,C,Coordination Request,N
ISR,AMS-CK-82.5E,82.5,C,Coordination Request,N
J,D-STAR-1,132,C,Notification,N
J,D-STAR-2,136,C,Notification,N
J,JCSAT-2R,154,C,Notification,N
J,JCSAT-3A,128,C,Notification,N
J,JCSAT-3B,124,C,Coordination Request,N
J,JCSAT-FO-128E,128,C,Notification,N
J,JCSAT-FO-132E,132,C,Notification,N
J,JCSAT-FO-136E,136,C,Notification,N
J,JCSAT-FO-150E,150,C,Coordination Request,N
J,JCSAT-FO-154E,154,C,Notification,N
J,N-SAT-124E,124,C,Coordination Request,N
J,N-SAT-127W,-127,C,Coordination Request,N
J,N-SAT-150.5E,150.5,C,Coordination Request,N
J,N-SAT-154E,154,C,Coordination Request,N
J,N-SAT2-110E,110,C,Coordination Request,N
J,N-SAT2-120E,120,C,Coordination Request,N
J,N-SAT2-127W,-127,C,Coordination Request,N
J,N-SAT2-144E,144,C,Coordination Request,N
J,N-SAT2-158E,158,C,Coordination Request,N
J,N-SAT2-162E,162,C,Notification,N
J,N-SAT2-82E,82,C,Coordination Request,N
J,N-SAT2-88E,88,C,Coordination Request,N
J,N-SAT2-93E,93,C,Coordination Request,N
J,N-SAT2-98.5E,98.5,C,Coordination Request,N
J,N-SAT-A-114.9W,-114.9,C,Coordination Request,N
J,N-SAT-A-1E,1,C,Coordination Request,Y
J,N-SAT-A-28.5E,28.5,C,Coordination Request,Y
J,N-SAT-A-47.5W,-47.5,C,Coordination Request,Y
J,N-SAT-A-67.5W,-67.5,C,Coordination Request,N
J,N-SAT-A-81W,-81,C,Coordination Request,N
J,N-SAT-A-8W,-8,C,Coordination Request,Y
J,N-SAT-Y12-110E,110,C,Coordination Request,N
J,N-SAT-Y12-124E,124,C,Coordination Request,N
J,N-SAT-Y12-128E,128,C,Coordination Request,N
J,N-SAT-Y12-132E,132,C,Coordination Request,N
J,N-SAT-Y12-136E,136,C,Coordination Request,N
J,N-SAT-Y12-144E,144,C,Coordination Request,N
J,N-SAT-Y12-150E,150,C,Coordination Request,N
J,N-SAT-Y12-154E,154,C,Coordination Request,N
J,N-SAT-Y12-158E,158,C,Coordination Request,N
J,N-SAT-Y12-162E,162,C,Coordination Request,N
J,N-SAT-Y12-173W,-173,C,Coordination Request,N
J,N-SAT-Y12-82.3E,82.3,C,API,N
J,N-SAT-Y12-82.5E,82.5,C,API,N
J,N-SAT-Y12-82.7E,82.7,C,API,N
J,N-SAT-Y13-0E,0,C,API,Y
J,N-SAT-Y13-102E,102,C,API,N
J,N-SAT-Y13-102W,-102,C,API,N
J,N-SAT-Y13-108E,108,C,API,N
J,N-SAT-Y13-110W,-110,C,Coordination Request,N
J,N-SAT-Y13-114E,114,C,API,N
J,N-SAT-Y13-114W,-114,C,API,N
J,N-SAT-Y13-120E,120,C,API,N
J,N-SAT-Y13-120W,-120,C,API,N
J,N-SAT-Y13-126E,126,C,API,N
J,N-SAT-Y13-126W,-126,C,API,N
J,N-SAT-Y13-12E,12,C,API,Y
J,N-SAT-Y13-12W,-12,C,API,Y
J,N-SAT-Y13-132E,132,C,API,N
J,N-SAT-Y13-132W,-132,C,API,N
J,N-SAT-Y13-138E,138,C,API,N
J,N-SAT-Y13-138W,-138,C,API,N
J,N-SAT-Y13-144E,144,C,API,N
J,N-SAT-Y13-144W,-144,C,API,N
J,N-SAT-Y13-150.5E,150.5,C,Coordination Request,N
J,N-SAT-Y13-150W,-150,C,API,N
J,N-SAT-Y13-156E,156,C,API,N
J,N-SAT-Y13-156W,-156,C,API,N
J,N-SAT-Y13-162E,162,C,API,N
J,N-SAT-Y13-162W,-162,C,API,N
J,N-SAT-Y13-168E,168,C,API,N
J,N-SAT-Y13-168W,-168,C,API,N
J,N-SAT-Y13-174E,174,C,API,N
J,N-SAT-Y13-174W,-174,C,API,N
J,N-SAT-Y13-180E,180,C,API,N
J,N-SAT-Y13-18E,18,C,API,Y
J,N-SAT-Y13-18W,-18,C,API,Y
J,N-SAT-Y13-24E,24,C,API,Y
J,N-SAT-Y13-26W,-26,C,Coordination Request,Y
J,N-SAT-Y13-30E,30,C,API,Y
J,N-SAT-Y13-30W,-30,C,API,Y
J,N-SAT-Y13-36E,36,C,API,Y
J,N-SAT-Y13-36W,-36,C,API,Y
J,N-SAT-Y13-42E,42,C,API,Y
J,N-SAT-Y13-42W,-42,C,API,Y
J,N-SAT-Y13-48E,48,C,API,Y
J,N-SAT-Y13-48W,-48,C,API,Y
J,N-SAT-Y13-54E,54,C,API,Y
J,N-SAT-Y13-54W,-54,C,API,Y
J,N-SAT-Y13-60E,60,C,API,Y
J,N-SAT-Y13-60W,-60,C,API,Y
J,N-SAT-Y13-66E,66,C,API,N
J,N-SAT-Y13-66W,-66,C,API,N
J,N-SAT-Y13-6E,6,C,API,Y
J,N-SAT-Y13-6W,-6,C,API,Y
J,N-SAT-Y13-72E,72,C,API,N
J,N-SAT-Y13-72W,-72,C,API,N
J,N-SAT-Y13-78W,-78,C,API,N
J,N-SAT-Y13-82E,82,C,API,N
J,N-SAT-Y13-84E,84,C,API,N
J,N-SAT-Y13-84W,-84,C,API,N
J,N-SAT-Y13-90.75E,90.75,C,API,N
J,N-SAT-Y13-90E,90,C,API,N
J,N-SAT-Y13-90W,-90,C,API,N
J,N-SAT-Y13-96E,96,C,API,N
J,N-SAT-Y13-96W,-96,C,API,N
J,N-SAT-Y15-0E,0,C,API,Y
J,N-SAT-Y15-102E,102,C,API,N
