Adm Org,Sat Name,Long Nom,Band,Status,Visable in UK
G,UKPAC-1,174,Ka,Coordination Request,N
G,UKPAC-2,172,Ka,Coordination Request,N
G,UKSAT-10,-95,Ka,Notification,N
G,UKSAT-14,-107,Ka,Coordination Request,N
G,UKSAT-18,-18,Ka,Coordination Request,Y
G,UKSAT-19,-6.8,Ka,Coordination Request,Y
G,UKSAT-21,67,Ka,Coordination Request,N
G,UKSAT-24,104,Ka,Coordination Request,N
G,UKSAT-28,-97,Ka,API,N
G,UKSAT-KU-4,-76,Ka,API,N
G,UKSAT-KU-5,-84,Ka,API,N
G,UKSAT-KU-6,-86,Ka,API,N
GRC,HELLAS-SAT-2G,39,Ka,Notification,Y
HOL,BSSNET2A-111W,-110.9,Ka,Coordination Request,N
HOL,BSSNET2A-115W,-115,Ka,Coordination Request,N
HOL,BSSNET2A-119W,-119.25,Ka,Coordination Request,N
HOL,BSSNET2A-95W,-95.15,Ka,Coordination Request,N
HOL,INTELSAT KA 95E,95,Ka,Notification,N
HOL,NSS-83A,-67.5,Ka,Notification,N
HOL,NSS-G2-1,-177,Ka,Coordination Request,N
HOL,NSS-G2-11,-22,Ka,Coordination Request,Y
HOL,NSS-G2-12,-20,Ka,Coordination Request,Y
HOL,NSS-G2-13,1,Ka,Coordination Request,Y
HOL,NSS-G2-15,42.5,Ka,Coordination Request,Y
HOL,NSS-G2-16,50.5,Ka,Coordination Request,Y
HOL,NSS-G2-17,57,Ka,Coordination Request,Y
HOL,NSS-G2-18,95,Ka,Coordination Request,N
HOL,NSS-G2-19,107.7,Ka,Coordination Request,N
HOL,NSS-G2-20,142,Ka,Coordination Request,N
HOL,NSS-G2-7,-68.7,Ka,Coordination Request,N
HOL,NSS-G2-8,-58,Ka,Coordination Request,Y
HOL,NSS-G3-12,-20,Ka,Coordination Request,Y
HOL,NSS-G3-21,108.2,Ka,API,N
HOL,NSS-G3-8,-47.5,Ka,Coordination Request,Y
HOL,NSS-G3-9,-40.5,Ka,Coordination Request,Y
HOL,NSS-G4-1,-177,Ka,Coordination Request,N
HOL,NSS-G4-10,-85,Ka,Coordination Request,N
HOL,NSS-G4-11,-72,Ka,API,N
HOL,NSS-G4-12,-68.7,Ka,API,N
HOL,NSS-G4-13,-58,Ka,Coordination Request,Y
HOL,NSS-G4-14,-47.5,Ka,API,Y
HOL,NSS-G4-15,-40.5,Ka,API,Y
HOL,NSS-G4-16,-37.5,Ka,API,Y
HOL,NSS-G4-17,-22,Ka,Coordination Request,Y
HOL,NSS-G4-18,-20,Ka,Coordination Request,Y
HOL,NSS-G4-19,1,Ka,API,Y
HOL,NSS-G4-2,-157,Ka,Coordination Request,N
HOL,NSS-G4-20,35.5,Ka,API,Y
HOL,NSS-G4-21,42.5,Ka,API,Y
HOL,NSS-G4-22,50.5,Ka,Coordination Request,Y
HOL,NSS-G4-23,57,Ka,Coordination Request,Y
HOL,NSS-G4-24,65,Ka,API,N
HOL,NSS-G4-25,85.2,Ka,Coordination Request,N
HOL,NSS-G4-26,95,Ka,Coordination Request,N
HOL,NSS-G4-27,108.2,Ka,Coordination Request,N
HOL,NSS-G4-28,113.5,Ka,API,N
HOL,NSS-G4-29,124,Ka,API,N
HOL,NSS-G4-3,-148,Ka,API,N
HOL,NSS-G4-30,130,Ka,API,N
HOL,NSS-G4-31,142,Ka,API,N
HOL,NSS-G4-32,148,Ka,Coordination Request,N
HOL,NSS-G4-33,155,Ka,API,N
HOL,NSS-G4-34,175,Ka,API,N
HOL,NSS-G4-4,-143,Ka,API,N
HOL,NSS-G4-5,-137,Ka,API,N
HOL,NSS-G4-6,-131,Ka,Coordination Request,N
HOL,NSS-G4-7,-105,Ka,API,N
HOL,NSS-G4-8,-101,Ka,API,N
HOL,NSS-G4-9,-86.5,Ka,Coordination Request,N
HOL,NSS-G5-1,-169.5,Ka,Coordination Request,N
HOL,NSS-G5-10,-68.7,Ka,API,N
HOL,NSS-G5-11,-58,Ka,API,Y
HOL,NSS-G5-12,-47.5,Ka,API,Y
HOL,NSS-G5-13,-40.5,Ka,API,Y
HOL,NSS-G5-14,-22,Ka,API,Y
HOL,NSS-G5-15,-20,Ka,API,Y
HOL,NSS-G5-16,42.5,Ka,API,Y
HOL,NSS-G5-17,50.5,Ka,API,Y
HOL,NSS-G5-18,57,Ka,API,Y
HOL,NSS-G5-19,95,Ka,API,N
HOL,NSS-G5-2,60,Ka,Coordination Request,Y
HOL,NSS-G5-20,108.2,Ka,API,N
HOL,NSS-G5-21,113,Ka,API,N
HOL,NSS-G5-22,142,Ka,API,N
HOL,NSS-G5-23,175,Ka,API,N
HOL,NSS-G5-3,-101,Ka,Coordination Request,N
HOL,NSS-G5-4,-103,Ka,Coordination Request,N
HOL,NSS-G5-5,-177,Ka,API,N
HOL,NSS-G5-6,-157,Ka,API,N
HOL,NSS-G5-7,-131,Ka,API,N
HOL,NSS-G5-8,-86.5,Ka,API,N
HOL,NSS-G5-9,-85,Ka,API,N
HOL,NSS-KA41,95,Ka,Notification,N
I,ALPHASAT TDP5,25,Ka,Coordination Request,Y
I,INTERACT-KA,9,Ka,Coordination Request,Y
I,NEWSAT-1A,1,Ka,Coordination Request,Y
I,NEWSAT-1C-27W,-27,Ka,Coordination Request,Y
I,NEWSAT-1D-41E,41,Ka,Coordination Request,Y
I,NEWSAT-1E-46E,46,Ka,Coordination Request,Y
I,NEWSAT-1F-38W,-38,Ka,Coordination Request,Y
I,NEWSAT-1G-48W,-48,Ka,Coordination Request,Y
I,NEWSAT-1H-68W,-68,Ka,Coordination Request,N
I,NEWSAT-1I-77.5W,-77.5,Ka,Coordination Request,N
I,NEWSAT-1L-87W,-87,Ka,Coordination Request,N
F,AST-5-162W,-162,Ka BSS,API,N
F,AST-5-168E,168,Ka BSS,API,N
F,AST-5-168W,-168,Ka BSS,API,N
F,AST-5-174E,174,Ka BSS,API,N
F,AST-5-174W,-174,Ka BSS,API,N
F,AST-5-180E,180,Ka BSS,API,N
F,AST-5-18E,18,Ka BSS,API,Y
F,AST-5-18W,-18,Ka BSS,API,Y
F,AST-5-24E,24,Ka BSS,API,Y
F,AST-5-24W,-24,Ka BSS,API,Y
F,AST-5-30E,30,Ka BSS,API,Y
F,AST-5-30W,-30,Ka BSS,API,Y
F,AST-5-36E,36,Ka BSS,API,Y
F,AST-5-36W,-36,Ka BSS,API,Y
F,AST-5-42E,42,Ka BSS,API,Y
F,AST-5-42W,-42,Ka BSS,API,Y
F,AST-5-48E,48,Ka BSS,API,Y
F,AST-5-48W,-48,Ka BSS,API,Y
F,AST-5-54E,54,Ka BSS,API,Y
F,AST-5-54W,-54,Ka BSS,API,Y
F,AST-5-60E,60,Ka BSS,API,Y
F,AST-5-60W,-60,Ka BSS,API,Y
F,AST-5-66E,66,Ka BSS,API,N
F,AST-5-66W,-66,Ka BSS,API,N
F,AST-5-6E,6,Ka BSS,API,Y
F,AST-5-6W,-6,Ka BSS,API,Y
F,AST-5-72E,72,Ka BSS,API,N
F,AST-5-72W,-72,Ka BSS,API,N
F,AST-5-78E,78,Ka BSS,API,N
F,AST-5-78W,-78,Ka BSS,API,N
F,AST-5-84E,84,Ka BSS,API,N
F,AST-5-84W,-84,Ka BSS,API,N
F,AST-5-90E,90,Ka BSS,API,N
F,AST-5-90W,-90,Ka BSS,API,N
F,AST-5-96E,96,Ka BSS,API,N
F,AST-5-96W,-96,Ka BSS,API,N
F,ATHENA-FIDUS-23.7E,23.7,Ka BSS,API,Y
F,ATHENA-FIDUS-25E,25,Ka BSS,API,Y
F,ATHENA-FIDUS-31E,31,Ka BSS,API,Y
F,ATHENA-FIDUS-38E,38,Ka BSS,API,Y
F,ATHENA-FIDUS-49E,49,Ka BSS,API,Y
F,BASAT E180,180,Ka BSS,API,N
F,BASAT W030,-30,Ka BSS,API,Y
F,BASAT W126,-126,Ka BSS,API,N
F,BASAT W174,-174,Ka BSS,API,N
F,BT-SAT 21.5E,21.5,Ka BSS,Coordination Request,Y
F,BT-SAT 44.2E,44.2,Ka BSS,Coordination Request,Y
F,CD-SAT 105.2E,105.2,Ka BSS,Coordination Request,N
F,CD-SAT 123.1W,-123.1,Ka BSS,API,N
F,CD-SAT 148E,148,Ka BSS,Coordination Request,N
F,CD-SAT 152E,152,Ka BSS,Coordination Request,N
F,CP 125.2E,125.2,Ka BSS,API,N
F,CP 60.75E G2,60.75,Ka BSS,Coordination Request,Y
F,DRN-P1B,-48,Ka BSS,API,Y
F,DRN-P2B,21.5,Ka BSS,API,Y
F,DRN-P3B,31,Ka BSS,API,Y
F,DRN-P4B,36.5,Ka BSS,API,Y
F,DUNIA-2,8,Ka BSS,Coordination Request,Y
F,DUNIA-3,8,Ka BSS,API,Y
F,F-SAT-B1-E-3E,3,Ka BSS,Coordination Request,Y
F,F-SAT-KA-E-76E,76,Ka BSS,API,N
F,F-SAT-KB1-E-7W,-7,Ka BSS,Coordination Request,Y
F,F-SAT-K-E-11W,-11,Ka BSS,Coordination Request,Y
F,F-SAT-K-E-3W,-3,Ka BSS,Coordination Request,Y
F,F-SAT-K-E-40E,40,Ka BSS,Coordination Request,Y
F,F-SAT-K-E-80.5E,80.5,Ka BSS,Coordination Request,N
F,F-SAT-K-E-83.5E,83.5,Ka BSS,Coordination Request,N
F,F-SAT-K-E-88.5E,88.5,Ka BSS,Coordination Request,N
F,F-SAT-N-11.5E,11.5,Ka BSS,Coordination Request,Y
F,F-SAT-N-14.5E,14.5,Ka BSS,Coordination Request,Y
F,F-SAT-N-17.5E,17.5,Ka BSS,Coordination Request,Y
F,F-SAT-N-172E,172,Ka BSS,Coordination Request,N
F,F-SAT-N-1E,1,Ka BSS,Coordination Request,Y
F,F-SAT-N2-100W,-100,Ka BSS,API,N
F,F-SAT-N2-140E,140,Ka BSS,Coordination Request,N
F,F-SAT-N2-142W,-142,Ka BSS,API,N
F,F-SAT-N2-144W,-144,Ka BSS,API,N
F,F-SAT-N2-146W,-146,Ka BSS,API,N
F,F-SAT-N2-148W,-148,Ka BSS,API,N
F,F-SAT-N2-150W,-150,Ka BSS,API,N
F,F-SAT-N2-152W,-152,Ka BSS,API,N
F,F-SAT-N2-154W,-154,Ka BSS,API,N
F,F-SAT-N2-156W,-156,Ka BSS,API,N
F,F-SAT-N2-158W,-158,Ka BSS,API,N
F,F-SAT-N2-39E,39,Ka BSS,Coordination Request,Y
F,F-SAT-N2-59.5W,-59.5,Ka BSS,API,Y
F,F-SAT-N2-63.2W,-63.2,Ka BSS,API,Y
F,F-SAT-N2-66.5W,-66.5,Ka BSS,API,N
F,F-SAT-N2-72W,-72,Ka BSS,API,N
F,F-SAT-N2-74.75W,-74.75,Ka BSS,API,N
F,F-SAT-N2-77W,-77,Ka BSS,API,N
F,F-SAT-N-27E,27,Ka BSS,Coordination Request,Y
F,F-SAT-N2-80W,-80,Ka BSS,API,N
F,F-SAT-N2-81W,-81,Ka BSS,API,N
F,F-SAT-N2-86W,-86,Ka BSS,API,N
F,F-SAT-N2-90W,-90,Ka BSS,API,N
F,F-SAT-N2-94W,-94,Ka BSS,API,N
F,F-SAT-N2-96W,-96,Ka BSS,API,N
F,F-SAT-N2-97W,-97,Ka BSS,API,N
F,F-SAT-N3-1.6E,1.6,Ka BSS,Coordination Request,Y
F,F-SAT-N3-10E,10,Ka BSS,Coordination Request,Y
F,F-SAT-N3-11.5E,11.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-12.5W,-12.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-133.5E,133.5,Ka BSS,Coordination Request,N
F,F-SAT-N3-136E,136,Ka BSS,Coordination Request,N
F,F-SAT-N3-13E,13,Ka BSS,Coordination Request,Y
F,F-SAT-N3-14.5E,14.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-14.8W,-14.8,Ka BSS,Coordination Request,Y
F,F-SAT-N3-155.9E,155.9,Ka BSS,Coordination Request,N
F,F-SAT-N3-169E,169,Ka BSS,Coordination Request,N
F,F-SAT-N3-16E,16,Ka BSS,Coordination Request,Y
F,F-SAT-N3-21.5E,21.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-25.5E,25.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-28.5E,28.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-33E,33,Ka BSS,Coordination Request,Y
F,F-SAT-N3-34.5E,34.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-36E,36,Ka BSS,Coordination Request,Y
F,F-SAT-N3-36W,-36,Ka BSS,Coordination Request,Y
F,F-SAT-N3-37.5E,37.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-39W,-39,Ka BSS,Coordination Request,Y
F,F-SAT-N3-3E,3,Ka BSS,Coordination Request,Y
F,F-SAT-N-34.5E,34.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-48E,48,Ka BSS,Coordination Request,Y
F,F-SAT-N3-4E,4,Ka BSS,Coordination Request,Y
F,F-SAT-N3-51.5W,-51.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-55.2W,-55.2,Ka BSS,Coordination Request,Y
F,F-SAT-N3-58.45E,58.45,Ka BSS,Coordination Request,Y
F,F-SAT-N3-5W,-5,Ka BSS,Coordination Request,Y
F,F-SAT-N-37.5E,37.5,Ka BSS,Coordination Request,Y
F,F-SAT-N3-70.5E,70.5,Ka BSS,Coordination Request,N
F,F-SAT-N3-73.5E,73.5,Ka BSS,Coordination Request,N
F,F-SAT-N3-7E,7,Ka BSS,Coordination Request,Y
F,F-SAT-N3-7W,-7,Ka BSS,Coordination Request,Y
F,F-SAT-N3-8W,-8,Ka BSS,Coordination Request,Y
F,F-SAT-N3-9E,9,Ka BSS,Coordination Request,Y
F,F-SAT-N4-108.5E,108.5,Ka BSS,Coordination Request,N
F,F-SAT-N4-111.5E,111.5,Ka BSS,Coordination Request,N
F,F-SAT-N4-113W,-113,Ka BSS,Coordination Request,N
F,F-SAT-N4-116.9W,-116.9,Ka BSS,Coordination Request,N
F,F-SAT-N4-117.4E,117.4,Ka BSS,Coordination Request,N
F,F-SAT-N4-11W,-11,Ka BSS,Coordination Request,Y
F,F-SAT-N4-123.5E,123.5,Ka BSS,Coordination Request,N
F,F-SAT-N4-127E,127,Ka BSS,Coordination Request,N
F,F-SAT-N4-133W,-133,Ka BSS,Coordination Request,N
F,F-SAT-N4-137E,137,Ka BSS,Coordination Request,N
F,F-SAT-N4-139W,-139,Ka BSS,Coordination Request,N
F,F-SAT-N4-140E,140,Ka BSS,Coordination Request,N
F,F-SAT-N4-144W,-144,Ka BSS,API,N
F,F-SAT-N4-146W,-146,Ka BSS,Coordination Request,N
F,F-SAT-N4-148W,-148,Ka BSS,API,N
F,F-SAT-N4-150W,-150,Ka BSS,API,N
F,F-SAT-N4-152E,152,Ka BSS,Coordination Request,N
F,F-SAT-N4-152W,-152,Ka BSS,Coordination Request,N
F,F-SAT-N4-154W,-154,Ka BSS,API,N
F,F-SAT-N4-156W,-156,Ka BSS,Coordination Request,N
F,F-SAT-N4-158W,-158,Ka BSS,API,N
F,F-SAT-N4-163.5E,163.5,Ka BSS,Coordination Request,N
F,F-SAT-N4-164.1E,164.1,Ka BSS,Coordination Request,N
F,F-SAT-N4-170.5E,170.5,Ka BSS,Coordination Request,N
F,F-SAT-N4-174E,174,Ka BSS,Coordination Request,N
F,F-SAT-N4-178E,178,Ka BSS,Coordination Request,N
F,F-SAT-N4-1E,1,Ka BSS,API,Y
F,F-SAT-N4-21W,-21,Ka BSS,Coordination Request,Y
F,F-SAT-N4-24W,-24,Ka BSS,Coordination Request,Y
F,F-SAT-N4-28W,-28,Ka BSS,Coordination Request,Y
F,F-SAT-N4-32W,-32,Ka BSS,Coordination Request,Y
F,F-SAT-N4-34W,-34,Ka BSS,Coordination Request,Y
F,F-SAT-N4-3W,-3,Ka BSS,API,Y
F,F-SAT-N4-54W,-54,Ka BSS,Coordination Request,Y
F,F-SAT-N4-56.5W,-56.5,Ka BSS,Coordination Request,Y
F,F-SAT-N4-57W,-57,Ka BSS,Coordination Request,Y
F,F-SAT-N4-80.5E,80.5,Ka BSS,Coordination Request,N
F,F-SAT-N4-83.5E,83.5,Ka BSS,Coordination Request,N
F,F-SAT-N4-87E,87,Ka BSS,Coordination Request,N
F,F-SAT-N4-88.5E,88.5,Ka BSS,Coordination Request,N
F,F-SAT-N4-9.5W,-9.5,Ka BSS,Coordination Request,Y
F,F-SAT-N4-96.5E,96.5,Ka BSS,API,N
F,F-SAT-N4-96E,96,Ka BSS,Coordination Request,N
F,F-SAT-N-5.5E,5.5,Ka BSS,Coordination Request,Y
F,F-SAT-N5-1.6E,1.6,Ka BSS,API,Y
F,F-SAT-N5-108.5E,108.5,Ka BSS,API,N
F,F-SAT-N5-10E,10,Ka BSS,API,Y
F,F-SAT-N5-11.5E,11.5,Ka BSS,API,Y
F,F-SAT-N5-111.5E,111.5,Ka BSS,API,N
F,F-SAT-N5-117.4E,117.4,Ka BSS,API,N
F,F-SAT-N5-117W,-117,Ka BSS,API,N
F,F-SAT-N5-11W,-11,Ka BSS,API,Y
F,F-SAT-N5-12.5W,-12.5,Ka BSS,API,Y
F,F-SAT-N5-120W,-120,Ka BSS,API,N
F,F-SAT-N5-123.5E,123.5,Ka BSS,API,N
F,F-SAT-N5-127E,127,Ka BSS,API,N
F,F-SAT-N5-133.5E,133.5,Ka BSS,API,N
F,F-SAT-N5-133W,-133,Ka BSS,API,N
F,F-SAT-N5-136E,136,Ka BSS,API,N
F,F-SAT-N5-137E,137,Ka BSS,API,N
F,F-SAT-N5-139W,-139,Ka BSS,API,N
F,F-SAT-N5-13E,13,Ka BSS,API,Y
F,F-SAT-N5-14.5E,14.5,Ka BSS,API,Y
F,F-SAT-N5-140E,140,Ka BSS,API,N
F,F-SAT-N5-146W,-146,Ka BSS,API,N
F,F-SAT-N5-152E,152,Ka BSS,API,N
F,F-SAT-N5-152W,-152,Ka BSS,API,N
F,F-SAT-N5-155.9E,155.9,Ka BSS,API,N
F,F-SAT-N5-156W,-156,Ka BSS,API,N
F,F-SAT-N5-163.5E,163.5,Ka BSS,API,N
F,F-SAT-N5-164.1E,164.1,Ka BSS,API,N
F,F-SAT-N5-169E,169,Ka BSS,API,N
F,F-SAT-N5-16E,16,Ka BSS,API,Y
F,F-SAT-N5-17.5E,17.5,Ka BSS,API,Y
F,F-SAT-N5-170.5E,170.5,Ka BSS,API,N
F,F-SAT-N5-172E,172,Ka BSS,API,N
F,F-SAT-N5-174E,174,Ka BSS,API,N
F,F-SAT-N5-178E,178,Ka BSS,API,N
F,F-SAT-N5-21.5E,21.5,Ka BSS,API,Y
F,F-SAT-N5-21W,-21,Ka BSS,API,Y
F,F-SAT-N5-24W,-24,Ka BSS,API,Y
F,F-SAT-N5-25.5E,25.5,Ka BSS,API,Y
F,F-SAT-N5-28.5E,28.5,Ka BSS,API,Y
F,F-SAT-N5-28W,-28,Ka BSS,API,Y
F,F-SAT-N5-32W,-32,Ka BSS,API,Y
F,F-SAT-N5-33E,33,Ka BSS,API,Y
F,F-SAT-N5-34.5E,34.5,Ka BSS,API,Y
F,F-SAT-N5-34W,-34,Ka BSS,API,Y
F,F-SAT-N5-36E,36,Ka BSS,API,Y
F,F-SAT-N5-36W,-36,Ka BSS,API,Y
F,F-SAT-N5-37.5E,37.5,Ka BSS,API,Y
F,F-SAT-N5-39W,-39,Ka BSS,API,Y
F,F-SAT-N5-3E,3,Ka BSS,API,Y
F,F-SAT-N5-48E,48,Ka BSS,API,Y
F,F-SAT-N5-51.5W,-51.5,Ka BSS,API,Y
F,F-SAT-N5-54W,-54,Ka BSS,API,Y
F,F-SAT-N5-55.2W,-55.2,Ka BSS,API,Y
F,F-SAT-N5-56.5W,-56.5,Ka BSS,API,Y
F,F-SAT-N5-57W,-57,Ka BSS,API,Y
F,F-SAT-N5-58.45E,58.45,Ka BSS,API,Y
F,F-SAT-N5-5W,-5,Ka BSS,API,Y
F,F-SAT-N5-70.5E,70.5,Ka BSS,API,N
F,F-SAT-N5-73.5E,73.5,Ka BSS,API,N
F,F-SAT-N5-7E,7,Ka BSS,API,Y
F,F-SAT-N5-7W,-7,Ka BSS,API,Y
F,F-SAT-N5-8.5E,8.5,Ka BSS,API,Y
F,F-SAT-N5-80.5E,80.5,Ka BSS,API,N
F,F-SAT-N5-83.5E,83.5,Ka BSS,API,N
F,F-SAT-N5-87E,87,Ka BSS,API,N
F,F-SAT-N5-88.5E,88.5,Ka BSS,API,N
F,F-SAT-N5-8W,-8,Ka BSS,API,Y
F,F-SAT-N5-9.5W,-9.5,Ka BSS,API,Y
F,F-SAT-N5-96E,96,Ka BSS,API,N
F,F-SAT-N5-9E,9,Ka BSS,API,Y
F,F-SAT-N-6W,-6,Ka BSS,Coordination Request,Y
F,F-SAT-N-7W,-7,Ka BSS,Coordination Request,Y
F,F-SAT-N-8.5E,8.5,Ka BSS,Coordination Request,Y
F,F-SAT-N-9.5W,-9.5,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-10E,10,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-12.5W,-12.5,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-133.5E,133.5,Ka BSS,Coordination Request,N
F,F-SAT-N-E-137E,137,Ka BSS,Coordination Request,N
F,F-SAT-N-E-13E,13,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-14.8W,-14.8,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-155.9E,155.9,Ka BSS,Coordination Request,N
F,F-SAT-N-E-163.5E,163.5,Ka BSS,Coordination Request,N
F,F-SAT-N-E-164.1E,164.1,Ka BSS,Coordination Request,N
F,F-SAT-N-E-169E,169,Ka BSS,Coordination Request,N
F,F-SAT-N-E-16E,16,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-170.5E,170.5,Ka BSS,Coordination Request,N
F,F-SAT-N-E-21.5E,21.5,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-25.5E,25.5,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-28.5E,28.5,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-33E,33,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-36E,36,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-3E,3,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-48E,48,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-4E,4,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-58.45E,58.45,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-5W,-5,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-70.5E,70.5,Ka BSS,Coordination Request,N
F,F-SAT-N-E-73.5E,73.5,Ka BSS,Coordination Request,N
F,F-SAT-N-E-76E,76,Ka BSS,Coordination Request,N
F,F-SAT-N-E-7E,7,Ka BSS,Coordination Request,Y
F,F-SAT-N-E-8W,-8,Ka BSS,Notification,Y
F,LH-SAT 151.5E,151.5,Ka BSS,Coordination Request,N
F,MCSAT E000,0,Ka BSS,API,Y
F,MCSAT E006,6,Ka BSS,API,Y
F,MCSAT E012,12,Ka BSS,API,Y
F,MCSAT E018,18,Ka BSS,API,Y
F,MCSAT E024,24,Ka BSS,API,Y
F,MCSAT E030,30,Ka BSS,API,Y
F,MCSAT E036,36,Ka BSS,API,Y
F,MCSAT E042,42,Ka BSS,API,Y
F,MCSAT E048,48,Ka BSS,API,Y
F,MCSAT E054,54,Ka BSS,API,Y
F,MCSAT E060,60,Ka BSS,API,Y
F,MCSAT E066,66,Ka BSS,API,N
F,MCSAT E072,72,Ka BSS,API,N
F,MCSAT E078,78,Ka BSS,API,N
F,MCSAT E084,84,Ka BSS,API,N
F,MCSAT E090,90,Ka BSS,API,N
F,MCSAT E096,96,Ka BSS,API,N
F,MCSAT E102,102,Ka BSS,API,N
F,MCSAT E114,114,Ka BSS,API,N
F,MCSAT E120,120,Ka BSS,API,N
F,MCSAT E126,126,Ka BSS,API,N
F,MCSAT E132,132,Ka BSS,API,N
F,MCSAT E138,138,Ka BSS,API,N
F,MCSAT E156,156,Ka BSS,API,N
F,MCSAT E162,162,Ka BSS,API,N
F,MCSAT E168,168,Ka BSS,API,N
F,MCSAT E174,174,Ka BSS,API,N
F,MCSAT E180,180,Ka BSS,API,N
F,MCSAT W006,-6,Ka BSS,API,Y
F,MCSAT W012,-12,Ka BSS,API,Y
F,MCSAT W018,-18,Ka BSS,API,Y
F,MCSAT W024,-24,Ka BSS,API,Y
F,MCSAT W030,-30,Ka BSS,API,Y
F,MCSAT W036,-36,Ka BSS,API,Y
F,MCSAT W042,-42,Ka BSS,API,Y
F,MCSAT W048,-48,Ka BSS,API,Y
F,MCSAT W054,-54,Ka BSS,API,Y
F,MCSAT W060,-60,Ka BSS,API,Y
F,MCSAT W066,-66,Ka BSS,API,N
F,MCSAT W072,-72,Ka BSS,API,N
F,MCSAT W078,-78,Ka BSS,API,N
F,MCSAT W084,-84,Ka BSS,API,N
F,MCSAT W090,-90,Ka BSS,API,N
F,MCSAT W096,-96,Ka BSS,API,N
F,MCSAT W102,-102,Ka BSS,API,N
F,MCSAT W108,-108,Ka BSS,API,N
F,MCSAT W114,-114,Ka BSS,API,N
F,MCSAT W120,-120,Ka BSS,API,N
F,MCSAT W132,-132,Ka BSS,API,N
F,MCSAT W138,-138,Ka BSS,API,N
F,MCSAT W144,-144,Ka BSS,API,N
F,MCSAT W150,-150,Ka BSS,API,N
F,MCSAT W156,-156,Ka BSS,API,N
F,MCSAT W162,-162,Ka BSS,API,N
F,MCSAT W168,-168,Ka BSS,API,N
F,MCSAT W174,-174,Ka BSS,API,N
F,MCSAT-2 E000,0,Ka BSS,API,Y
F,MCSAT-2 E006,6,Ka BSS,API,Y
F,MCSAT-2 E012,12,Ka BSS,API,Y
F,MCSAT-2 E018,18,Ka BSS,API,Y
F,MCSAT-2 E036,36,Ka BSS,API,Y
F,MCSAT-2 E042,42,Ka BSS,API,Y
F,MCSAT-2 E054,54,Ka BSS,API,Y
F,MCSAT-2 E060,60,Ka BSS,API,Y
F,MCSAT-2 E066,66,Ka BSS,API,N
F,MCSAT-2 E072,72,Ka BSS,API,N
F,MCSAT-2 E078,78,Ka BSS,API,N
F,MCSAT-2 E084,84,Ka BSS,API,N
F,MCSAT-2 E090,90,Ka BSS,API,N
F,MCSAT-2 E096,96,Ka BSS,API,N
F,MCSAT-2 E102,102,Ka BSS,API,N
F,MCSAT-2 E108,108,Ka BSS,API,N
F,MCSAT-2 E114,114,Ka BSS,API,N
F,MCSAT-2 E120,120,Ka BSS,API,N
F,MCSAT-2 E126,126,Ka BSS,API,N
F,MCSAT-2 E132,132,Ka BSS,API,N
F,MCSAT-2 E138,138,Ka BSS,API,N
F,MCSAT-2 E144,144,Ka BSS,API,N
F,MCSAT-2 E150,150,Ka BSS,API,N
F,MCSAT-2 E162,162,Ka BSS,API,N
F,MCSAT-2 E168,168,Ka BSS,API,N
F,MCSAT-2 E174,174,Ka BSS,API,N
F,MCSAT-2 E180,180,Ka BSS,API,N
F,MCSAT-2 W006,-6,Ka BSS,API,Y
F,MCSAT-2 W012,-12,Ka BSS,API,Y
F,MCSAT-2 W018,-18,Ka BSS,API,Y
F,MCSAT-2 W024,-24,Ka BSS,API,Y
F,MCSAT-2 W030,-30,Ka BSS,API,Y
F,MCSAT-2 W036,-36,Ka BSS,API,Y
F,MCSAT-2 W042,-42,Ka BSS,API,Y
F,MCSAT-2 W048,-48,Ka BSS,API,Y
F,MCSAT-2 W054,-54,Ka BSS,API,Y
F,MCSAT-2 W060,-60,Ka BSS,API,Y
F,MCSAT-2 W066,-66,Ka BSS,API,N
F,MCSAT-2 W072,-72,Ka BSS,API,N
F,MCSAT-2 W078,-78,Ka BSS,API,N
