"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Justice","Ministry of Justice","Criminal Justice Strategy, Justice Reform Directorate","329","Band A","42034","67969","Policy Manager","4.70","Policy"
"Ministry of Justice","Ministry of Justice","Criminal Justice Strategy, Justice Reform Directorate","329","Band B","29634","44964","Senior Policy Adviser","3.00","Policy"
"Ministry of Justice","Ministry of Justice","Criminal Justice Strategy, Justice Reform Directorate","329","Band C","21096","36061","Policy Adviser","4.00","Policy"
"Ministry of Justice","Ministry of Justice","Criminal Justice Strategy, Justice Reform Directorate","329","Band C","21096","36061","Fastreamer","1.00","Policy"
"Ministry of Justice","Ministry of Justice","Criminal Justice Strategy, Justice Reform Directorate","329","Band D","17513","28000","Policy Officer","2.00","Policy"
"Ministry of Justice","Ministry of Justice","Programme & Projects Delivery - ICT","333","Band A","42034","67969","Demand and Programme Office","6.00","Programme and Project Management (PPM)"
"Ministry of Justice","Ministry of Justice","Programme & Projects Delivery - ICT","333","Band B","29634","44964","Demand and Programme Office","7.00","Programme and Project Management (PPM)"
"Ministry of Justice","Ministry of Justice","Programme & Projects Delivery - ICT","333","Band C","21096","36061","Demand and Programme Office","2.00","Programme and Project Management (PPM)"
"Ministry of Justice","Ministry of Justice","Programme & Projects Delivery - ICT","333","Band D","17513","28000","Demand and Programme Office","1.00","Programme and Project Management (PPM)"
"Ministry of Justice","Ministry of Justice","Programme & Projects Delivery - ICT","333","Band A","42034","67969","Programme Manager","12.00","Information Technology"
"Ministry of Justice","Ministry of Justice","Programme & Projects Delivery - ICT","333","Band A","42034","67969","Senior Project Manager","24.00","Information Technology"
"Ministry of Justice","Ministry of Justice","Programme & Projects Delivery - ICT","333","Band B","29634","44964","Project Manager","31.00","Information Technology"
"Ministry of Justice","Ministry of Justice","Programme & Projects Delivery - ICT","333","Band C","21096","36061","Project Support Officer","22.00","Information Technology"
"Ministry of Justice","Ministry of Justice","Programme & Projects Delivery - ICT","333","Band D","17513","28000","Project Support Officer","4.00","Information Technology"
"Ministry of Justice","Ministry of Justice","Programme & Projects Delivery - ICT","333","Band D","17513","28000","Project Team Member","1.00","Information Technology"
