Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department for Education,Ministerial Department,Department for Education,91,83.96,423,403.54,872,840.27,608,580.37,97,90.66,,,2091,1998.8,27,20.78,,,90,90,,,117,110.78,2208,2109.58,7397101.45,0,115000,28195.73,1539039.62,652300.58,9731637.38,1409454.31,-10283.81,1399170.5,11130807.88,"Please note we are unable to split the contingent labour by interims or specialist contractors. Consultants/Consultancy cannot be measured in HC or FTE.  In previous monthly workforce MI returns, only Hays agency staff were recorded.  From April 2012 onwards, agency staff from both Reed and Hays will be recorded and from May 2014 Brook Street information will be recorded."
Education Funding Agency ,Executive Agency,Department for Education,25,23.26,115,111.48,297,285.67,349,341.8,34,33.03,,,820,795.24,33,32.54,,,172,164,,,205,196.54,1025,991.78,2401975.78,0,0,0,648540.07,271439.8,3321955.65,1533700.5,0,1533700.5,4855656.15,
National College for Teaching and Leadership,Executive Agency,Department for Education,20,19.26,80,76.42,123,114.11,62,58.55,11,10.8,,,296,279.14,8,5.87985,,,,,,,8,5.87985,304,285.01985,859737.54,0,0,408.26,185396.92,71434.28,1116977,18570.25,0,18570.25,1135547.25,
Standards and Testing Agency,Executive Agency,Department for Education,0,0,17,17,54,52.82,28,27,3,3,,,102,99.82,1,1,,,6,0.925,,,7,1.925,109,101.745,337065.73,0,0,1028.64,71150.06,28568.02,437812.45,0,9476.29,9476.29,447288.74,
"Office for Standards in Education, Children's Services & Skills",Non-Ministerial Department,Department for Education,203,186.7594444,155,151.1944444,464,455.0061111,524,499.2597222,28,28,,,1374,1320.219722,83,39.68,,,,,,,83,39.68,1457,1359.899722,5137967.91,329231.31,44500,13709.48,1194409.36,525069.07,7244887.13,157644.528,0,157644.528,7402531.658,
Office of Qualifications & Examinations Regulation,Non-Ministerial Department,Department for Education,3,3,17,16.44,84,82.88,47,46.09,9,9,,,160,157.41,19,17.92,2,2,3,3,0,0,24,22.92,184,180.33,568561,,,945,117920,50754,738180,126655,,126655,864835,
The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,,,2,2,12,11.8,10,9.4,1,1,,,25,24.2,3,3,,,1,1,,,4,4,29,28.2,141646.3561,975.4739091,,,29237.68,14920.35,186779.86,30215.89,,30215.89,216995.75,
