Geo_Name,Geo_Code,Projection_Code,Projection_Name,Mid_Year_Ending,Gender,Age,Population_Projection
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,42,12621
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,43,12352
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,44,11626
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,45,11528
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,46,11563
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,47,11757
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,48,12175
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,49,12560
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,50,12686
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,51,13088
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,52,13034
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,53,13191
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,54,13323
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,55,13355
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,56,13235
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,57,13549
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,58,13204
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,59,12694
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,60,12557
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,61,12263
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,62,11748
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,63,11271
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,64,11094
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,65,10631
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,66,10019
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,67,9423
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,68,9157
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,69,9067
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,70,8645
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,71,8604
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,72,8659
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,73,8486
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,74,8468
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,75,8449
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,76,7664
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,77,7475
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,78,7255
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,79,6894
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,80,6012
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,81,5324
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,82,5033
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,83,4899
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,84,4434
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,85,4159
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,86,3713
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,87,3299
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,88,2840
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,89,2607
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,90,2199
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,91,1860
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,92,1553
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,93,1246
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,94,936
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,95,734
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,96,542
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,97,398
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,98,266
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,99,193
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,100,119
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,101,71
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,102,43
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,103,19
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,104,11
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,105,6
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,106,2
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,107,1
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,108,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,109,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,110,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,111,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,112,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,113,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,114,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,115,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,116,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,117,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,118,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,119,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,120,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,121,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,122,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,123,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,124,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Females,125,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,0,11365
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,1,11547
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,2,11764
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,3,11982
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,4,12178
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,5,12125
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,6,12846
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,7,12608
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,8,12666
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,9,12813
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,10,13341
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,11,13148
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,12,13060
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,13,13335
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,14,13315
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,15,12752
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,16,12122
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,17,11870
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,18,11707
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,19,11125
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,20,10847
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,21,10715
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,22,11129
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,23,11325
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,24,11395
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,25,11205
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,26,11387
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,27,11410
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,28,11546
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,29,11407
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,30,11738
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,31,11890
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,32,11954
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,33,11970
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,34,12033
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,35,12124
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,36,12080
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,37,12066
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,38,11776
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,39,11617
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,40,11635
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,41,11923
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,42,11902
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,43,11199
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,44,10847
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,45,10814
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,46,10872
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,47,11195
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,48,11457
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,49,11973
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,50,12229
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,51,12313
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,52,12323
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,53,12451
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,54,12806
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,55,12656
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,56,12763
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,57,12854
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,58,12678
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,59,12490
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,60,11915
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,61,11721
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,62,11153
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,63,10874
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,64,10650
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,65,10088
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,66,9707
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,67,9275
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,68,9073
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,69,8658
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,70,8270
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,71,8174
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,72,8003
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,73,7776
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,74,7544
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,75,7326
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,76,6677
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,77,6423
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,78,6211
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,79,5758
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,80,4973
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,81,4223
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,82,3885
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,83,3707
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,84,3305
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,85,2966
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,86,2484
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,87,2143
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,88,1786
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,89,1502
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,90,1209
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,91,981
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,92,719
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,93,568
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,94,406
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,95,306
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,96,214
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,97,145
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,98,85
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,99,57
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,100,31
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,101,19
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,102,10
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,103,4
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,104,2
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,105,1
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,106,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,107,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,108,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,109,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,110,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,111,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,112,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,113,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,114,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,115,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,116,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,117,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,118,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,119,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,120,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,121,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,122,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,123,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,124,0
Northern Ireland,N92000002,PPL,Low Migration,2022,Males,125,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,0,21936
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,1,22288
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,2,22637
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,3,23017
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,4,23428
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,5,23783
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,6,23668
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,7,24708
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,8,24644
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,9,24733
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,10,25218
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,11,26048
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,12,25888
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,13,25626
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,14,26008
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,15,26026
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,16,24830
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,17,23633
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,18,22970
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,19,22158
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,20,20884
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,21,20518
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,22,20428
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,23,21067
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,24,21886
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,25,21905
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,26,21652
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,27,21849
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,28,21969
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,29,22608
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,30,22616
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,31,23375
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,32,23667
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,33,23662
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,34,23734
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,35,24104
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,36,24256
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,37,24441
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,38,24276
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,39,23977
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,40,23811
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,41,23912
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,42,24459
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,43,24452
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,44,23491
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,45,22424
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,46,22296
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,47,22381
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,48,22895
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,49,23575
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,50,24470
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,51,24851
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,52,25336
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,53,25284
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,54,25568
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,55,26044
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,56,25910
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,57,25894
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,58,26289
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,59,25760
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,60,25041
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,61,24321
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,62,23825
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,63,22742
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,64,21973
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,65,21541
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,66,20518
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,67,19528
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,68,18484
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,69,17995
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,70,17481
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,71,16663
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,72,16503
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,73,16359
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,74,15934
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,75,15651
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,76,15372
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,77,13929
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,78,13457
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,79,12989
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,80,12147
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,81,10497
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,82,9069
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,83,8417
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,84,8056
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,85,7177
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,86,6540
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,87,5623
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,88,4871
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,89,4082
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,90,3565
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,91,2901
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,92,2368
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,93,1852
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,94,1442
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,95,1039
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,96,782
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,97,550
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,98,381
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,99,237
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,100,162
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,101,94
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,102,53
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,103,29
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,104,12
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,105,7
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,106,3
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,107,1
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,108,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,109,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,110,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,111,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,112,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,113,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,114,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,115,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,116,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,117,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,118,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,119,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,120,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,121,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,122,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,123,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,124,0
Northern Ireland,N92000002,PPL,Low Migration,2023,All People,125,0
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,0,10707
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,1,10881
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,2,11055
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,3,11241
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,4,11439
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,5,11614
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,6,11558
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,7,11863
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,8,12028
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,9,12056
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,10,12395
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,11,12696
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,12,12731
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,13,12556
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,14,12658
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,15,12700
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,16,12073
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,17,11516
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,18,11119
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,19,10658
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,20,10074
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,21,9890
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,22,9877
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,23,10063
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,24,10692
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,25,10656
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,26,10566
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,27,10544
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,28,10639
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,29,11145
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,30,11271
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,31,11675
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,32,11829
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,33,11775
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,34,11821
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,35,12123
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,36,12182
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,37,12408
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,38,12262
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,39,12250
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,40,12235
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,41,12313
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,42,12575
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,43,12596
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,44,12330
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,45,11604
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,46,11505
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,47,11536
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,48,11730
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,49,12149
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,50,12529
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,51,12658
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,52,13066
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,53,13011
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,54,13164
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,55,13285
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,56,13307
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,57,13187
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,58,13500
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,59,13156
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,60,12638
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,61,12493
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,62,12193
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,63,11681
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,64,11201
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,65,11011
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,66,10543
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,67,9934
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,68,9337
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,69,9060
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,70,8966
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,71,8542
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,72,8490
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,73,8529
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,74,8345
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,75,8308
Northern Ireland,N92000002,PPL,Low Migration,2023,Females,76,8265
