Newcastle City Council Invoices over £500 paid in April 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Grand Total,"Capital/
Revenue"
Environment & Regeneration,NS: Asset Man              ,21/04/10,RENVAC SCAFFOLDING,4636608,15836.00,Revenue
Environment & Regeneration,NS: Asset Man              ,29/04/10,RENVAC SCAFFOLDING,4646310,724.00,Revenue
Environment & Regeneration,NS: Asset Man              ,14/04/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4628284,1817.00,Revenue
Environment & Regeneration,NS: Asset Man              ,21/04/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4616566,1700.00,Revenue
Environment & Regeneration,NS: Asset Man              ,21/04/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4628282,1106.00,Revenue
Environment & Regeneration,NS: Asset Man              ,21/04/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4636595,692.00,Revenue
Environment & Regeneration,NS: Asset Man              ,21/04/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4636602,553.00,Revenue
Environment & Regeneration,NS: Asset Man              ,14/04/10,SELECT TELECOM,4628285,2200.00,Revenue
Environment & Regeneration,NS: Asset Man              ,27/04/10,SELECT TELECOM,4644326,5175.00,Revenue
Environment & Regeneration,NS: Asset Man              ,28/04/10,SHINGLE BERRY SIGNS & PRINT,4645304,1005.00,Revenue
Environment & Regeneration,NS: Asset Man              ,27/04/10,TUKE & BELL LTD,4644325,1260.25,Revenue
Environment & Regeneration,NS: Asset Man              ,01/04/10,W MEARNS & CO LTD,4616565,800.00,Revenue
Environment & Regeneration,NS: Capital Works          ,01/04/10,CHIRMARN LTD,4615357,5904.00,Revenue
Environment & Regeneration,NS: Capital Works          ,20/04/10,CHIRMARN LTD,4634551,1042.00,Revenue
Environment & Regeneration,NS: Capital Works          ,12/04/10,DPC SCREEDING LTD,4623582,790.00,Revenue
Environment & Regeneration,NS: Capital Works          ,27/04/10,HOVAL LTD,4644017,1204.07,Revenue
Environment & Regeneration,NS: Capital Works          ,29/04/10,LANES GROUP PLC,4634547,1100.00,Revenue
Environment & Regeneration,NS: Capital Works          ,13/04/10,NATURAL GAS SERVICES TRAINING (NCLE)LTD,4627646,1417.00,Revenue
Environment & Regeneration,NS: Capital Works          ,28/04/10,NEDL,4644886,530.00,Revenue
Environment & Regeneration,NS: Capital Works          ,28/04/10,NEWMAN INSULATION,4644890,504.00,Revenue
Environment & Regeneration,NS: Capital Works          ,12/04/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4623561,1010.00,Revenue
Environment & Regeneration,NS: Capital Works          ,20/04/10,PF BURRIDGE & SONS LTD,4634550,22178.70,Revenue
Environment & Regeneration,NS: Capital Works          ,28/04/10,PF BURRIDGE & SONS LTD,4644865,1076.25,Revenue
Environment & Regeneration,NS: Capital Works          ,01/04/10,S & G ENGINEERING (NE) LTD,4602878,5000.00,Revenue
Environment & Regeneration,NS: Capital Works          ,29/04/10,S HICKEY PLASTERING&DRYLINING CONTRS LTD,4644882,2840.00,Revenue
Environment & Regeneration,NS: Capital Works          ,29/04/10,SCS LTD,4644881,10000.00,Revenue
Environment & Regeneration,NS: Capital Works          ,28/04/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4644868,940.00,Revenue
Environment & Regeneration,NS: Capital Works          ,07/04/10,STANNAH LIFTS LTD,4620211,860.00,Revenue
Environment & Regeneration,NS: Capital Works          ,28/04/10,STEELCRAFT,4644894,5909.82,Revenue
Environment & Regeneration,NS: Capital Works          ,28/04/10,UNITED UTILITIES OPERATIONS LTD,4644867,2615.46,Revenue
Environment & Regeneration,NS: Capital Works          ,07/04/10,WARMSEAL WINDOWS NEWCASTLE LTD,4620203,646.39,Revenue
Environment & Regeneration,NS: City Transport         ,20/04/10,ARNOLD CLARK,4633097,15827.00,Capital
Environment & Regeneration,NS: City Transport         ,20/04/10,ARNOLD CLARK,4633098,605.00,Revenue
Environment & Regeneration,NS: City Transport         ,15/04/10,DEPARTMENT OF TRANSPORT,4630613,1565.00,Revenue
Environment & Regeneration,NS: City Transport         ,12/04/10,FLOGAS UK LTD,4602912,793.76,Revenue
Environment & Regeneration,NS: City Transport         ,12/04/10,FLOGAS UK LTD,4602913,565.18,Revenue
Environment & Regeneration,NS: City Transport         ,07/04/10,GB OILS,4595191,1953.01,Revenue
Environment & Regeneration,NS: City Transport         ,14/04/10,GB OILS,4628297,4298.79,Revenue
Environment & Regeneration,NS: City Transport         ,15/04/10,GB OILS,4607520,1543.75,Revenue
Environment & Regeneration,NS: City Transport         ,21/04/10,GB OILS,4627572,2305.99,Revenue
Environment & Regeneration,NS: City Transport         ,28/04/10,GB OILS,4625234,2051.43,Revenue
Environment & Regeneration,NS: City Transport         ,01/04/10,PETROPLUS REFINING TEESIDE LTD,4611344,19286.00,Revenue
Environment & Regeneration,NS: City Transport         ,01/04/10,PETROPLUS REFINING TEESIDE LTD,4613412,19286.00,Revenue
Environment & Regeneration,NS: City Transport         ,08/04/10,PETROPLUS REFINING TEESIDE LTD,4619523,17339.40,Revenue
Environment & Regeneration,NS: City Transport         ,11/04/10,PETROPLUS REFINING TEESIDE LTD,4623081,18302.70,Revenue
Environment & Regeneration,NS: City Transport         ,13/04/10,PETROPLUS REFINING TEESIDE LTD,4627571,19346.00,Revenue
Environment & Regeneration,NS: City Transport         ,19/04/10,PETROPLUS REFINING TEESIDE LTD,4627573,18711.20,Revenue
Environment & Regeneration,NS: City Transport         ,27/04/10,PETROPLUS REFINING TEESIDE LTD,4644309,20138.00,Revenue
Environment & Regeneration,NS: City Transport         ,29/04/10,PETROPLUS REFINING TEESIDE LTD,4647074,20138.00,Revenue
Environment & Regeneration,NS: City Transport         ,15/04/10,POST OFFICE COUNTERS,4629936,4245.00,Revenue
Environment & Regeneration,NS: City Transport         ,12/04/10,TRAPEZE GROUP UK LTD,4625774,18948.93,Revenue
Environment & Regeneration,NS: Community Support      ,22/04/10,UNIVERSITY OF NORTHUMBRIA,4623933,1455.00,Revenue
Environment & Regeneration,NS: Community Support       ,27/04/10,1ST LEMINGTON BROWNIES,4643781,3040.00,Revenue
Environment & Regeneration,NS: Community Support       ,15/04/10,BAT CONSERVATION TRUST,4630522,631.50,Revenue
Environment & Regeneration,NS: Community Support       ,29/04/10,BAT CONSERVATION TRUST,4646861,941.50,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,CHURCH OF ST HUGH,4636459,2500.00,Revenue
Environment & Regeneration,NS: Community Support       ,19/04/10,COMMUNITY SERVICE VOLUNTEERS,4632507,11930.00,Revenue
Environment & Regeneration,NS: Community Support       ,01/04/10,DELFORD ROAD RESIDENTS GROUP,4616185,619.00,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,EAGLES COMMUNITY FOUNDATION,4636461,810.00,Revenue
Environment & Regeneration,NS: Community Support       ,26/04/10,EAGLES COMMUNITY FOUNDATION,4641735,1210.00,Revenue
Environment & Regeneration,NS: Community Support       ,26/04/10,EAGLES COMMUNITY FOUNDATION,4641736,2020.00,Revenue
Environment & Regeneration,NS: Community Support       ,26/04/10,EAST END & OUSEBURN COMMUNITY ASSOC,4641738,1750.00,Revenue
Environment & Regeneration,NS: Community Support       ,01/04/10,FAIRBRIDGE IN TYNE AND WEAR,4616190,1500.00,Revenue
Environment & Regeneration,NS: Community Support       ,20/04/10,FAIRBRIDGE IN TYNE AND WEAR,4634370,1500.00,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,FENHAM ASSOC OF RESIDENTS (FAR),4636476,900.00,Revenue
Environment & Regeneration,NS: Community Support       ,01/04/10,FOOTSTEPS INTO ASHFIELD,4616184,889.08,Revenue
Environment & Regeneration,NS: Community Support       ,27/04/10,FRIENDS OF CHADDERTON FIELD,4643780,958.00,Revenue
Environment & Regeneration,NS: Community Support       ,01/04/10,GORDON ROAD COMMUNITY ASSOCIATION,4616182,900.00,Revenue
Environment & Regeneration,NS: Community Support       ,27/04/10,GRAINGER PARK FOOTBALL CLUB,4643778,817.50,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,GRAINGER TOWN NEIGHBOURHOOD WATCH,4636462,1037.04,Revenue
Environment & Regeneration,NS: Community Support       ,26/04/10,HAMJOLI BME WOMENS GROUP,4641743,1500.00,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,HIGH WEST JESMOND RESIDENTS ASSOC,4636471,700.00,Revenue
Environment & Regeneration,NS: Community Support       ,26/04/10,KINGSTON PARK COMMUNITY ASSOCIATION,4641737,1431.00,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,KINGSTON PARK WRITERS GROUP,4636477,768.00,Revenue
Environment & Regeneration,NS: Community Support       ,29/04/10,LEMINGTON OVER 60'S,4646858,750.00,Revenue
Environment & Regeneration,NS: Community Support       ,15/04/10,MAYTHORN TENANTS&RESIDENTS GROUP,4630520,750.00,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,NEWBIGGIN HALL JUNIOR FOOTBALL CLUB,4636475,1000.00,Revenue
Environment & Regeneration,NS: Community Support       ,29/04/10,NEWBIGGIN HALL JUNIOR FOOTBALL CLUB,4646853,1227.00,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,NEWBURN AMATEUR SWIMMING CLUB,4636463,900.00,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,NEWBURN AMATEUR SWIMMING CLUB,4636464,529.00,Revenue
Environment & Regeneration,NS: Community Support       ,19/04/10,NEWCASTLE COUNCIL FOR VOLUNTARY SERVICE,4632509,34657.50,Revenue
Environment & Regeneration,NS: Community Support       ,19/04/10,NEWCASTLE DISABILITY FORUM,4632511,6420.00,Revenue
Environment & Regeneration,NS: Community Support       ,19/04/10,NEWCASTLE LAW CENTRE,4632510,23857.50,Revenue
Environment & Regeneration,NS: Community Support       ,27/04/10,NORTH EAST CIRCUS DEVELOPMENT TRUST,4643782,3800.00,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,NORTHUMBERLAND WILDLIFE TRUST,4636465,1944.00,Revenue
Environment & Regeneration,NS: Community Support       ,01/04/10,SCOTSWOOD AREA STRATEGY,4616195,2551.54,Revenue
Environment & Regeneration,NS: Community Support       ,29/04/10,SNOWY OWLS,4646859,594.00,Revenue
Environment & Regeneration,NS: Community Support       ,01/04/10,ST GEORGES PRE-SCHOOL,4616187,1000.00,Revenue
Environment & Regeneration,NS: Community Support       ,01/04/10,THROCKLEY COMMUNITY HALL LTD,4616192,800.00,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,TYNE & WEAR FIRE & CIVIL DEFENCE AUTH.,4636474,700.00,Revenue
Environment & Regeneration,NS: Community Support       ,21/04/10,TYNE ROWING CLUB,4636458,2000.00,Revenue
Environment & Regeneration,NS: D&CS Support Services  ,22/04/10,M&C ROOFING CONTRACTORS,4610768,811.52,Revenue
Environment & Regeneration,NS: District Heating       ,22/04/10,ADC ELECTRICAL CO LTD,4635485,1150.00,Revenue
Environment & Regeneration,NS: District Heating       ,28/04/10,COCHRAN BOILERS LTD,4639618,503.28,Revenue
Environment & Regeneration,NS: District Heating       ,22/04/10,FLUID AUTOMATION,4637344,5750.00,Revenue
Environment & Regeneration,NS: District Heating       ,01/04/10,GB LUBRICANTS LTD,4615392,2505.10,Revenue
Environment & Regeneration,NS: District Heating       ,01/04/10,GB LUBRICANTS LTD,4616006,1907.22,Revenue
Environment & Regeneration,NS: District Heating       ,01/04/10,GB LUBRICANTS LTD,4616426,1060.00,Revenue
Environment & Regeneration,NS: District Heating       ,01/04/10,GB LUBRICANTS LTD,4616538,1641.22,Revenue
Environment & Regeneration,NS: District Heating       ,01/04/10,GB LUBRICANTS LTD,4616556,1453.96,Revenue
Environment & Regeneration,NS: District Heating       ,01/04/10,GB LUBRICANTS LTD,4616567,1279.46,Revenue
Environment & Regeneration,NS: District Heating       ,06/04/10,GB LUBRICANTS LTD,4618749,1777.91,Revenue
Environment & Regeneration,NS: District Heating       ,11/04/10,GB LUBRICANTS LTD,4623238,2934.23,Revenue
Environment & Regeneration,NS: District Heating       ,15/04/10,GB LUBRICANTS LTD,4625953,2312.85,Revenue
Environment & Regeneration,NS: District Heating       ,19/04/10,GB LUBRICANTS LTD,4633294,2071.77,Revenue
Environment & Regeneration,NS: District Heating       ,19/04/10,GB LUBRICANTS LTD,4633412,1442.36,Revenue
Environment & Regeneration,NS: District Heating       ,20/04/10,GB LUBRICANTS LTD,4635019,2461.31,Revenue
Environment & Regeneration,NS: District Heating       ,21/04/10,GB LUBRICANTS LTD,4633317,1671.00,Revenue
Environment & Regeneration,NS: District Heating       ,25/04/10,GB LUBRICANTS LTD,4634966,1225.33,Revenue
Environment & Regeneration,NS: District Heating       ,28/04/10,GB LUBRICANTS LTD,4636690,1641.00,Revenue
Environment & Regeneration,NS: District Heating       ,29/04/10,GB LUBRICANTS LTD,4646803,1620.00,Revenue
Environment & Regeneration,NS: District Heating       ,29/04/10,GB LUBRICANTS LTD,4647043,1582.77,Revenue
Environment & Regeneration,NS: District Heating       ,21/04/10,NALCO LIMITED,4636583,3295.87,Revenue
Environment & Regeneration,NS: District Heating       ,22/04/10,NEWEY & EYRE LTD,4638160,3414.00,Revenue
Environment & Regeneration,NS: District Heating       ,25/04/10,PRO-TECH CP,4634035,1085.00,Revenue
Environment & Regeneration,NS: District Heating       ,01/04/10,SCHNEIDER ELECTRIC BUILDINGS UK LTD,4615393,1595.00,Revenue
Environment & Regeneration,NS: District Heating       ,15/04/10,SCHNEIDER ELECTRIC BUILDINGS UK LTD,4623237,871.00,Revenue
Environment & Regeneration,NS: District Heating       ,07/04/10,THERMOGRAPHIC TECHNOLOGY INT LTD,4619510,1050.00,Revenue
Environment & Regeneration,NS: District Heating       ,28/04/10,TOTAL PUMP SOLUTIONS LTD,4645662,2813.50,Revenue
Environment & Regeneration,NS: District Heating       ,01/04/10,WATKINS HIRE,4613492,2562.84,Revenue
Environment & Regeneration,NS: District Heating       ,28/04/10,WILLIAMSON CONSTRUCTION EQUIPMENT LTD,4645664,1700.30,Revenue
Environment & Regeneration,NS: District Heating       ,07/04/10,WOLSELEY UK LTD,4592586,1282.26,Revenue
Environment & Regeneration,NS: Energy              ,15/04/10,WARMZONE,4629910,9835.80,Revenue
Environment & Regeneration,NS: Energy                 ,25/04/10,BLUESKY INTERNATIONAL LTD,4638251,2000.00,Revenue
Environment & Regeneration,NS: Energy                 ,01/04/10,LGIU,4614433,1000.00,Revenue
Environment & Regeneration,NS: Energy                 ,08/04/10,SSH CHARTERED SURVEYORS,4591681,4225.00,Revenue
Environment & Regeneration,NS: Energy                 ,13/04/10,SSH CHARTERED SURVEYORS,4605204,4250.00,Revenue
Environment & Regeneration,NS: Energy                 ,01/04/10,THE ENERGY SAVERS,4615340,679.00,Revenue
Environment & Regeneration,NS: Energy                 ,12/04/10,THE GEOINFORMATION GROUP,4625632,11639.67,Revenue
Environment & Regeneration,NS: Energy                 ,14/04/10,THE GEOINFORMATION GROUP,4624853,1500.00,Revenue
Environment & Regeneration,NS: Enviro-Schools         ,21/04/10,LITTLE WASTERS,4620218,13961.00,Revenue
Environment & Regeneration,NS: Enviro-Schools         ,18/04/10,SUSTAINPLUS,4631693,2450.00,Revenue
Environment & Regeneration,NS: M & E Section          ,07/04/10,JTM SERVICE,4620000,4525.00,Revenue
Environment & Regeneration,NS: Minor Works            ,21/04/10,VALUE WORKS APPLICATION SERVICES LTD,4636573,2200.00,Revenue
Environment & Regeneration,NS: Public Buildings       ,28/04/10,RENVAC SCAFFOLDING,4644891,1027.40,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,21/04/10,GAS SAFE REGISTER,4610756,5193.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,29/04/10,KD SCAFFOLDING,4644874,2547.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,29/04/10,KD SCAFFOLDING,4644875,760.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,29/04/10,KD SCAFFOLDING,4644876,560.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,29/04/10,KD SCAFFOLDING,4645283,8747.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,21/04/10,NATURAL GAS SERVICES TRAINING (NCLE)LTD,4619998,702.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,29/04/10,NATURAL GAS SERVICES TRAINING (NCLE)LTD,4634542,702.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,29/04/10,NATURAL GAS SERVICES TRAINING (NCLE)LTD,4634543,702.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,12/04/10,PF BURRIDGE & SONS LTD,4623593,3122.32,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,12/04/10,PF BURRIDGE & SONS LTD,4623596,2878.65,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,07/04/10,R J  UTILITY SERVICES LTD,4619985,840.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,28/04/10,R J  UTILITY SERVICES LTD,4644887,870.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,28/04/10,SKYLINE SCAFFOLDING LTD,4644880,800.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,28/04/10,SKYLINE SCAFFOLDING LTD,4645280,938.00,Revenue
Environment & Regeneration,NS: Repairs & Maintenance  ,20/04/10,SURE FIRE TECHNICAL SERVICES,4634544,2448.19,Revenue
