Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Ministry of Defence,Ministerial Department,Ministry of Defence,10001,9533.661351,5501,5365.804865,8344,8161.093514,1487,1464.981892,193,189.9054054,11571,11243.99459,37097,35959.44162,48,48,296,295.19,167,166.1210811,25,25,536,534.3110811,37633,36493.7527,121562701,0,0,3166316,23996521,12592168,161317706,12913696,4124502,17038198,178355904,
Defence Equipment and Support,Ministerial Department,Ministry of Defence,882,837.6772973,1538,1487.777297,5722,5581.046216,1308,1289.533243,130,129.022973,1137,1129.513514,10717,10454.57054,21,21,383,383,4,4,0,0,408,408,11125,10862.57054,30790150,0,0,580283,6236890,3252663,40859986,4784115,1360102,6144217,47004203,
Defence Science and Technology Laboratory,Executive Agency,Ministry of Defence,167,167,223,223,1748,1748,1567,1567,36,36,0,0,3741,3741,0,0,0,0,181,170.2,0,0,181,170.2,3922,3911.2,11311865.12,98685.1,44078,359617.43,2418605.39,1301683.32,15534534.36,979141.95,0,979141.95,16513676.31,
UK Hydrographic Office,Executive Non-Departmental Public Body,Ministry of Defence,114,111.34,271,256.92,431,417.65,57,56.46,4,4,0,0,877,846.37,19,19,0,0,20,19.2,0,0,39,38.2,916,884.57,2194573,51775,0,46681,467946,229732,2990707,310392,0,310392,3301099,
Royal Air Force Museum,Executive Non-Departmental Public Body,Ministry of Defence,67,58.54,65,59.3,25,23.09,8,8,3,3,0,0,168,151.93,1,0.6,0,0,0,0,0,0,1,0.6,169,152.53,356708,4642,0,1837,14775,34060,412022,2558,0,2558,414580,
National Army Museum,Executive Non-Departmental Public Body,Ministry of Defence,26,19.81,19,17.97,31,28.48,6,6,1,1,0,0,83,73.26,0,0,0,0,3,3,0,0,3,3,86,76.26,202540.16,0,0,0,23079.68,20249.22,245869.06,10193.12,0,10193.12,256062.18,
National Museum of the Royal Navy,Executive Non-Departmental Public Body,Ministry of Defence,224,88.01,71,64.91,43,42.17,0,0,4,4,0,0,342,199.09,0,0,0,0,0,0,1,0.4,1,0.4,343,199.49,408683.92,0,0,0,32592.81,29258.4,470535.13,0,2000,2000,472535.13,
Defence Electronics and Components Agency,Executive Agency,Ministry of Defence,71,67.75405,301,292.53513,41,41,10,10,1,1,0,0,424,412.28918,1,1,0,0,0,0,0,0,1,1,425,413.28918,931391.69,24164.57,0,12300.09,199818.73,93134.1,1260809.18,3182,0,3182,1263991.18,
