"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","AO","19060","23170","Administrative Officer","2.00","Other"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","AO","19060","23170","Assistant Scientific Officer","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","EO","22820","29210","Executive Officer","1.00","Other"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","EO","22820","29210","Scientific Officer","0.92","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","Grade 6","54310","70310","Grade 6","2.00","Other"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","Grade 7","44970","59290","Grade 7 Scientist","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","Grade 7","44970","59290","Grade 7","0.54","Other"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","HEO","27400","35350","Higher Executive Officer","3.83","Other"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","HEO","27400","35350","Higher Scientific Officer","1.50","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","HEO","27400","35350","Higher Executive Officer","1.00","Other"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","SEO","33900","43190","Senior Executive Officer","1.00","Other"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chief Executive","1","SEO","33900","43190","Senior Scientific Officer","4.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Corporate Services","3","AA","15980","19890","Administrative Assistant","2.00","Finance"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Corporate Services","3","AO","19060","23170","Administrative Officer","6.40","Finance"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Corporate Services","3","AO","19060","23170","Administrative Officer","12.00","Information Technology"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Corporate Services","3","AO","19060","23170","Administrative Officer","1.18","Other"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Corporate Services","3","AO","19060","23170","Administrative Officer","1.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Corporate Services","3","AO","19060","23170","Assistant Scientific Officer","2.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Corporate Services","3","EO","22820","29210","Executive Officer","21.00","Finance"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Corporate Services","3","EO","22820","29210","Executive Officer","10.65","Information Technology"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Corporate Services","3","EO","22820","29210","Executive Officer","7.34","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Corporate Services","3","EO","22820","29210","Scientific Officer","3.72","Science and Engineering"
